UCL_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL314020,13,14,15,21,6,4,82,0,6,18,12,10,16,4,0,70,14,76,100,86,73,82,28,5,457,27,77,107,125,109,118,37,4,602,135,264,301,289,301,285,120,25,1715,22,8,16,23,16,11,3,0,96,9,11,17,30,36,43,10,4,161,170,281,328,342,356,337,131,30,1976,3,6,4,6,8,17,12,0,62,85,81,74,100,125,185,113,40,793,302,533,643,685,695,774,333,78,4049
UCL314021,39,84,77,58,18,0,293,0,8,34,37,56,25,5,0,159,19,83,200,223,201,164,66,23,976,20,45,109,159,151,134,63,15,691,86,107,150,225,212,156,70,14,1021,15,0,12,11,12,9,7,0,61,10,15,24,34,38,38,16,3,162,101,121,185,267,255,200,89,18,1238,0,4,8,6,11,21,15,3,53,73,45,80,96,159,144,100,33,719,213,314,650,870,899,749,354,94,4137
UCL314022,31,38,12,5,0,0,91,0,23,25,39,20,11,3,0,118,33,154,209,159,89,37,9,0,686,20,83,141,184,101,35,12,3,576,147,394,458,425,326,123,40,3,1917,46,15,18,8,14,4,0,0,106,16,22,43,17,30,11,5,0,144,210,425,513,450,368,146,44,3,2167,3,4,9,10,5,4,3,0,46,67,82,115,102,110,55,32,37,598,337,790,1050,970,701,286,103,46,4283
UCL315001,13,17,5,3,0,0,41,0,3,5,5,6,0,0,0,26,3,26,60,44,24,3,3,0,153,3,18,30,38,32,17,4,0,140,39,85,113,98,67,21,7,0,426,5,6,3,0,3,0,0,0,17,3,0,7,8,5,3,0,0,26,45,87,121,103,75,23,7,3,469,0,0,0,3,0,3,0,0,4,19,21,26,24,23,15,3,0,127,71,157,251,240,162,69,17,4,971
UCL315002,3,3,0,3,0,0,7,0,0,5,0,3,4,0,0,14,0,18,19,7,18,9,6,0,81,0,3,12,14,23,9,3,0,71,15,29,39,50,64,38,6,7,239,3,3,0,0,0,0,0,0,10,6,0,3,8,4,0,0,0,22,20,27,47,52,69,39,10,7,271,0,0,0,0,0,4,3,0,6,15,4,24,12,25,29,20,3,137,36,54,100,96,144,106,38,13,593
UCL315003,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,4,8,0,0,0,22,7,3,0,11,3,3,0,0,26,13,24,24,24,11,0,0,0,97,3,4,3,9,7,0,0,0,22,3,0,0,3,0,0,0,0,10,15,29,30,34,20,0,0,0,126,3,0,0,3,0,0,0,0,4,24,8,10,11,7,5,0,0,67,53,45,53,65,40,12,0,0,255
UCL315004,3,3,6,0,0,0,12,0,3,5,5,0,0,0,0,10,9,16,16,19,7,0,0,0,68,5,22,7,12,13,3,0,0,62,30,43,45,32,17,0,3,0,175,14,3,4,6,0,0,0,0,29,0,0,5,0,0,0,0,0,10,40,53,58,37,21,5,3,0,217,0,0,0,0,0,0,0,0,4,20,13,21,16,12,3,0,0,93,76,111,106,97,60,12,3,0,465
UCL315005,6,3,12,11,3,0,39,0,5,0,5,9,9,4,0,32,9,17,37,28,40,23,13,3,172,7,25,49,55,52,47,24,0,259,30,85,99,99,119,102,58,10,606,10,8,3,3,3,7,3,3,35,4,9,4,18,9,17,4,0,74,50,100,109,119,135,122,69,11,708,0,3,0,0,3,11,9,0,21,33,20,25,29,42,76,43,8,279,95,171,228,246,294,304,157,28,1518
UCL315006,14,12,3,0,0,0,45,3,12,6,6,4,0,0,0,35,28,119,69,21,14,0,0,0,256,9,53,45,45,20,3,0,0,182,85,276,221,144,84,18,0,0,817,18,16,9,4,0,0,0,0,43,11,10,18,21,3,0,0,0,60,111,306,240,162,86,19,4,0,923,0,3,4,0,6,0,0,0,17,76,158,111,90,61,21,0,0,517,229,665,493,348,183,40,5,0,1971
UCL315007,5,13,5,9,0,0,35,0,5,8,4,7,10,0,0,32,12,22,39,33,38,18,13,8,174,11,18,33,19,24,24,8,7,152,30,61,58,47,62,44,17,4,325,8,7,6,3,6,0,0,0,32,8,5,10,8,5,9,4,0,49,42,77,78,54,73,55,19,5,406,3,0,0,0,0,4,0,0,11,24,23,26,18,22,51,49,20,234,95,147,190,143,173,164,95,40,1049
UCL315008,4,3,3,4,0,0,19,0,0,8,3,10,6,0,0,23,0,23,28,22,41,19,3,0,135,4,12,30,25,52,27,4,0,156,34,62,71,93,115,98,25,3,513,10,4,9,8,4,3,3,0,42,4,3,8,4,6,7,4,0,50,48,73,92,106,127,115,32,3,599,0,0,4,3,3,7,0,0,11,17,6,25,22,46,44,28,6,203,75,122,184,186,280,217,76,18,1150
UCL315009,0,0,6,3,0,0,3,0,0,0,3,4,3,0,0,10,0,0,12,6,14,16,4,0,54,0,5,9,7,17,18,7,0,77,3,16,12,33,72,98,24,3,260,4,0,0,3,0,4,0,0,17,0,0,0,0,11,5,6,0,23,5,13,15,34,80,109,30,3,299,0,0,0,0,3,3,0,0,8,0,7,14,12,36,45,30,6,137,13,20,48,62,160,197,76,6,594
UCL315010,6,3,0,0,0,0,11,0,5,7,4,3,0,0,0,19,7,56,44,19,9,7,0,0,137,7,38,41,24,14,5,0,0,130,66,218,167,118,75,24,4,0,683,15,9,6,8,0,0,0,0,32,5,15,10,11,6,4,0,0,49,85,241,186,133,76,33,4,0,765,0,4,6,0,0,0,0,0,13,50,61,53,53,40,29,13,10,301,142,408,338,237,146,66,15,8,1374
UCL315011,0,3,0,3,0,0,8,0,0,0,0,4,0,0,0,5,8,24,12,15,5,0,0,0,61,3,20,11,6,10,6,4,0,55,36,52,36,39,32,9,0,0,212,4,3,3,3,0,0,0,0,15,4,0,3,3,3,3,0,0,15,42,57,42,45,36,12,0,0,241,0,0,0,0,4,0,0,0,4,19,15,14,18,16,16,6,4,113,65,123,81,90,74,40,15,4,489
UCL315012,0,0,4,0,0,0,9,0,0,0,3,0,0,0,0,9,4,6,12,14,14,12,4,0,65,0,7,10,13,18,14,8,0,69,12,20,16,28,48,48,20,8,203,3,0,0,3,3,0,3,0,14,4,3,4,3,3,0,0,0,25,17,27,24,35,52,44,27,8,237,0,0,0,0,0,5,0,0,4,4,21,21,24,27,28,24,9,161,28,62,63,94,119,104,60,18,549
UCL315013,5,3,0,0,0,0,11,0,4,7,3,0,0,0,0,17,6,25,30,26,8,5,3,0,100,8,18,30,50,33,13,3,0,155,42,78,80,88,82,25,8,3,398,7,4,3,4,4,3,0,0,30,0,4,6,19,13,8,0,0,49,53,82,90,108,92,35,8,3,470,0,0,0,3,3,0,0,0,11,27,18,15,31,18,13,18,0,147,97,157,176,219,154,66,30,3,904
UCL315014,10,4,0,0,0,0,20,0,4,3,8,0,0,0,0,15,3,27,43,22,9,3,0,0,105,7,35,62,40,32,8,0,0,186,39,113,159,105,58,21,0,0,490,8,9,8,0,0,0,0,0,28,3,9,13,9,3,3,0,0,39,47,131,173,111,57,21,3,0,559,0,6,5,0,0,0,0,0,7,21,19,30,27,32,16,10,0,146,77,222,326,214,131,51,16,3,1037
UCL315015,12,3,3,0,0,0,24,3,3,6,6,11,0,0,0,28,26,64,49,36,21,9,0,0,212,5,16,29,37,31,4,4,3,131,52,84,64,72,60,18,14,0,368,7,3,8,6,5,0,0,0,29,7,6,5,3,6,0,0,0,26,71,101,71,82,71,15,14,3,426,3,3,0,4,3,0,0,0,9,44,48,36,47,50,36,34,26,314,152,251,205,211,193,73,56,24,1151
UCL315016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,11,9,3,0,0,0,37,15,16,20,16,7,3,0,0,75,9,3,4,0,0,0,0,0,18,4,0,3,0,0,0,0,0,4,26,17,23,16,7,5,0,0,97,0,0,0,0,0,0,0,0,0,41,20,15,10,4,0,0,0,85,65,46,44,37,26,3,0,0,229
UCL315017,3,0,3,0,0,0,7,0,6,0,0,0,0,0,0,6,3,5,6,9,11,9,8,0,52,0,7,8,7,11,8,12,4,51,13,26,23,35,33,28,18,5,185,9,7,0,0,0,0,0,0,20,0,0,3,0,0,0,3,0,11,23,30,27,35,35,29,19,5,214,0,0,0,0,0,5,0,0,3,18,17,7,17,25,38,34,17,173,52,72,57,71,81,92,68,25,517
UCL315018,6,0,3,0,0,0,18,0,0,3,0,0,0,0,0,15,10,65,31,15,13,6,3,3,143,0,22,20,15,4,8,0,0,71,28,109,77,48,40,20,3,0,339,6,14,3,3,0,0,0,0,26,3,8,6,4,5,4,0,0,24,41,134,91,56,44,20,3,0,388,0,0,0,0,0,0,0,0,4,26,38,38,14,27,27,18,9,204,80,256,191,105,94,69,27,11,829
UCL315019,4,0,3,0,0,0,4,0,0,0,3,0,0,0,0,4,3,15,18,11,9,10,0,0,65,0,3,6,6,14,17,3,4,61,18,28,31,31,31,18,10,3,175,8,0,3,0,4,0,0,0,12,0,8,0,0,3,4,3,0,20,30,36,39,29,36,20,20,3,207,0,0,0,0,0,3,0,0,6,13,6,21,17,21,18,17,9,121,45,59,91,74,83,72,41,11,469
UCL315020,6,3,3,0,0,0,33,0,5,4,6,3,0,0,0,19,10,58,29,16,14,8,0,0,139,5,27,17,17,19,3,0,0,99,27,76,64,62,37,17,3,3,294,8,6,3,6,0,0,0,0,21,0,0,4,4,5,0,0,0,19,33,83,70,78,41,17,3,3,333,0,7,0,0,0,0,0,0,7,56,78,58,50,57,28,18,8,350,114,263,193,167,148,58,22,12,976
UCL315021,0,5,3,0,0,0,4,0,5,0,0,0,0,0,0,4,0,21,12,10,6,3,0,0,48,0,3,10,0,4,7,0,0,19,22,37,27,37,30,22,7,0,187,7,7,0,4,3,0,0,0,17,0,0,0,3,3,4,0,0,14,24,44,30,43,37,26,7,0,222,0,0,0,3,3,0,0,0,9,12,17,19,28,28,27,17,0,150,46,89,71,91,79,64,27,0,458
UCL315022,7,4,8,0,0,0,21,0,3,10,3,9,5,0,0,37,9,31,23,16,28,12,3,0,124,4,16,21,23,30,12,3,0,112,25,49,56,43,53,31,14,4,265,7,4,3,7,3,3,0,0,25,0,3,7,6,9,9,0,0,32,31,63,60,49,66,42,15,4,327,0,0,0,0,3,0,0,0,12,31,45,34,32,64,67,19,6,304,79,162,163,134,201,136,43,13,935
UCL315023,0,3,3,3,0,0,7,0,0,0,0,3,0,0,0,12,0,8,14,9,20,29,7,0,81,3,10,13,22,36,46,5,0,151,16,42,66,75,116,131,57,3,509,9,6,3,3,4,0,0,0,28,0,3,13,15,9,13,3,0,57,23,48,80,90,138,146,61,3,586,0,0,0,3,3,13,4,0,26,23,20,21,27,47,73,32,6,253,54,93,124,158,259,309,107,12,1109
UCL315024,8,9,9,4,0,0,38,0,3,4,9,9,13,0,0,37,7,19,33,39,26,18,16,3,169,6,25,51,54,35,27,15,0,214,29,73,88,105,85,57,35,6,490,17,6,4,7,0,0,0,0,37,4,10,8,18,17,7,3,0,65,54,87,102,123,106,69,42,11,590,3,0,3,3,3,0,0,0,18,23,19,19,30,41,32,38,33,243,97,164,220,278,225,172,108,45,1316
UCL315025,3,0,3,6,0,0,24,0,0,0,0,3,0,0,0,6,0,20,16,12,14,17,10,0,88,3,7,23,25,32,23,16,0,127,16,41,44,39,39,48,26,4,259,3,3,0,3,3,3,0,0,13,0,0,3,5,3,3,5,0,28,22,42,46,46,50,56,30,4,302,0,0,0,0,0,3,3,0,10,9,10,5,8,15,35,47,24,161,35,83,99,95,110,144,112,35,715
UCL315026,6,0,0,0,0,0,5,0,0,3,3,0,3,0,0,10,0,11,15,6,0,5,3,0,38,4,12,15,10,6,6,0,0,54,22,65,39,36,32,22,7,0,225,3,0,3,3,0,0,0,0,12,0,9,3,3,0,0,0,0,15,26,75,49,40,34,21,10,3,251,0,0,0,0,0,0,0,0,3,10,8,15,11,15,9,12,6,94,44,112,101,75,55,45,26,8,458
UCL315027,14,15,4,6,0,0,44,0,0,9,16,5,4,0,0,35,0,41,84,37,26,10,0,0,205,3,19,43,48,28,18,0,0,152,24,44,64,66,48,32,6,0,296,7,3,4,0,0,0,0,0,23,3,3,10,3,6,6,0,0,30,35,54,77,72,55,40,6,0,342,0,0,0,3,0,0,0,0,8,14,10,30,15,16,16,11,9,120,56,129,257,209,133,100,17,10,906
UCL315028,6,0,0,0,0,0,10,0,0,3,4,0,0,0,0,4,5,13,8,3,0,0,0,0,23,0,5,6,5,4,0,0,0,23,9,16,14,5,6,0,0,0,50,3,3,13,3,3,0,0,0,27,0,0,3,0,0,0,0,0,13,14,19,24,14,14,0,0,0,83,0,0,0,0,0,0,0,0,0,21,12,12,10,6,3,3,0,69,38,55,54,33,26,3,3,0,213
UCL315029,3,0,0,0,0,0,11,0,5,3,4,0,0,0,0,14,17,33,34,9,7,0,0,0,103,3,23,20,19,14,5,0,0,83,44,121,94,88,50,17,3,0,423,8,14,6,0,3,0,0,0,28,3,3,10,4,0,0,0,0,23,61,137,108,90,58,19,3,0,471,0,0,4,0,0,0,0,0,13,85,137,75,80,33,13,0,0,429,169,332,245,218,111,28,8,0,1117
UCL315030,9,14,18,9,0,0,51,0,7,11,12,16,9,5,0,48,4,41,64,49,81,40,17,3,300,6,30,37,40,71,45,16,0,243,72,158,128,152,121,73,32,16,753,7,20,12,7,7,3,0,0,48,6,11,9,14,9,8,5,0,71,90,189,143,174,135,89,44,15,873,3,0,3,0,4,8,3,0,21,63,37,68,61,76,83,65,69,513,165,306,325,348,396,272,150,86,2046
UCL315031,3,3,0,0,0,0,13,0,6,8,7,6,3,0,0,21,10,50,41,19,20,5,0,0,135,13,27,41,40,32,12,5,0,173,53,118,128,87,49,21,9,0,479,9,13,8,5,5,0,0,0,36,0,10,14,8,7,0,0,0,46,64,138,148,101,63,27,12,0,563,0,3,0,3,0,0,0,0,9,38,37,48,22,33,20,8,3,212,130,267,291,194,148,75,25,3,1133
UCL315032,0,0,0,4,0,0,12,0,8,4,3,3,0,0,0,10,4,35,10,13,6,4,6,0,79,6,19,10,25,14,4,3,0,76,39,42,45,47,44,21,8,0,253,10,5,3,0,4,3,0,0,27,0,0,7,4,6,4,0,0,24,49,52,58,49,51,25,15,0,299,0,0,0,0,0,7,0,0,9,42,34,24,38,33,36,28,19,260,107,143,107,123,115,84,47,22,744
UCL315033,9,15,14,5,0,0,49,0,4,7,8,8,9,0,0,41,10,45,74,41,40,29,12,0,247,5,43,63,69,47,43,11,0,289,64,119,144,124,107,80,19,5,663,9,11,3,5,3,7,0,0,39,9,14,16,19,19,6,4,3,87,79,143,164,148,124,98,27,8,788,0,0,3,3,0,3,3,0,17,25,15,24,34,36,36,41,4,213,121,260,342,320,279,220,94,15,1649
UCL315034,11,0,3,0,0,0,9,0,0,3,0,3,0,0,0,11,4,12,17,12,8,5,3,0,60,6,15,18,25,12,11,3,0,86,29,46,45,51,37,20,3,0,235,0,0,0,0,0,3,0,0,10,0,6,6,11,4,0,0,0,25,29,51,53,63,40,26,5,0,273,0,0,0,0,3,0,0,0,5,9,17,7,14,19,11,6,0,80,55,95,105,116,87,48,18,0,523
UCL315035,14,4,3,0,0,0,29,0,0,13,6,7,0,0,0,24,3,48,45,42,18,4,0,0,153,4,27,41,32,16,4,0,0,137,47,78,93,74,56,21,6,0,369,5,4,3,3,3,0,0,0,17,0,0,5,4,12,0,0,0,25,49,79,106,85,67,19,6,3,413,0,0,3,0,0,0,0,0,4,25,15,12,20,17,13,8,0,100,79,180,231,184,125,48,13,3,859
UCL315036,0,0,0,0,0,0,6,0,8,0,0,3,0,0,0,11,4,19,8,0,3,3,0,0,45,0,3,8,3,10,0,0,0,25,9,22,21,20,3,9,0,0,81,5,3,0,5,0,0,0,0,12,0,0,3,0,0,0,0,0,9,19,22,25,23,9,9,0,0,100,0,0,0,0,0,0,0,0,0,49,52,35,24,18,11,3,0,202,73,106,72,60,50,20,3,0,378
UCL315037,9,0,0,0,0,0,24,0,4,3,0,0,0,0,0,10,38,93,26,8,4,0,0,0,174,44,114,41,23,3,3,0,0,221,57,84,43,21,17,4,0,0,233,10,7,0,0,0,0,0,0,23,7,3,11,0,0,3,0,0,24,78,98,53,25,17,10,0,0,287,0,9,0,0,0,0,0,0,8,172,271,106,63,47,21,6,0,678,331,595,237,118,75,28,5,0,1395
UCL315038,3,3,3,0,0,0,8,0,0,4,0,0,0,0,0,7,0,10,12,8,9,3,0,0,42,0,4,15,15,8,3,0,0,53,18,48,57,69,57,30,9,0,284,3,4,4,0,0,0,0,0,13,0,4,10,3,5,0,0,0,28,24,55,68,71,67,28,9,0,324,0,0,0,0,0,0,0,0,3,18,20,23,25,28,16,9,0,141,42,89,130,129,115,52,21,0,579
UCL315039,3,3,0,0,0,0,11,0,0,3,3,3,0,3,0,15,8,30,22,17,21,16,4,0,116,8,19,31,23,23,7,7,0,106,48,64,84,101,93,66,17,6,482,17,5,0,8,7,0,0,0,40,5,3,13,10,5,8,3,0,47,72,73,96,117,105,72,20,6,565,0,0,0,0,4,3,0,0,12,41,18,30,37,52,77,54,45,351,128,143,192,194,201,177,87,49,1177
UCL315040,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,7,6,4,9,4,0,0,38,0,3,10,8,12,6,6,0,48,11,18,21,22,33,27,9,7,153,4,4,0,0,3,0,0,0,17,0,0,3,3,0,4,4,0,23,17,20,34,26,42,33,12,7,188,0,0,0,0,0,0,0,0,3,12,10,13,22,30,44,43,17,189,30,43,66,63,93,91,69,21,459
UCL315041,3,10,3,6,0,0,25,0,0,5,3,5,0,0,0,20,20,59,32,41,32,15,12,3,209,15,25,37,46,37,23,10,0,199,76,124,94,126,153,86,49,17,727,19,13,11,3,4,3,3,0,47,3,0,4,11,16,0,3,0,40,102,142,106,137,173,86,57,15,814,0,0,0,4,0,3,3,0,16,51,39,39,58,67,79,101,44,475,183,263,221,303,315,216,182,66,1754
UCL315042,6,11,10,0,0,0,28,0,0,0,3,0,0,0,0,10,0,20,20,17,17,15,6,0,97,3,15,22,27,25,11,0,0,112,31,66,66,97,76,44,9,3,395,0,4,3,0,3,0,0,0,13,3,10,8,11,5,3,0,0,41,33,80,76,109,88,47,9,3,444,0,0,0,3,3,0,0,0,16,11,20,15,32,15,16,13,3,121,57,141,144,207,156,96,35,8,830
UCL315043,16,6,3,3,0,0,41,3,7,15,11,3,6,0,0,37,10,60,63,43,19,17,6,0,208,20,49,67,79,32,14,3,0,263,114,180,217,172,84,61,14,8,845,20,6,14,9,0,0,0,0,51,5,7,14,24,12,6,3,0,70,139,194,247,207,97,65,19,8,975,0,0,8,9,3,0,0,0,19,45,42,39,47,43,31,11,4,262,227,356,447,392,200,138,36,11,1798
UCL315044,15,7,4,4,0,0,34,3,6,13,5,7,6,3,0,41,17,43,55,36,34,12,3,0,205,9,43,84,76,47,20,7,0,296,75,160,211,183,133,83,16,0,865,15,9,14,4,8,0,0,0,59,6,10,14,23,7,9,0,0,78,95,186,242,214,147,96,22,5,1004,0,3,3,3,3,4,3,0,17,53,40,53,68,60,44,16,5,340,182,332,460,418,303,191,50,7,1935
UCL315045,4,0,0,4,0,0,6,0,0,0,3,0,3,0,0,10,11,22,36,14,17,11,0,0,107,3,16,11,17,15,21,7,0,90,29,55,45,44,36,25,7,3,243,15,8,10,5,0,0,0,0,31,4,5,7,3,7,5,0,0,30,44,71,61,53,43,31,7,3,307,0,3,3,0,0,6,0,0,17,21,21,24,22,18,26,14,10,164,74,144,146,111,96,88,35,15,702
UCL315046,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,7,6,10,10,8,10,3,0,0,55,6,17,19,19,15,10,3,0,91,49,84,55,59,57,14,8,0,324,4,5,0,7,0,3,0,0,20,3,3,3,6,8,3,0,0,27,51,89,59,77,67,19,8,0,367,0,0,0,0,0,0,0,0,0,21,13,19,21,15,27,14,0,124,87,137,112,127,108,59,28,3,660
UCL315047,5,3,8,8,0,0,18,0,0,3,4,3,3,0,0,14,0,3,13,10,11,19,6,0,71,5,6,24,21,22,27,4,0,114,21,32,56,71,63,50,6,0,301,4,4,7,6,8,0,0,0,29,0,0,3,5,11,10,0,0,30,31,35,69,81,79,63,7,0,358,0,3,0,3,0,5,0,0,13,21,8,21,30,23,30,8,6,157,58,62,133,160,142,155,29,8,740
UCL315048,13,17,19,21,5,0,82,0,3,7,5,15,4,0,0,42,7,30,54,48,53,41,12,3,240,0,27,30,47,44,34,10,0,185,11,48,74,87,89,37,18,0,372,4,0,6,8,0,3,0,0,26,0,4,7,9,18,11,3,3,54,19,55,90,106,106,52,17,3,450,0,0,3,3,5,6,0,0,15,37,21,35,49,45,48,10,3,256,64,132,234,271,295,207,58,8,1271
UCL315049,7,3,3,0,0,0,25,0,0,3,3,6,0,0,0,16,9,27,24,24,19,9,3,0,121,11,29,26,35,24,13,12,0,151,66,107,82,73,69,50,12,0,458,15,13,5,3,3,0,0,0,45,8,8,10,5,8,6,0,0,45,88,130,93,87,81,50,21,3,546,0,0,4,0,0,3,0,0,16,60,46,42,50,55,80,62,53,449,166,246,197,196,183,167,96,65,1319
UCL315050,10,12,3,9,0,0,39,0,3,10,11,11,9,0,0,39,16,43,55,42,26,17,0,0,199,17,47,65,66,54,20,14,0,280,82,120,141,133,130,66,28,4,694,12,4,12,3,4,7,0,0,40,7,10,11,19,11,9,3,0,79,104,135,161,155,144,83,25,4,815,4,0,4,10,0,7,5,0,24,53,42,44,55,48,58,28,11,321,183,266,339,351,297,195,69,13,1709
UCL315051,8,4,9,5,0,0,22,0,3,3,3,0,5,0,0,17,11,19,41,23,10,16,0,0,123,13,24,38,41,20,20,10,0,152,54,81,94,93,99,49,19,0,492,4,4,3,7,0,0,0,0,19,3,3,5,6,14,6,0,0,41,61,86,102,103,114,62,14,0,548,0,0,0,3,9,6,0,0,17,28,26,39,39,30,28,16,0,213,120,154,225,220,193,144,43,6,1102
UCL315052,4,13,14,0,0,0,46,0,8,11,17,12,0,0,0,49,33,76,63,30,32,10,5,6,237,6,21,29,44,35,16,7,0,157,68,93,74,61,58,27,6,3,388,24,12,6,4,0,3,0,0,45,10,9,3,8,12,0,0,0,41,92,116,79,69,69,26,8,3,472,0,0,3,4,3,0,0,0,8,45,30,30,43,49,50,39,27,313,176,263,230,210,211,103,56,35,1286
UCL315053,4,5,4,3,0,0,24,0,0,3,4,4,3,0,0,20,8,23,22,15,15,16,0,0,91,18,38,26,48,30,22,5,0,178,93,124,114,116,95,57,19,8,625,20,12,4,6,7,0,0,0,57,10,19,9,12,12,3,3,0,71,121,157,133,138,110,59,20,8,746,0,3,4,0,0,0,0,0,11,74,41,49,70,63,39,38,3,377,223,265,235,275,230,139,64,16,1450
UCL315054,0,8,10,21,5,0,47,0,3,0,3,10,10,8,0,34,0,10,20,20,37,67,13,3,177,5,19,27,41,63,66,10,3,239,23,21,28,74,123,127,46,3,448,8,3,4,5,3,6,4,0,35,3,4,3,8,13,18,4,0,62,31,27,36,94,142,152,48,7,537,0,0,0,0,0,10,0,0,14,25,16,20,38,59,87,36,6,283,72,72,104,203,327,407,125,16,1326
UCL315055,3,12,5,0,4,0,25,0,0,3,3,5,3,0,0,15,0,12,7,26,25,15,6,0,98,0,10,12,29,32,26,3,3,114,25,44,47,56,64,33,25,0,288,11,3,0,3,6,0,0,0,24,0,0,7,4,7,4,6,0,26,35,41,54,67,74,40,26,0,339,0,0,0,0,0,0,3,0,8,17,14,18,19,21,45,37,19,201,50,89,102,147,168,137,79,26,801
UCL315056,19,20,36,28,12,0,129,0,9,10,16,21,25,0,0,81,11,30,69,58,88,80,26,3,358,3,8,41,54,72,90,35,11,319,20,42,56,67,72,81,38,10,387,4,5,3,3,6,3,0,0,21,0,4,7,5,14,15,15,3,63,26,46,64,77,92,99,47,16,476,0,0,0,0,4,6,3,0,14,12,9,17,25,25,48,43,33,208,52,113,223,249,340,375,167,62,1579
UCL315057,3,3,0,0,0,0,12,0,6,3,4,0,0,0,0,17,9,40,33,8,5,3,0,0,96,4,18,33,19,13,3,3,0,88,54,148,133,87,48,24,6,3,501,5,5,9,0,3,0,0,0,26,0,7,8,4,3,0,0,0,20,60,158,146,92,53,25,9,3,545,0,3,3,4,0,0,0,0,13,34,34,32,36,33,10,3,4,188,111,266,255,168,108,43,11,7,962
UCL315058,10,3,3,4,0,0,16,0,6,4,3,0,3,0,0,14,7,48,63,23,9,4,0,0,155,4,16,42,28,11,6,0,0,101,37,43,58,52,23,18,3,0,232,6,0,0,4,0,0,0,0,13,3,6,7,3,3,3,0,0,19,45,45,72,61,22,20,3,0,268,0,0,0,3,0,0,0,0,11,7,10,8,8,10,10,3,0,59,65,128,197,128,59,45,6,0,634
UCL315059,9,7,5,5,0,0,31,0,3,9,4,3,0,0,0,18,7,50,34,24,15,9,4,0,144,7,27,48,46,29,6,0,0,164,48,155,119,83,48,24,8,0,485,3,5,4,4,0,0,0,0,24,3,6,7,16,6,5,3,0,39,53,168,122,106,56,26,6,0,544,0,0,0,4,0,0,0,0,9,17,17,21,15,20,7,6,0,108,91,276,241,200,128,62,17,0,1022
