UCL_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL515026,26,58,27,39,11,164,14,3,81,45,60,9,214,0,0,5,4,7,0,19,0,0,4,8,49,3,65,0,0,3,3,19,11,34,26,39,232,169,521,76,1060
UCL515027,12,57,14,27,7,124,3,5,29,17,17,3,79,0,0,0,0,3,0,4,0,0,5,17,59,3,80,0,0,4,3,12,6,28,46,34,274,193,873,82,1500
UCL515028,6,18,5,3,0,28,0,3,12,0,5,5,20,0,0,0,0,0,0,0,0,0,3,0,9,0,13,0,0,0,0,0,4,6,7,10,79,65,247,21,431
UCL515029,12,30,6,27,5,78,6,3,20,24,44,4,102,0,0,0,0,3,4,9,0,0,3,4,35,3,39,0,0,0,3,28,9,41,17,24,111,108,472,42,765
UCL515030,9,17,5,12,0,54,0,3,14,15,11,0,45,0,0,0,0,0,0,3,0,0,3,4,20,4,27,0,0,0,3,17,6,31,7,24,78,97,358,46,612
UCL515031,11,56,14,17,4,107,3,0,14,9,17,0,48,0,0,0,0,0,0,4,0,0,6,8,21,0,29,0,0,0,3,7,4,16,28,23,172,107,632,30,999
UCL515032,3,14,6,20,0,50,0,4,15,21,17,0,57,0,0,0,0,3,0,8,0,0,5,3,25,0,33,0,0,5,3,15,7,31,9,14,71,92,289,33,504
UCL515033,5,19,4,7,3,39,0,0,8,7,21,3,40,0,0,0,0,4,0,4,0,0,3,0,20,0,22,0,0,0,0,3,3,4,5,4,39,29,158,22,254
UCL515034,4,12,10,20,3,47,0,4,17,10,30,8,63,0,0,0,0,9,0,10,0,0,0,4,22,0,25,0,0,0,0,5,3,11,10,6,48,64,312,37,478
UCL515035,3,14,3,10,0,29,0,0,7,13,9,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,4,3,12,3,5,59,61,311,32,472
UCL515036,3,24,14,13,0,59,4,0,36,29,32,3,97,0,0,0,4,0,0,4,0,0,3,0,19,0,19,0,0,3,12,16,4,31,11,8,114,92,243,31,507
UCL521001,0,12,7,10,0,31,0,0,3,9,10,0,22,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,9,0,10,0,0,17,27,109,5,168
UCL521002,0,6,3,5,0,17,0,0,6,12,9,0,25,0,0,0,0,0,0,0,0,0,0,3,8,0,15,0,0,0,0,10,0,12,0,3,25,31,136,14,204
UCL521003,0,5,3,4,0,12,3,0,0,8,3,3,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,5,3,0,21,27,69,16,137
UCL521004,8,10,0,5,0,24,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,4,17,0,21,0,55
UCL521005,7,8,0,12,0,34,0,3,6,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,4,0,4,10,13,52,36,146,16,266
UCL521006,3,15,7,13,0,41,0,0,6,5,20,0,36,0,0,0,0,3,0,3,0,0,0,0,10,0,10,0,0,0,3,0,0,3,3,10,34,36,171,12,270
UCL521007,0,5,0,0,0,4,0,0,3,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,15,11,38,9,75
UCL521008,0,5,0,4,0,12,0,0,3,3,6,4,15,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,3,3,3,7,20,11,35,11,79
UCL521009,3,4,0,4,3,22,0,3,6,4,3,0,16,0,0,0,0,4,0,4,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,9,26,23,56,7,114
UCL521010,0,3,4,7,0,17,0,0,6,3,9,0,27,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,3,0,7,10,19,98,13,143
UCL521011,0,8,6,0,0,21,0,0,4,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,3,0,3,0,5,5,6,18,34,103,5,165
UCL521012,0,11,0,9,0,25,3,0,6,3,7,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,6,10,5,24,12,74,4,125
UCL521013,0,4,0,4,0,13,0,0,5,3,6,0,16,0,0,0,0,8,0,8,0,0,3,0,11,0,10,0,0,0,4,4,0,4,4,5,30,24,99,5,169
UCL521014,0,3,4,0,0,8,0,0,0,3,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,4,11,3,0,25,15,70,15,126
UCL521015,0,3,0,9,0,14,0,0,8,6,12,0,34,0,0,0,0,0,0,3,0,0,0,0,12,0,13,0,0,0,0,4,0,9,3,0,36,33,144,7,230
UCL521016,3,5,3,4,0,22,0,0,3,5,8,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,6,3,3,7,17,31,74,18,150
UCL521017,3,10,0,3,0,23,0,0,7,3,7,3,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,4,4,0,3,26,14,87,19,152
UCL521018,0,17,6,9,0,35,0,0,4,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,3,0,8,3,3,31,23,110,11,186
UCL521019,0,10,0,0,0,17,0,0,9,6,4,0,20,0,0,0,0,0,0,0,0,0,0,3,8,0,7,0,0,0,0,13,0,13,3,3,44,31,99,12,193
UCL521020,3,7,0,5,0,16,0,0,0,0,0,0,5,0,0,13,7,7,0,23,0,0,0,0,7,0,8,0,0,0,0,5,0,7,4,6,45,20,99,9,179
UCL521021,0,6,3,0,0,16,0,0,5,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,9,0,9,0,0,15,13,78,11,125
UCL521022,0,16,3,8,0,27,0,3,3,5,3,5,14,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,12,0,16,0,9,45,33,112,20,216
UCL521023,7,16,3,6,0,33,3,0,18,3,7,0,32,0,0,5,0,3,0,10,0,0,0,0,0,0,3,0,0,3,0,3,0,5,10,21,100,47,76,14,273
UCL521024,0,9,4,5,0,15,0,0,4,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,9,3,12,0,0,21,15,70,12,122
UCL521025,0,4,0,3,3,8,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,3,3,3,15,5,54,10,90
UCL521026,4,40,3,7,3,61,0,3,17,9,15,0,48,0,0,0,0,0,0,0,4,0,0,0,6,0,13,0,0,0,0,3,4,8,20,15,76,42,77,16,245
UCL521027,0,15,4,4,0,24,0,0,10,12,11,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,6,0,13,6,4,41,41,129,10,226
UCL521028,0,3,0,4,0,8,0,0,4,7,0,3,11,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,9,3,3,20,21,85,11,148
UCL521029,4,9,3,9,0,24,0,0,7,7,14,3,28,0,0,0,0,3,0,6,0,0,0,0,10,0,11,0,0,0,0,6,0,6,5,4,38,42,120,9,217
UCL521030,0,0,3,3,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,3,18,20,104,14,161
UCL521031,0,6,0,3,0,13,3,0,6,8,16,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,6,11,3,4,23,21,78,17,145
UCL521032,7,14,3,6,0,29,0,0,12,9,5,3,32,0,0,0,0,0,0,0,0,0,3,0,13,0,20,0,0,0,0,6,3,13,5,7,67,36,129,33,274
UCL521033,3,9,0,7,0,10,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,3,0,3,0,5,28,13,78,7,140
UCL521034,0,6,3,0,0,9,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,3,8,0,7,25,24,82,28,171
UCL521035,7,4,0,3,0,20,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,10,15,22,47,10,102
UCL521036,0,0,0,4,3,7,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,3,14,6,23
UCL521037,0,8,4,5,0,19,0,0,6,9,3,0,17,0,0,0,0,0,0,3,0,0,0,0,10,0,10,0,0,3,3,0,0,6,4,3,24,37,108,10,178
UCL521038,3,5,0,4,0,13,0,3,3,12,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,9,7,6,21,26,32,23,124
UCL521039,3,12,3,15,4,47,0,0,4,7,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,27,16,41,13,101
UCL521040,0,6,0,3,0,12,0,0,4,5,8,0,18,0,0,0,0,3,0,3,0,0,0,3,9,0,14,0,0,3,0,3,3,11,0,4,20,27,110,19,181
UCL521041,5,8,4,7,3,28,0,3,11,9,24,0,52,0,0,0,3,3,0,11,0,0,0,0,32,0,28,0,0,3,0,13,0,20,9,10,49,51,238,25,374
UCL521042,3,9,4,4,0,19,0,0,4,6,3,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,8,24,20,59,3,119
UCL521043,0,6,0,0,0,17,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,7,3,3,23,12,46,16,107
UCL521044,0,3,0,9,3,15,0,0,4,3,10,3,24,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,3,0,3,0,3,13,20,106,7,144
UCL521045,4,4,0,9,0,20,0,0,3,8,13,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,4,0,4,21,18,76,16,133
UCL521046,12,19,3,9,0,43,0,4,17,12,3,0,35,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,3,18,20,61,35,91,14,237
UCL521047,3,11,3,0,0,17,3,0,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,3,0,10,0,13,8,11,46,27,168,18,277
UCL521048,3,3,4,9,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,24,27,166,5,248
UCL521049,3,4,3,5,0,15,0,0,3,3,5,0,18,0,0,0,0,4,0,8,0,0,0,0,3,0,3,0,0,3,3,4,0,13,6,4,27,28,71,20,156
UCL521050,0,8,3,6,0,12,0,0,0,7,10,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,6,0,0,15,22,63,11,112
UCL521051,0,3,3,6,3,11,0,0,3,0,7,3,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,3,6,5,10,15,45,19,98
UCL521052,0,3,0,3,0,8,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,4,6,4,0,14,14,32,10,69
UCL521053,0,12,4,10,4,31,0,4,11,10,15,4,42,0,0,3,0,3,0,5,0,0,0,4,18,0,17,0,0,0,0,10,3,12,3,5,53,55,232,28,377
UCL521054,0,8,3,3,0,19,0,0,3,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,7,0,0,27,14,92,5,141
UCL521055,3,12,6,6,0,26,3,3,6,3,13,3,33,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,3,5,10,12,26,26,103,20,206
UCL521056,0,7,4,4,0,15,0,3,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,6,26,4,66
UCL521057,4,7,3,6,0,22,3,3,5,9,5,0,26,0,0,0,0,0,0,4,0,0,3,0,10,0,13,0,0,0,0,7,3,13,8,9,32,26,98,8,180
UCL521058,3,0,3,4,0,8,0,0,4,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,8,0,3,11,21,81,13,126
UCL521059,0,6,4,10,0,14,0,0,5,8,7,0,30,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,6,4,13,3,3,21,40,124,18,213
UCL521060,3,18,0,3,0,25,3,3,13,4,22,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,5,33,12,52,12,124
UCL522001,0,3,0,3,0,14,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,6,11,35
UCL522002,0,4,3,5,0,7,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,18,29,7,73
UCL522003,4,10,0,5,0,19,0,0,3,6,3,3,8,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,4,7,6,15,5,44
UCL522004,0,0,0,3,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,14,3,14
UCL522005,3,9,0,3,0,15,0,0,0,4,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,4,0,3,3,7,10,3,19,8,43
UCL522006,0,14,0,4,0,30,0,0,5,4,0,3,17,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,48,22,55,8,142
UCL522007,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,6,36,0,63
UCL522008,0,0,0,3,0,7,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,6,3,0,8,6,33,3,49
UCL522009,0,4,3,3,0,9,0,0,0,5,5,3,12,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,4,3,0,4,0,0,4,16,61,4,86
UCL522010,0,11,4,3,0,15,0,0,12,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,6,32,23,36,4,112
UCL522011,4,3,0,0,3,15,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,4,16,9,43,9,82
UCL522012,0,0,0,5,0,12,0,0,4,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,4,15,59,3,79
UCL522013,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,6,6,39,0,56
UCL522014,0,3,0,0,0,5,0,0,0,0,0,3,3,0,0,0,3,0,0,5,0,0,4,0,0,0,3,0,0,0,0,3,0,5,7,0,25,11,48,9,102
UCL522015,0,0,0,0,0,9,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,10,31,8,61
UCL522016,4,4,0,3,0,12,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,16,13,40,3,75
UCL522017,0,3,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,3,37
UCL522018,0,9,0,5,0,15,0,3,13,5,9,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,34,14,77,3,143
UCL522019,0,5,0,3,0,6,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,9,24,0,44
UCL522020,4,3,0,3,0,15,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,3,0,7,4,8,19,6,41,3,83
UCL522021,0,6,0,0,0,14,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,10,0,0,12,12,35,5,66
UCL522022,0,3,0,0,0,3,0,0,0,0,3,0,9,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,9,20,0,29
UCL522023,0,4,0,3,0,7,0,0,0,3,3,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,7,32,4,61
UCL522024,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,7,28,0,38
UCL522025,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,4,5,5,41,10,72
UCL522026,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,12,0,34
UCL522027,0,0,5,3,0,7,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,0,0,0,6,0,8,0,0,0,0,0,0,3,0,0,4,14,68,3,94
UCL522028,3,3,3,3,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,15,47,3,75
UCL522029,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,3,3,0,10,0,18
UCL522030,0,13,0,0,0,11,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,12,3,12,3,27
UCL522031,0,4,0,5,0,10,0,0,0,9,3,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,7,5,14,35,9,67
UCL522032,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,17
UCL522033,0,0,0,4,0,6,0,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,28,0,50
UCL522034,0,3,0,4,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,32,7,54
UCL522035,0,8,0,0,0,9,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,15,9,32,3,70
UCL522036,0,5,0,0,0,10,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,15,19,26,5,68
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,7,39,9,62
UCL522038,0,3,0,3,0,10,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,26,11,78,0,122
UCL522039,0,6,0,0,4,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,20,3,41
UCL522040,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
UCL522041,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,6,27,4,53
UCL522042,4,8,0,6,0,17,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,16,6,38,7,78
UCL522043,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,14,10,36,3,61
UCL522044,3,11,3,8,0,25,0,0,3,7,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,18,14,31,3,69
UCL522045,0,7,0,0,3,15,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,3,0,3,21,4,45,7,88
UCL522046,3,3,3,5,0,17,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,7,17,54,3,81
UCL522047,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,28,4,45
UCL522048,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9
UCL522049,3,10,3,6,0,30,3,0,15,3,13,3,36,0,0,4,0,0,0,3,0,0,4,0,3,0,8,0,0,0,5,8,0,9,12,3,51,25,75,11,172
UCL522050,0,0,0,3,0,9,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,30,0,41
UCL522051,0,3,0,0,0,3,0,0,8,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,43,11,85
UCL522052,0,10,0,3,0,11,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,37,3,70
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,4,50
UCL522054,0,0,0,4,0,4,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,23,6,45
UCL522055,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,3,12,6,26
UCL522056,0,4,0,3,0,6,0,0,7,4,9,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,17,14,48,4,85
UCL522057,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,5,0,16,5,26
UCL522058,0,3,0,3,0,9,0,0,0,4,4,0,9,0,0,4,5,0,0,13,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,4,10,12,38,3,70
UCL522059,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,4,0,15,4,22
UCL522060,3,3,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,10,0,10,3,24
UCL522061,0,7,0,5,3,13,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,3,6,4,10,0,18,8,43
UCL522062,0,6,0,0,0,5,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,15,10,35,4,59
UCL522063,0,5,0,0,0,14,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,3,16,12,47,4,92
UCL522064,0,3,0,0,0,7,0,0,3,4,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,19,8,13,5,47
UCL522065,0,3,0,6,0,14,0,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,3,7,11,0,3,12,35,66,14,131
UCL522066,0,3,0,0,0,8,0,0,8,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,26,0,44
UCL522067,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,5,41
UCL522068,3,3,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,21,0,0,0,0,0,0,0,3,3,3,0,37,14,64
UCL531777,496,1851,728,1003,168,4551,226,204,1358,957,1143,213,4098,15,13,137,90,267,39,565,28,21,143,225,1377,77,1878,67,30,248,249,1029,289,1915,1598,1411,10076,7716,24859,2697,48353
UCL579997,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,28,3,47,9,3,34,54,144,10,250
UCL599994,8,28,5,5,0,57,12,5,30,9,22,0,86,0,0,10,3,4,0,20,0,0,4,0,29,0,29,3,3,17,4,42,16,86,69,20,301,133,590,58,1169
UCL603001,609,3037,644,898,115,7039,1007,659,3467,1574,2650,320,9690,151,74,441,149,346,30,1187,126,59,318,268,1235,71,2080,89,20,254,120,524,226,1235,5584,2806,15879,7329,18678,1881,52156
UCL611001,189,1456,297,479,66,2975,356,254,1524,739,1201,154,4226,13,10,85,55,142,15,327,25,10,87,104,625,28,874,18,6,88,61,261,115,547,1341,767,5575,2886,8583,814,19963
UCL612001,46,277,88,119,9,584,38,37,207,228,399,37,950,0,0,7,11,29,0,51,7,5,15,38,213,5,283,3,0,18,16,91,29,154,154,147,888,845,2935,255,5223
UCL613001,34,227,66,125,14,512,63,49,245,200,369,44,978,0,0,3,0,16,0,23,0,6,15,23,167,3,209,4,0,11,9,66,20,116,178,134,800,658,2506,217,4495
UCL613002,31,209,46,82,8,400,28,16,132,123,215,26,532,0,0,4,4,10,3,27,3,3,10,17,117,0,151,0,0,5,6,49,13,84,99,95,552,407,1584,118,2850
UCL614001,5,19,16,34,5,82,0,7,30,41,129,9,216,0,0,4,0,6,3,11,0,0,3,3,47,3,61,0,0,0,0,32,12,49,21,29,92,128,714,65,1051
UCL614002,8,57,7,28,6,114,9,12,39,56,103,9,222,0,0,0,3,0,0,8,0,0,0,8,46,0,54,0,0,0,3,19,8,37,29,36,173,162,619,48,1072
UCL615001,0,4,0,0,0,7,0,0,7,3,15,0,24,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,6,0,7,7,3,17,22,84,18,139
UCL615002,0,8,6,8,0,24,3,7,5,13,11,0,33,0,0,3,0,4,3,10,0,0,3,0,7,0,13,0,0,0,7,9,0,18,11,6,33,47,112,19,233
UCL615003,3,21,5,4,0,33,3,0,5,8,5,0,32,0,0,3,0,4,0,11,0,0,0,0,15,3,15,0,0,0,0,13,0,9,8,7,54,41,177,20,305
