UCL_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
UCL313002,..,11,32,14,7,7,5,6,5,4,100,..,4,7,0,4,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,3,0,4,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,18,35,14,12,8,5,7,3,7,116,12,30,39,3,7,3,0,3,0,3,100,3,3,5,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,39,43,4,11,3,3,4,0,3,124,44,10,22,6,5,7,6,3,7,0,108,3,3,7,9,3,0,5,0,10,0,36,0,0,0,0,0,0,0,8,3,4,15,0,0,0,0,0,0,0,0,0,0,0,3,6
UCL313003,..,7,18,7,13,13,0,0,0,0,56,..,0,19,3,10,14,9,3,3,0,57,..,0,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,0,3,..,0,18,3,10,14,7,3,3,3,60,..,0,0,0,0,0,0,0,0,0,0,..,7,38,11,25,25,11,3,3,3,121,7,10,8,3,3,3,0,0,0,3,43,0,3,24,7,4,12,3,3,8,3,66,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,24,7,4,12,3,3,11,3,73,0,0,0,0,0,0,0,0,0,0,0,7,17,41,10,12,14,5,3,11,4,112,8,10,15,5,7,0,4,0,0,0,50,5,7,36,9,14,8,8,4,0,0,94,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,7
UCL313004,..,14,44,19,16,4,3,4,3,3,114,..,8,23,7,9,5,9,3,3,3,74,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,8,23,8,9,5,9,3,3,6,77,..,0,0,0,0,0,0,0,0,0,0,..,15,65,28,27,15,11,5,9,13,191,16,25,39,14,7,9,4,0,3,3,127,3,3,43,4,5,10,10,3,0,3,83,0,0,0,0,0,0,0,3,0,9,14,0,0,0,0,0,0,0,0,0,0,0,3,8,43,4,5,10,11,9,5,11,93,0,0,0,0,0,0,0,0,0,0,0,18,30,83,21,11,16,14,10,5,17,224,40,27,49,27,17,8,10,5,4,9,192,6,11,56,9,20,21,17,8,5,3,175,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,3,6,14
UCL313005,..,0,18,7,4,0,3,5,0,0,40,..,0,13,0,0,4,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,13,0,0,4,0,3,0,0,27,..,0,0,0,0,0,0,0,0,0,0,..,0,27,10,3,7,3,3,3,0,66,4,13,11,5,0,0,0,3,0,0,40,0,3,12,0,0,0,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,12,24,5,0,3,0,8,3,0,70,19,13,30,8,8,3,0,3,0,3,81,8,7,34,3,7,7,7,5,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7
UCL313006,..,10,30,4,8,10,3,4,0,6,70,..,4,3,3,0,5,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,3,3,0,5,0,3,4,0,24,..,0,0,0,0,0,0,0,0,0,0,..,15,31,13,12,17,6,6,4,6,97,8,24,25,0,4,4,0,0,0,3,72,3,7,5,6,0,3,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,6,0,4,0,4,3,0,25,0,0,0,0,0,0,0,0,0,0,0,10,34,31,6,4,8,0,3,3,3,98,22,10,20,4,3,8,0,3,0,0,76,3,7,26,3,4,0,7,7,3,3,57,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,6
UCL313007,..,0,4,0,3,0,0,0,0,0,11,..,0,5,4,4,3,3,3,3,0,22,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,5,4,4,3,3,3,3,0,28,..,0,0,0,0,0,0,0,0,0,0,..,0,14,4,3,3,3,3,3,0,39,9,11,15,0,0,0,0,0,0,3,41,0,4,14,3,4,0,4,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,4,0,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,9,11,27,3,9,0,4,8,0,4,75,19,5,8,0,0,0,3,0,0,3,42,0,6,14,6,3,11,8,7,0,0,60,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL313008,..,8,62,22,36,7,11,14,10,15,194,..,0,27,13,27,21,11,11,0,14,126,..,0,0,0,3,0,0,9,6,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,27,13,31,21,15,14,8,14,139,..,0,0,0,0,0,0,0,0,0,0,..,8,87,35,68,32,27,26,20,30,329,21,29,35,14,23,17,11,7,5,8,169,0,14,35,11,11,17,8,5,3,3,114,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,35,11,11,17,8,5,3,3,114,0,3,0,0,0,0,0,0,0,0,3,19,45,73,28,32,35,23,7,12,15,289,81,26,76,36,34,23,13,10,10,12,329,12,21,98,26,33,26,21,21,19,4,278,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,14,21
UCL313009,..,11,62,15,9,5,7,9,3,7,124,..,0,14,16,3,3,12,3,3,3,59,..,0,0,0,0,0,3,0,3,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,14,16,3,3,11,3,7,3,63,..,0,0,3,0,0,0,0,0,0,3,..,16,83,24,12,4,20,16,8,6,182,19,40,43,5,5,8,3,7,0,4,127,4,8,14,3,3,0,9,3,0,3,58,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,14,3,3,0,11,3,3,0,62,0,0,0,0,0,0,0,0,0,0,0,24,52,61,10,3,8,14,9,6,4,185,68,37,46,11,10,6,4,6,0,3,190,11,9,36,6,8,16,4,10,13,0,122,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,11,9
UCL313010,..,10,14,6,6,6,3,0,0,0,51,..,4,5,0,3,0,6,3,0,8,35,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,4,5,0,3,3,3,3,0,5,38,..,0,0,0,0,0,0,0,0,0,0,..,13,22,6,9,12,5,3,4,11,85,0,10,11,0,0,5,0,0,3,0,31,0,3,22,0,10,0,11,0,3,0,51,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,10,0,11,3,3,7,55,0,0,0,0,0,0,0,0,0,0,0,0,10,34,0,10,7,11,3,7,8,86,23,13,13,3,9,3,0,3,0,3,62,9,5,34,0,6,12,10,3,6,3,80,0,0,3,0,0,3,0,4,0,4,12,0,0,0,0,0,0,0,0,0,0,0,9,8
UCL313011,..,5,32,0,16,11,7,5,6,8,87,..,0,10,0,5,0,10,8,0,3,33,..,0,0,0,0,0,0,0,0,3,7,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,5,0,6,7,0,5,40,..,0,0,0,0,0,0,0,0,0,0,..,9,45,0,15,11,15,17,10,12,124,11,23,35,5,16,3,3,7,0,4,105,3,4,3,0,3,4,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,4,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,16,28,34,6,17,8,7,7,3,8,136,41,11,39,5,13,9,6,10,3,3,146,3,3,24,3,3,3,4,3,3,0,49,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3
UCL314001,..,5,17,12,7,8,10,3,7,7,68,..,0,4,3,4,4,8,0,0,4,26,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,4,4,4,0,3,3,31,..,0,0,0,0,0,0,0,0,0,0,..,5,24,15,9,11,14,6,8,11,100,7,9,18,5,5,10,16,26,10,10,112,3,0,10,0,8,7,3,9,5,7,57,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,8,7,3,6,6,13,61,0,0,0,0,0,0,0,0,0,0,0,11,10,29,7,10,14,19,34,19,21,175,36,23,77,19,27,22,30,14,6,19,281,9,9,46,6,14,11,15,16,5,0,127,0,0,0,0,0,0,7,5,4,4,15,0,0,0,0,0,0,0,0,0,0,0,9,9
UCL314002,..,3,3,3,0,0,0,0,4,3,18,..,0,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,9,3,0,0,0,0,4,3,26,4,5,4,0,0,0,0,3,13,0,36,0,0,0,5,0,0,0,0,8,0,19,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,18,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,0,0,3,10,15,3,53,13,3,14,0,4,0,0,3,4,0,42,4,3,7,3,3,4,3,10,3,0,41,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,3
UCL314003,..,3,4,0,3,0,0,4,0,0,17,..,0,5,0,0,0,0,3,3,0,9,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,4,3,3,0,17,..,0,0,0,0,0,0,0,0,0,0,..,4,7,0,3,0,4,8,3,0,30,3,10,0,0,0,0,0,3,8,0,30,0,0,4,0,0,0,3,10,4,4,23,0,3,0,0,0,0,0,4,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,8,4,6,34,0,0,0,0,0,0,0,0,3,0,7,3,7,7,0,0,3,4,16,12,14,66,0,0,9,7,3,3,3,3,0,0,23,0,3,13,3,7,4,0,11,7,7,57,0,0,0,0,0,0,3,12,3,16,40,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL314004,..,4,14,3,0,3,0,0,0,0,24,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,4,14,3,0,7,0,0,0,0,27,3,10,3,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,3,0,0,0,0,0,24,13,3,6,0,3,3,0,3,0,0,34,0,0,6,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL314005,..,4,19,3,0,0,0,0,3,0,29,..,0,3,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,23,0,0,0,4,0,4,0,35,0,12,26,0,0,3,0,0,0,0,48,0,3,3,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,16,29,0,0,6,6,0,0,0,63,24,16,16,3,0,3,0,0,0,5,70,0,0,10,3,0,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL314006,..,0,15,5,3,9,0,7,0,3,43,..,0,21,3,4,5,0,0,0,3,44,..,0,0,0,0,0,0,5,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,21,3,4,7,3,11,0,3,52,..,0,0,0,0,0,0,0,0,0,0,..,0,35,10,7,15,7,9,0,6,95,0,4,5,0,0,3,0,0,0,0,18,0,0,19,3,8,5,0,3,3,0,42,0,0,0,0,7,7,0,10,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,18,6,0,9,3,3,62,0,0,0,0,0,0,0,0,0,0,0,0,4,30,3,18,8,4,9,7,3,84,8,0,10,6,3,0,0,0,0,3,43,0,3,33,3,6,8,6,14,4,3,82,0,0,17,3,11,6,0,6,0,3,51,0,0,0,0,0,0,0,0,0,0,3,0,3
UCL314007,..,4,8,3,0,7,3,0,0,0,20,..,3,3,0,9,3,3,0,0,0,28,..,0,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,8,3,3,0,0,0,33,..,0,0,0,0,0,0,0,0,0,0,..,6,12,7,8,6,8,4,0,0,54,3,7,3,0,0,0,0,3,8,0,31,4,3,4,0,0,6,3,25,3,7,55,0,3,0,0,0,0,7,8,12,34,62,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,6,9,33,16,42,117,0,0,0,0,0,0,0,0,0,0,0,8,10,14,0,0,6,14,39,20,44,151,20,10,14,6,5,0,3,9,7,7,85,9,0,24,3,5,3,16,32,8,34,129,0,4,6,4,5,6,17,44,8,49,140,0,0,0,0,0,0,0,0,0,0,0,8,3
UCL314008,..,3,5,0,0,0,6,0,0,3,23,..,0,3,0,0,0,4,4,0,4,13,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,4,4,0,4,13,..,0,0,0,0,0,0,0,0,0,0,..,3,12,0,0,0,13,4,0,3,31,3,5,3,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,4,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,14,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,0,3,3,4,31,8,0,5,0,0,3,3,0,0,3,30,0,3,5,0,6,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL314009,..,0,11,0,0,4,0,0,3,0,22,..,0,3,0,3,5,13,0,0,0,29,..,0,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,3,5,13,5,0,3,35,..,0,0,0,0,0,0,0,0,0,0,..,0,18,0,7,6,11,5,3,8,55,4,3,9,3,0,3,0,0,0,0,18,0,0,9,0,6,8,3,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,8,3,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,4,3,17,4,6,7,3,0,0,3,43,10,7,10,3,6,0,0,0,0,4,42,0,0,23,4,3,4,5,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL314010,..,4,6,4,3,0,3,0,3,4,26,..,0,12,4,3,5,10,10,5,8,59,..,0,0,0,0,3,3,8,8,0,20,..,0,0,0,0,0,0,0,0,0,0,..,0,12,4,3,10,16,17,10,8,78,..,0,0,0,0,0,0,0,0,0,0,..,3,21,6,8,15,17,13,16,12,106,9,7,3,0,3,3,4,12,3,0,43,6,11,26,8,18,13,26,36,33,21,190,0,0,3,0,3,4,10,32,16,16,80,0,0,0,0,0,0,0,0,0,0,4,6,11,32,13,19,14,32,73,49,39,281,0,0,0,0,0,0,0,0,4,0,4,10,14,37,14,21,19,41,81,53,41,328,10,4,13,3,3,3,4,10,3,5,59,0,17,55,13,20,49,62,66,41,25,354,0,3,9,8,16,32,35,94,29,41,257,0,0,0,0,0,0,0,0,0,0,3,0,18
UCL314011,..,0,0,9,0,3,0,0,0,0,10,..,0,10,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,10,3,0,0,0,0,3,0,17,..,0,3,0,0,0,0,0,0,0,3,..,0,11,11,3,4,0,0,3,0,31,3,4,0,0,0,0,3,0,0,0,13,0,0,6,0,0,0,3,6,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,3,6,9,0,0,29,3,0,7,0,3,3,3,3,0,0,23,0,0,20,5,5,3,11,3,0,0,49,0,0,5,0,0,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL314012,..,0,7,0,0,0,0,0,0,3,17,..,0,0,0,4,0,0,0,0,3,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,3,0,3,11,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,3,0,0,0,0,5,27,3,3,4,0,3,3,0,0,0,0,21,3,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,5,3,0,0,0,5,36,14,3,13,3,0,3,0,0,0,0,33,3,0,3,3,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
UCL314013,..,12,28,7,9,7,0,3,0,0,70,..,0,11,3,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,11,3,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,15,32,11,10,11,3,3,0,0,83,3,26,23,0,3,0,3,0,0,0,64,0,3,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,32,28,0,3,0,0,0,0,0,81,15,14,17,3,0,0,0,0,0,0,52,0,3,10,3,3,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL314014,..,3,11,0,0,3,6,0,0,0,28,..,0,10,0,4,12,3,0,0,0,31,..,0,0,0,0,3,0,6,3,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,4,16,8,6,5,0,41,..,0,0,0,0,0,0,0,0,0,0,..,7,18,0,8,19,8,9,5,3,64,3,8,3,3,3,3,0,6,3,0,40,0,0,13,0,0,3,9,14,16,3,57,0,0,0,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,6,9,16,18,3,71,0,0,0,0,0,0,0,0,0,0,0,4,7,14,3,7,9,9,24,20,3,108,10,3,5,0,0,0,3,5,3,0,36,15,3,106,7,7,19,11,19,3,8,203,0,3,7,0,3,0,9,13,7,4,46,0,0,0,0,0,0,0,0,0,0,7,15,7
UCL314015,..,6,25,5,3,0,3,0,3,0,41,..,3,4,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,4,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,26,6,3,0,3,0,3,0,46,5,22,30,9,0,3,3,0,0,0,80,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,10,29,36,12,0,3,5,0,3,4,96,45,9,4,6,4,0,0,0,0,4,72,13,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3
UCL314016,..,3,12,3,3,6,4,3,0,0,40,..,0,4,0,3,3,0,0,0,0,22,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,3,3,0,3,0,4,23,..,0,0,0,0,0,0,0,0,0,0,..,3,18,4,7,10,4,4,0,4,63,6,10,11,0,6,0,0,4,3,0,34,0,3,12,0,3,0,10,8,3,9,40,0,0,0,0,0,0,6,8,0,17,33,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,3,14,17,3,24,73,0,0,0,0,0,0,0,0,0,0,0,6,8,16,0,5,3,14,24,5,25,107,13,3,13,5,7,7,6,7,3,0,57,3,3,29,6,8,12,7,15,5,11,100,0,3,0,0,3,3,8,16,5,14,53,0,0,0,0,0,0,0,0,0,0,0,3,4
