UCL_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL315048,5,0,17,7,3,9,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,3,0,0,3,0,3,3,3,3,26,94,195,105,91,70,48,23,45,9,674
UCL315049,8,0,16,6,3,6,4,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,5,5,3,0,9,0,30,50,88,107,107,55,42,38,78,10,567
UCL315050,3,3,31,8,10,4,0,5,4,63,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,12,0,0,11,7,3,6,3,8,3,38,86,188,251,129,93,93,61,90,15,1007
UCL315051,3,0,19,8,9,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,10,3,0,3,0,0,3,0,0,9,21,69,113,183,59,106,38,46,48,14,672
UCL315052,6,0,26,13,12,3,3,4,0,67,0,0,0,0,0,0,0,0,0,7,3,0,0,3,4,0,0,0,0,17,6,5,9,4,4,3,0,10,12,44,110,243,148,117,101,45,25,54,10,855
UCL315053,5,0,23,3,0,3,6,8,0,59,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,12,7,0,5,3,3,4,5,8,3,42,64,82,148,115,56,49,66,85,12,678
UCL315054,7,0,7,8,3,0,0,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,5,3,14,33,74,86,54,34,28,30,44,15,390
UCL315055,0,0,12,3,5,7,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,9,39,89,80,54,38,21,21,35,3,395
UCL315056,5,3,22,3,0,4,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,3,0,0,0,0,12,71,246,113,97,52,48,20,49,6,709
UCL315057,4,0,8,5,6,5,8,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,3,7,7,23,49,93,233,63,61,27,76,48,8,654
UCL315058,0,0,4,8,3,6,4,4,0,32,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,14,56,126,89,64,48,45,26,32,3,480
UCL315059,6,0,16,10,8,0,7,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,16,0,0,3,3,3,3,0,0,0,15,81,142,197,84,112,36,61,32,4,747
UCL315060,0,0,16,3,3,0,12,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,0,3,3,0,14,40,97,187,45,32,15,104,23,3,552
UCL315061,4,0,8,6,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,3,3,0,16,31,49,63,44,29,16,23,22,0,273
UCL315062,3,0,8,0,0,0,0,4,0,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,18,30,29,73,49,29,9,32,74,7,332
UCL315063,4,0,7,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,11,21,44,35,33,10,15,22,16,3,207
UCL315064,5,0,19,11,11,8,3,3,0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,11,0,0,6,6,0,4,3,3,0,19,98,202,210,138,114,50,50,59,8,927
UCL315065,3,0,7,3,0,0,7,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,4,0,3,16,43,70,61,46,46,25,25,66,3,397
UCL315066,4,0,24,11,9,7,0,9,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,3,4,3,24,40,83,95,52,38,26,30,47,7,418
UCL315067,0,0,5,3,0,3,0,8,0,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,3,0,9,16,51,59,66,34,20,31,39,9,321
UCL315068,0,0,13,8,7,0,3,4,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,3,0,3,10,31,76,117,27,28,10,65,25,10,395
UCL315069,0,0,5,0,3,3,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,31,46,70,29,23,19,25,14,3,253
UCL315070,0,0,4,0,0,3,0,3,0,17,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,4,25,38,35,25,31,18,12,14,79,7,261
UCL315071,3,0,13,7,4,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,6,7,0,14,31,89,57,97,26,17,14,31,5,376
UCL315072,4,0,7,9,0,0,9,11,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,26,45,107,87,86,39,29,50,51,9,494
UCL315073,3,0,13,3,3,3,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,9,44,84,58,42,28,14,12,28,6,311
UCL315074,5,0,21,12,4,4,3,22,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,12,0,0,10,4,3,3,4,34,3,65,65,98,177,131,84,42,59,195,13,874
UCL315075,4,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,3,21,20,70,26,88,33,4,8,15,8,271
UCL315076,8,3,37,7,20,14,3,6,0,98,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,3,0,4,0,0,9,0,4,3,18,119,318,244,138,160,85,50,78,6,1216
UCL315077,0,0,18,3,9,11,3,14,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,0,4,0,3,0,0,4,0,14,70,107,180,58,67,36,44,98,4,667
UCL315078,3,0,15,10,3,3,3,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,13,65,114,91,83,47,23,30,39,5,494
UCL315079,47,3,105,49,14,18,0,22,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15,6,3,9,3,3,6,0,6,6,45,247,209,259,243,125,141,32,166,20,1453
UCL315080,3,3,24,13,3,8,9,9,0,70,0,0,0,0,0,0,0,0,0,5,3,0,6,3,0,0,0,0,0,11,0,5,13,8,5,7,3,3,4,45,81,130,204,123,64,45,69,74,6,800
UCL315081,3,0,16,3,0,3,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,14,36,44,50,40,23,26,9,22,3,258
UCL315082,0,0,12,3,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,11,34,64,95,41,34,15,28,17,0,343
UCL315083,3,0,8,3,0,3,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,65,52,58,38,31,17,26,4,318
UCL315084,0,0,12,3,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,8,3,0,0,3,0,0,3,12,0,19,41,73,109,89,50,26,28,43,4,462
UCL315085,0,0,6,9,0,4,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,0,4,7,0,3,0,0,6,22,37,65,76,74,42,30,25,47,7,403
UCL315086,9,0,9,9,5,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,3,3,3,0,3,0,0,0,0,18,143,294,99,81,112,35,3,17,4,793
UCL315087,8,0,18,5,0,8,8,11,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,10,3,0,0,7,12,3,38,41,84,186,72,48,33,114,67,14,659
UCL315088,10,0,15,6,8,3,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,4,3,0,13,3,0,3,30,87,152,118,88,67,49,32,37,3,635
UCL315089,9,3,28,14,7,6,0,12,0,83,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,10,3,3,3,9,0,5,5,11,3,46,124,209,179,148,98,57,41,115,7,969
UCL315090,7,0,10,9,3,3,0,3,0,29,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,0,15,7,5,11,14,18,3,7,14,12,86,98,229,107,140,112,23,12,48,26,805
UCL315091,0,0,3,9,3,0,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,4,38,55,122,28,28,4,47,9,0,329
UCL315092,7,0,4,3,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,14,34,53,42,41,22,16,7,19,8,232
UCL315093,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,12,14,38,22,23,16,15,9,24,3,157
UCL315094,3,3,11,7,0,7,7,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,35,92,67,53,40,22,26,33,0,367
UCL315095,4,0,14,9,0,3,0,12,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,3,14,3,17,72,64,87,44,27,24,29,105,9,465
UCL315096,9,0,30,10,0,7,8,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,12,3,3,7,0,5,0,3,3,0,22,84,173,348,80,93,42,91,47,4,959
UCL315097,5,3,12,4,3,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,62,95,60,46,18,22,35,3,370
UCL315098,3,0,16,5,5,3,21,3,3,61,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,4,0,0,12,0,3,16,7,0,0,14,3,0,51,114,283,459,108,107,30,275,51,12,1439
UCL315099,3,0,29,14,22,14,6,8,0,89,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,3,0,3,3,5,3,4,22,125,243,284,111,141,68,61,56,5,1102
UCL315100,0,0,10,8,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,3,3,4,3,0,0,14,40,58,85,57,44,25,30,24,8,368
UCL315101,3,0,13,3,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,14,54,130,136,63,72,32,21,31,9,538
UCL315102,3,0,11,3,3,9,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,6,6,0,17,26,72,55,63,33,20,28,40,4,344
UCL315103,0,0,8,3,0,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,3,9,57,75,56,43,29,23,18,26,9,327
UCL315104,3,5,10,6,0,3,0,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,4,3,8,4,19,35,67,82,64,40,36,41,61,10,436
UCL315105,3,0,5,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,22,30,16,12,15,3,17,3,155
UCL315106,3,0,12,6,6,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,43,56,123,51,45,20,21,21,3,390
UCL315107,0,0,11,8,0,6,4,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,15,0,0,8,5,0,0,0,10,4,27,42,86,109,78,58,26,21,54,12,485
UCL315108,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,6,0,0,3,3,25,19,50,30,61,31,3,3,20,9,228
UCL315109,4,3,40,13,16,19,0,4,0,104,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,3,0,12,6,3,13,4,3,4,11,5,0,44,108,224,258,163,151,108,71,85,13,1178
UCL315110,3,0,10,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,54,97,53,40,30,14,6,18,8,319
UCL321001,5,0,3,0,3,3,3,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,15,32,55,47,36,30,14,18,22,0,244
UCL321002,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,15,18,27,10,10,4,8,3,100
UCL321003,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,5,0,0,0,16,11,34,43,28,15,7,10,20,0,171
UCL321004,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,15,22,9,12,9,7,13,3,110
UCL321005,0,0,8,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,12,11,28,53,14,13,8,20,16,6,170
UCL321006,0,0,8,3,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,10,26,38,41,38,17,8,16,35,6,221
UCL321007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,14,30,24,13,12,5,3,8,4,116
UCL321008,4,0,5,0,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,4,0,8,23,42,93,25,29,7,36,30,3,283
UCL321009,0,0,3,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,8,18,27,33,17,14,6,7,18,6,148
UCL321010,0,0,4,4,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,11,40,93,71,52,42,18,9,33,6,361
UCL321011,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,29,38,43,18,30,6,4,15,3,189
UCL321012,0,0,4,0,0,3,0,6,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,14,23,61,37,38,22,23,15,29,3,245
UCL321013,3,0,3,0,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,10,28,40,62,13,31,10,28,22,0,228
UCL321014,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,11,20,9,13,3,7,18,0,83
UCL321015,0,0,7,3,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,8,21,56,26,29,24,13,7,16,4,195
UCL321016,0,0,7,0,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,3,0,0,8,19,39,78,22,36,10,26,18,3,252
UCL321017,0,0,4,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,11,17,43,39,42,27,22,11,26,3,225
UCL321018,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,15,15,3,9,4,17,0,81
UCL321019,4,3,4,6,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,4,0,0,4,0,0,0,0,11,67,164,30,22,38,9,14,8,0,356
UCL321020,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,3,0,0,9,24,30,60,17,26,4,13,13,0,187
UCL321021,5,0,7,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,4,0,0,12,40,58,64,31,28,15,26,31,5,298
UCL321022,3,0,7,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,18,32,41,41,23,7,17,13,0,193
UCL321023,0,0,6,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,13,25,48,28,21,5,20,10,3,168
UCL321024,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,12,27,46,57,29,22,11,6,7,0,211
UCL321025,0,0,4,0,0,5,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,23,47,22,13,10,26,20,0,169
UCL321026,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,10,23,43,9,14,4,21,11,3,142
UCL321027,3,0,12,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,28,27,52,39,31,10,14,16,3,220
UCL321028,3,0,3,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,11,36,48,80,18,25,6,34,22,0,273
UCL321029,0,0,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,10,0,0,0,3,0,0,0,0,0,6,12,44,19,26,17,15,14,10,0,170
UCL321030,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,9,11,17,20,14,3,11,25,0,118
UCL321031,0,0,3,4,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,6,0,0,14,14,68,58,42,18,10,17,17,4,250
UCL321032,11,4,19,12,6,0,4,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,3,4,8,62,100,120,68,58,31,35,44,6,529
UCL321033,0,0,5,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,15,13,22,32,34,18,14,6,20,5,162
UCL321034,0,0,6,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,14,30,41,44,41,24,8,11,15,0,222
UCL321035,0,0,9,7,0,0,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,5,3,3,21,14,36,73,45,18,23,26,46,12,285
UCL321036,3,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,33,69,68,27,41,10,10,7,3,270
UCL321037,0,0,8,0,3,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,16,21,39,65,34,32,23,10,10,0,234
UCL321038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,12,28,55,28,25,19,4,19,21,4,200
UCL321039,0,0,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,5,15,60,46,30,24,3,8,23,4,202
UCL321040,0,0,3,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,18,41,32,35,20,15,7,24,4,192
UCL321041,3,0,10,3,0,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,9,43,82,67,31,35,21,8,19,5,301
UCL321042,3,0,5,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,12,44,79,37,30,27,22,6,23,8,266
UCL321043,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,16,45,39,29,24,6,6,15,0,190
UCL321044,0,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,13,27,17,29,9,6,18,11,0,128
UCL321045,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,16,49,46,18,13,12,12,3,0,164
UCL321046,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,3,0,0,15,17,40,59,8,14,3,41,9,3,199
UCL321047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,8,23,30,16,11,5,21,16,4,134
UCL321048,8,0,6,4,8,3,3,5,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,3,3,3,3,4,0,28,91,124,134,60,79,32,37,32,13,596
UCL321049,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,13,24,44,22,10,13,8,17,0,158
UCL321050,0,0,3,0,3,0,3,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,0,0,0,3,5,22,35,69,77,41,44,10,22,27,6,327
UCL321051,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,23,60,32,14,15,6,6,3,3,171
UCL321052,3,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,9,10,33,38,17,20,11,11,17,6,165
UCL321053,3,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,17,12,3,7,0,5,0,76
UCL321054,3,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10,27,35,21,18,11,11,4,0,131
UCL321055,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,16,17,26,18,17,12,10,21,4,142
UCL321056,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,21,40,25,32,16,12,9,21,3,179
UCL321057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,6,7,22,17,19,19,3,16,19,6,132
UCL321058,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,14,16,35,20,23,12,3,7,6,3,133
UCL321059,0,0,5,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,23,34,36,33,20,10,16,16,0,183
UCL321060,3,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,8,0,16,29,39,48,20,31,12,21,31,3,236
UCL321061,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,12,17,19,20,29,12,3,12,21,4,140
