UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL115096,0,0,0,4,5,6,3,0,18,0,0,4,0,3,0,0,0,17,6,12,19,18,23,50,27,4,156,5,15,10,10,13,20,6,0,83,0,6,3,7,7,8,6,0,31,3,3,7,7,5,7,3,0,31,0,4,0,3,11,6,0,0,33,3,3,13,10,12,12,4,0,54,0,3,6,6,11,12,5,0,47,0,0,0,0,0,3,0,0,6,0,7,8,3,3,3,3,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,9,19,15,15,21,9,6,107,31,58,90,90,107,153,66,14,614,0,3,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,6,12,14,11,23,18,3,0,84,3,12,13,10,25,27,4,0,91,9,4
UCL115097,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,10,11,19,16,22,22,13,0,118,0,6,4,9,5,10,4,3,48,0,3,0,0,3,4,0,0,18,0,3,3,3,4,0,0,0,9,0,0,0,0,3,3,0,0,8,0,8,3,3,3,3,0,0,16,3,0,7,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,7,3,9,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,13,8,18,23,24,20,5,124,36,55,53,56,74,73,46,10,398,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,20,14,15,11,8,0,84,0,8,8,4,14,8,7,0,45,6,11
UCL115098,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,7,12,18,20,13,8,75,0,3,4,11,12,9,0,0,44,0,3,0,0,4,0,0,3,11,0,3,3,3,6,0,0,0,19,0,0,4,10,0,7,0,0,18,4,0,4,7,3,8,4,3,35,0,8,3,3,4,6,0,0,16,0,0,0,0,7,0,0,0,7,0,3,0,4,11,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,16,15,15,25,85,13,32,28,54,72,69,35,36,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,11,9,12,10,7,3,58,0,6,5,14,14,12,7,0,48,4,6
UCL115099,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,7,4,14,19,20,18,11,5,0,88,3,7,13,9,4,4,3,0,47,0,6,3,5,3,0,5,0,26,0,3,0,0,0,0,0,0,5,0,0,3,4,3,3,0,0,10,3,5,3,6,4,3,4,0,30,0,4,0,3,0,3,3,0,17,0,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,11,6,7,8,9,11,3,7,58,27,49,51,57,51,48,26,6,314,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,8,0,13,14,13,9,10,3,3,62,0,8,5,4,3,3,3,0,32,7,15
UCL115100,0,3,0,0,0,4,6,0,9,0,0,3,0,3,0,0,0,9,4,11,22,30,18,30,17,4,136,0,9,9,16,16,12,8,3,76,0,7,5,5,3,0,0,0,18,0,7,3,8,7,3,0,0,25,0,0,5,0,5,8,3,0,23,0,0,4,10,5,12,3,0,38,0,0,3,3,7,8,3,0,24,0,0,3,0,3,3,0,0,13,7,3,8,8,11,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,14,22,12,20,20,24,10,128,35,53,81,99,99,99,62,23,549,0,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,10,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,7,5,16,12,14,18,16,13,0,90,0,4,5,10,16,13,3,4,57,4,8
UCL115101,0,3,3,0,0,5,0,0,12,0,0,0,6,3,0,0,0,15,3,11,22,35,39,25,14,7,152,0,9,9,20,18,6,3,0,64,0,7,3,14,5,0,0,0,38,0,3,5,15,14,3,0,0,43,0,0,8,9,13,10,3,0,44,0,3,12,6,8,6,0,0,39,0,0,14,26,15,8,0,0,67,3,11,16,12,8,3,0,0,50,8,7,17,3,7,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,17,22,20,37,33,17,9,3,158,33,73,130,187,165,99,43,20,746,0,3,3,3,3,3,0,0,12,0,0,3,0,0,0,0,0,4,0,3,3,6,3,3,0,0,17,0,0,5,0,0,0,0,0,9,0,0,0,3,9,0,0,0,19,0,18,37,38,36,21,4,7,161,0,5,20,24,39,23,4,3,115,7,4
UCL115102,0,0,8,5,11,5,0,0,28,3,3,9,14,11,3,0,0,38,0,5,24,32,15,8,0,0,87,4,12,18,17,9,0,0,0,51,0,3,3,0,0,0,0,0,18,0,0,0,3,3,0,0,0,7,0,0,3,0,3,0,0,0,15,3,8,21,31,14,6,0,0,75,5,0,14,11,7,4,0,0,39,3,3,7,4,5,0,0,0,17,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,8,3,9,14,5,6,0,0,41,22,39,128,132,80,32,3,5,439,3,0,8,3,3,3,0,0,18,0,0,4,3,0,0,0,0,10,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,6,3,15,17,15,11,4,0,0,62,0,5,25,10,7,5,3,0,51,6,8
UCL115103,0,0,3,0,8,9,6,0,21,0,0,0,0,0,0,0,0,6,9,16,22,33,47,69,40,11,247,5,15,8,26,32,30,13,6,141,4,5,8,5,12,12,0,0,47,0,0,0,10,11,4,0,0,31,0,0,3,3,12,16,6,0,42,0,3,7,9,25,12,11,0,63,0,5,3,3,16,22,8,3,64,0,3,3,3,3,7,3,0,22,8,9,8,10,6,11,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,14,9,9,15,22,33,40,36,13,183,36,70,85,124,208,234,126,31,919,0,0,0,3,4,4,0,0,15,0,0,0,0,0,3,0,0,6,0,0,4,3,0,0,4,0,15,0,0,3,0,0,0,0,0,5,0,0,0,4,3,6,0,0,10,0,6,7,17,29,18,6,3,91,7,13,13,16,48,20,13,0,129,3,14
UCL115104,0,4,3,4,0,0,0,0,9,0,7,0,0,0,0,0,0,9,24,28,34,20,27,39,8,7,181,3,15,16,10,14,9,9,0,82,3,13,9,5,8,5,3,0,47,0,6,0,3,3,6,0,0,22,0,3,3,0,3,5,3,0,21,3,5,12,6,10,4,3,0,48,0,10,7,4,6,0,3,0,31,0,3,3,0,0,0,0,0,4,3,7,4,3,3,3,0,0,26,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,7,32,27,36,34,43,56,38,15,284,72,116,124,101,128,137,62,29,767,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,10,10,16,17,20,17,18,8,6,124,8,20,18,17,20,7,6,3,95,16,24
UCL115105,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,6,23,30,25,34,33,28,13,0,189,3,22,12,9,19,7,10,0,75,6,14,11,12,13,5,8,0,69,0,0,3,0,3,0,3,0,10,0,0,7,9,8,8,0,0,32,6,7,3,8,9,9,3,0,37,3,8,5,0,3,0,0,0,29,0,0,3,0,0,0,0,0,3,4,10,4,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,19,20,25,25,37,24,15,5,171,66,114,106,104,127,86,49,12,662,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,4,4,3,4,3,0,0,0,16,9,27,12,17,22,17,8,4,111,7,27,22,15,11,8,3,0,89,8,16
UCL115106,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,28,21,25,19,13,6,0,130,3,8,0,6,8,4,0,0,34,0,4,8,4,7,5,0,0,25,0,3,3,0,0,3,0,0,16,0,8,4,3,4,0,0,0,19,0,0,3,7,4,3,0,0,23,0,8,0,8,4,0,0,0,15,0,0,0,0,0,0,0,0,3,3,0,6,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,14,16,17,13,16,20,5,121,54,84,62,81,53,48,25,8,411,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,6,5,10,12,13,7,0,60,6,16,14,11,9,3,0,0,62,0,9
UCL115107,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,12,12,46,32,36,30,31,14,3,201,3,7,3,11,6,4,0,0,48,0,5,0,3,3,4,0,0,24,0,0,3,0,0,3,0,0,10,0,3,3,3,5,0,0,0,14,0,3,12,7,3,11,0,0,33,3,3,3,3,3,6,0,0,19,0,0,0,0,0,0,0,0,0,3,3,6,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,32,14,26,17,14,19,12,3,140,57,82,97,89,71,84,35,11,523,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,8,6,12,13,7,3,0,58,0,9,9,3,10,13,0,0,48,11,15
UCL115108,0,6,9,11,3,8,0,0,32,4,0,7,0,5,0,0,0,22,4,20,38,38,53,48,17,12,226,7,24,27,38,36,24,3,4,166,8,5,19,11,8,3,0,0,60,0,6,15,16,12,7,0,3,57,0,4,10,11,27,13,3,3,66,10,12,11,17,16,18,4,0,89,0,6,14,14,22,16,6,0,76,3,9,8,6,11,8,3,0,45,0,9,21,3,9,0,0,0,45,0,0,0,0,0,0,0,0,5,0,0,0,9,4,0,0,0,13,28,18,33,45,41,29,6,5,213,74,122,213,218,244,177,52,33,1123,0,3,6,3,7,0,0,0,23,0,0,3,4,0,0,0,0,9,0,0,0,9,7,4,0,0,16,0,3,5,0,0,0,0,0,8,0,6,9,3,0,0,0,0,19,7,23,31,40,60,26,6,0,193,4,19,27,31,57,40,4,3,185,10,31
UCL115109,0,0,3,0,0,3,0,0,13,0,3,0,0,0,0,0,0,7,9,25,39,36,50,52,32,6,251,11,16,16,18,28,18,9,4,114,4,6,5,13,5,5,3,0,41,3,7,3,6,17,0,0,0,47,0,11,3,9,16,17,5,0,68,9,11,20,19,18,7,6,0,87,5,16,11,11,7,10,0,0,56,3,3,3,0,0,8,0,0,22,0,6,6,8,5,5,3,0,39,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,3,0,14,10,15,10,22,18,33,25,21,160,55,117,126,141,170,169,90,36,901,0,0,3,0,3,3,0,0,14,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,4,6,13,0,0,0,4,0,0,0,0,4,0,4,4,0,3,0,0,0,12,4,30,30,28,31,13,14,3,150,0,24,20,21,37,17,11,0,128,10,37
UCL115110,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,3,3,9,16,11,13,29,24,10,110,3,14,4,16,4,11,10,0,59,0,3,3,11,0,0,0,0,13,0,0,3,0,3,0,0,0,6,0,0,0,3,3,6,0,0,15,0,0,3,3,6,8,5,3,32,4,0,0,0,5,0,0,3,15,0,0,0,3,0,3,0,0,7,0,0,3,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,10,3,9,7,13,18,7,75,17,34,44,54,48,70,67,23,358,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,7,9,12,12,9,12,0,56,0,4,7,3,8,13,9,0,41,7,9
UCL115111,0,0,0,4,3,3,3,0,13,0,0,5,0,0,0,0,0,5,0,4,14,14,21,17,10,3,81,3,13,13,17,15,3,3,0,58,0,0,0,8,6,3,0,0,16,0,3,3,0,4,0,3,0,16,0,0,3,3,16,8,4,0,34,0,0,5,12,4,7,0,0,33,3,0,3,9,9,8,0,0,26,0,0,0,0,3,0,0,0,3,5,3,3,5,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,16,14,10,66,17,26,49,74,89,67,39,18,374,0,0,0,0,3,3,0,0,4,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,3,6,5,19,18,15,3,4,73,0,8,4,19,21,10,7,3,66,3,5
UCL115112,0,3,7,5,5,4,0,0,29,4,14,8,3,0,0,0,0,23,22,48,59,67,61,36,17,3,303,15,30,22,12,24,3,4,0,112,4,7,4,4,3,3,0,0,26,0,4,6,8,10,0,0,0,32,0,8,7,4,8,3,4,0,33,8,12,15,22,21,15,3,0,96,0,13,14,6,9,5,0,0,52,5,4,4,0,0,0,0,0,13,0,3,6,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,9,19,20,13,22,18,12,11,0,119,78,169,152,165,163,85,38,13,862,0,3,5,3,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,5,5,0,0,3,3,0,18,0,3,0,0,3,0,0,0,9,0,4,0,4,0,0,0,0,9,12,19,32,22,21,13,3,0,120,6,29,23,26,28,4,6,0,124,18,42
UCL115113,0,0,0,3,0,0,0,0,6,0,3,4,0,0,0,0,0,11,6,40,61,39,38,19,5,0,205,19,40,39,27,14,6,0,0,149,3,9,8,0,0,0,0,0,24,0,0,3,3,0,0,0,0,7,0,5,7,3,5,3,0,0,17,0,13,28,15,16,13,4,0,86,3,15,10,8,3,0,0,0,39,5,3,0,0,0,0,0,0,7,0,3,3,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,13,11,9,8,3,5,0,51,47,145,168,111,77,58,18,0,622,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,0,6,0,0,3,4,3,0,0,0,8,0,11,15,21,4,9,3,0,64,3,31,19,8,11,6,0,0,84,8,54
UCL115114,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,6,25,22,28,30,32,12,0,154,3,7,0,10,8,8,3,0,36,3,0,0,3,0,3,0,0,9,0,0,0,0,4,3,0,0,10,0,0,0,0,14,0,3,0,16,3,4,0,3,5,3,0,0,18,0,3,8,8,4,4,0,0,26,0,0,3,0,0,0,0,0,7,0,0,3,0,3,5,3,0,11,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,18,15,17,25,24,32,21,5,153,38,51,57,84,93,91,45,9,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,8,11,8,13,4,3,0,44,0,5,6,7,3,7,0,0,34,7,8
UCL115115,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,13,29,16,32,28,20,12,3,148,4,13,9,7,15,3,3,0,54,0,3,6,10,4,3,4,0,32,0,10,3,0,3,3,0,0,18,0,5,7,0,3,3,0,0,22,0,7,14,3,5,0,0,0,34,0,0,3,3,7,0,0,0,18,0,3,0,0,0,0,0,0,3,3,3,5,4,5,0,3,0,29,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,26,10,18,18,21,16,25,3,134,54,81,86,75,89,61,51,15,513,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,7,10,15,16,18,21,6,0,95,3,16,15,13,11,10,3,0,66,7,16
UCL115116,0,3,5,0,3,0,0,0,14,3,3,8,0,0,0,0,0,20,19,45,41,59,44,51,23,4,287,11,31,18,23,13,4,7,0,116,0,11,8,3,0,0,0,0,22,0,8,6,0,0,0,3,0,19,0,5,3,10,7,3,3,0,34,3,8,26,14,11,8,4,0,76,4,19,14,15,10,3,0,0,65,7,4,0,3,3,0,0,0,23,4,7,5,3,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,14,13,9,6,17,11,10,10,8,87,70,163,143,156,129,93,55,13,810,5,3,0,3,4,3,0,0,25,0,3,4,6,0,0,0,0,8,0,4,4,0,0,3,4,0,15,0,0,3,3,0,0,0,0,7,3,4,4,4,4,0,0,0,18,15,33,25,27,23,18,6,0,150,5,20,20,28,27,22,6,0,122,19,54
UCL115117,0,0,7,4,3,3,0,0,16,0,0,4,0,3,0,0,0,11,0,5,12,27,17,13,6,0,97,3,13,7,14,7,3,0,0,42,0,4,4,7,0,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,5,4,7,3,3,0,19,0,3,11,10,4,4,0,0,29,3,3,4,3,3,3,0,0,18,3,0,0,5,3,0,0,0,13,0,7,3,3,7,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,6,10,3,6,0,0,46,17,47,61,82,61,49,16,0,343,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,3,0,0,3,6,0,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,8,5,0,0,0,0,18,3,7,15,12,17,8,3,0,63,0,3,17,14,10,6,0,0,52,0,14
UCL115118,0,0,5,4,4,0,0,0,17,0,8,4,0,3,0,0,0,25,10,37,40,43,58,43,20,4,250,6,23,23,33,34,12,4,0,144,0,6,12,12,8,4,0,0,34,3,5,14,9,17,9,0,0,64,0,3,5,6,22,15,4,0,56,0,9,18,25,23,10,6,0,94,0,8,10,12,7,14,3,0,57,3,7,4,0,4,3,0,0,21,6,10,6,10,8,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,13,10,17,14,21,8,9,0,87,52,124,169,173,200,121,39,11,893,0,9,3,4,0,0,0,0,19,0,0,0,0,0,0,0,0,4,4,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,6,3,7,6,0,0,0,22,3,25,29,33,42,16,3,0,151,4,16,32,36,32,19,0,3,154,14,36
UCL115119,0,0,3,3,0,4,0,0,9,0,10,3,0,0,0,0,0,9,30,83,70,79,57,39,17,6,380,17,37,19,20,15,11,3,0,129,3,15,9,9,6,3,8,0,57,5,12,7,12,4,5,0,0,49,0,13,7,9,21,16,0,0,63,0,19,18,15,15,10,4,0,80,0,12,10,16,3,0,0,0,43,0,0,3,0,3,0,0,0,10,7,10,6,6,6,8,3,0,43,0,0,0,0,0,0,0,0,7,4,0,0,0,3,0,0,0,9,34,35,36,33,47,25,27,24,258,98,237,198,214,184,128,62,39,1159,0,0,3,7,7,0,0,0,18,0,0,0,0,0,0,0,0,4,0,6,6,0,4,5,0,3,24,0,0,0,0,3,0,0,0,5,8,10,9,3,3,0,0,0,32,11,41,44,22,35,19,6,4,182,5,45,33,28,19,7,11,5,154,8,45
UCL115120,0,0,3,0,3,4,0,0,14,0,0,4,3,0,5,0,0,14,7,32,38,32,59,71,43,10,291,8,24,29,19,20,15,10,0,126,3,3,5,8,3,3,0,0,31,0,5,3,10,5,3,3,0,27,0,5,14,0,13,13,5,0,47,3,11,8,13,11,18,4,3,69,0,11,4,6,14,3,4,0,47,3,3,6,7,0,6,0,0,25,0,0,4,4,0,6,3,0,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,9,4,11,7,10,12,42,29,4,128,37,109,133,114,152,183,103,21,843,0,0,0,0,3,3,0,0,10,0,0,3,0,3,0,0,0,6,0,0,0,0,5,8,3,0,18,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,0,0,11,3,22,21,16,26,15,10,0,114,4,6,13,11,24,18,11,0,87,8,19
UCL115121,0,0,0,0,3,3,0,0,11,3,8,6,3,0,0,0,0,21,33,67,97,96,82,27,15,3,419,32,34,37,33,19,15,3,0,174,0,7,12,4,5,0,0,0,24,0,0,4,3,0,0,0,0,9,0,4,3,8,9,3,0,0,32,9,10,21,36,28,5,0,0,115,0,15,13,11,4,0,0,0,47,3,3,4,0,3,0,0,0,10,0,6,10,3,4,3,0,0,23,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,15,30,21,14,21,16,11,5,3,127,119,178,220,226,179,76,33,7,1036,0,3,3,8,3,0,0,0,21,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,0,0,9,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,18,13,15,30,27,14,10,3,0,109,10,27,24,29,28,9,0,0,126,20,48
UCL115122,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,6,14,9,9,12,12,0,58,0,4,3,11,12,7,3,0,37,0,0,3,0,0,0,0,0,11,0,4,3,3,14,0,0,0,26,0,0,3,4,3,7,4,0,26,0,4,10,3,7,5,0,0,37,0,3,3,3,3,3,0,0,16,0,0,0,3,0,8,0,0,4,0,0,0,7,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,3,4,3,3,8,5,0,36,9,24,48,55,59,52,21,4,274,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,12,16,7,9,0,0,54,0,3,5,19,7,7,3,0,40,0,6
