UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL321039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,7,3,0,0,0,0,0,3,5,0,0,3,0,0,6,5,0,3,0,0,0,6,7,0,0,0,0,0,11,5,3,0,0,0,0,7,0,4,0,0,0,0,3,3,5,0,0,0,0,8,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,11,5,0,0,81
UCL321040,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,3,0,0,0,0,3,4,0,0,0,0,0,10,0,5,0,3,0,0,6,4,6,3,0,0,0,15,7,9,0,0,0,0,17,4,4,0,0,0,0,11,4,3,0,0,0,0,6,5,0,0,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,45,33,8,7,3,0,104
UCL321041,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,11,0,4,0,0,0,0,10,4,3,0,0,0,0,8,0,4,0,3,0,0,14,3,6,0,0,0,0,13,4,7,0,6,3,0,18,3,7,3,0,0,0,14,3,7,0,0,0,0,13,0,3,0,0,0,0,5,5,4,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,41,51,24,10,8,0,136
UCL321042,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,0,3,3,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,3,0,0,0,3,3,3,0,0,0,0,9,5,3,3,0,0,0,8,3,3,0,0,0,0,13,4,0,0,0,0,0,9,3,4,3,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,3,0,0,0,0,7,0,3,0,0,0,0,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,9,37,26,24,7,3,0,96
UCL321043,4,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,8,3,3,0,0,0,0,7,3,0,0,0,0,0,6,0,5,6,3,0,0,14,5,9,0,0,0,0,15,3,5,0,0,0,0,12,6,5,0,0,0,0,8,8,0,0,0,0,0,8,0,3,0,0,0,0,3,4,0,0,0,0,0,4,4,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,46,44,12,7,4,3,118
UCL321044,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,9,6,0,0,0,0,0,6,3,3,0,0,0,0,3,3,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,7,3,3,4,49
UCL321045,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,3,3,3,0,0,0,8,0,0,0,0,0,0,4,3,0,0,0,0,0,8,3,4,0,0,0,0,10,3,6,0,5,0,0,20,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,11,0,0,0,0,14,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,30,36,19,5,3,0,95
UCL321046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL321047,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,3,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,0,0,0,0,11,0,4,0,0,0,0,3,3,4,0,0,0,0,6,3,3,0,0,0,0,5,4,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,14,0,3,0,75
UCL321048,0,6,0,0,0,0,7,6,0,0,4,0,0,9,3,4,0,0,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,5,3,5,3,0,0,0,9,5,3,3,0,0,0,11,3,5,0,0,0,0,10,0,6,3,0,0,0,15,6,13,3,0,0,0,19,3,5,0,0,0,0,11,8,22,10,5,0,0,33,5,3,3,0,0,0,10,6,14,6,0,0,0,27,9,21,3,0,0,0,35,5,25,5,0,0,0,43,4,4,3,3,0,0,11,0,5,3,0,0,0,8,3,3,4,0,0,0,11,66,143,56,18,9,3,293
UCL321049,0,0,0,0,0,0,0,5,0,0,0,0,0,12,3,0,0,0,0,0,9,4,3,4,0,0,0,11,13,3,7,0,0,0,23,11,0,3,3,0,0,20,12,3,0,3,3,0,23,13,10,5,0,0,0,22,8,3,0,0,0,0,9,3,3,3,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,4,0,12,82,30,24,4,16,3,159
UCL321050,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,7,3,0,0,0,0,0,5,3,0,0,0,0,0,3,3,3,0,0,0,0,8,3,5,3,0,0,0,10,0,0,0,0,0,0,4,8,6,0,0,0,0,10,9,7,3,0,0,0,19,5,15,0,3,0,0,25,10,9,3,0,3,0,27,0,16,0,0,0,0,20,4,8,0,0,0,0,10,6,15,0,0,0,0,21,3,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,102,22,3,3,0,197
UCL321051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,3,0,0,0,5,0,3,3,0,0,0,4,3,4,3,0,0,0,10,3,0,0,0,0,0,3,0,4,0,0,0,0,3,0,6,0,0,0,0,5,0,3,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,13,0,0,0,73
UCL321052,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5,4,3,3,0,0,0,13,4,12,3,4,0,0,18,3,5,0,3,0,0,16,3,4,0,0,0,0,11,0,6,0,0,0,0,10,0,6,0,0,0,0,8,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,34,9,11,3,0,94
UCL321053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,6,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,3,0,0,28
UCL321054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,5,3,0,0,0,7,4,3,3,0,0,0,14,3,5,0,0,3,0,13,3,4,3,0,0,0,10,3,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,33,10,3,6,0,77
UCL321055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,12,3,4,0,3,0,0,7,5,8,0,3,0,0,11,0,5,0,0,0,0,8,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,24,3,8,3,0,63
UCL321056,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,3,0,0,0,5,4,0,0,0,0,0,9,3,3,0,0,3,0,9,4,3,0,0,0,0,10,5,3,3,0,3,0,12,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,8,4,12,0,69
UCL321057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9
UCL321058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,7
UCL321059,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,3,0,0,0,3,3,0,0,0,3,0,5,3,0,0,0,0,0,3,3,3,3,0,0,0,7,4,0,0,0,0,0,3,4,3,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,26,13,5,0,5,0,59
UCL321060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,3,4,0,0,0,0,13,3,4,0,0,0,0,8,3,10,0,0,0,0,9,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,21,30,9,7,4,0,58
UCL321061,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,8,3,0,0,0,0,0,3,3,3,3,0,0,0,8,3,3,0,0,0,0,10,3,5,0,3,0,0,12,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,3,5,3,0,61
UCL321062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321063,0,7,3,0,0,0,6,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,3,7,3,3,0,0,0,13,7,4,0,0,3,0,18,0,6,0,0,0,0,9,0,4,3,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,26,42,18,3,0,0,93
UCL321064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,9,0,0,3,0,0,0,3,3,7,0,0,0,0,13,0,3,0,0,0,0,7,3,8,3,0,0,0,13,0,5,0,0,0,0,6,0,0,0,0,0,0,0,3,7,0,0,0,0,11,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,22,41,9,3,4,0,83
UCL321065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,5,0,0,0,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,5,0,0,0,25
UCL321066,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,5,3,7,0,0,0,0,12,0,13,3,0,0,0,17,4,3,0,0,0,0,12,6,0,0,0,0,0,8,3,7,3,3,0,0,12,0,5,3,0,0,0,17,0,3,0,0,0,0,5,0,3,0,0,0,0,8,3,10,0,0,0,0,10,3,6,0,0,0,0,12,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,3,0,0,0,3,42,71,29,5,0,0,148
UCL321067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,4,3,0,0,0,9,3,6,0,0,0,0,13,3,5,4,0,0,0,11,3,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,8,3,4,0,57
UCL321068,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,3,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,26,10,10,3,0,0,49
UCL321069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321070,7,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,11,3,3,0,0,0,0,4,0,3,0,0,0,0,4,3,3,0,0,0,0,9,0,3,3,0,0,0,14,7,7,0,0,0,0,12,3,0,3,0,3,0,9,0,4,0,0,0,0,3,0,7,0,0,0,0,8,0,4,3,3,0,0,12,3,8,3,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,3,0,0,0,8,35,49,30,3,8,0,119
UCL321071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,4,7,0,0,0,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,4,0,0,0,34
UCL321072,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,0,6,3,0,0,0,0,0,12,5,0,4,0,4,0,9,4,4,5,3,0,0,20,16,8,3,6,0,0,36,8,8,3,0,0,0,22,8,18,4,0,0,0,28,3,5,0,0,0,0,10,4,3,4,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,66,62,22,13,8,0,171
UCL321073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,7,0,3,0,4,0,0,5,0,3,4,6,0,0,9,3,3,0,0,0,0,9,3,9,3,3,0,3,27,5,6,7,0,5,0,18,3,9,0,0,0,0,15,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,42,52,20,13,10,3,140
UCL321075,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,4,0,0,0,0,9,3,3,3,0,0,0,11,3,0,0,0,0,0,4,3,8,0,0,0,0,16,3,3,0,0,0,0,8,0,5,0,0,0,0,7,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,29,32,9,0,5,0,83
UCL321076,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,4,0,0,0,0,10,10,6,3,0,0,0,20,3,7,0,0,0,0,9,0,3,0,3,0,0,10,3,3,0,0,0,0,4,4,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,30,3,7,3,0,74
UCL321077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,7,0,0,0,0,10,3,0,0,0,0,0,9,0,4,0,4,0,0,4,0,3,0,0,0,0,3,9,4,0,0,0,0,12,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,36,11,4,0,0,77
UCL321078,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,11,3,13,3,0,0,0,21,8,8,0,0,0,0,20,9,15,6,0,0,0,31,0,11,0,0,0,0,11,7,4,0,0,0,0,11,0,7,3,0,0,0,8,0,0,0,0,0,0,0,4,7,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,6,44,67,21,9,0,0,148
UCL321079,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,3,0,0,0,0,0,4,3,3,0,0,0,0,5,4,0,0,0,0,0,6,3,4,3,0,0,0,13,3,4,3,0,0,0,15,5,7,0,0,0,0,15,3,6,0,0,0,0,4,7,3,0,0,0,0,10,0,5,0,0,0,0,10,4,3,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,53,21,9,0,0,107
UCL321080,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,0,11,3,4,0,0,0,0,6,4,5,0,0,0,0,10,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,31,19,8,6,3,0,68
