UCL_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL314002,0,3,0,22,0,0,0,0,0,0,3,0,0,11,44,61,0,0,0,3,0,0,0,0,0,12,7,21,100,28,4,110,7,86,5,49,4,352,57,807
UCL314003,3,3,0,37,0,0,0,4,0,7,0,3,0,10,37,67,0,0,0,0,3,3,4,0,0,13,4,31,166,22,6,111,15,100,5,60,16,364,48,920
UCL314004,0,0,0,6,0,0,0,0,0,0,0,3,0,15,15,38,0,0,0,0,0,0,0,0,0,9,0,13,70,22,3,67,9,50,3,44,7,255,21,554
UCL314005,0,0,0,9,0,0,0,0,0,0,0,0,0,4,26,33,0,0,0,0,0,0,0,0,0,4,3,5,72,20,0,90,0,45,3,29,7,202,38,508
UCL314006,0,0,0,49,0,0,0,3,0,0,0,0,0,3,32,36,0,0,0,3,0,0,0,0,0,3,0,8,162,10,8,87,18,61,3,24,3,117,33,527
UCL314007,0,4,0,27,0,0,0,0,0,0,0,4,3,11,62,76,5,0,0,3,0,0,0,0,0,9,12,29,199,36,3,123,19,108,10,59,21,326,79,973
UCL314008,0,4,0,21,0,0,0,3,0,3,0,3,0,6,48,67,0,0,0,0,0,0,0,0,0,4,8,17,138,32,3,70,9,88,8,56,14,300,67,781
UCL314009,0,4,0,15,0,0,0,0,0,0,0,0,0,4,40,50,0,0,0,0,0,0,0,0,0,0,3,5,109,15,4,93,6,51,4,41,10,142,49,537
UCL314010,0,3,0,13,0,0,0,5,0,5,0,0,0,0,34,44,0,0,0,0,0,0,0,0,0,3,14,15,93,33,3,76,8,58,4,49,10,241,59,630
UCL314011,0,6,0,16,0,0,0,3,0,4,0,0,0,3,21,34,0,0,0,0,0,0,0,0,0,3,3,11,155,26,5,90,10,44,12,27,9,155,26,564
UCL314012,0,0,0,15,0,0,0,0,0,0,0,0,0,3,39,49,0,0,0,0,0,0,0,0,0,6,0,14,120,23,5,77,4,54,6,40,6,162,47,532
UCL314013,0,4,0,35,0,0,0,0,0,3,0,0,0,0,59,65,4,0,0,0,0,0,0,0,0,6,0,15,216,35,8,144,18,93,3,70,15,465,63,1117
UCL314014,0,7,0,17,0,0,0,0,3,3,0,0,0,4,23,39,0,0,0,0,0,0,0,0,0,3,6,10,116,28,3,113,9,55,4,49,6,244,39,661
UCL314015,0,0,0,16,0,0,0,0,0,3,0,0,0,0,19,29,0,0,0,0,0,0,0,0,0,0,3,3,126,12,7,74,10,45,3,20,0,93,26,405
UCL314016,0,3,0,14,3,3,0,0,0,0,0,0,0,14,30,55,0,0,0,0,0,0,0,0,0,14,10,31,126,18,6,77,10,63,5,49,11,368,49,784
UCL314017,0,0,0,123,4,0,0,3,0,3,0,0,0,0,48,58,3,0,0,0,0,0,0,0,0,0,0,10,247,6,8,98,15,105,5,26,6,29,46,584
UCL314018,0,0,0,32,0,0,0,0,0,0,0,0,0,0,27,34,0,0,0,0,0,0,0,0,0,0,3,3,190,21,5,98,12,49,5,14,7,77,28,496
UCL314019,0,0,0,38,4,0,0,0,0,3,0,0,0,3,47,60,0,0,0,0,0,0,0,0,0,10,10,18,219,25,10,87,24,58,7,24,11,122,60,642
UCL314020,0,7,0,21,0,0,0,0,0,4,0,0,0,9,59,73,5,0,0,0,0,0,0,3,0,17,8,30,114,51,14,101,9,94,11,89,17,759,71,1329
UCL314021,0,7,0,42,3,3,0,0,0,0,0,0,0,8,46,66,0,3,0,0,0,3,0,0,0,8,5,19,115,70,4,136,6,102,12,80,21,439,53,1051
UCL314022,0,0,0,79,0,0,0,3,0,0,0,3,3,3,66,82,0,0,0,0,0,0,0,0,0,10,0,18,221,31,6,136,6,145,3,58,13,258,72,956
UCL315001,0,0,0,9,0,0,0,0,0,3,0,0,0,3,18,19,0,0,0,0,0,0,0,0,0,0,0,0,43,10,3,30,10,31,0,9,8,60,14,220
UCL315002,0,0,0,4,0,0,0,0,0,0,0,0,0,3,13,16,0,0,0,0,0,0,0,0,0,4,0,4,19,5,3,19,0,17,0,8,4,106,18,204
UCL315003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,19,0,34
UCL315004,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,0,9,0,0,0,7,3,45
UCL315005,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,19,0,0,0,0,0,0,0,0,0,9,3,13,41,13,3,40,4,48,3,24,8,279,23,485
UCL315006,0,0,0,45,0,0,0,0,0,6,0,0,0,0,23,27,0,0,0,0,0,0,0,0,0,0,0,0,105,9,3,68,8,72,7,4,4,13,23,320
UCL315007,0,3,0,11,0,0,0,0,0,0,0,0,0,7,13,24,0,0,0,0,0,0,0,0,0,5,0,3,43,11,0,43,3,18,0,21,4,168,18,334
UCL315008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0,0,0,0,0,0,0,3,6,12,34,18,3,33,0,29,4,35,8,213,30,404
UCL315009,0,0,0,3,0,0,0,0,0,0,0,0,0,8,11,25,0,0,0,0,0,0,0,0,0,5,0,5,12,6,0,9,3,8,3,22,6,230,18,309
UCL315010,0,0,0,17,3,0,0,0,0,0,0,0,0,3,18,30,0,0,0,0,0,0,0,0,0,3,3,9,94,6,3,39,10,49,0,19,0,64,26,309
UCL315011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,31,8,0,18,0,16,0,5,3,30,7,113
UCL315012,0,3,0,8,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,5,3,8,20,10,0,17,0,13,3,21,3,89,11,190
UCL315013,0,0,0,6,0,0,0,0,0,3,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,3,54,8,0,34,9,21,0,12,0,47,12,195
UCL315014,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,32,3,22,0,9,0,44,13,187
UCL315015,0,0,0,9,0,0,0,0,0,0,0,0,0,0,25,28,0,0,0,0,0,0,0,0,0,9,10,17,94,16,0,58,4,35,0,16,4,71,37,344
UCL315016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,22,0,35
UCL315017,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,3,0,4,18,0,0,13,0,6,0,12,0,93,11,166
UCL315018,0,0,0,11,0,0,0,0,0,0,0,0,0,3,14,22,0,0,0,0,0,0,0,0,0,0,0,0,53,7,3,29,0,30,0,7,0,49,14,189
UCL315019,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,3,3,17,6,0,16,0,4,0,8,0,85,11,146
UCL315020,0,0,0,20,0,0,0,0,0,0,0,0,0,0,19,25,3,0,0,0,0,0,0,0,0,0,0,5,82,3,5,22,6,33,0,3,0,19,22,198
UCL315021,0,0,0,7,0,0,0,0,0,3,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,3,4,22,5,3,18,3,13,0,11,3,42,12,138
UCL315022,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,19,0,0,0,3,0,0,0,0,0,3,0,5,39,6,0,23,3,11,0,14,0,47,14,159
UCL315023,0,0,0,0,0,0,0,0,0,3,0,0,0,4,21,27,0,0,0,0,0,0,0,0,0,11,0,12,20,13,0,30,3,19,0,29,3,351,29,503
UCL315024,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,10,3,9,40,15,3,47,5,16,0,32,6,161,11,327
UCL315025,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,6,0,5,20,13,0,20,0,11,0,14,0,146,16,239
UCL315026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,5,25,4,3,15,0,15,0,6,0,46,6,125
UCL315027,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,43,8,3,29,3,17,0,22,6,81,12,219
UCL315028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,7,0,5,0,18,3,40
UCL315029,0,0,0,16,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,3,66,9,0,15,3,29,0,5,10,9,17,163
UCL315030,0,0,0,18,0,0,0,0,0,0,0,0,0,4,38,43,0,0,0,0,0,0,0,0,0,8,6,14,75,13,7,50,3,48,5,39,16,231,48,540
UCL315031,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,18,0,0,0,0,0,0,0,0,0,0,0,3,50,9,0,34,3,23,0,13,0,69,19,220
UCL315032,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,3,0,8,39,9,3,24,4,15,0,7,3,71,10,188
UCL315033,0,0,0,9,4,0,0,0,0,0,0,0,0,5,17,30,0,0,0,0,0,0,0,0,0,5,4,7,64,15,8,50,8,49,3,35,3,205,24,456
UCL315034,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,17,0,16,0,5,0,55,0,138
UCL315035,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,23,3,28,3,12,0,46,21,202
UCL315036,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,7,0,3,0,18,4,49
UCL315037,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,3,0,0,0,0,6,35
UCL315038,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,3,0,0,0,0,0,0,0,3,31,6,0,21,0,22,0,4,4,52,21,167
UCL315039,0,0,0,3,0,0,0,0,0,3,0,0,0,4,13,21,0,0,0,0,0,0,0,0,0,5,3,12,59,9,4,53,6,28,3,27,3,153,23,366
UCL315040,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,15,0,0,0,0,0,0,0,0,0,8,3,10,5,4,0,4,0,12,0,9,0,99,10,154
UCL315041,0,0,0,14,0,0,0,0,0,0,0,0,0,4,15,26,0,0,0,0,0,0,0,0,0,19,4,26,78,14,4,63,9,50,3,38,6,228,35,521
UCL315042,0,0,0,19,3,0,0,4,0,0,0,0,0,3,14,23,0,0,0,0,0,0,0,0,0,0,3,6,60,0,0,42,4,24,5,14,3,91,16,267
UCL315043,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,6,6,6,91,20,3,49,4,29,0,19,3,105,25,350
UCL315044,0,0,0,4,3,0,0,0,0,0,0,0,0,5,36,45,0,0,0,0,0,0,0,0,0,8,0,11,112,17,4,66,11,61,3,37,9,171,45,531
UCL315045,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,3,3,8,41,5,0,24,0,13,3,20,4,60,11,173
UCL315046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,3,0,3,41,3,3,18,7,26,6,11,3,69,12,201
UCL315047,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,0,0,0,0,0,0,0,0,0,3,3,5,23,9,3,25,0,25,0,24,0,107,15,228
UCL315048,0,4,0,14,0,0,0,0,0,0,0,0,0,0,28,35,0,0,0,0,0,0,0,0,0,0,0,4,46,18,3,28,6,26,4,21,0,86,35,279
UCL315049,0,3,0,7,0,0,0,0,0,0,0,0,0,3,11,17,0,0,0,0,0,0,0,0,0,4,4,10,32,3,0,34,4,24,5,27,7,154,20,319
UCL315050,0,0,0,13,4,0,0,0,0,4,0,0,0,4,28,38,0,0,0,0,0,0,0,0,0,3,3,4,62,16,5,62,4,43,3,33,4,167,40,444
UCL315051,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,15,0,0,0,0,0,0,0,0,0,0,3,3,80,4,7,31,4,32,3,13,3,128,13,305
UCL315052,0,0,0,6,0,0,0,0,0,0,0,0,0,4,26,35,0,0,0,0,0,0,0,0,0,0,0,4,84,9,9,36,3,23,8,13,5,53,33,276
UCL315053,0,0,0,4,0,0,0,0,0,3,0,0,0,4,9,20,0,0,0,0,0,0,0,0,0,3,3,10,48,5,4,37,8,30,3,26,0,151,15,328
UCL315054,3,0,0,5,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,5,3,10,18,21,4,20,6,26,0,32,9,263,29,437
UCL315055,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,0,0,0,3,0,0,0,0,0,0,0,3,36,14,3,21,0,13,3,17,4,92,14,217
UCL315056,0,0,0,8,0,0,0,0,0,0,0,0,0,4,33,34,0,0,0,0,0,0,0,0,0,3,0,3,27,28,3,32,4,24,4,37,0,248,37,444
UCL315057,0,0,0,8,0,0,0,0,0,0,0,0,0,3,25,27,0,0,0,0,0,6,0,0,0,0,3,8,52,8,0,29,3,24,0,6,4,37,33,194
UCL315058,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,19,3,5,0,7,0,24,3,94
UCL315059,0,0,0,5,0,0,0,0,0,0,0,0,0,3,12,18,0,0,0,0,0,0,0,0,0,0,0,0,66,5,5,35,6,21,3,15,3,55,12,231
UCL315060,0,0,0,18,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,44,6,3,14,0,19,0,7,6,4,14,110
UCL315061,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,3,0,4,27,6,0,11,3,16,0,8,0,43,7,124
UCL315062,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,15,0,0,0,0,0,0,0,0,0,3,0,4,34,6,0,23,0,17,0,15,0,66,10,178
UCL315063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,21,0,3,3,15,0,46,0,120
UCL315064,0,0,0,5,0,3,0,0,0,0,0,0,0,0,22,28,0,0,0,0,0,0,0,0,0,0,0,3,60,15,0,46,7,28,0,20,9,133,21,342
UCL315065,0,0,0,4,4,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,3,6,27,7,0,19,3,22,0,11,3,141,26,264
UCL315066,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,3,0,3,33,7,0,27,5,10,0,9,0,52,10,163
UCL315067,0,3,0,3,0,0,0,0,0,3,0,0,0,3,19,22,0,0,0,0,0,0,0,0,0,6,0,4,22,9,0,9,0,21,4,20,6,135,22,256
UCL315068,0,0,0,22,0,0,0,0,0,3,0,0,0,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,25,3,24,0,12,4,36,11,161
UCL315069,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,17,3,9,0,3,0,35,15,95
UCL315070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,9,35,8,0,26,0,5,0,4,3,33,6,122
UCL315071,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,13,0,0,0,0,0,0,0,0,0,4,5,7,30,0,0,21,0,26,0,19,0,100,18,220
UCL315072,0,0,0,3,0,0,0,0,0,3,0,0,0,4,17,26,0,0,0,0,0,0,0,0,0,9,5,19,40,8,0,34,4,31,3,30,3,229,32,410
UCL315073,0,3,0,5,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0,5,20,11,3,15,4,18,0,12,3,61,12,148
UCL315074,0,0,0,3,4,0,0,0,0,0,0,0,0,5,14,23,0,0,3,0,0,0,0,0,0,5,3,10,82,10,5,46,8,59,0,22,12,171,20,433
UCL315075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,4,3,6,0,8,0,22,3,69
UCL315076,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,33,0,0,0,0,0,0,0,0,0,0,0,0,80,16,0,63,0,31,6,30,10,212,29,476
UCL315077,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,0,0,7,60,17,3,44,4,14,0,12,5,136,28,329
UCL315078,0,4,0,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,5,31,15,0,19,3,19,0,17,3,95,11,211
UCL315079,0,10,0,23,0,0,0,0,4,4,0,0,0,0,19,23,0,3,0,0,0,0,0,0,0,3,0,3,162,38,7,94,11,40,3,31,5,126,18,538
UCL315080,0,0,0,7,0,0,0,0,0,0,0,0,0,4,25,30,0,0,0,0,0,0,0,0,0,3,3,7,48,16,4,50,4,33,7,34,5,117,27,342
UCL315081,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,3,13,10,3,20,0,10,6,7,0,91,10,171
UCL315082,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,3,0,3,24,4,5,18,3,10,0,6,0,35,3,113
UCL315083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,7,15,10,0,31,0,17,3,31,3,135,27,277
UCL315084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,3,32,3,4,28,5,25,0,29,3,86,17,232
UCL315085,0,0,0,3,0,0,0,0,0,0,0,0,0,5,22,28,0,0,0,0,0,0,0,0,0,5,3,5,15,18,0,22,4,25,0,40,10,243,24,402
UCL315086,0,4,0,26,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,3,31,8,0,34,0,27,0,26,3,77,11,219
UCL315087,0,0,0,10,0,0,0,0,0,0,0,0,0,3,26,29,0,0,3,0,0,0,0,0,0,0,8,11,66,9,4,45,5,54,0,28,13,117,31,357
UCL315088,0,0,0,9,0,0,0,0,0,0,0,0,0,4,8,20,0,0,0,0,0,0,0,0,0,0,4,8,61,17,0,42,4,18,3,9,4,60,17,233
UCL315089,0,4,0,8,0,0,0,3,0,0,0,0,0,10,31,45,0,0,0,0,0,0,0,0,0,6,14,18,59,24,7,69,3,45,3,45,13,296,41,614
UCL315090,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,18,3,0,0,0,0,0,0,0,0,0,0,8,51,7,0,16,0,5,4,4,3,10,21,121
UCL315091,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,12,0,19,0,3,0,0,3,67
UCL315092,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,22,0,0,0,0,0,0,0,0,0,9,6,20,23,9,4,13,0,13,0,25,8,307,28,424
UCL315093,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,16,0,16,0,9,4,83,6,148
UCL315094,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,17,0,0,0,0,0,0,0,0,0,8,3,5,23,14,3,14,0,26,3,27,0,196,14,322
UCL315095,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,48,15,3,33,8,12,0,19,3,77,10,228
UCL315096,0,0,0,21,0,0,0,0,0,0,0,0,0,3,31,34,0,0,0,0,0,0,0,0,0,3,0,11,100,15,3,67,4,36,3,20,3,89,35,369
UCL315097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,18,0,12,0,13,0,45,8,129
UCL315098,0,0,0,55,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,174,7,3,54,4,23,0,5,0,7,18,307
UCL315099,0,0,0,7,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,3,91,14,3,36,9,27,3,17,3,62,16,275
UCL315100,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,3,26,4,3,17,0,15,0,8,3,53,5,128
UCL315101,0,0,0,8,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,3,0,3,45,6,0,30,4,16,0,16,0,42,15,178
UCL315102,0,0,0,4,0,0,0,0,0,0,0,0,0,10,10,25,0,0,0,0,0,0,0,0,0,4,0,0,17,4,0,21,4,17,0,21,3,121,18,224
UCL315103,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,4,0,3,41,8,0,17,0,12,0,18,0,59,14,159
UCL315104,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,3,5,10,38,4,0,33,8,16,0,13,3,98,14,220
UCL315105,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,3,8,9,6,4,15,0,19,0,11,3,180,10,255
UCL315106,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,19,3,13,0,9,0,36,16,146
UCL315107,0,3,0,3,0,0,0,0,0,0,0,0,0,4,11,9,0,0,0,0,0,0,0,0,0,0,0,0,33,10,3,32,3,24,3,12,3,80,14,202
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,3,0,21,0,47
UCL315109,0,0,0,8,4,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,0,3,145,16,0,63,15,24,3,6,0,33,19,326
UCL315110,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,0,0,0,0,3,29,7,0,6,3,8,0,6,0,71,6,153
UCL321001,3,0,0,7,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,3,3,12,6,0,13,4,9,0,10,4,40,15,112
UCL321002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,5,0,7,0,39,4,76
UCL321003,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,14,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,7,0,11,0,9,3,47,11,105
UCL321004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,5,0,5,4,37,5,74
UCL321005,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,3,0,0,0,0,0,7,21,0,3,6,3,14,0,7,0,29,13,97
UCL321006,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,7,4,13,3,9,0,40,6,102
UCL321007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,12,0,22
UCL321008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,3,3,38,0,3,17,3,9,0,6,3,24,13,112
UCL321009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,0,0,0,0,0,0,0,0,0,0,0,3,11,6,4,10,3,18,0,5,0,92,15,163
UCL321010,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,3,0,7,35,3,3,30,0,16,0,6,3,53,14,161
UCL321011,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,3,10,0,3,0,24,5,75
UCL321012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,14,0,12,0,9,0,31,3,90
UCL321013,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,14,0,5,0,21,9,77
UCL321014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,3,0,3,0,52,11,83
UCL321015,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,13,0,9,0,10,0,55,13,112
UCL321016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,5,24,4,3,11,3,7,0,7,0,26,7,91
UCL321017,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,5,0,11,23,4,0,21,5,9,3,9,3,52,7,142
UCL321018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,3,4,3,4,4,0,4,0,0,0,6,3,55,6,87
UCL321019,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,13,0,22,0,7,3,43,11,150
UCL321020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,9,0,10,0,3,0,29,13,91
UCL321021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,14,4,12,0,7,3,29,14,113
UCL321022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,4,8,3,0,7,0,5,0,11,0,53,4,97
UCL321023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,10,0,12,3,9,3,34,6,101
UCL321024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,6,0,4,0,6,0,16,3,57
