UCL_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL122082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,0,28,3,45
UCL122083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,8,0,4,0,23,3,54
UCL122084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,11,0,6,0,12,0,35
UCL122085,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,13,0,3,0,12,0,53
UCL122086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,0,3,0,0,0,10,7,50
UCL122087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,5,0,0,0,15,0,44
UCL122088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,3,0,0,0,14,3,39
UCL122089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,0,6,0,41,5,59
UCL122090,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,9,0,3,0,0,0,19,3,51
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,0,0,0,29,5,45
UCL122092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0,5,3,13,3,39
UCL122093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,23
UCL122094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,6,0,11,0,35
UCL122095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,0,24,4,39
UCL122096,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,28,0,38
UCL122097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11,0,23
UCL122098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,4,0,3,0,0,0,20,5,52
UCL122099,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,14,0,13,0,3,0,21,0,65
UCL122100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,0,3,0,3,0,12,5,40
UCL122101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,5,0,18,0,39
UCL122102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,5,0,3,0,0,0,11,3,36
UCL122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,0,3,0,4,0,24,4,55
UCL122104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,3,0,16
UCL122105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,15,0,42
UCL122106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,7,0,19
UCL122107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,13
UCL122108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,19,3,31
UCL122109,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,7,7,0,0,7,3,5,0,4,0,40,10,78
UCL122110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,0,6,0,9,4,36
UCL122111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,3,25,0,35
UCL122112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,3,0,3,0,13,3,30
UCL122113,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,12,3,34
UCL122114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,3,0,8,0,30
UCL122115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,6,0,4,0,0,0,11,3,32
UCL122116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,4,0,13,0,33
UCL122117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,0,0,0,26,0,41
UCL122118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
UCL122119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,8,0,3,0,9,3,39
UCL122120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,4,0,3,0,11,3,43
UCL122121,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,3,0,0,0,7,0,20,0,52
UCL122122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,7,3,18,0,34
UCL122123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,3,0,21,3,47
UCL122124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,18,6,40
UCL122125,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,3,3,0,6,0,14,5,48
UCL122126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,12,0,7,4,0,0,15,4,47
UCL122127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,3,0,4,0,3,0,5,0,32
UCL122128,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,3,0,18,0,47
UCL122129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,4,0,4,0,23,9,52
UCL122130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,11,5,37
UCL122131,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,4,4,0,16,3,42
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,29
UCL122133,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,8,0,27
UCL122134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,20,0,31
UCL122135,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,7,0,9,0,7,0,14,0,47
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,4,0,0,0,5,5,24
UCL122137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,20
UCL122138,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,10,0,16,3,38
UCL122139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,8,0,28
UCL122140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,3,0,0,0,5,6,30
UCL122141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,27,4,49
UCL122142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,17,0,26
UCL122143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,13,0,8,0,0,0,21,3,56
UCL122144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,3,0,6,0,11,0,30
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122146,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,8,3,0,0,0,0,0,0,0,0,0,0,3,7,3,3,8,0,3,0,3,0,24,6,56
UCL122147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,3,3,0,9,0,16,3,46
UCL122148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,3,0,20,4,42
UCL122149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,3,0,7,0,32
UCL122150,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,4,0,3,0,9,8,40
UCL122151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,25
UCL122152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,0,0,0,8,0,21
UCL122153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,6,0,4,0,7,0,30,0,55
UCL122154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,6,0,0,0,7,3,30
UCL122155,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,6,0,6,0,15,0,31
UCL122156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,14,0,26
UCL122157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,5,0,0,0,16,0,30
UCL122158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,6,0,3,0,15,8,47
UCL122159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,3,0,0,0,4,0,15,0,39
UCL122160,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,11,0,3,0,5,0,23,6,63
UCL122161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,3,3,3,3,0,18,3,39
UCL122162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,24,0,45
UCL122163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,29,4,40
UCL122164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,4,0,0,0,3,4,34,3,60
UCL122165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,9,0,0,0,0,0,15,0,41
UCL122166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,4,0,5,0,3,0,12,9,54
UCL122167,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,5,0,7,0,29
UCL122168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,3,0,3,0,3,0,11,0,27
UCL131777,24,331,12,3526,174,57,18,144,41,192,23,117,44,489,3371,4675,204,53,73,102,28,63,16,50,36,585,387,1607,12992,4010,745,9703,926,6082,627,4990,911,20970,4284,66237
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL201001,173,2223,65,27548,1033,187,108,535,179,738,75,456,163,2373,17848,23688,528,110,237,288,97,235,35,192,151,3208,2222,7298,94382,15391,2609,47550,4928,40132,2129,25193,3682,115461,21973,373438
UCL203001,3,58,0,594,33,5,3,22,15,30,3,16,9,144,659,942,17,4,5,18,3,11,0,14,5,172,103,350,2913,678,102,2169,199,1365,117,1141,138,5493,844,15148
UCL211001,0,12,0,70,12,4,0,4,5,9,0,0,0,28,186,247,4,0,0,0,3,3,0,0,3,36,24,84,718,146,19,566,47,359,20,257,28,1157,226,3561
UCL211002,7,21,3,290,21,6,3,9,0,18,6,4,8,60,377,514,3,3,4,8,0,4,4,3,3,107,52,191,1714,377,71,1304,113,799,59,669,102,3267,477,8950
UCL211003,5,37,0,262,21,6,3,15,3,16,0,13,4,92,376,551,12,3,0,7,4,8,3,7,4,111,49,209,1645,395,80,1381,130,771,86,700,113,3364,473,9127
UCL211004,0,4,0,62,8,0,3,13,3,18,0,13,0,32,177,266,6,3,8,12,0,0,0,0,3,55,35,117,876,140,31,564,72,608,22,284,57,1365,228,4252
UCL212001,0,15,0,77,20,0,0,4,0,5,0,4,0,28,155,227,5,0,3,3,0,4,0,7,0,52,53,127,664,133,19,469,41,302,19,189,43,1347,237,3459
UCL212002,3,12,0,118,10,0,0,4,0,16,0,4,0,42,173,259,9,0,6,9,0,0,0,0,3,57,38,118,835,166,37,608,60,399,30,290,56,1595,252,4319
UCL212003,0,3,0,83,4,3,0,4,0,7,0,4,0,17,127,167,8,3,0,0,0,0,0,3,4,27,17,66,720,97,18,429,47,337,16,208,38,959,159,3031
UCL212004,0,6,0,122,3,0,0,7,0,12,0,0,3,26,116,164,0,0,0,7,0,0,0,0,0,24,18,54,502,83,15,412,30,276,19,175,46,861,155,2574
UCL212005,3,13,0,100,10,0,3,9,0,0,0,5,0,34,117,179,3,0,0,5,0,3,0,0,0,37,24,72,573,152,22,503,40,235,20,243,37,1165,172,3158
UCL213001,0,4,0,44,4,0,0,0,3,5,0,4,0,18,52,85,5,0,0,0,0,0,0,0,3,17,3,42,338,46,12,217,22,175,15,103,27,587,73,1609
UCL213002,0,8,0,25,7,0,0,3,0,3,0,3,0,6,68,96,0,0,0,0,0,0,0,0,3,20,18,48,191,60,8,176,23,98,13,107,22,612,101,1407
UCL213003,0,9,0,20,7,0,0,7,0,0,0,3,0,17,34,74,0,0,5,5,0,0,0,0,0,16,12,33,204,65,11,172,22,90,7,87,19,450,56,1180
UCL213004,0,0,0,24,3,0,0,0,0,3,0,6,0,12,41,66,7,3,0,3,0,0,0,0,0,13,8,31,233,59,9,146,15,121,5,102,6,535,68,1304
UCL213005,0,8,0,36,0,0,0,3,0,4,0,3,0,15,63,84,0,0,0,0,0,0,0,0,0,24,17,44,190,68,10,179,16,107,17,132,23,723,94,1556
UCL213006,3,3,0,32,4,0,0,3,0,3,0,0,0,15,56,81,5,0,0,3,0,0,0,0,0,23,15,50,275,58,15,197,16,88,17,88,21,588,84,1456
UCL213007,0,8,0,55,5,0,0,0,0,0,0,0,0,16,76,107,3,0,0,3,0,0,0,0,0,15,13,45,337,82,17,245,29,134,18,116,24,634,110,1748
UCL213008,0,3,0,39,6,0,0,0,0,8,0,0,0,17,55,82,3,0,0,0,0,0,0,3,0,10,7,23,316,31,10,189,18,126,10,66,15,410,65,1257
UCL213009,0,5,0,25,0,0,0,3,0,3,0,3,0,13,51,68,0,0,0,3,0,0,0,3,0,21,11,38,262,36,9,187,14,82,9,73,12,510,68,1265
UCL213010,3,11,0,42,0,0,0,0,0,10,0,4,0,16,71,103,0,0,0,0,0,3,0,0,0,23,16,54,192,57,12,181,18,155,7,112,30,687,108,1545
UCL213011,0,0,0,24,0,0,0,0,0,3,0,3,0,15,50,73,3,0,0,0,0,3,0,0,3,24,13,51,152,36,3,143,11,119,8,123,34,624,85,1332
UCL213012,0,13,0,103,3,0,0,0,0,4,0,8,0,9,101,125,0,0,0,0,3,0,0,0,0,21,4,29,301,106,11,255,21,130,20,187,12,751,120,1908
UCL213013,0,0,0,26,3,0,0,9,0,3,0,0,0,12,34,56,3,0,4,0,0,0,0,0,3,15,14,42,147,49,11,160,23,127,14,84,10,413,55,1089
UCL213014,0,3,0,67,3,0,0,0,0,3,0,5,0,12,100,131,0,0,0,0,0,0,0,0,0,17,10,34,219,51,6,206,24,151,20,106,9,507,117,1409
UCL213015,3,0,0,30,3,0,0,3,0,6,0,0,0,8,35,55,5,0,3,0,0,0,0,0,0,12,18,36,227,42,12,141,13,87,5,66,10,379,62,1045
UCL213016,0,10,0,108,8,0,0,4,0,3,0,3,0,9,105,131,0,0,0,0,0,3,0,4,0,17,8,40,342,83,11,236,14,100,6,137,12,606,116,1674
UCL213017,0,9,0,51,4,0,0,4,0,3,0,3,0,27,76,126,3,0,0,4,0,0,0,0,0,21,28,59,328,90,19,309,14,149,14,131,19,824,114,2028
UCL213018,0,4,0,67,0,3,0,3,0,5,0,0,0,12,68,104,0,0,0,0,0,0,0,0,0,23,9,41,236,66,14,220,29,132,13,124,17,658,91,1601
UCL214001,0,6,0,11,3,0,0,0,0,3,0,3,0,7,28,52,0,0,0,0,0,0,0,0,0,5,6,21,126,32,0,110,3,71,11,68,14,328,45,815
UCL214002,0,3,0,26,3,0,0,0,0,9,0,3,0,12,67,89,4,0,0,3,0,3,0,0,0,17,3,33,167,36,9,146,12,86,7,87,13,536,80,1180
UCL214003,0,9,0,30,0,0,0,3,0,4,0,0,0,10,50,63,0,0,0,0,0,0,0,0,0,14,9,25,118,75,3,128,7,76,10,88,17,423,62,1004
UCL214004,0,3,0,11,0,0,0,0,0,0,0,4,0,3,27,40,0,0,0,0,0,0,0,0,0,10,13,28,89,21,7,71,5,49,4,45,5,278,53,629
UCL214005,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,14,0,11,0,8,3,53,6,125
UCL214006,0,0,0,51,0,0,0,0,0,3,0,0,0,4,45,55,0,0,0,3,0,0,0,0,0,8,3,21,176,31,0,131,17,84,6,56,4,302,50,861
UCL214007,0,0,0,25,4,5,0,3,0,3,3,0,0,10,49,73,0,0,0,0,0,0,0,0,0,12,14,25,173,49,11,167,23,84,16,84,9,387,65,1052
UCL214008,0,3,0,13,0,0,0,0,0,8,0,0,0,11,30,48,3,0,0,3,5,0,0,3,0,3,10,28,143,47,15,123,11,82,11,80,13,334,52,908
UCL214009,0,6,0,25,0,0,0,0,0,0,0,3,0,11,32,49,3,0,0,0,0,3,0,0,0,8,3,21,67,37,4,71,8,37,9,65,9,378,40,718
UCL214010,0,0,0,18,0,0,0,0,0,0,0,0,0,18,25,50,0,0,0,0,0,0,0,0,0,10,7,20,97,16,3,81,9,62,0,54,5,243,33,609
UCL214011,0,0,0,6,0,0,0,0,0,0,0,0,3,12,23,39,0,0,0,0,0,0,0,0,0,11,4,14,86,31,4,67,8,60,3,55,6,311,29,669
UCL214012,0,4,0,11,0,0,0,0,0,0,0,0,0,10,43,63,3,0,0,0,0,0,0,0,0,7,12,27,73,35,8,57,3,35,0,60,9,435,68,790
UCL214013,0,0,0,11,0,0,0,0,0,0,0,3,0,5,20,35,0,0,0,0,0,0,0,0,0,8,3,14,82,28,0,84,8,38,6,43,9,254,30,582
UCL214014,0,0,0,5,3,0,0,0,0,4,0,0,0,14,26,47,0,0,0,0,0,0,0,0,0,18,12,35,87,42,3,83,9,56,6,59,3,482,49,883
UCL214015,0,4,0,27,0,0,0,0,0,0,0,0,0,27,33,61,0,0,0,0,0,0,0,3,0,17,7,35,66,45,9,84,6,85,4,102,12,630,52,1103
UCL214016,0,0,0,7,0,0,0,0,0,7,0,0,0,5,32,45,0,0,0,0,0,0,0,0,0,5,3,15,72,29,6,78,3,54,7,33,6,242,42,564
UCL214017,0,0,0,15,0,0,0,3,0,3,0,0,0,11,31,51,0,0,0,0,0,0,0,0,0,15,3,20,86,23,7,92,16,44,11,48,5,289,44,661
UCL214018,0,0,0,10,0,0,0,0,0,3,0,0,0,3,25,43,4,0,0,0,0,0,0,0,0,0,6,11,174,21,5,96,17,83,9,40,10,183,31,664
UCL214019,0,4,0,9,0,0,0,0,0,3,0,0,0,11,32,42,0,0,0,0,0,0,0,3,0,20,13,39,63,51,8,91,9,50,0,76,13,425,53,849
UCL214020,0,3,0,16,0,0,0,0,0,0,0,0,0,16,33,56,0,0,0,0,0,3,0,0,0,26,9,41,108,37,8,116,13,59,6,60,12,538,61,1015
UCL215001,0,6,0,9,0,0,0,0,0,0,0,0,0,5,12,13,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,17,0,7,3,14,0,72,13,162
UCL215002,0,0,0,4,0,0,0,0,0,0,0,0,0,8,14,23,0,0,0,0,0,0,0,0,0,6,0,6,47,13,6,30,6,18,3,25,4,134,15,295
UCL215003,0,3,0,19,0,0,0,0,0,0,0,0,0,3,20,27,0,0,0,0,0,0,0,0,0,8,0,8,41,19,7,38,0,25,3,22,3,144,20,334
UCL215004,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,5,16,13,4,28,0,3,0,18,4,56,9,156
UCL215005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,3,0,0,0,0,0,0,0,0,0,0,3,44,6,3,20,4,34,3,12,4,99,9,235
UCL215006,0,0,0,20,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,3,0,0,0,4,0,5,38,25,0,28,4,21,0,33,7,127,13,286
UCL215007,0,0,0,8,0,0,0,0,0,3,0,0,0,3,17,20,0,0,0,0,0,0,0,0,0,3,0,3,124,14,3,60,7,42,4,32,5,126,23,445
UCL215008,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,46,6,3,37,0,13,0,3,3,44,5,165
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,3,3,4,20,6,0,7,0,10,0,10,3,69,8,137
UCL215010,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,37,0,13,0,7,4,51,6,165
UCL215011,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,3,0,4,5,4,3,14,4,15,0,13,0,57,19,134
UCL215012,0,0,0,7,0,0,0,0,0,0,0,3,0,6,24,35,0,0,0,0,0,0,0,0,0,4,0,8,40,31,0,54,0,29,3,38,6,133,29,367
UCL215013,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,60,0,0,30,4,17,0,4,3,20,7,137
UCL215014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,29,0,14,0,8,0,31,0,123
UCL215015,0,4,0,12,0,0,0,3,0,0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,9,0,11,39,23,4,27,4,8,0,25,6,154,25,314
