UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL515014,0,0,0,5,0,10,4,0,0,0,0,3,0,5,0,0,0,3,119,0,46,0,0,167,0,0,0,3,0,3,11,0,0,0,0,11,25,5,26,4,3,69,0,0,4,0,0,8,160,12,68,16,3,256,0,0,0,0,0,4,11,0,4,7,0,24,168,13,73,30,3,289
UCL515015,348,12,0,0,0,360,264,0,0,0,0,266,55,3,4,0,0,59,46,34,6,0,0,87,103,25,0,0,0,134,3,5,0,0,0,9,17,4,0,0,0,28,4,3,0,0,0,8,224,78,14,0,4,317,4,12,0,0,0,15,29,5,0,0,9,47,877,103,14,0,15,1005
UCL515016,195,8,0,10,0,216,146,3,0,0,0,150,79,6,0,0,0,86,18,0,0,0,0,18,49,3,0,0,0,57,0,0,0,0,0,0,18,0,0,0,0,15,3,0,0,0,0,5,164,10,3,3,0,183,3,0,0,0,0,5,17,0,0,7,0,17,524,21,3,16,0,572
UCL515017,160,19,8,38,0,221,102,3,4,0,0,107,49,12,16,0,0,76,0,3,7,0,0,12,30,11,12,0,4,56,0,0,0,0,0,0,15,3,3,7,0,33,3,0,0,0,0,7,102,31,39,13,3,193,7,0,0,0,0,4,11,3,3,8,0,23,373,60,50,59,3,548
UCL515018,98,3,0,0,0,104,224,9,0,0,0,238,132,24,9,0,0,167,12,5,0,0,0,18,53,0,0,0,0,53,0,0,0,0,0,0,12,3,0,0,0,18,3,0,0,0,0,3,208,35,9,0,0,252,3,0,0,0,0,3,9,0,0,0,0,7,547,50,9,0,0,608
UCL515019,362,3,0,0,0,369,383,5,3,0,0,388,114,27,8,0,0,151,59,38,0,0,4,92,97,3,0,0,0,108,13,3,0,0,0,15,37,18,0,0,0,53,13,0,4,0,0,15,335,85,14,0,3,435,7,0,0,0,0,7,41,4,0,0,3,46,1126,97,16,0,13,1249
UCL515020,75,0,0,106,3,188,177,8,8,14,0,207,136,52,10,0,5,203,187,48,17,0,0,257,94,7,10,28,0,142,36,3,0,0,0,40,174,36,23,45,3,274,12,4,0,7,0,23,638,156,64,76,11,944,0,0,0,0,0,4,28,10,4,10,3,56,918,177,72,207,16,1394
UCL515021,274,0,0,23,4,299,196,0,0,0,0,199,44,30,0,0,0,75,0,0,0,0,0,0,21,0,0,0,0,28,0,0,0,0,0,0,0,0,0,17,0,17,4,0,0,0,0,4,74,29,0,16,0,117,3,0,0,0,0,3,8,0,0,3,0,9,549,34,0,42,8,629
UCL515022,520,9,4,0,0,541,497,9,3,0,0,513,146,15,43,0,0,210,79,33,18,0,0,126,91,7,3,0,0,97,3,3,19,0,0,23,22,3,0,0,0,25,4,0,3,0,0,8,343,66,85,0,0,503,7,0,0,0,0,5,33,4,9,0,0,45,1398,93,101,3,0,1601
UCL515023,273,0,0,5,0,276,297,0,0,0,0,303,36,0,0,0,0,42,66,34,3,0,0,101,133,4,0,0,0,138,3,4,0,0,0,5,60,0,0,0,0,60,11,0,0,0,0,11,312,43,9,0,3,359,5,0,0,0,0,5,32,0,0,0,0,33,916,43,10,5,5,977
UCL515024,186,0,0,3,3,189,169,0,0,0,0,168,19,0,0,0,0,25,59,6,0,0,0,70,57,0,0,0,0,57,3,0,0,0,0,3,28,3,0,0,0,33,3,0,0,0,0,7,170,12,0,0,0,183,3,0,0,0,0,3,17,0,0,5,0,24,547,12,0,11,3,570
UCL515025,225,4,0,3,3,231,197,0,0,0,0,197,107,0,4,0,0,114,43,0,0,0,0,44,53,3,0,0,0,52,11,0,0,0,0,11,12,0,0,0,0,12,4,0,0,0,0,4,234,4,4,0,0,244,4,0,0,0,0,4,28,0,0,0,0,27,690,5,7,6,3,709
UCL515026,457,11,0,12,0,481,461,0,0,4,0,464,133,18,7,0,0,167,74,38,0,7,0,120,135,3,0,3,0,143,0,0,0,18,0,21,47,6,0,0,0,59,5,3,0,0,0,10,401,75,14,27,0,513,10,0,0,11,0,23,44,12,0,4,0,62,1369,96,17,63,0,1545
UCL515027,55,3,0,0,0,59,55,0,0,0,0,54,228,11,14,0,0,249,53,17,0,0,0,75,29,3,0,0,0,34,3,0,0,0,0,3,669,23,0,3,0,694,6,0,0,0,3,9,988,57,18,5,9,1067,19,0,0,0,3,19,24,5,0,0,0,30,1135,61,19,8,10,1234
UCL515028,11,0,0,0,0,15,4,0,0,0,0,3,8,7,0,0,0,15,6,4,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,308,22,0,0,0,334,11,0,0,0,0,11,344,33,0,0,0,376,0,0,0,0,0,0,3,3,0,0,0,8,362,34,0,0,3,398
UCL515029,360,30,0,26,0,414,477,0,0,0,3,480,174,10,0,0,0,184,27,50,3,0,0,77,74,7,0,0,0,77,0,8,5,0,0,7,14,3,0,6,0,21,0,0,0,0,0,0,289,72,7,8,0,374,19,22,0,0,0,39,29,4,0,0,0,35,1163,129,7,40,3,1345
UCL515030,424,8,3,21,5,462,285,0,4,0,0,292,116,8,0,0,3,132,32,14,23,0,0,70,76,3,0,0,0,84,5,0,3,0,0,10,11,0,0,9,0,22,9,0,3,0,0,15,251,33,33,5,3,335,8,0,0,0,0,8,25,0,0,0,3,32,997,42,48,35,15,1134
UCL515031,45,0,0,4,0,50,11,0,0,0,0,11,54,8,6,0,0,65,33,3,0,0,0,36,18,0,0,0,0,18,3,0,0,0,0,3,627,14,14,0,0,659,11,0,0,0,0,9,745,25,20,3,0,794,5,0,0,0,0,8,12,0,0,0,0,10,821,25,20,8,0,879
UCL515032,244,0,0,0,0,245,345,0,0,0,0,344,103,0,0,0,0,103,0,0,0,0,0,0,70,0,0,0,0,70,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,184,0,0,0,0,186,8,0,0,0,0,8,20,0,0,0,0,26,799,0,0,0,3,809
UCL515033,215,3,0,3,3,230,180,0,0,0,0,185,21,0,0,0,0,21,16,6,0,0,0,22,37,3,0,0,0,45,0,20,0,0,0,20,18,0,0,0,0,19,3,4,0,0,0,3,100,38,0,0,0,135,3,0,0,0,0,3,12,3,0,0,0,19,509,40,0,5,4,565
UCL515034,283,7,12,0,0,300,305,4,4,0,0,311,66,15,4,0,0,82,11,0,14,0,0,26,69,6,9,3,0,83,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,3,150,23,31,5,0,207,0,0,12,0,0,14,20,0,6,9,3,39,759,34,64,15,3,870
UCL515035,5,0,0,0,0,7,13,0,0,0,0,13,17,10,0,0,0,30,31,16,0,0,0,45,10,3,0,0,0,12,3,0,0,0,0,3,230,120,3,0,0,351,3,0,0,0,0,5,291,150,3,0,0,443,0,0,0,0,0,0,3,7,0,0,0,10,306,155,3,0,3,470
UCL515036,365,8,8,0,7,392,308,0,0,0,5,314,97,0,0,0,0,101,20,22,18,0,0,53,54,0,0,0,4,55,0,0,0,0,0,0,9,0,0,0,0,11,10,0,0,0,0,10,183,23,19,0,4,230,5,8,0,0,0,17,20,0,0,0,6,24,894,42,28,0,18,983
UCL521001,68,0,0,0,0,69,101,0,0,0,0,97,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,192,0,0,3,0,191
UCL521002,108,0,0,0,0,112,137,0,0,0,0,140,10,0,0,0,0,10,3,0,0,0,0,3,8,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,27,3,0,0,0,0,3,3,0,0,0,0,3,286,0,0,3,0,292
UCL521003,187,0,0,0,0,191,96,0,0,0,0,101,16,0,0,0,0,16,15,0,5,0,0,25,13,0,0,0,0,19,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,58,0,6,0,0,65,3,0,0,0,0,3,17,0,3,0,0,19,362,3,14,0,0,377
UCL521004,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,128,0,0,0,0,130,0,0,0,0,0,0,5,0,0,0,0,5,18,0,0,0,0,18,0,0,0,0,0,0,148,0,0,0,0,150,0,0,0,0,0,0,3,0,0,0,0,3,149,0,0,0,0,156
UCL521005,104,0,0,6,0,114,143,0,0,0,0,141,61,4,3,0,0,67,11,0,0,0,0,15,35,0,3,0,0,35,0,0,0,0,0,0,35,0,0,0,0,31,0,0,0,0,0,3,135,8,11,0,0,151,5,0,0,0,0,5,12,0,0,0,0,13,389,13,13,12,3,422
UCL521006,117,0,0,0,0,119,131,0,3,0,0,134,8,0,0,0,0,9,0,3,0,0,0,4,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,3,0,0,34,0,0,0,0,0,0,10,0,0,0,0,11,281,4,5,0,0,298
UCL521007,85,0,0,0,0,81,52,0,0,0,0,52,14,0,0,0,0,13,11,0,0,0,0,13,26,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,60,3,0,0,0,66,0,0,0,0,0,0,13,4,0,0,0,13,212,6,0,0,0,221
UCL521008,81,0,4,3,0,95,45,0,0,0,0,45,5,0,0,0,0,5,9,3,6,0,0,18,21,0,0,0,0,26,5,0,4,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,58,3,12,0,0,70,0,0,0,0,0,3,9,0,0,3,0,12,194,7,11,10,0,220
UCL521009,93,0,0,0,0,93,44,0,0,0,0,44,0,0,0,0,0,0,8,8,0,0,0,17,28,3,0,0,0,27,0,8,0,0,0,9,13,0,0,0,0,22,0,0,0,0,0,0,55,21,0,0,0,73,4,0,0,0,0,3,3,0,0,0,0,6,198,20,0,0,0,229
UCL521010,96,3,0,0,3,103,119,0,0,0,3,118,12,0,0,0,0,12,16,3,0,0,0,21,18,0,0,0,0,21,0,6,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,58,10,0,0,0,67,0,0,0,0,0,0,5,0,0,0,0,5,272,14,0,4,6,293
UCL521011,45,0,0,0,0,44,109,0,0,0,0,109,13,0,0,0,0,13,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,4,0,0,0,0,4,0,0,0,0,0,0,191,0,0,0,0,188
UCL521012,84,0,0,9,0,88,63,0,0,0,0,69,17,0,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,10,0,0,3,0,13,0,0,0,0,0,0,47,0,0,3,0,47,0,0,0,0,0,0,9,0,0,0,0,9,202,0,0,14,0,214
UCL521013,46,0,0,0,0,46,111,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,171,0,0,0,0,171
UCL521014,95,0,0,0,0,101,46,0,0,0,0,46,7,0,0,0,0,7,5,0,0,0,0,5,21,0,0,0,0,26,0,0,0,0,0,0,10,0,0,0,0,9,3,0,0,0,0,4,39,0,0,0,0,44,0,0,0,0,0,0,10,0,0,0,0,10,199,0,0,3,0,206
UCL521015,87,0,0,0,0,87,162,0,0,0,0,163,18,0,0,0,0,18,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,4,0,0,0,3,10,291,0,0,0,6,299
UCL521016,79,0,3,7,0,85,104,0,0,3,0,108,33,0,3,0,0,41,16,0,0,0,0,21,24,0,0,0,0,24,0,0,7,0,0,4,14,0,0,0,0,14,3,0,0,0,0,3,84,3,7,4,3,107,0,0,0,0,0,0,9,0,3,0,0,19,281,3,14,17,0,317
UCL521017,112,3,0,0,3,117,65,0,0,0,0,65,3,0,0,0,0,3,13,0,0,0,0,18,49,0,0,0,0,46,8,3,0,0,0,9,23,0,0,0,0,25,0,0,0,0,0,0,96,5,0,0,3,101,0,0,0,0,0,0,6,0,0,0,0,6,277,13,0,3,8,294
UCL521018,94,0,0,9,0,102,70,0,0,0,3,71,18,0,0,0,0,18,18,0,6,0,0,19,23,0,0,0,0,25,0,0,6,0,0,6,17,0,3,0,3,22,0,0,0,0,0,0,81,0,12,0,5,98,4,0,0,0,0,0,8,0,0,0,0,12,252,0,12,12,8,286
UCL521019,50,0,0,8,0,57,71,0,0,0,0,74,0,0,0,0,0,0,12,10,0,0,0,23,46,0,0,3,4,53,3,0,0,0,0,4,28,3,0,5,0,35,0,0,0,0,0,0,91,14,3,8,3,116,4,0,0,0,0,4,0,0,0,0,0,4,215,14,3,11,7,252
UCL521020,81,0,4,30,0,110,39,3,0,3,0,43,30,7,11,0,0,43,27,11,0,0,0,35,20,3,3,3,0,27,3,0,0,0,0,3,30,0,0,3,0,31,0,0,0,0,0,0,102,17,19,4,0,138,0,0,0,0,0,0,6,0,0,3,0,12,216,24,19,43,0,305
UCL521021,105,0,0,3,0,107,123,0,0,0,0,123,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,245,0,0,3,0,253
UCL521022,86,0,0,0,3,93,121,0,0,0,0,124,20,0,0,0,0,20,10,3,0,0,0,11,31,0,0,0,0,31,0,0,0,0,0,0,15,0,0,0,0,16,4,0,0,0,0,4,71,4,0,0,0,77,0,0,0,0,0,0,11,0,0,0,0,11,289,6,0,0,4,298
UCL521023,59,0,0,0,0,61,93,0,0,0,0,93,25,0,0,0,0,25,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,57,3,0,0,0,0,3,3,0,0,0,0,3,211,0,0,0,0,213
UCL521024,67,0,0,0,0,64,54,0,0,0,0,57,10,4,0,0,0,9,13,0,0,0,0,14,29,0,0,0,0,25,3,3,0,0,0,6,15,0,0,0,0,18,6,0,0,0,0,6,67,8,0,0,0,76,0,0,0,0,0,0,4,0,0,0,0,4,196,8,0,0,0,209
UCL521025,74,0,0,7,4,83,52,0,0,0,0,52,3,0,0,0,0,3,18,0,0,0,0,15,16,0,0,0,0,20,6,0,0,0,0,7,12,0,0,0,0,18,4,0,0,0,0,6,63,7,0,0,4,70,0,0,0,0,0,0,6,0,0,0,0,4,191,7,0,8,11,206
UCL521026,17,0,0,9,0,29,5,0,0,0,0,5,0,0,0,0,0,0,138,55,5,4,0,202,12,0,0,0,0,14,11,7,0,0,0,18,32,29,7,3,0,71,3,0,0,3,0,10,197,88,15,14,4,313,0,0,0,0,0,8,10,8,0,6,0,16,229,98,16,22,5,377
UCL521027,40,0,0,0,0,40,139,0,0,0,0,139,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,194,0,0,0,0,194
UCL521028,65,0,0,4,0,70,30,0,0,0,0,28,43,0,4,0,0,47,8,5,0,0,0,18,21,0,0,0,0,23,0,4,0,0,0,4,28,3,0,4,0,43,0,0,0,0,0,0,105,12,4,5,0,132,0,0,0,0,0,0,3,0,0,3,0,6,202,12,4,13,0,234
UCL521029,64,0,0,0,0,62,162,0,0,3,0,165,5,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,4,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,246,4,0,4,0,253
UCL521030,40,0,0,0,0,44,101,0,0,0,0,101,42,18,0,0,0,62,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,62,23,0,0,0,82,0,0,0,0,0,0,4,0,0,0,0,4,213,23,0,0,0,236
UCL521031,141,0,0,0,3,144,83,0,0,0,0,86,9,0,0,0,0,9,15,10,0,0,0,26,22,3,0,0,0,27,8,7,0,0,0,15,9,0,0,0,0,12,7,0,0,0,0,7,66,15,0,0,3,85,0,0,0,0,0,0,16,0,0,0,4,17,300,20,0,3,7,327
UCL521032,161,0,0,0,0,165,112,0,0,0,0,110,15,0,3,0,0,16,24,0,7,0,0,32,55,0,3,0,0,60,0,0,7,0,0,7,7,3,0,0,0,14,12,0,0,0,0,8,110,6,22,0,0,135,3,0,0,0,0,3,15,4,0,0,0,25,398,11,27,0,3,439
UCL521033,61,0,0,3,0,67,45,0,0,0,0,45,0,0,0,0,0,0,19,7,0,0,0,23,24,0,0,0,0,26,0,0,0,0,0,0,20,3,0,4,0,23,3,0,0,0,0,3,62,15,0,6,0,79,0,0,0,0,0,0,4,0,0,0,0,6,173,15,0,11,0,192
UCL521034,107,6,0,0,4,120,48,3,0,0,0,52,16,10,0,0,0,22,19,0,0,0,0,19,29,6,0,0,0,39,0,0,0,0,0,0,8,0,0,0,0,14,3,0,0,0,0,3,70,17,0,0,3,87,3,0,0,0,0,3,6,3,0,0,3,19,234,27,3,3,9,279
UCL521035,17,0,0,11,0,30,14,0,0,0,0,23,4,0,0,0,0,4,30,0,0,0,0,33,31,0,0,3,0,33,0,0,0,0,0,0,25,0,0,3,0,29,3,0,0,0,0,5,89,3,0,11,0,102,0,0,0,4,0,3,10,0,0,3,0,9,137,3,0,26,0,167
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,97
UCL521037,44,0,0,0,0,44,112,0,0,0,0,119,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,164
UCL521038,32,0,0,0,0,32,15,0,0,0,0,17,0,0,0,0,0,0,38,0,11,0,0,47,14,0,0,0,0,14,0,0,0,0,0,0,22,0,11,0,0,35,4,0,0,0,0,4,81,0,21,0,0,106,0,0,0,0,0,0,9,0,0,0,0,9,142,0,21,5,3,168
UCL521039,62,0,0,0,0,65,36,0,0,0,0,33,3,0,0,0,0,3,14,0,0,0,0,14,23,0,0,0,0,23,4,0,0,0,0,4,23,0,0,0,0,23,5,0,0,0,0,5,71,0,0,0,0,71,0,0,0,0,0,0,6,0,0,0,0,6,179,0,0,0,3,183
UCL521040,70,0,0,0,3,72,158,0,0,0,0,158,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,246,0,0,0,3,248
UCL521041,154,0,0,0,0,154,241,0,0,0,0,241,26,0,0,0,0,26,3,0,0,0,0,3,37,0,0,0,0,37,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,69,0,0,0,0,72,4,0,0,0,0,4,8,0,0,0,0,8,478,0,0,0,3,479
UCL521042,66,0,0,0,0,67,61,0,0,3,0,65,42,0,0,0,0,42,6,0,0,0,0,6,16,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,69,0,0,4,0,76,0,0,0,0,0,0,9,0,0,0,0,9,204,0,0,11,0,213
UCL521043,112,0,0,0,0,113,39,0,0,0,0,39,3,0,0,0,0,3,5,3,0,0,0,11,37,0,0,0,0,36,0,0,0,0,0,0,21,0,0,3,3,21,7,0,0,0,0,8,77,3,0,3,4,83,0,0,0,0,0,0,16,0,0,0,0,21,246,3,4,4,7,264
UCL521044,109,17,0,0,0,127,152,10,0,0,0,156,23,9,0,0,0,31,4,0,0,0,0,4,29,4,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,55,15,0,0,0,73,5,0,0,0,0,5,9,0,0,0,0,6,326,36,0,0,0,364
UCL521045,150,0,0,3,0,151,78,0,0,0,0,78,7,0,0,0,0,7,12,0,0,0,0,12,33,0,0,0,0,33,0,0,6,0,0,5,6,0,0,0,0,9,4,0,0,0,0,4,65,0,6,4,0,72,3,0,0,0,0,3,14,0,0,0,0,11,306,0,5,8,0,323
UCL521046,121,0,0,0,0,127,94,0,0,0,0,100,31,0,0,0,0,31,3,0,0,0,0,3,19,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,56,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,282
UCL521047,22,0,0,20,0,49,20,0,4,0,0,25,23,3,8,0,0,36,31,3,0,3,0,36,14,0,0,3,0,16,8,3,0,0,0,11,72,3,10,4,0,94,6,0,3,0,0,5,152,16,21,7,0,199,3,0,0,0,0,8,20,0,0,5,3,24,216,16,27,40,6,303
UCL521048,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,129,64,3,0,0,202,0,0,0,0,0,0,136,63,3,0,0,201,0,0,0,0,0,0,0,0,0,0,0,3,140,70,3,3,0,214
UCL521049,95,0,0,0,0,99,88,0,0,0,0,88,20,5,0,0,0,27,3,4,4,0,0,11,23,8,0,0,0,25,0,3,0,0,0,3,6,0,0,0,0,9,3,0,0,0,0,3,59,10,3,0,0,73,0,3,0,0,0,3,10,0,0,0,0,10,249,14,3,0,3,274
UCL521050,132,0,0,0,0,135,96,0,0,0,0,91,4,0,0,0,0,9,23,0,3,0,0,30,26,0,0,0,0,25,5,0,5,0,0,15,8,0,3,0,0,13,0,0,0,0,0,3,73,0,15,0,0,94,3,0,0,0,0,3,10,0,0,0,0,12,306,3,22,0,0,327
UCL521051,134,0,0,0,4,136,40,0,0,0,0,40,0,0,0,0,0,0,18,0,3,0,0,25,25,0,0,0,0,23,0,0,0,0,0,0,16,0,4,0,0,22,4,0,4,0,0,7,66,0,9,0,0,73,0,0,0,0,0,0,7,0,0,0,0,7,240,0,9,0,3,260
UCL521052,16,0,0,4,0,24,19,0,0,0,0,21,8,11,0,0,0,18,34,28,0,0,3,69,13,0,0,0,0,12,3,0,0,0,0,4,3,5,0,0,0,15,0,0,0,0,3,5,66,49,0,3,4,120,0,0,0,0,0,0,11,3,0,4,0,13,104,49,0,11,8,176
UCL521053,109,0,0,0,0,113,244,0,0,0,0,240,17,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,37,0,0,0,0,0,0,11,0,0,0,0,11,391,0,0,0,3,397
UCL521054,76,0,0,3,0,80,66,0,0,3,0,68,0,0,0,0,0,0,14,3,0,0,0,22,42,4,0,3,0,50,0,3,0,0,0,0,19,0,0,0,0,24,0,0,0,0,0,0,78,16,0,3,0,96,0,0,0,0,0,0,6,0,0,0,0,9,224,11,0,8,4,250
UCL521055,161,4,0,3,0,168,109,0,0,0,3,118,36,0,0,0,0,42,9,0,0,0,0,15,39,0,0,0,0,43,0,7,0,0,0,10,3,0,0,3,0,8,7,0,0,0,0,7,92,10,0,3,0,113,3,0,0,0,0,3,13,0,0,3,0,12,378,15,0,9,3,407
UCL521056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,90,0,0,0,0,0,0,4,0,0,0,0,7,15,0,4,0,0,23,3,0,0,0,0,3,115,0,3,0,0,127,3,0,0,0,0,3,4,0,0,0,0,4,123,0,3,0,0,131
UCL521057,88,0,0,5,0,88,83,0,0,0,0,83,14,0,0,0,0,14,27,0,0,0,0,27,36,0,0,0,0,41,3,8,0,0,0,11,23,0,0,0,0,24,3,0,0,0,0,3,109,8,0,3,0,119,0,0,0,0,0,0,9,0,0,0,0,9,287,8,0,5,0,297
UCL521058,79,0,0,0,0,85,105,0,0,0,0,107,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,3,216
UCL521059,92,0,0,0,0,89,171,0,0,0,0,173,14,3,0,0,0,19,31,10,0,0,0,38,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,8,0,0,0,78,0,0,0,0,0,0,7,0,0,0,0,12,330,13,3,3,0,353
UCL521060,18,3,0,4,3,27,22,0,0,0,0,24,4,0,0,0,0,4,51,9,0,0,3,64,21,4,0,0,0,24,4,0,0,0,0,4,19,0,3,0,0,25,0,0,0,0,0,0,103,14,3,0,3,129,0,0,0,0,0,0,10,0,0,0,3,13,156,21,3,6,12,196
