UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL311004,27,23,63,79,87,44,9,4,0,339,1055,1367,2776,2631,2877,1877,329,35,0,12955,21,24,29,36,49,44,25,12,0,235,8,55,313,281,298,133,19,0,0,1103,67,177,505,493,325,152,28,0,0,1742,8,54,225,181,208,110,8,0,0,792,80,250,488,358,374,285,33,7,0,1879,40,83,200,165,168,106,18,0,0,779,591,485,529,446,485,320,86,7,0,2944,692,352,332,224,223,140,37,3,0,2005,20,83,297,265,405,330,73,5,0,1470,15,42,41,36,35,30,7,0,0,213,4,24,112,102,83,55,20,3,0,405,27,44,88,64,86,49,17,3,0,378,47,116,260,226,196,121,38,3,0,1002,34,64,140,155,190,129,27,3,0,727,14,115,424,413,478,335,52,4,0,1830,84,173,518,683,726,548,84,9,0,2817,77,396,946,847,959,759,134,9,0,4126,36,35,35,41,36,34,10,5,0,231
UCL312001,18,24,28,38,41,16,10,0,0,171,481,740,1633,1424,1442,731,123,7,0,6579,0,4,9,6,5,7,4,0,0,47,7,27,149,184,127,53,4,0,0,546,56,164,535,529,467,242,30,0,0,2024,23,42,88,100,100,82,8,0,0,442,37,147,469,414,296,175,24,0,0,1569,10,31,74,87,72,46,3,0,0,321,333,248,319,238,265,122,30,0,0,1565,279,195,226,124,112,57,8,6,0,1015,28,91,256,260,392,255,51,5,0,1335,8,11,26,13,7,6,0,0,0,73,0,10,36,31,38,14,9,0,0,152,6,31,61,48,57,35,10,0,0,254,13,63,259,215,199,107,13,3,0,869,24,38,102,99,101,78,12,0,0,453,6,58,154,164,172,90,23,3,0,661,20,102,289,277,284,170,30,0,0,1172,36,137,292,273,298,186,24,0,0,1239,25,5,33,15,15,7,0,0,0,101
UCL312002,6,10,14,16,22,17,8,0,0,93,252,269,550,689,826,633,118,12,3,3351,4,16,14,18,25,12,7,4,0,102,0,3,19,22,33,20,0,0,0,90,41,71,128,126,129,108,10,0,0,609,3,11,23,25,29,21,0,0,0,117,14,42,119,94,109,78,17,0,0,481,10,8,22,28,26,15,3,0,0,110,154,105,169,138,131,90,28,3,0,810,146,89,82,85,54,42,9,0,0,512,4,14,40,64,87,88,27,0,0,325,10,13,19,14,25,19,3,0,0,98,0,7,12,24,17,15,6,0,0,74,0,9,11,9,19,17,4,0,0,77,8,15,32,31,35,33,4,0,0,160,6,6,36,73,60,62,17,3,0,258,4,11,74,124,144,110,21,0,0,492,10,22,85,177,216,158,23,3,0,692,26,80,178,215,308,290,48,4,0,1147,6,0,13,15,16,7,0,3,0,61
UCL313001,5,3,12,10,6,3,3,0,3,44,149,132,360,508,516,398,75,9,3,2148,3,7,28,20,27,22,3,0,0,116,0,0,22,19,19,12,0,0,0,78,10,9,23,46,57,51,16,0,0,211,0,0,6,7,10,4,0,0,0,34,14,21,77,83,76,68,13,0,0,353,0,5,6,21,20,18,0,0,0,82,79,41,65,81,79,61,12,0,0,424,108,37,46,48,39,29,12,0,0,324,0,3,7,21,42,39,11,0,0,127,3,5,3,5,15,7,0,0,0,44,4,0,7,25,29,12,4,0,0,78,0,0,11,24,23,16,8,0,0,81,4,10,25,45,36,32,19,0,0,172,5,3,28,35,34,26,3,3,0,140,0,6,40,79,65,53,8,0,0,252,7,20,61,144,153,116,19,0,0,510,9,58,172,200,230,191,36,8,0,903,7,3,3,9,11,4,3,0,0,47
UCL313002,8,5,15,25,28,24,14,10,0,125,173,173,294,471,724,628,146,20,0,2622,8,5,22,9,15,17,10,4,0,82,0,0,12,16,30,21,4,0,0,80,7,21,32,50,70,57,16,0,0,242,0,0,3,7,5,6,0,0,0,34,29,58,98,120,148,119,18,0,0,588,0,3,3,24,34,25,14,0,0,99,88,63,62,84,144,132,22,4,0,605,108,65,72,58,70,51,21,0,0,431,7,10,23,42,79,84,23,3,0,266,0,3,7,12,12,8,3,0,0,41,0,0,11,14,36,18,7,0,0,86,8,3,15,21,30,52,18,3,0,149,8,11,28,38,63,86,31,3,0,273,3,10,22,36,62,52,11,3,0,193,6,12,23,65,79,69,17,0,0,268,8,16,49,114,168,115,26,0,0,497,10,38,75,134,212,224,53,3,0,754,10,10,13,16,15,20,3,0,0,87
UCL313003,5,0,12,9,17,8,9,0,0,75,231,250,479,557,518,350,73,5,0,2470,19,28,58,77,67,52,32,6,0,337,0,3,50,55,39,8,0,0,0,160,31,56,98,100,75,59,12,0,0,425,0,0,38,33,34,18,3,0,0,132,32,60,125,96,86,54,19,3,0,469,20,25,41,42,41,47,6,0,0,227,122,84,114,122,107,101,22,3,0,665,100,62,64,56,39,33,6,0,0,357,4,8,31,47,52,49,19,3,0,211,0,4,4,3,4,0,0,0,0,23,7,18,26,24,10,13,0,0,0,95,10,9,11,11,15,8,7,3,0,65,11,27,42,49,30,22,19,0,0,199,3,8,28,27,26,31,3,0,0,126,10,27,82,102,92,59,14,3,0,381,12,39,94,143,134,62,5,0,0,480,20,33,96,106,118,92,19,3,0,483,0,0,4,3,5,9,0,0,0,22
UCL313004,10,7,21,13,29,5,4,0,0,92,232,307,735,687,636,343,45,8,0,2991,3,33,51,43,55,33,20,6,0,246,21,72,360,409,283,135,12,0,0,1285,12,17,34,43,33,7,6,0,0,152,3,10,29,13,23,15,3,0,0,99,10,47,96,91,70,49,7,0,0,382,17,22,59,52,49,20,3,0,0,225,129,89,169,141,131,69,12,4,0,750,122,66,87,68,51,32,6,0,0,426,6,27,53,47,97,69,14,7,0,323,4,8,12,4,3,11,0,0,0,40,0,9,23,27,21,6,0,0,0,92,3,20,30,22,28,28,4,3,0,139,6,23,71,49,49,25,0,0,0,228,10,23,41,59,39,31,4,0,0,200,6,16,99,78,77,68,9,0,0,356,14,48,163,149,147,62,15,0,0,593,14,45,118,108,95,56,9,0,0,446,0,3,3,6,4,8,4,0,0,28
UCL313005,10,8,15,7,15,3,3,0,0,48,163,284,630,445,440,265,20,3,0,2258,6,9,14,7,10,12,3,3,0,61,3,24,138,117,87,48,5,0,0,415,6,25,56,38,27,19,0,0,0,173,0,13,43,34,13,20,0,0,0,123,14,53,106,73,51,50,10,0,0,350,4,20,60,30,16,27,3,0,0,160,84,76,141,85,86,45,4,0,0,527,120,70,63,21,26,11,0,0,0,314,3,25,115,80,101,74,16,0,0,406,0,4,3,8,6,3,0,0,0,24,0,9,10,10,11,0,0,0,0,37,3,5,19,8,12,9,0,0,0,60,3,12,39,34,22,13,0,0,0,119,0,11,28,27,28,16,3,0,0,117,0,34,91,67,61,36,4,0,0,284,5,20,94,79,75,45,4,0,0,322,13,75,196,148,172,101,3,0,0,710,4,3,5,8,3,7,0,0,0,28
UCL313006,17,8,22,14,22,11,11,4,0,102,265,277,607,625,715,507,105,6,0,3100,4,21,33,45,35,42,14,0,0,191,0,10,22,30,24,8,0,0,0,90,38,72,154,123,135,100,14,0,6,636,0,3,6,11,15,6,0,0,0,47,18,69,143,126,97,82,13,0,0,546,7,12,42,37,36,14,4,0,0,158,132,114,191,153,150,86,21,3,0,850,126,52,67,56,66,30,4,0,0,406,8,9,52,37,70,47,20,3,0,244,10,4,10,10,13,8,5,0,0,49,3,0,18,13,16,13,3,0,0,62,4,6,14,12,19,10,10,0,0,76,3,14,59,60,50,43,15,3,0,245,14,15,33,46,50,28,8,0,0,198,5,18,61,76,100,80,11,0,0,348,13,23,99,141,168,122,24,3,0,589,28,64,147,159,241,194,36,0,0,862,11,7,6,17,5,3,3,0,0,49
UCL313007,5,0,6,17,11,3,6,0,0,50,165,216,399,417,401,327,53,7,0,1985,5,10,13,28,31,32,17,4,0,138,0,10,45,63,39,22,0,0,0,189,46,85,118,85,86,54,3,0,0,474,6,10,44,39,51,34,0,0,0,174,14,32,51,51,53,26,6,0,0,231,6,14,16,11,11,14,3,0,0,72,94,83,110,88,74,62,7,3,0,524,74,46,62,44,47,24,12,0,0,308,0,9,16,15,21,21,9,3,0,95,0,6,11,4,7,7,3,0,0,43,0,4,17,13,13,10,0,0,0,57,3,3,3,10,10,7,3,0,0,41,5,5,23,26,18,21,12,0,0,114,5,6,22,19,22,11,11,0,0,98,3,24,39,65,44,38,3,0,0,222,4,32,84,91,114,79,10,0,0,415,14,52,128,119,121,142,9,0,0,589,0,3,4,4,3,3,0,0,0,21
UCL313008,11,8,17,25,26,25,3,0,0,115,243,442,1121,859,848,431,91,10,0,4036,8,3,9,10,6,10,3,0,0,52,44,215,941,679,589,269,42,0,0,2776,25,33,64,59,54,21,3,0,0,259,0,4,21,23,29,19,3,0,0,92,19,49,108,64,73,60,14,0,0,385,4,12,49,43,35,19,8,0,0,175,157,112,122,118,117,68,22,4,0,726,109,67,108,72,61,30,6,0,0,460,5,22,64,68,77,66,28,0,0,330,10,12,13,11,4,3,0,0,0,56,3,9,21,14,13,7,0,0,0,67,0,14,33,31,15,19,0,3,0,114,8,15,46,26,25,24,9,0,0,155,15,38,67,51,61,45,6,0,0,286,5,53,153,120,140,71,15,3,0,556,16,95,212,167,162,82,18,0,0,747,24,86,280,213,236,127,31,0,0,1004,3,10,6,3,9,11,4,3,0,47
UCL313009,8,6,27,27,26,15,4,6,0,120,242,291,714,823,887,594,126,11,3,3684,3,18,30,25,22,17,13,0,0,122,0,3,30,24,13,4,0,0,0,80,26,28,108,112,92,75,8,0,0,447,0,0,19,24,17,15,3,0,0,77,24,83,215,195,134,91,14,0,0,760,6,23,39,36,51,32,3,0,0,187,114,112,199,142,146,89,22,0,0,821,148,99,100,89,74,48,8,0,0,566,3,17,40,57,83,71,28,0,0,297,3,7,16,20,23,16,6,0,0,90,0,15,44,36,27,17,0,0,0,136,6,3,28,26,19,26,10,3,0,115,5,28,68,73,44,47,17,0,0,277,16,22,53,56,74,57,21,0,0,292,3,10,53,85,101,72,9,0,0,339,12,30,72,156,173,110,29,0,0,579,18,80,271,309,411,308,58,5,0,1462,5,21,24,28,15,11,7,0,0,118
UCL313010,4,5,17,9,17,18,3,3,0,71,229,234,463,499,599,464,82,15,0,2591,11,14,31,30,34,36,17,8,0,173,0,6,14,8,7,10,0,0,0,53,37,97,167,144,125,84,26,0,0,677,0,4,10,5,11,4,0,0,0,42,23,49,79,74,79,68,6,3,0,384,3,5,23,23,23,9,6,0,0,97,126,113,124,120,149,92,26,8,0,765,159,68,87,38,39,50,11,0,0,451,7,23,56,73,104,75,24,0,0,375,3,14,13,4,8,15,0,0,0,60,3,3,21,17,13,9,0,0,0,64,0,13,5,11,15,15,5,3,0,64,7,9,29,22,21,38,13,0,0,143,7,6,17,25,43,17,3,4,0,115,0,13,37,63,92,57,12,0,0,280,9,22,77,129,163,111,28,0,0,540,18,46,117,126,168,155,15,0,0,647,4,3,11,7,8,3,0,0,0,40
UCL313011,6,10,17,29,17,15,6,0,0,89,269,294,613,754,906,576,93,13,3,3522,3,14,24,22,19,20,17,4,0,118,3,31,132,188,211,121,6,0,0,695,22,22,35,37,48,41,8,0,0,209,0,7,19,33,37,12,3,0,0,114,38,82,150,141,144,91,18,5,0,670,4,13,18,33,36,35,3,0,0,155,131,78,118,130,145,119,16,0,0,731,160,103,81,85,105,55,19,3,0,606,0,15,28,52,74,47,20,3,0,238,3,7,11,11,6,11,0,0,0,48,0,4,23,27,23,12,5,0,0,100,5,17,26,18,24,36,12,4,0,139,9,21,33,63,56,50,17,3,0,254,10,12,52,54,58,30,10,0,0,227,8,31,93,119,152,104,12,0,0,512,9,31,149,208,260,173,26,0,0,848,20,55,139,172,223,181,34,4,0,825,12,3,20,11,20,21,3,0,0,88
UCL314001,11,10,28,17,14,5,9,0,0,87,110,226,599,512,410,273,57,3,0,2193,0,8,12,14,4,3,3,0,0,37,0,14,89,106,67,20,3,0,0,296,11,10,30,47,26,17,3,0,0,146,0,5,4,6,6,5,6,0,0,23,11,35,85,107,76,54,7,0,0,385,6,4,16,15,7,13,7,0,0,75,53,58,115,100,102,71,21,3,0,516,71,116,242,155,137,107,22,4,0,853,12,43,132,104,86,81,23,4,0,494,0,5,14,4,3,4,0,0,0,36,0,0,11,20,8,6,0,0,0,50,0,13,20,26,22,15,0,0,0,106,0,5,53,49,33,25,13,0,0,186,3,23,91,70,66,30,4,0,0,287,0,11,45,26,37,15,3,0,0,139,0,18,68,63,59,18,5,0,0,234,9,21,69,68,53,41,6,0,0,260,0,12,20,24,15,9,3,0,0,73
UCL314002,5,3,10,6,4,6,4,0,0,38,115,112,225,259,302,244,54,4,0,1310,10,38,47,50,28,34,8,3,0,221,0,6,16,9,12,10,4,0,0,57,4,9,16,17,18,9,0,0,0,76,0,0,8,6,3,5,0,0,0,23,14,20,38,34,38,36,10,0,0,182,4,0,3,5,11,4,0,0,0,35,71,45,57,51,67,59,14,3,0,370,60,35,31,16,24,21,3,0,0,191,0,0,8,13,19,26,9,0,0,76,0,3,9,0,4,4,4,0,0,29,0,6,15,9,11,8,0,0,0,53,0,0,4,9,6,13,11,0,0,39,3,5,11,23,29,12,9,3,0,96,4,7,4,19,19,11,10,0,0,75,0,0,38,41,60,32,3,0,0,177,3,8,38,74,70,50,15,3,0,267,11,26,69,87,110,100,22,0,0,423,3,0,3,3,12,4,0,0,0,27
UCL314003,5,8,11,17,13,9,3,4,0,67,132,171,309,334,381,302,61,11,3,1694,6,64,102,92,82,77,32,7,0,462,0,3,23,17,18,5,0,0,0,68,20,50,72,65,93,91,25,0,0,411,0,3,5,19,26,12,0,0,0,60,7,17,43,32,25,34,9,0,0,171,3,7,15,16,7,12,3,0,0,62,61,33,71,77,65,62,7,3,0,375,83,30,33,31,33,19,0,0,0,230,4,4,14,11,30,38,11,0,0,106,3,4,3,3,3,0,0,0,0,17,3,8,11,16,11,7,0,0,0,56,0,3,5,5,8,6,7,5,0,36,6,10,19,17,25,27,9,0,0,114,3,8,24,20,25,19,3,0,0,106,0,12,38,55,62,40,5,0,0,217,0,20,51,76,81,70,11,0,0,313,9,37,81,82,95,92,21,7,0,429,4,0,5,3,5,3,0,0,0,21
UCL314004,0,4,0,7,3,5,0,0,0,26,73,72,160,172,230,151,23,5,0,875,0,6,5,6,17,4,6,4,0,44,0,3,11,7,0,4,0,0,0,26,6,15,29,39,42,34,7,0,0,167,0,0,4,6,6,7,0,0,0,23,18,25,61,43,44,30,5,3,0,224,3,4,8,16,13,4,3,0,0,57,36,26,41,30,58,28,4,0,0,210,47,22,24,24,20,16,0,0,0,155,0,9,14,16,35,22,0,3,0,104,4,0,0,0,6,3,3,0,0,10,0,4,0,3,8,5,0,0,0,27,0,0,3,8,3,3,0,0,0,21,0,0,17,12,13,17,3,0,0,65,6,3,8,13,16,15,4,0,0,64,3,9,14,26,41,20,3,0,0,114,0,5,29,31,46,23,0,0,0,141,3,16,43,39,59,54,10,0,0,230,5,3,3,3,4,3,4,0,0,25
UCL314005,5,6,12,10,9,3,0,0,0,39,91,91,213,243,223,144,20,0,0,1028,5,11,16,14,14,12,3,0,0,67,0,0,8,6,10,3,0,0,0,40,6,10,31,36,17,13,8,0,0,117,0,0,5,11,0,3,4,0,0,23,11,16,77,62,50,19,7,0,0,246,3,0,9,4,16,6,0,0,0,45,41,34,40,49,40,22,7,0,0,235,54,23,25,24,13,5,0,0,0,144,3,9,7,29,34,17,3,0,0,98,3,0,7,10,0,0,0,0,0,20,4,0,7,8,10,0,0,0,0,31,0,5,3,15,4,3,0,0,0,37,0,12,27,23,12,11,7,0,0,82,3,0,12,25,21,23,0,0,0,81,3,3,15,26,21,18,0,0,0,84,0,7,32,44,37,29,11,0,0,167,6,21,64,66,77,58,4,0,0,293,11,3,15,13,6,0,0,0,0,46
UCL314006,4,6,3,6,9,0,0,0,0,28,99,116,292,285,269,140,27,3,0,1228,3,9,11,9,14,9,3,10,0,56,7,23,88,121,101,57,10,0,0,420,23,44,104,110,49,31,7,0,0,369,3,29,63,44,58,41,3,0,0,241,13,22,39,28,25,22,4,0,0,153,3,7,33,23,13,0,0,0,0,81,72,33,39,44,55,23,3,4,0,280,46,11,33,19,28,11,5,0,0,151,0,3,10,16,10,10,3,0,0,47,0,3,3,5,0,3,0,0,0,14,0,3,10,10,7,5,0,0,0,35,0,0,3,6,0,4,0,0,0,22,4,11,18,14,13,5,0,0,0,75,3,16,8,22,16,15,3,0,0,78,0,13,31,40,48,27,4,0,0,164,4,18,55,55,44,34,3,0,0,210,4,16,50,37,56,31,9,0,0,200,0,0,6,0,3,0,0,0,0,8
UCL314007,4,7,20,8,13,16,3,5,0,73,92,152,395,317,386,304,61,11,0,1716,15,108,216,78,84,87,27,0,0,609,3,3,59,49,42,26,3,0,0,181,0,7,29,28,37,26,7,0,0,136,0,0,5,3,3,5,0,0,0,26,5,22,65,36,55,46,16,0,0,253,7,4,15,17,22,20,0,0,0,91,63,37,58,40,64,57,15,0,0,335,63,30,39,26,53,39,18,0,0,271,3,13,43,88,105,72,14,3,0,338,4,5,4,0,5,3,0,0,0,19,0,4,9,12,15,7,0,0,0,40,3,5,6,5,12,11,3,0,3,50,0,5,22,19,17,16,7,0,0,92,4,6,41,18,29,27,3,3,0,145,3,11,38,32,35,35,3,0,0,159,3,14,55,73,75,38,7,0,0,261,12,21,67,80,88,102,23,0,0,381,0,0,0,3,3,6,0,0,0,11
UCL314008,3,5,9,5,11,3,3,0,0,42,101,130,258,321,366,246,64,10,0,1488,23,6,13,13,15,8,8,0,0,91,3,11,49,78,73,40,6,0,0,261,7,11,18,15,12,10,3,0,0,80,0,0,5,5,4,8,0,0,0,21,3,15,39,31,30,40,9,0,0,177,3,6,14,8,8,7,3,0,0,48,82,42,54,62,50,40,12,7,0,351,51,23,23,34,39,27,6,0,0,203,0,3,19,25,41,22,8,0,0,111,0,0,4,5,0,3,0,0,0,13,0,6,6,9,10,0,0,0,0,31,0,3,0,6,3,4,3,0,0,24,3,3,17,15,15,10,4,0,0,63,3,0,10,11,14,25,6,0,0,68,9,11,37,47,55,54,8,0,0,225,11,41,93,102,130,75,20,4,0,473,10,24,67,91,114,97,15,0,0,415,9,0,3,5,5,0,5,0,0,24
UCL314009,3,0,12,4,8,7,0,0,0,26,87,112,239,239,215,126,25,3,0,1050,3,3,15,15,15,11,15,4,3,87,0,12,52,61,36,22,3,0,0,187,10,14,20,15,13,4,3,0,0,69,0,10,41,28,52,9,0,0,0,147,16,44,83,56,46,30,7,0,0,272,3,0,8,15,5,5,9,0,0,45,45,34,50,47,41,25,5,0,0,251,63,31,37,44,28,22,4,0,0,235,0,3,10,20,21,16,6,3,0,87,3,0,0,3,6,0,0,0,0,14,0,4,8,0,3,0,0,0,0,17,0,6,10,14,9,9,8,0,0,51,0,13,20,27,11,13,0,0,0,85,3,7,29,20,16,15,3,0,0,99,0,0,24,20,20,20,3,0,0,91,5,20,66,44,36,19,7,0,0,200,11,15,35,34,44,37,0,0,0,173,3,0,0,0,6,0,0,0,0,11
UCL314010,3,7,20,8,4,8,0,0,0,47,72,201,383,203,188,150,28,3,0,1235,18,136,371,96,49,46,11,0,0,732,0,0,3,7,8,5,0,0,0,18,7,13,43,31,22,25,3,0,0,143,3,0,3,6,5,6,0,0,0,23,5,19,29,23,26,16,3,0,0,121,3,4,21,13,11,8,7,0,0,66,36,33,54,42,50,35,13,0,0,259,42,25,31,18,7,6,3,0,0,134,3,8,15,27,30,23,17,0,0,121,0,0,0,3,0,0,0,0,0,11,0,4,6,6,0,6,0,0,0,26,0,3,0,3,7,3,0,0,0,22,6,19,12,14,6,7,0,0,0,75,3,10,39,22,19,7,4,0,0,99,3,4,19,28,27,17,3,0,0,100,4,20,46,47,49,32,4,0,0,204,0,14,28,33,42,47,7,0,0,163,0,7,6,4,7,0,0,0,0,22
UCL314011,5,3,12,3,13,3,3,0,0,50,84,121,284,260,250,196,43,4,0,1244,15,19,76,71,59,49,29,3,0,323,0,0,4,4,0,0,0,0,0,9,6,11,16,16,18,18,6,0,0,89,0,3,5,12,9,6,0,0,0,33,14,31,54,43,42,25,8,0,0,221,0,10,22,25,20,18,6,0,0,94,57,45,40,69,55,51,12,0,0,336,52,36,39,28,21,20,3,0,0,201,0,12,15,20,22,30,9,0,0,120,0,3,0,4,3,3,0,0,0,18,0,6,18,11,4,8,0,0,0,41,0,0,9,4,0,0,0,0,0,14,4,14,30,24,21,18,3,0,0,107,3,3,13,13,24,8,6,3,0,70,0,4,29,20,24,26,3,0,0,109,4,10,58,58,48,43,0,0,0,222,8,27,56,54,66,52,6,0,0,266,3,0,0,5,0,3,3,0,0,20
UCL314012,3,5,5,10,11,3,3,0,0,48,83,102,222,303,299,171,35,0,0,1219,4,4,12,15,19,7,7,3,0,71,0,3,22,18,8,5,0,0,0,57,14,15,28,29,47,44,7,0,0,170,0,3,14,10,15,5,0,0,0,37,9,31,55,84,67,40,10,3,0,285,5,5,22,22,19,16,8,0,0,90,48,37,49,59,52,29,9,0,0,286,47,30,19,28,15,4,3,0,0,149,0,3,16,27,36,23,9,0,0,117,0,0,3,0,3,3,0,0,0,10,7,0,4,14,4,3,0,0,0,33,0,6,10,7,8,6,0,0,0,39,3,6,19,30,24,18,3,0,0,105,3,12,8,15,20,17,0,0,0,80,0,13,35,52,63,29,3,3,0,191,3,15,41,69,82,52,6,0,0,276,3,16,67,63,70,62,8,0,0,289,0,3,4,4,5,3,0,0,0,23
UCL314013,3,3,6,9,9,4,3,0,0,38,151,141,359,526,573,330,54,4,0,2135,6,3,4,16,22,16,16,3,0,80,0,7,20,43,37,14,0,0,0,124,12,3,36,58,70,61,4,0,0,239,0,4,12,10,14,13,0,0,0,52,22,35,110,111,87,74,10,0,0,439,3,7,26,36,40,23,11,0,0,136,71,52,54,76,70,34,11,0,0,382,121,17,13,14,19,7,5,0,0,199,9,3,20,33,44,28,9,0,0,141,0,4,7,5,10,8,3,0,0,39,0,3,35,39,35,11,3,0,0,131,3,6,13,14,14,20,8,0,0,79,4,20,55,68,69,39,6,0,0,260,3,5,11,20,29,18,4,0,0,84,4,36,99,138,165,73,3,0,0,527,13,22,78,141,194,117,22,0,0,584,11,36,98,149,179,117,20,0,0,608,4,0,9,3,7,7,0,0,0,28
