UCL_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
UCL311001,0,0,0,0,0,0,0,0,0,4,0,0,18,40,3,5,0,0,0,68,0,26,9,156,17,9,11,5,4,241,0,0,3,8,3,3,6,3,4,36,0,0,0,4,0,0,0,0,0,6,0,4,0,4,0,0,0,0,0,11,0,4,4,11,4,3,10,7,3,44,0,0,14,34,5,14,35,62,25,186,0,3,20,45,0,0,0,0,0,67,0,8,26,91,7,7,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,3,6,29,8,8,0,0,0,64,0,0,0,0,0,3,13,9,4,30,0,0,0,3,0,0,0,0,0,7,0,0,0,10,0,0,3,0,0,13,0,0,9,42,3,5,0,0,0,55,0,0,0,7,14,17,48,41,10,149,3,45,52,171,139,163,140,60,17,793,0,0,0,10,3,4,9,10,0,33,0,0,0,20,0,0,0,0,0,25
UCL311002,0,0,0,0,3,3,3,3,3,14,0,0,8,4,6,6,3,0,0,30,4,13,4,98,20,10,14,6,3,175,0,0,0,13,4,7,7,7,3,51,0,0,0,9,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,4,10,13,14,21,17,3,84,0,0,3,14,15,14,28,21,4,100,0,3,0,8,3,3,4,0,0,18,0,0,3,11,0,0,0,0,0,13,0,3,0,0,0,3,0,0,0,4,0,3,0,26,17,16,9,0,0,82,0,0,0,0,3,18,26,16,4,60,0,0,0,4,0,7,4,3,0,20,0,0,0,16,0,0,3,0,0,21,0,3,0,39,0,0,0,0,0,46,0,0,0,6,10,36,115,69,24,272,12,83,110,326,303,371,386,184,37,1800,0,0,0,0,4,14,20,17,3,52,3,8,3,20,3,3,0,0,0,40
UCL311003,0,0,0,0,3,0,0,3,0,10,0,0,0,18,0,4,0,0,0,25,13,56,40,361,50,14,10,3,0,552,3,12,4,32,11,5,3,3,3,77,0,0,0,14,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,4,0,9,9,66,6,13,10,12,4,133,0,0,0,16,0,11,44,32,25,134,0,7,0,15,8,3,0,0,0,26,0,3,4,29,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,3,0,0,6,48,3,16,0,0,0,78,0,0,3,3,5,28,69,39,23,168,0,0,0,11,3,3,3,0,0,20,0,0,0,3,3,0,0,0,0,8,0,3,3,42,0,0,0,0,0,59,0,0,0,20,29,28,54,33,5,169,22,162,205,711,433,362,181,44,11,2121,0,0,0,11,6,8,5,0,0,34,3,3,3,24,3,8,0,0,0,44
UCL311004,0,0,0,0,0,3,3,0,0,7,0,4,3,16,9,3,0,0,0,41,6,36,25,260,40,10,5,6,0,391,0,0,5,6,12,0,3,0,0,34,0,3,4,16,3,0,3,3,0,34,0,0,0,4,0,0,0,0,0,8,4,10,3,17,9,0,7,3,3,51,0,0,0,8,0,11,5,0,0,21,0,0,3,10,0,0,3,0,0,22,3,10,4,48,3,0,0,0,0,67,0,0,0,0,3,0,0,0,0,0,0,10,3,37,9,13,6,0,0,78,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,3,16,72,14,3,6,0,0,114,0,16,11,57,9,0,0,0,0,88,0,0,3,4,8,10,31,21,12,86,3,65,89,245,178,157,72,23,6,838,0,0,0,4,0,0,4,5,0,16,6,12,4,20,3,0,0,0,0,49
UCL312001,0,0,0,3,3,4,5,4,4,25,0,3,0,0,0,0,0,0,0,9,19,58,26,286,30,16,3,3,0,440,0,3,9,21,10,3,0,0,0,45,0,4,0,28,3,3,0,0,0,38,0,4,0,12,5,0,0,0,0,22,0,6,6,21,7,8,0,4,0,55,3,7,0,13,3,3,4,11,3,50,0,0,0,5,3,0,0,0,0,9,0,6,0,19,3,3,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,12,0,29,13,3,0,0,0,67,0,0,0,0,0,0,3,0,0,5,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,5,0,3,4,10,9,4,5,40,20,98,146,445,251,206,75,10,0,1250,0,0,0,0,7,0,0,0,0,9,3,3,0,15,0,0,0,0,0,27
UCL312002,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,4,0,3,33,5,3,0,3,0,45,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,0,19,0,0,0,0,0,3,3,3,3,12,0,0,3,3,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,22,9,6,53,3,11,23,77,69,68,69,20,9,355,0,0,0,0,0,3,4,0,0,7,0,0,0,3,0,0,0,0,0,3
UCL313001,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,8,0,0,3,8,4,0,3,3,0,24,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,11,4,0,36,0,0,0,5,0,9,13,9,3,32,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,15,0,0,0,0,0,4,4,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,11,27,18,0,61,6,17,21,76,67,49,50,21,5,310,0,0,0,0,4,3,6,4,0,16,0,0,0,0,0,0,0,0,0,0
UCL313002,0,3,3,0,0,4,4,3,0,16,0,0,3,0,3,4,0,0,0,14,0,0,0,7,0,3,9,9,3,32,0,3,0,4,0,4,3,8,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,6,4,6,11,7,0,57,0,0,0,0,0,7,16,11,7,34,0,0,0,10,0,4,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,21,0,0,0,0,0,7,12,3,0,21,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,24,53,37,8,140,0,29,33,113,117,172,181,76,29,750,0,0,0,0,5,0,7,15,0,27,0,0,0,3,0,0,0,0,0,3
UCL313003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,40,4,0,3,0,0,64,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,3,0,0,22,3,22,12,50,31,30,11,3,0,163,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3
UCL313004,0,0,0,0,0,3,0,0,0,4,0,0,8,4,3,0,0,0,0,15,0,12,0,60,7,9,0,0,0,93,0,0,0,4,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,21,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,8,3,56,80,213,113,81,26,3,0,582,0,0,0,0,3,0,3,0,0,6,0,0,0,3,0,0,0,0,0,3
UCL313005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,12,17,89,43,35,13,0,0,213,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL313006,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,29,8,0,0,0,0,36,0,0,0,3,3,0,6,5,0,10,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,3,0,8,0,0,0,0,0,3,0,3,3,15,0,0,0,6,3,0,0,0,0,14,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,3,0,0,0,22,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,17,10,0,49,0,23,25,80,57,78,67,25,5,358,0,0,0,0,3,3,3,0,0,7,0,0,0,3,0,0,0,0,0,3
UCL313007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,13,0,0,3,0,0,20,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,8,0,0,0,0,0,0,11,4,0,21,0,0,13,47,38,24,16,7,4,149,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
UCL313008,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,5,9,10,107,4,6,6,0,0,155,0,4,0,8,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,6,7,0,0,37,0,0,0,6,0,3,7,11,3,28,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,3,8,0,0,0,0,0,12,0,0,0,0,4,0,8,0,0,13,18,118,133,342,149,97,26,7,0,899,0,0,0,3,0,0,3,3,0,6,0,4,0,11,0,0,0,0,0,20
UCL313009,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,3,0,10,3,7,3,62,5,3,3,5,0,92,0,0,0,10,0,3,3,0,4,25,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,5,5,7,3,4,3,25,0,0,0,3,3,0,3,4,6,16,0,10,8,10,0,0,0,0,0,22,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,3,4,0,0,25,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,23,20,14,73,3,48,57,192,129,97,67,26,14,634,0,0,0,0,7,0,3,4,0,18,4,0,0,8,0,0,0,0,0,14
UCL313010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,26,6,3,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,16,0,0,0,0,0,3,6,6,0,12,0,0,0,0,0,0,0,0,0,7,0,0,5,17,3,0,0,0,0,33,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,7,9,3,0,28,0,17,11,57,36,34,37,10,0,199,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4
UCL313011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,17,4,0,6,4,3,36,0,0,0,4,0,0,0,4,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,18,3,3,4,3,0,40,0,0,0,0,3,4,4,4,3,15,0,0,0,8,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,16,6,5,48,3,32,51,144,108,113,47,10,4,515,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,4,0,0,0,4
UCL314001,0,0,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,0,0,11,0,3,0,27,0,0,0,0,0,39,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,21,4,0,0,0,0,26,0,3,0,8,0,3,6,6,0,25,0,0,0,7,5,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,9,0,0,0,3,3,10,6,0,0,25,7,23,32,182,77,86,30,5,0,446,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3
UCL314002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,3,0,0,0,0,31,0,0,0,0,0,3,3,6,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,8,3,3,3,14,29,13,67,0,0,0,3,3,0,0,0,0,10,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8,0,22,0,0,6,19,32,30,22,16,0,124,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL314003,0,0,0,0,0,3,0,3,0,5,0,0,4,4,0,0,0,0,0,15,0,0,0,17,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,17,0,0,0,3,4,14,44,57,45,173,0,0,4,19,0,0,0,0,0,28,3,6,3,13,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,20,20,14,13,5,0,63,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL314004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,9,4,27,0,13,17,56,35,29,32,0,0,189,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL314005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,21,0,13,30,94,30,35,30,7,4,255,0,0,0,3,0,4,3,3,0,6,0,0,0,0,0,0,0,0,0,0
UCL314006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,3,0,22,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,7,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,19,0,12,5,34,29,17,7,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
UCL314007,0,0,0,0,0,3,0,0,0,5,0,0,3,12,0,0,0,0,0,11,0,6,0,14,0,0,0,0,0,21,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,3,9,0,0,5,0,0,17,0,0,8,19,0,0,0,0,0,28,0,0,46,82,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,4,19,5,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,17,0,3,13,51,48,50,38,13,3,223,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL314008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,10,3,35,32,31,19,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
UCL314009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,40,6,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,10,32,25,18,11,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
UCL314010,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,33,0,6,21,120,4,5,3,0,0,161,0,6,5,16,4,4,3,0,0,40,0,0,0,0,0,0,3,0,0,5,0,5,3,9,5,0,0,0,0,29,0,3,0,6,0,3,0,0,0,10,0,0,3,6,0,0,0,0,0,13,0,3,15,20,0,0,0,0,0,39,0,3,28,94,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,30,0,0,0,0,0,36,0,0,0,7,0,0,0,0,0,11,0,0,0,5,0,0,7,14,0,20,0,9,10,26,20,12,3,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3
UCL314011,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,0,4,4,24,13,10,3,0,3,61,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
