UCL_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL522012,3,0,3,13,10,23,3,4,8,3,0,3,20,18,33,8,10,18,0,0,0,3,7,7,11,13,29,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28,54,52,100
UCL522013,3,3,3,6,7,12,0,0,5,0,0,0,10,5,14,13,3,18,3,5,9,0,0,0,16,6,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,33,28,67
UCL522014,3,0,3,4,0,6,0,0,0,0,0,0,4,0,6,3,0,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,5,0,0,0,3,0,5,10,5,14,18,16,31
UCL522015,7,6,7,12,16,27,0,0,0,0,0,0,12,16,27,10,8,13,0,0,0,3,0,3,9,10,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,26,34,48,82
UCL522016,0,3,4,12,7,18,3,8,6,0,0,0,17,15,28,3,4,13,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,23,14,38,48,50,98
UCL522017,0,0,0,11,0,11,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,16,42,39,20,58
UCL522018,7,0,7,13,16,36,11,5,14,0,0,0,26,26,48,4,12,19,9,13,17,0,0,0,15,25,41,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,55,66,119
UCL522019,7,3,11,7,6,11,0,0,0,0,0,0,5,6,15,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,26,35,27,60
UCL522020,3,6,7,5,6,9,19,23,37,0,0,0,18,29,49,6,0,3,9,7,16,3,0,3,14,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,14,35,56,58,120
UCL522021,3,5,7,16,13,24,0,0,3,0,4,4,12,15,29,3,3,6,3,0,3,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,25,39,43,50,90
UCL522022,0,0,0,3,11,10,0,0,0,0,0,0,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,15,15,32
UCL522023,3,0,3,7,8,20,0,4,4,0,0,3,13,15,25,13,8,16,0,0,0,3,0,9,17,12,28,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,5,0,3,3,0,0,0,0,0,0,0,5,5,31,32,60,65,63,126
UCL522024,0,0,0,13,5,19,0,0,0,0,0,0,13,5,19,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,7,12,22,18,46
UCL522025,0,0,3,7,11,25,6,3,8,0,0,0,13,20,35,10,8,19,0,3,3,0,0,5,18,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,14,18,30,48,56,103
UCL522026,0,0,0,3,0,5,0,0,0,0,0,0,3,4,3,5,3,6,0,0,0,0,0,0,5,3,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,28,18,24,43
UCL522027,6,4,6,12,11,23,3,6,5,3,4,4,14,19,34,3,5,12,0,0,0,0,3,6,5,6,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,3,3,0,0,0,0,3,3,17,18,34,46,57,105
UCL522028,3,3,3,13,11,24,0,0,0,0,0,0,13,11,24,3,5,7,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,30,42,27,71
UCL522029,5,5,13,17,18,29,0,0,0,0,0,0,20,18,32,15,17,39,0,0,0,0,0,0,15,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,22,14,37,64,58,119
UCL522030,3,4,11,20,30,50,0,0,0,0,0,0,18,30,49,17,13,27,0,0,0,0,3,3,17,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,3,0,3,0,0,0,0,0,0,3,0,3,11,18,31,55,77,129
UCL522031,0,0,0,19,12,31,0,0,0,0,0,0,19,12,31,5,8,14,0,0,0,0,0,0,5,8,14,0,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,29,45,46,91
UCL522032,3,0,3,12,19,23,0,0,0,0,0,0,12,19,23,9,4,15,0,0,0,0,0,0,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,19,27,45
UCL522033,0,0,0,9,12,21,0,0,0,0,0,0,9,11,22,6,3,6,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,18,35,54
UCL522034,0,0,0,16,14,26,0,0,0,0,0,0,16,14,26,3,7,12,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,22,33,32,58
UCL522035,0,0,0,9,14,24,0,0,0,0,0,0,9,14,24,6,3,10,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,22,40,39,47,81
UCL522036,0,3,3,10,10,24,0,0,0,0,0,0,10,10,24,5,4,11,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,37,39,80,53,74,124
UCL522037,0,0,0,9,13,22,0,0,0,0,0,0,13,13,23,13,4,14,0,0,0,0,0,0,13,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,56,55,45,95
UCL522038,0,0,3,3,10,10,0,0,0,0,5,3,4,8,16,3,0,7,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,97,26,123,108,48,158
UCL522039,0,0,0,11,5,21,0,0,0,0,0,0,11,5,21,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,8,18,30,19,50
UCL522040,0,0,0,0,0,0,8,5,14,0,0,0,8,5,14,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,57,43,34,82
UCL522041,4,0,4,15,8,22,0,0,0,0,0,0,15,8,22,4,0,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,12,31,44,24,64
UCL522042,0,7,6,21,14,33,0,0,0,0,0,0,24,14,31,5,6,14,0,0,0,0,0,3,13,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,64,49,118,95,77,178
UCL522043,0,0,6,10,9,14,0,0,0,0,3,6,13,9,22,3,0,7,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,31,34,25,58
UCL522044,3,3,7,9,5,17,9,8,20,0,0,0,19,13,31,0,4,9,4,0,4,0,0,0,7,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,34,30,63,65,61,120
UCL522045,3,3,3,13,17,31,0,0,0,0,0,0,13,14,33,3,12,18,0,0,0,0,0,0,3,13,23,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,16,23,40,42,60,104
UCL522046,5,0,5,6,10,12,0,0,3,0,0,0,5,11,19,5,7,19,0,0,3,0,0,3,12,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,17,16,28,41,44,84
UCL522047,3,0,3,4,9,11,0,0,0,0,0,0,4,9,11,7,6,12,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,16,24,25,28,58
UCL522048,0,0,0,12,13,16,0,0,0,0,0,0,12,13,16,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,55,40,41,88
UCL522049,0,6,8,15,14,23,3,0,3,4,6,12,25,17,37,4,6,10,3,7,7,9,9,10,13,20,29,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,6,7,0,4,4,0,0,0,0,0,0,4,3,3,0,0,0,4,9,13,0,0,0,0,0,4,0,0,0,0,0,4,20,18,37,65,72,137
UCL522050,0,0,0,6,12,16,0,0,0,0,0,0,6,12,16,4,6,3,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,17,29,32,59
UCL522051,3,0,3,7,0,9,4,0,4,0,0,0,8,0,14,4,0,7,3,5,5,0,0,0,10,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,25,19,42
UCL522052,0,0,4,10,7,13,0,0,0,0,0,0,10,7,13,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,43,33,32,70
UCL522053,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,125,106,228,125,114,234
UCL522054,3,3,4,23,25,46,0,0,0,0,0,0,24,25,47,8,8,19,0,0,0,0,0,0,8,8,19,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,58,64,69,138
UCL522055,0,0,0,7,7,18,0,0,0,0,0,0,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,27,25,49,35,40,71
UCL522056,7,0,3,22,18,35,0,0,0,0,0,0,22,18,35,7,6,13,0,0,0,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,3,0,15,18,35,48,46,92
UCL522057,3,0,3,9,0,9,0,0,0,3,0,3,11,0,10,0,3,4,0,0,0,3,4,6,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,21,15,40
UCL522058,0,0,0,6,11,19,0,0,0,0,0,0,6,11,21,5,4,13,0,0,0,0,0,0,9,4,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,28,31,34,66
UCL522059,4,3,3,9,15,30,0,0,3,0,0,0,16,20,30,4,4,5,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,7,4,10,30,34,62
UCL522060,3,0,9,8,16,29,0,0,0,0,0,0,8,16,29,8,11,16,0,0,0,0,0,0,8,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,42,46,50,97
UCL522061,0,3,3,0,0,3,18,17,38,0,0,0,22,16,36,0,0,3,14,15,25,0,0,0,10,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,19,36,56,53,111
UCL522062,0,3,6,13,15,23,0,0,0,0,0,0,13,15,23,10,8,20,0,0,0,0,0,0,10,8,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,34,32,63
UCL522063,0,0,0,14,20,36,0,0,0,3,0,3,21,20,36,6,3,9,0,0,0,0,0,0,10,3,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,26,20,46,53,47,107
UCL522064,0,0,6,10,12,21,0,0,0,0,0,0,10,12,21,3,4,5,0,0,3,0,0,0,5,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,3,0,0,0,0,3,3,14,10,24,40,37,76
UCL522065,11,3,7,19,15,35,0,0,0,3,0,4,24,17,45,4,13,19,5,4,7,0,4,3,6,26,37,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,3,32,26,62,77,78,159
UCL522066,0,3,3,5,4,12,0,0,0,0,0,0,5,4,12,0,3,7,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,23,50,37,33,70
UCL522067,0,3,4,5,8,20,0,0,0,0,0,0,5,8,20,7,6,12,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,19,21,31,53
UCL522068,0,0,0,0,3,3,0,0,0,23,44,67,23,45,69,0,0,0,0,0,0,16,9,24,17,9,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,23,51,74,128
UCL531777,880,730,1610,4499,4303,8802,1057,952,2008,996,941,1931,6547,6196,12744,2864,2433,5296,845,806,1653,1179,1241,2427,4891,4485,9378,177,164,338,68,133,202,406,212,615,351,593,942,10,13,24,1019,1112,2130,388,659,1048,118,248,375,91,125,212,317,600,917,6,3,10,920,1641,2559,100,109,213,130,358,491,11,9,12,246,476,720,14306,7209,21510,28803,21841,50646
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,3,0,3,70,8,75,87,6,94
UCL599994,14,7,17,51,51,96,13,3,16,13,14,26,72,70,139,21,26,49,0,3,7,3,3,7,27,35,61,5,7,9,14,10,28,3,3,11,14,14,30,0,0,0,34,40,67,27,34,61,25,14,38,4,3,8,9,19,25,0,0,0,67,70,128,8,10,20,14,11,27,0,0,0,28,16,43,982,607,1592,1215,838,2049
UCL603001,689,670,1361,5316,4814,10129,1617,1718,3335,862,859,1717,7796,7388,15184,3059,2675,5738,1303,1420,2720,1083,1039,2122,5439,5135,10579,510,504,1015,257,411,664,423,286,709,519,769,1284,13,22,33,1717,1990,3704,2113,2340,4454,1171,1210,2386,212,278,493,860,1606,2463,9,18,27,4370,5448,9824,148,190,338,284,493,778,9,11,23,439,688,1133,6083,6046,12133,26545,27369,53912
UCL611001,334,306,639,2372,2209,4580,488,523,1012,397,375,774,3257,3111,6367,1351,1305,2656,440,438,875,481,474,953,2271,2211,4486,270,257,527,167,215,383,191,174,365,208,359,564,9,7,16,840,1018,1857,953,961,1915,445,425,870,69,96,169,267,538,806,6,6,11,1742,2029,3766,71,65,138,113,171,285,0,3,0,184,239,428,2735,3007,5745,11359,11923,23282
UCL612001,88,72,164,756,781,1541,182,181,357,70,79,150,1015,1036,2049,487,503,997,123,121,250,44,41,89,662,667,1330,84,114,196,24,71,91,58,58,114,66,115,177,3,0,6,227,352,581,32,58,96,22,58,79,12,15,22,54,93,143,0,0,0,117,220,342,13,31,39,32,44,69,0,0,0,38,78,114,826,922,1746,2975,3344,6324
UCL613001,59,46,109,639,665,1308,164,117,281,49,43,95,849,834,1685,426,450,873,161,139,293,31,25,54,613,614,1226,89,95,188,26,53,73,48,32,83,41,77,117,0,0,0,208,257,468,51,94,142,31,60,93,5,25,30,49,137,190,0,0,0,141,314,453,16,15,34,21,47,69,0,3,3,35,71,103,672,743,1410,2585,2870,5454
UCL613002,42,30,67,371,320,691,97,99,199,53,50,104,525,464,990,215,214,425,67,82,150,50,40,96,332,335,671,30,37,76,4,18,23,36,23,57,36,41,71,0,0,0,112,120,232,21,35,61,13,30,45,5,15,22,35,66,93,0,0,0,73,144,214,3,12,10,12,19,33,0,0,0,15,32,43,422,485,901,1514,1609,3127
UCL614001,21,32,58,226,195,421,57,54,112,0,13,13,284,264,551,110,99,210,37,41,76,3,7,8,151,146,296,17,15,34,3,7,11,18,6,30,12,20,32,0,0,0,50,57,106,6,17,27,4,13,18,3,3,9,9,21,27,0,0,0,28,51,77,3,7,10,0,15,11,0,0,0,4,22,22,211,254,471,756,826,1575
UCL614002,27,20,43,156,137,291,45,44,84,3,3,5,202,181,387,87,91,181,29,27,55,3,3,5,123,125,243,21,21,38,0,3,4,10,9,24,11,11,25,0,0,0,43,47,91,5,13,19,6,12,22,7,3,10,7,25,37,0,0,0,19,60,75,3,0,6,4,14,13,0,0,0,8,15,22,206,223,428,628,666,1290
UCL615001,5,4,6,49,45,96,0,0,0,0,0,0,49,53,99,24,21,42,3,0,3,0,0,3,31,24,50,7,6,13,0,0,0,3,0,3,3,8,12,0,0,0,16,14,30,3,3,3,0,3,4,0,0,0,0,3,3,0,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,3,4,50,68,117,152,169,322
UCL615002,3,0,3,30,33,68,0,3,3,3,0,3,37,35,70,14,16,37,0,0,0,3,4,11,19,21,40,3,8,8,0,4,6,4,0,4,0,7,4,0,0,0,8,13,22,0,0,0,7,0,7,0,0,0,0,3,6,0,0,0,7,3,12,0,0,0,3,3,3,0,0,0,3,3,3,58,54,113,136,136,275
UCL615003,4,3,5,41,49,93,0,0,0,3,3,3,49,49,92,32,19,45,0,0,0,3,0,3,35,16,55,7,3,12,0,3,4,0,3,6,3,3,8,0,0,0,12,9,20,0,4,3,0,3,3,0,4,4,5,6,14,0,0,0,5,13,21,0,0,0,0,0,0,0,0,0,4,3,4,55,58,108,164,156,315
UCL615004,4,8,9,72,68,138,31,22,49,9,13,18,105,98,202,34,39,74,14,12,20,13,11,19,61,61,115,7,8,11,0,8,4,4,3,8,8,7,16,0,0,0,21,20,46,5,3,6,0,0,5,0,0,0,8,14,20,0,0,0,9,22,32,3,3,5,0,0,0,0,0,0,3,5,9,105,124,234,310,334,652
UCL615005,20,14,34,176,180,357,47,32,79,10,10,24,242,221,457,95,86,184,29,48,80,4,10,18,133,151,288,11,15,27,3,16,16,12,12,26,9,16,23,0,0,0,32,52,92,20,27,47,7,9,12,3,4,11,12,26,39,0,0,0,36,72,111,0,3,4,6,12,14,0,0,0,4,19,20,158,164,327,632,687,1320
UCL615006,9,4,14,39,38,81,4,0,3,6,0,6,47,43,83,12,20,34,8,8,18,3,6,11,28,34,66,0,4,4,0,4,4,3,0,3,6,3,7,0,0,0,7,8,17,3,8,15,0,5,3,0,0,0,3,8,14,0,0,0,6,20,30,0,0,0,0,0,6,0,0,0,0,0,5,52,56,109,148,168,317
