UCL_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
UCL522065,..,33,33,42,0,42,37,0,37,24,0,24,15,0,15,5,0,5,119,33,158
UCL522066,..,64,64,37,4,40,16,0,17,9,0,9,4,0,4,0,0,0,64,71,139
UCL522067,..,24,24,28,3,32,7,0,7,8,0,8,0,0,0,3,0,3,51,29,79
UCL522068,..,5,5,16,0,13,14,0,14,7,0,7,13,0,13,28,0,28,76,8,80
UCL531777,..,9778,9778,18531,787,19322,6756,107,6860,7420,26,7441,3665,3,3668,1953,15,1964,38326,10710,49039
UCL579997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL603001,..,21078,21078,21773,2051,23826,9931,626,10565,8855,236,9092,3277,68,3354,1410,45,1457,45248,24109,69360
UCL611001,..,9542,9542,9100,878,9981,4071,220,4292,3601,77,3676,1334,33,1368,597,15,607,18710,10759,29465
UCL612001,..,3089,3089,3029,243,3271,1269,21,1294,1039,11,1047,420,0,421,188,3,185,5941,3363,9308
UCL613001,..,2649,2649,2609,164,2773,1058,23,1087,869,4,870,351,3,354,161,0,162,5049,2843,7893
UCL613002,..,1620,1620,1739,88,1828,634,3,639,519,5,529,203,0,203,101,0,101,3209,1712,4919
UCL614001,..,728,728,756,45,802,333,3,336,265,3,267,118,0,118,54,0,54,1534,778,2310
UCL614002,..,751,751,809,28,833,255,3,258,210,0,207,78,0,81,35,0,35,1383,786,2168
UCL615001,..,143,143,141,4,149,61,0,67,40,0,40,15,0,15,12,0,12,273,148,419
UCL615002,..,191,191,210,9,219,56,0,58,37,0,37,15,0,15,4,0,4,324,197,526
UCL615003,..,189,189,209,7,213,45,0,45,51,0,51,19,0,19,8,0,8,329,197,523
UCL615004,..,338,338,341,14,354,112,0,112,83,0,86,49,0,49,26,0,21,604,357,966
UCL615005,..,495,495,578,32,609,268,0,268,241,0,241,95,0,95,38,0,38,1221,529,1748
UCL615006,..,105,105,178,5,187,67,0,67,50,0,50,20,0,20,6,0,6,316,116,438
UCL615007,..,540,540,579,36,616,211,4,212,167,0,167,85,0,85,61,0,61,1100,582,1679
UCL615008,..,204,204,287,11,291,127,0,132,139,0,139,43,0,43,29,0,29,621,213,830
UCL615009,..,252,252,248,19,265,112,0,108,86,0,91,28,0,28,16,0,16,492,272,761
UCL615010,..,424,424,503,33,528,186,3,190,168,0,168,61,0,61,18,0,18,928,459,1390
UCL615011,..,262,262,398,17,416,176,7,179,189,3,195,82,0,82,23,0,23,870,285,1158
UCL615012,..,433,433,498,30,526,168,0,165,156,0,156,56,0,56,16,0,16,891,461,1353
UCL615013,..,167,167,264,12,272,123,3,127,167,0,167,81,0,81,17,0,17,647,177,825
UCL615014,..,307,307,396,21,412,189,3,188,132,0,132,61,0,61,29,0,29,795,336,1124
UCL615015,..,375,375,462,25,483,155,3,159,156,0,156,66,0,66,19,0,19,856,400,1258
UCL615016,..,296,296,357,19,372,154,0,154,139,0,139,48,0,52,16,0,16,720,311,1031
UCL615017,..,376,376,593,26,618,147,3,154,130,0,136,49,0,49,7,0,7,936,412,1346
UCL615018,..,200,200,159,23,182,50,0,50,29,0,25,13,0,13,8,0,8,260,221,483
UCL615019,..,312,312,241,24,266,88,0,89,66,0,66,26,0,26,11,0,11,435,334,770
UCL615020,..,276,276,266,14,276,79,0,82,83,0,83,33,0,33,15,0,15,482,289,778
UCL615021,..,156,156,174,10,179,48,0,51,41,0,41,18,0,18,7,0,7,286,163,450
UCL615022,..,409,409,435,31,461,147,5,152,145,3,149,62,0,62,35,0,34,829,449,1271
UCL615023,..,119,119,180,5,189,92,0,90,91,0,91,42,0,42,11,0,11,416,126,545
UCL615024,..,284,284,338,24,363,149,5,156,119,0,119,41,0,41,15,0,15,666,314,975
UCL615025,..,262,262,247,20,266,71,0,71,32,0,32,16,0,16,9,0,9,372,286,655
UCL615026,..,236,236,233,17,246,64,0,64,59,0,59,28,0,28,9,0,9,387,252,643
UCL621001,..,106,106,117,10,129,37,0,39,18,0,18,6,0,6,3,0,3,185,113,301
UCL621002,..,118,118,142,10,156,31,0,33,28,0,28,17,0,17,6,0,6,227,130,362
UCL621003,..,29,29,61,0,61,31,0,31,50,0,50,17,0,17,4,0,4,166,29,191
UCL621004,..,33,33,71,3,70,30,0,30,36,0,36,10,0,8,0,0,0,145,42,188
UCL621005,..,62,62,93,3,100,31,0,31,41,0,41,9,0,9,8,0,8,180,69,248
UCL621006,..,119,119,99,8,109,28,0,32,17,0,21,12,0,12,3,0,3,167,130,295
UCL621007,..,131,131,118,14,134,41,0,46,37,0,37,26,0,26,7,0,7,234,143,375
UCL621008,..,49,49,63,0,63,32,0,32,32,0,35,19,0,19,3,0,3,145,49,197
UCL621009,..,42,42,97,12,107,35,4,39,51,0,50,14,0,14,4,0,4,202,61,263
UCL621010,..,82,82,88,3,92,25,0,26,32,0,32,8,0,8,5,0,5,162,87,249
UCL621011,..,66,66,66,6,79,30,0,30,26,0,26,13,0,13,4,0,4,139,73,212
UCL621012,..,50,50,144,5,148,52,0,52,60,0,60,16,0,16,15,0,15,292,52,343
UCL621013,..,25,25,63,4,69,39,0,44,56,0,56,19,0,19,4,0,4,190,30,219
UCL621014,..,57,57,113,4,114,18,0,18,25,0,25,6,0,6,3,0,3,170,63,234
UCL621015,..,93,93,83,9,89,16,0,16,24,0,23,6,0,6,8,0,8,133,102,235
UCL621016,..,82,82,124,3,128,18,0,18,14,0,14,5,0,5,0,0,0,162,82,247
UCL621017,..,77,77,123,9,134,53,0,53,33,0,33,10,0,10,8,0,8,229,89,321
UCL621018,..,59,59,114,10,121,41,0,41,55,0,55,27,0,27,4,0,4,243,71,317
UCL621019,..,99,99,133,7,142,48,0,48,42,0,42,25,0,25,8,0,8,255,99,352
UCL621020,..,113,113,81,10,93,35,0,35,32,0,32,13,0,13,0,0,0,165,122,287
UCL621021,..,83,83,79,8,86,25,0,25,29,0,29,7,0,7,0,0,0,134,90,225
UCL621022,..,73,73,98,3,100,34,0,34,28,0,28,17,0,17,0,0,0,165,80,246
UCL621023,..,100,100,117,6,119,27,0,27,26,0,26,10,0,10,3,0,3,178,102,283
UCL621024,..,78,78,98,15,106,34,0,36,29,0,29,9,0,9,5,0,6,174,94,269
UCL621025,..,38,38,81,5,85,34,0,36,35,0,37,3,0,3,6,0,6,160,48,203
UCL621026,..,102,102,119,12,126,27,0,27,10,0,10,0,0,0,4,0,4,163,115,271
UCL621027,..,108,108,109,9,119,43,3,45,37,0,37,15,0,15,5,0,5,200,116,323
UCL621028,..,108,108,91,10,105,33,0,33,28,0,28,9,0,9,10,0,10,171,115,290
UCL622001,..,26,26,52,3,54,36,0,36,20,0,20,16,0,16,4,0,4,123,27,153
UCL622002,..,38,38,52,0,54,4,0,4,3,0,3,3,0,3,0,0,0,63,39,105
UCL622003,..,56,56,63,4,65,12,0,12,19,0,19,3,0,3,3,0,3,99,63,157
UCL622004,..,30,30,45,0,46,18,0,18,29,0,29,3,0,3,7,0,7,103,27,136
UCL622005,..,32,32,34,0,35,4,0,4,4,0,4,0,0,0,4,0,4,51,30,83
UCL622006,..,45,45,49,0,47,24,0,24,26,0,26,6,0,6,5,0,5,111,48,156
UCL622007,..,37,37,59,3,65,29,0,29,18,0,18,13,0,13,4,0,4,121,40,165
UCL622008,..,23,23,24,0,30,13,0,13,15,0,13,4,0,4,7,0,7,66,23,88
UCL622009,..,30,30,56,0,56,13,0,13,10,0,10,4,0,4,0,0,0,84,26,117
UCL622010,..,55,55,90,8,92,26,0,23,17,0,17,0,0,0,3,0,3,137,61,201
UCL622011,..,35,35,39,0,38,15,0,15,7,0,7,3,0,3,4,0,4,72,35,104
UCL622012,..,52,52,66,7,72,7,0,7,12,0,12,6,0,6,3,0,3,94,58,147
UCL622013,..,51,51,51,0,52,16,0,16,18,0,18,14,0,14,3,0,3,102,55,158
UCL622014,..,54,54,39,3,43,13,0,13,16,0,16,0,0,0,3,0,3,74,64,137
UCL622015,..,29,29,66,0,70,20,0,18,22,0,22,10,0,10,0,0,0,108,33,147
UCL622016,..,28,28,31,3,35,10,0,14,19,0,19,4,0,4,0,0,0,65,37,93
UCL622017,..,18,18,41,0,42,14,0,14,17,0,17,9,0,9,0,0,0,81,14,94
UCL622018,..,40,40,60,0,62,14,0,14,6,0,6,0,0,0,3,0,3,87,43,130
UCL622019,..,32,32,83,0,86,27,0,27,16,0,16,9,0,9,0,0,0,135,29,166
UCL622020,..,35,35,54,0,57,18,0,18,21,0,21,3,0,3,0,0,0,101,39,141
UCL622021,..,30,30,53,3,52,17,0,17,15,0,15,10,0,10,9,0,9,99,32,134
UCL622022,..,36,36,31,0,34,18,0,25,12,0,12,6,0,6,0,0,0,69,41,110
UCL622023,..,72,72,69,3,73,14,0,14,19,0,19,4,0,4,0,0,0,104,72,177
UCL622024,..,46,46,23,0,24,8,0,8,13,0,13,3,0,3,0,0,0,46,45,86
UCL622025,..,24,24,26,3,33,8,0,8,15,0,15,3,0,3,0,0,0,49,25,82
UCL622026,..,52,52,43,0,43,7,0,7,8,0,8,6,0,6,0,0,0,62,53,113
UCL622027,..,47,47,54,3,53,24,0,24,11,0,11,3,0,3,0,0,0,95,46,140
UCL622028,..,30,30,50,3,54,27,0,27,19,0,19,9,0,9,3,0,3,114,29,141
UCL622029,..,47,47,54,3,55,13,0,13,9,0,9,3,0,3,0,0,0,79,51,128
UCL622030,..,54,54,50,0,52,19,0,19,19,0,22,4,0,4,3,0,3,95,59,148
UCL622031,..,75,75,81,3,78,18,0,18,19,0,19,10,0,10,3,0,3,120,81,202
UCL622032,..,64,64,65,3,73,31,0,31,19,0,19,6,0,6,4,0,4,123,71,192
UCL622033,..,31,31,55,4,62,19,0,19,13,0,13,4,0,4,0,0,0,86,31,119
UCL622034,..,32,32,29,0,27,10,0,10,6,0,6,3,0,3,0,0,0,40,36,76
UCL622035,..,32,32,36,0,39,9,0,12,3,0,3,0,0,0,3,0,3,60,34,96
UCL622036,..,50,50,46,3,56,8,0,8,7,0,7,0,0,0,0,0,0,73,57,124
UCL631777,..,8063,8063,13972,682,14661,5042,46,5083,4897,9,4905,2133,4,2134,1070,0,1078,27112,8816,35932
UCL679997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL699994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL703001,..,8007,8007,10752,1603,12352,6340,511,6851,5906,163,6066,2626,54,2677,1508,38,1548,27131,10379,37506
UCL712001,..,2073,2073,2115,281,2396,1191,101,1288,1103,33,1136,502,3,506,312,9,327,5223,2501,7725
UCL714001,..,479,479,470,53,524,273,13,290,282,6,291,112,3,111,91,0,91,1227,565,1785
UCL715001,..,37,37,23,3,27,12,0,12,25,0,25,19,0,19,158,0,158,242,39,277
UCL715002,..,25,25,17,0,17,16,0,14,25,0,25,25,0,25,81,0,81,161,24,186
UCL715003,..,26,26,38,3,37,19,0,22,35,0,35,23,0,26,175,0,175,285,31,320
UCL715004,..,14,14,18,0,19,14,0,13,8,0,8,13,0,13,92,0,92,134,15,155
UCL715005,..,10,10,12,0,10,8,0,8,10,0,10,17,0,17,89,0,89,132,12,149
UCL715006,..,213,213,249,23,270,142,3,142,192,3,191,95,0,95,32,0,32,708,241,949
UCL715007,..,282,282,212,21,231,118,3,123,82,5,90,57,0,57,88,0,88,560,308,865
UCL715008,..,23,23,30,9,38,24,0,30,30,0,30,31,0,31,160,0,160,283,34,317
UCL715009,..,42,42,60,7,67,45,0,45,51,0,51,56,0,56,90,0,90,311,50,360
UCL721001,..,51,51,71,5,73,33,0,33,60,0,60,22,0,22,8,0,8,193,60,248
UCL721002,..,7,7,20,0,20,17,0,17,20,0,20,26,0,26,60,0,60,150,7,161
UCL721003,..,38,38,40,5,45,27,0,27,17,0,17,13,0,13,41,0,41,144,45,184
UCL721004,..,26,26,10,0,13,10,0,10,7,0,7,17,0,17,40,0,40,81,23,104
UCL721005,..,7,7,10,0,13,8,0,5,12,0,12,15,0,15,74,0,74,118,7,126
UCL721006,..,26,26,21,6,28,13,0,13,17,0,17,7,0,7,36,0,36,96,28,119
UCL721007,..,20,20,62,8,70,38,0,38,32,0,32,18,0,18,11,0,11,157,23,183
UCL721008,..,45,45,59,3,59,36,0,36,29,0,29,18,0,18,12,0,12,156,50,210
UCL721009,..,111,111,99,3,101,47,3,50,29,0,29,26,0,26,12,0,12,218,117,335
UCL721010,..,9,9,20,0,20,11,0,11,13,0,13,9,0,9,44,0,44,93,9,109
UCL721011,..,3,3,12,0,12,3,0,3,8,0,8,3,0,3,45,0,45,67,3,72
UCL721012,..,19,19,13,0,18,18,0,18,15,0,15,18,0,18,56,0,56,120,20,137
UCL721013,..,19,19,14,4,17,9,0,9,12,0,12,3,0,3,63,0,63,103,19,124
UCL721014,..,22,22,13,0,14,16,0,20,17,0,17,11,0,11,38,0,38,98,23,119
UCL721015,..,9,9,13,0,13,7,0,7,9,0,9,12,0,12,31,0,31,78,9,84
UCL721016,..,10,10,10,0,10,4,0,4,13,0,13,7,0,7,41,0,41,74,10,84
UCL721017,..,18,18,13,4,14,6,0,6,14,0,14,12,0,12,55,0,55,98,21,121
UCL721018,..,20,20,16,3,19,10,0,14,24,0,24,22,0,22,40,0,40,119,25,138
UCL721019,..,263,263,111,46,157,27,15,41,9,12,20,4,0,4,0,0,0,153,327,480
UCL722001,..,26,26,21,7,28,9,0,11,11,0,8,5,0,5,4,0,4,52,31,85
UCL722002,..,15,15,7,3,13,9,0,9,3,0,3,10,0,10,37,0,37,61,17,81
UCL722003,..,5,5,11,0,8,8,0,14,4,0,9,14,0,14,31,0,31,67,14,82
UCL722004,..,8,8,6,0,6,7,0,7,5,0,5,7,0,7,15,0,15,39,8,49
UCL722005,..,12,12,6,0,10,0,0,0,0,0,0,3,0,6,36,0,36,48,8,61
UCL722006,..,9,9,8,0,8,3,0,3,13,0,13,3,0,3,3,0,3,40,9,42
UCL722007,..,0,0,10,0,10,0,0,0,0,0,0,3,0,3,15,0,15,31,0,30
UCL722008,..,14,14,5,0,5,4,0,4,6,0,6,4,0,4,13,0,13,31,14,48
UCL722009,..,16,16,13,0,13,10,0,10,12,0,12,10,0,10,21,0,21,63,16,71
UCL722010,..,66,66,43,4,50,15,0,12,11,0,11,9,0,9,11,0,11,90,69,155
UCL722011,..,3,3,4,0,4,4,0,4,0,0,0,0,0,0,13,0,13,25,3,25
UCL722012,..,7,7,3,0,3,7,0,7,3,0,3,10,0,10,19,0,19,40,7,46
UCL722013,..,9,9,0,0,0,3,0,3,3,0,3,5,0,5,16,0,16,24,9,33
UCL722014,..,14,14,10,0,10,8,0,8,13,0,13,13,0,13,19,0,19,59,15,73
UCL722015,..,3,3,5,0,5,3,0,8,7,0,7,3,0,3,17,0,17,38,3,44
UCL722016,..,13,13,31,5,39,21,0,21,15,0,15,11,0,11,5,0,5,89,21,108
UCL722017,..,0,0,5,0,5,4,0,4,3,0,3,9,0,9,21,0,21,42,0,41
UCL722018,..,21,21,10,0,17,4,3,7,9,0,9,6,0,9,15,0,18,42,28,72
UCL722019,..,10,10,0,0,0,0,0,0,3,0,3,5,0,5,15,0,15,35,10,40
UCL722020,..,48,48,31,0,31,10,0,10,15,0,15,4,0,4,3,0,3,59,48,104
UCL722021,..,14,14,22,0,28,12,0,12,20,0,20,13,0,13,22,0,22,88,13,104
UCL722022,..,7,7,3,0,3,9,0,9,0,0,0,12,0,12,19,0,19,42,7,43
UCL722023,..,15,15,9,3,13,3,0,3,12,0,12,4,0,4,15,0,15,45,15,55
UCL722024,..,14,14,4,0,9,15,0,15,9,0,9,9,0,9,20,0,20,55,16,74
UCL722025,..,6,6,3,0,3,4,0,4,3,0,3,8,0,8,34,0,34,44,6,53
UCL722026,..,13,13,6,0,11,10,0,10,15,0,15,8,0,8,9,0,9,46,12,61
UCL722027,..,11,11,11,0,12,4,0,4,3,0,3,9,0,9,27,0,27,50,13,69
UCL722028,..,55,55,20,4,25,4,0,4,9,0,9,3,0,3,10,0,10,56,58,112
UCL722029,..,9,9,27,4,28,10,0,10,17,0,17,9,0,9,15,0,15,73,10,90
UCL722030,..,15,15,3,0,3,3,0,3,3,0,3,0,0,0,14,0,14,25,15,34
UCL722031,..,26,26,23,0,18,5,0,5,3,0,3,3,0,3,8,0,8,41,27,71
UCL722032,..,9,9,10,0,10,7,0,7,8,0,4,3,0,3,15,0,15,35,11,47
UCL722033,..,51,51,78,3,80,27,0,27,15,0,15,3,0,3,4,0,4,129,63,190
UCL722034,..,6,6,9,0,9,7,0,7,12,0,12,4,0,4,29,0,29,63,6,69
UCL722035,..,9,9,16,0,16,8,0,8,8,0,8,11,0,8,28,0,28,62,8,71
UCL722036,..,3,3,11,0,11,4,0,4,9,0,9,3,0,3,20,0,20,48,6,55
UCL722037,..,5,5,7,0,7,3,0,3,6,0,6,0,0,0,11,0,11,30,5,31
UCL722038,..,8,8,9,0,9,3,0,3,6,0,6,3,0,3,20,0,20,36,9,42
UCL722039,..,6,6,3,0,3,0,0,0,6,0,6,0,0,0,21,0,21,31,6,37
UCL731777,..,1698,1698,2504,236,2736,1249,41,1283,1422,22,1445,748,3,758,799,0,798,6723,2000,8721
UCL779997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL799994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL802001,..,35361,35361,42462,4359,46824,22428,1681,24116,23147,581,23733,8499,188,8687,3520,118,3634,100059,42291,142353
UCL822001,..,19,19,33,0,36,13,0,13,11,0,11,11,0,11,3,0,3,78,24,99
UCL831777,..,32,32,47,3,56,42,0,42,42,0,42,29,0,29,14,0,14,170,40,214
UCL879997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL899994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL915001,..,95,95,128,6,129,62,0,63,59,0,59,32,0,32,20,0,20,299,101,399
UCL921001,..,124,124,122,4,127,37,0,36,33,0,33,14,0,14,3,0,3,203,129,333
UCL922001,..,8,8,13,0,13,17,0,17,15,0,15,7,0,7,30,0,30,83,8,87
UCL922002,..,9,9,10,0,10,13,0,13,5,0,5,8,0,8,0,0,0,31,9,46
UCL922003,..,3,3,21,0,18,10,0,10,5,0,5,3,0,3,3,0,3,35,7,44
UCL931777,..,132,132,169,6,174,65,0,65,44,0,44,35,0,35,13,0,13,318,132,454
UCL979997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL999994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
