UCL_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
UCL421010,..,43,43,59,3,62,29,0,31,47,0,47,16,0,16,7,0,7,153,45,200
UCL421011,..,101,101,95,10,103,20,0,20,12,0,12,6,0,6,4,0,4,139,111,253
UCL421012,..,87,87,100,5,111,33,0,33,19,0,19,9,0,9,9,0,9,175,91,261
UCL421013,..,49,49,127,0,128,55,0,60,58,0,58,21,0,21,13,0,13,277,51,330
UCL421014,..,65,65,91,3,101,40,0,40,41,0,41,12,0,12,4,0,4,190,70,257
UCL421015,..,62,62,62,9,70,30,0,30,19,0,19,19,0,19,10,0,10,148,72,216
UCL421016,..,24,24,47,4,50,27,0,27,41,0,41,9,0,9,9,0,9,134,31,159
UCL421017,..,144,144,173,7,182,37,0,37,40,0,40,22,0,22,9,0,9,280,149,431
UCL421018,..,87,87,99,3,105,23,0,23,26,0,26,12,0,12,3,0,3,166,93,252
UCL421019,..,71,71,79,7,89,17,0,17,28,0,28,3,0,3,0,0,0,137,80,220
UCL421020,..,83,83,138,3,143,56,0,56,56,0,56,16,0,16,8,0,8,276,88,366
UCL421021,..,69,69,95,4,105,40,0,40,30,0,30,24,0,24,6,0,6,196,73,272
UCL421022,..,57,57,109,10,113,48,0,47,51,0,51,25,0,25,3,0,3,235,67,299
UCL421023,..,117,117,134,5,138,45,0,50,25,0,25,15,0,15,6,0,6,217,128,348
UCL421024,..,111,111,153,6,157,49,0,49,40,0,40,19,0,19,3,0,3,264,124,387
UCL421025,..,113,113,111,10,124,43,0,41,19,0,19,13,0,13,6,0,6,193,123,323
UCL421026,..,130,130,127,7,131,33,0,33,20,0,20,15,0,15,6,0,6,196,135,329
UCL421027,..,79,79,86,7,88,30,0,30,26,0,26,6,0,6,6,0,6,157,82,243
UCL421028,..,14,14,64,0,64,27,0,27,44,0,44,20,0,20,3,0,3,163,14,183
UCL421029,..,84,84,79,8,86,15,0,15,17,0,17,13,0,13,6,0,6,129,91,222
UCL421030,..,94,94,147,9,158,51,0,51,28,0,28,14,0,14,10,0,10,254,99,356
UCL421031,..,87,87,75,8,77,30,0,31,22,0,22,10,0,10,0,0,0,132,96,232
UCL421032,..,84,84,104,0,107,19,0,19,31,0,31,7,0,7,5,0,5,161,84,246
UCL421033,..,75,75,63,5,67,27,3,31,28,0,29,12,0,10,4,0,4,137,88,227
UCL421034,..,186,186,175,4,185,60,0,60,43,0,43,18,0,18,10,0,10,302,193,494
UCL421035,..,135,135,120,11,128,38,0,38,26,0,26,13,0,13,3,0,3,207,140,342
UCL421036,..,47,47,69,3,70,50,4,55,77,0,77,28,0,28,15,0,15,243,57,299
UCL421037,..,79,79,99,0,98,16,0,16,20,0,20,3,0,3,3,0,3,149,78,225
UCL421038,..,126,126,150,10,152,35,0,37,37,0,37,20,0,20,5,0,5,246,133,380
UCL421039,..,73,73,100,0,100,54,0,53,59,0,59,19,0,19,13,0,13,245,73,317
UCL421040,..,24,24,70,0,68,48,0,48,57,0,57,27,0,32,10,0,10,213,24,234
UCL421041,..,24,24,59,0,59,30,0,32,42,0,42,23,0,23,6,0,6,158,23,180
UCL421042,..,66,66,83,0,82,23,0,23,20,0,20,18,0,18,0,0,0,149,71,215
UCL421043,..,106,106,118,10,129,20,0,20,26,0,26,9,0,9,8,0,8,184,117,300
UCL421044,..,114,114,104,9,114,29,0,28,25,0,20,8,0,8,6,0,6,169,129,297
UCL422001,..,21,21,25,0,24,13,0,13,17,0,17,13,0,13,0,0,0,61,21,87
UCL422002,..,14,14,11,4,14,5,0,5,6,0,6,12,0,12,29,0,29,68,19,81
UCL422003,..,33,33,46,0,46,10,0,10,3,0,3,9,0,9,0,0,0,66,33,98
UCL422004,..,77,77,35,4,35,22,0,22,7,0,7,3,0,3,0,0,0,65,83,150
UCL422005,..,34,34,35,0,33,7,0,7,5,0,5,3,0,3,4,0,4,55,30,91
UCL422006,..,71,71,70,0,72,16,0,16,14,0,14,3,0,3,0,0,0,101,73,178
UCL422007,..,50,50,72,0,73,9,0,9,23,0,23,3,0,3,5,0,5,115,50,164
UCL422008,..,47,47,48,3,54,9,0,11,3,0,3,0,0,0,0,0,0,67,55,118
UCL422009,..,40,40,54,5,63,22,0,20,21,0,21,6,0,6,9,0,9,117,45,163
UCL422010,..,57,57,32,0,32,9,0,9,10,0,10,6,0,6,0,0,0,57,57,111
UCL422011,..,13,13,65,3,65,19,0,19,18,0,18,6,0,6,4,0,4,109,19,123
UCL422012,..,42,42,46,5,48,7,0,7,5,0,5,3,0,3,0,0,0,64,44,107
UCL422013,..,39,39,58,7,63,25,0,25,22,0,22,10,0,10,6,0,6,121,50,168
UCL422014,..,17,17,23,0,23,23,0,23,33,0,33,11,0,11,3,0,3,88,17,100
UCL422015,..,13,13,29,3,27,16,0,16,12,0,12,8,0,8,0,0,0,60,11,68
UCL422016,..,63,63,57,8,66,17,0,17,3,0,3,0,0,0,0,0,0,77,70,149
UCL422017,..,14,14,34,0,34,12,0,12,8,0,8,4,0,4,0,0,0,63,14,70
UCL422018,..,26,26,39,0,39,5,0,5,11,0,11,3,0,3,4,0,4,58,26,83
UCL422019,..,29,29,26,0,26,17,0,17,6,0,6,4,0,4,3,0,3,49,35,82
UCL422020,..,22,22,21,3,27,13,0,13,13,0,13,3,0,3,0,0,0,50,22,81
UCL422021,..,97,97,82,3,87,11,0,11,12,0,12,4,0,4,0,0,0,116,103,213
UCL422022,..,47,47,48,0,48,7,0,7,17,0,17,6,0,6,0,0,0,87,47,132
UCL422023,..,38,38,31,0,29,9,0,9,8,0,8,4,0,4,0,0,0,51,35,89
UCL422024,..,26,26,61,0,58,32,0,32,30,0,30,11,0,11,9,0,9,146,23,164
UCL422025,..,13,13,5,0,8,4,0,4,3,0,3,4,0,4,11,0,11,34,16,50
UCL422026,..,35,35,38,0,41,15,0,15,14,0,14,4,0,4,3,0,3,82,38,113
UCL422027,..,5,5,5,0,11,11,0,11,6,0,6,3,0,3,10,0,10,41,8,55
UCL422028,..,52,52,55,3,52,11,0,11,9,0,9,7,0,7,0,0,0,86,56,143
UCL422029,..,26,26,51,0,48,32,0,32,29,0,29,5,0,5,3,0,3,112,23,143
UCL422030,..,81,81,78,4,83,25,0,25,17,0,17,12,0,12,3,0,3,132,81,216
UCL422031,..,25,25,23,0,23,7,0,7,15,0,15,10,0,10,0,0,0,48,25,78
UCL422032,..,43,43,42,0,46,10,0,10,6,0,6,3,0,3,0,0,0,60,41,106
UCL422033,..,11,11,12,0,11,10,0,10,4,0,4,9,0,9,11,0,11,45,12,62
UCL422034,..,57,57,61,3,58,16,0,16,10,0,10,0,0,0,0,0,0,92,65,148
UCL422035,..,33,33,47,7,58,17,0,17,7,0,7,4,0,4,3,0,3,86,40,129
UCL422036,..,11,11,37,0,37,22,0,27,16,0,16,4,0,4,3,0,3,93,17,108
UCL422037,..,27,27,30,0,33,13,0,13,14,0,14,9,0,9,0,0,0,65,26,93
UCL422038,..,27,27,53,0,53,10,0,10,14,0,14,9,0,9,4,0,4,92,27,118
UCL422039,..,42,42,36,3,46,16,0,16,21,0,21,7,0,7,5,0,5,97,48,144
UCL422040,..,71,71,67,4,69,15,0,15,11,0,11,15,0,15,4,0,4,121,75,192
UCL422041,..,26,26,39,0,39,25,0,25,14,0,14,7,0,7,0,0,0,87,26,111
UCL422042,..,31,31,39,0,45,9,0,9,12,0,12,8,0,8,6,0,6,72,37,107
UCL422043,..,39,39,45,0,44,14,0,9,9,0,9,3,0,3,3,0,3,62,46,107
UCL422044,..,37,37,43,0,43,8,0,8,15,0,15,7,0,7,0,0,0,73,37,110
UCL422045,..,31,31,67,0,75,5,0,5,8,0,8,4,0,4,3,0,3,91,33,126
UCL422046,..,53,53,60,4,66,11,0,11,5,0,5,0,0,0,0,0,0,88,55,145
UCL422047,..,24,24,36,0,42,5,0,5,0,0,0,0,0,0,0,0,0,45,25,75
UCL422048,..,46,46,52,0,56,10,0,10,4,0,4,3,0,3,0,0,0,72,47,123
UCL422049,..,78,78,108,3,110,14,0,14,6,0,6,3,0,3,0,0,0,132,83,217
UCL422050,..,22,22,13,4,17,10,0,10,13,0,13,23,0,23,28,0,28,84,23,107
UCL422051,..,68,68,66,0,66,14,0,14,12,0,12,5,0,5,0,0,0,98,68,166
UCL422052,..,29,29,37,0,37,11,0,11,8,0,8,3,0,3,0,0,0,60,29,86
UCL422053,..,68,68,64,3,66,15,0,15,16,0,16,9,0,9,3,0,3,100,74,176
UCL422054,..,33,33,35,0,35,13,0,13,13,0,13,5,0,5,0,0,0,74,33,105
UCL422055,..,26,26,32,4,37,18,0,18,5,0,5,3,0,3,3,0,3,63,31,93
UCL422056,..,49,49,51,8,61,14,0,14,24,0,24,5,0,5,0,0,0,97,53,152
UCL422057,..,40,40,36,6,43,8,0,8,5,0,5,0,0,0,0,0,3,52,47,100
UCL422058,..,29,29,29,0,32,10,0,10,16,0,16,3,0,3,0,0,0,63,29,89
UCL422059,..,52,52,59,0,59,24,0,25,13,0,9,3,0,3,3,0,3,100,53,155
UCL422060,..,40,40,41,0,42,7,0,7,10,0,10,5,0,5,3,0,3,68,38,103
UCL422061,..,23,23,45,4,49,34,0,34,15,0,15,16,0,16,3,0,3,112,29,135
UCL422062,..,31,31,33,0,35,7,0,7,9,0,9,7,0,7,3,0,3,56,31,87
UCL422063,..,38,38,42,0,46,18,0,18,10,0,10,16,0,16,4,0,4,92,37,131
UCL422064,..,43,43,64,6,68,15,0,15,16,0,16,9,0,9,7,0,7,108,53,156
UCL422065,..,38,38,44,0,43,12,0,12,6,0,6,3,0,3,0,0,0,68,39,109
UCL422066,..,44,44,24,0,24,3,0,3,0,0,0,0,0,0,0,0,0,28,44,70
UCL422067,..,10,10,22,0,23,9,0,9,19,0,19,5,0,5,0,0,0,67,11,77
UCL422068,..,8,8,15,0,15,10,0,10,3,0,3,4,0,4,11,0,11,48,13,59
UCL431777,..,11139,11139,18997,829,19824,6855,69,6921,7266,17,7286,3646,6,3660,1521,7,1529,38283,12080,50362
UCL479997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,..,155518,155518,204176,18390,222566,107196,5372,112566,110941,2172,113110,43898,812,44705,19874,445,20316,486080,182704,668779
UCL511001,..,5999,5999,8484,587,9070,3914,100,4022,4000,28,4029,1579,14,1595,659,4,664,18636,6736,25377
UCL512001,..,3177,3177,3742,266,4009,1383,39,1423,1385,11,1396,600,3,603,294,0,294,7406,3502,10911
UCL512002,..,2262,2262,3303,184,3488,1290,29,1319,1301,10,1309,559,0,559,215,3,217,6668,2487,9155
UCL512003,..,3010,3010,3747,306,4049,1674,49,1719,1628,9,1641,714,0,717,360,0,360,8124,3373,11501
UCL512004,..,2428,2428,2788,298,3089,1551,67,1618,1611,26,1637,746,9,754,393,3,401,7088,2833,9921
UCL513001,..,1126,1126,1296,166,1461,670,54,726,682,20,698,316,5,325,163,4,163,3126,1370,4497
UCL513002,..,1070,1070,1216,95,1307,515,9,529,482,3,486,213,0,210,106,0,106,2530,1182,3711
UCL513003,..,966,966,1297,141,1444,803,37,843,950,9,960,433,3,435,201,3,202,3684,1162,4845
UCL513004,..,941,941,1214,113,1325,643,32,670,665,8,675,326,4,324,187,0,187,3031,1094,4124
UCL514001,..,816,816,889,47,941,390,4,394,330,0,331,162,0,166,64,0,64,1828,872,2703
UCL514002,..,367,367,701,48,754,328,24,350,392,9,402,132,0,132,28,0,28,1585,449,2038
UCL514003,..,509,509,675,65,737,393,29,426,362,10,369,156,8,162,42,0,41,1625,614,2240
UCL514004,..,724,724,768,51,819,292,11,302,285,0,283,143,0,141,100,0,100,1580,786,2363
UCL514005,..,510,510,935,62,995,515,7,524,546,0,546,205,0,211,118,0,122,2319,587,2904
UCL515001,..,181,181,217,10,231,50,0,50,29,0,29,7,0,7,0,0,0,297,188,493
UCL515002,..,95,95,164,13,178,56,0,56,66,0,66,27,0,27,13,0,13,334,108,437
UCL515003,..,236,236,218,17,233,52,0,52,51,0,51,33,0,33,10,0,10,359,251,610
UCL515004,..,99,99,180,18,198,112,0,115,108,3,111,52,0,52,18,0,18,476,119,595
UCL515005,..,163,163,276,20,292,113,0,114,102,0,102,53,0,53,15,0,15,559,181,736
UCL515006,..,495,495,435,39,480,214,6,224,186,0,187,79,0,85,59,0,59,979,541,1525
UCL515007,..,74,74,124,7,134,80,0,80,130,0,126,42,0,42,5,0,5,390,88,473
UCL515008,..,46,46,87,3,88,62,3,60,78,0,78,32,0,32,14,0,14,277,57,330
UCL515009,..,343,343,363,18,381,113,3,111,105,0,106,30,0,30,16,0,16,630,369,1000
UCL515010,..,324,324,293,23,316,137,6,137,129,0,131,67,0,67,82,0,82,701,350,1057
UCL515011,..,248,248,324,14,339,104,3,109,117,3,119,52,0,55,21,0,21,618,274,897
UCL515012,..,91,91,236,12,246,107,4,112,143,0,144,54,0,54,16,0,16,558,99,663
UCL515013,..,214,214,283,30,311,124,11,130,138,3,141,46,0,47,18,0,18,609,252,867
UCL515014,..,86,86,68,5,72,39,6,46,36,3,36,18,0,18,26,0,26,194,97,289
UCL515015,..,296,296,325,19,336,128,4,128,143,3,145,64,0,64,28,0,31,683,322,1005
UCL515016,..,181,181,220,15,238,61,3,64,63,0,63,21,0,21,6,0,6,373,201,572
UCL515017,..,194,194,214,11,228,60,0,60,50,0,50,16,0,16,4,0,4,346,204,548
UCL515018,..,144,144,179,8,190,104,0,104,97,0,97,52,0,52,17,0,17,449,157,608
UCL515019,..,368,368,410,38,449,149,11,160,130,3,140,74,0,75,65,4,68,826,424,1249
UCL515020,..,374,374,392,64,452,212,21,227,181,3,184,87,0,89,67,0,70,932,461,1394
UCL515021,..,148,148,239,5,249,77,3,81,101,0,101,38,0,38,17,0,17,476,155,629
UCL515022,..,466,466,559,33,593,213,3,216,181,0,185,89,0,95,45,0,45,1090,507,1601
UCL515023,..,307,307,323,17,341,125,9,134,96,0,100,57,0,63,28,8,39,629,350,977
UCL515024,..,188,188,168,17,187,73,4,80,68,0,66,35,0,35,18,0,18,362,204,570
UCL515025,..,223,223,235,9,246,86,0,86,79,3,80,48,0,50,16,3,19,464,239,709
UCL515026,..,501,501,488,36,525,198,6,207,175,0,175,84,0,84,56,0,56,1002,537,1545
UCL515027,..,267,267,335,22,357,188,9,194,236,0,239,132,0,130,53,0,53,942,296,1234
UCL515028,..,92,92,81,8,92,52,0,52,95,0,95,44,0,44,16,0,16,296,102,398
UCL515029,..,331,331,461,21,481,206,0,206,186,0,188,84,0,84,48,0,48,997,350,1345
UCL515030,..,337,337,467,16,486,123,3,126,112,0,113,50,0,50,20,0,20,771,357,1134
UCL515031,..,201,201,224,4,234,120,4,125,208,0,208,75,0,75,36,0,36,671,212,879
UCL515032,..,204,204,263,17,280,121,4,130,114,0,113,61,0,61,16,0,17,580,233,809
UCL515033,..,207,207,230,13,245,43,0,40,41,0,41,19,0,19,9,0,9,345,219,565
UCL515034,..,249,249,301,17,320,126,0,131,91,0,91,50,0,50,22,0,22,603,274,870
UCL515035,..,98,98,140,6,145,83,0,79,97,0,97,32,0,32,18,0,18,364,108,470
UCL515036,..,312,312,374,18,399,111,0,115,91,0,91,47,0,47,19,0,20,643,334,983
UCL521001,..,40,40,64,0,67,25,0,25,34,0,34,20,0,20,9,0,9,153,44,191
UCL521002,..,65,65,128,9,137,39,0,39,31,0,31,10,0,10,7,0,7,215,71,292
UCL521003,..,145,145,140,11,152,37,0,37,32,0,32,7,0,7,7,0,7,220,157,377
UCL521004,..,23,23,38,0,38,18,0,25,22,0,22,18,0,18,33,0,33,134,22,156
UCL521005,..,112,112,137,6,143,59,0,59,73,0,80,26,0,26,5,0,5,306,120,422
UCL521006,..,52,52,123,8,130,51,0,51,43,0,43,18,0,18,8,0,8,238,64,298
UCL521007,..,95,95,75,0,75,17,0,17,19,0,19,5,0,5,3,0,3,115,102,221
UCL521008,..,88,88,72,4,69,24,0,28,19,0,19,14,0,14,4,0,4,133,92,220
UCL521009,..,94,94,79,3,83,20,0,20,22,0,22,8,0,8,4,0,4,131,96,229
UCL521010,..,82,82,102,5,108,47,0,47,22,0,22,21,0,21,11,0,11,209,85,293
UCL521011,..,30,30,55,0,63,28,0,28,44,0,44,17,0,17,9,0,9,160,33,188
UCL521012,..,74,74,82,3,81,25,0,25,17,0,17,6,0,6,5,0,5,132,76,214
UCL521013,..,12,12,53,0,53,25,0,25,37,0,37,25,0,25,20,0,20,157,12,171
UCL521014,..,63,63,84,6,90,20,0,18,25,0,23,3,3,6,0,0,0,135,70,206
UCL521015,..,71,71,86,5,95,51,0,50,51,3,51,22,0,22,6,0,6,220,77,299
UCL521016,..,112,112,95,14,107,34,6,43,29,0,29,17,0,17,5,0,5,189,126,317
UCL521017,..,102,102,111,10,121,30,0,26,24,0,24,14,0,12,10,0,10,178,114,294
UCL521018,..,86,86,91,0,90,41,0,41,32,3,36,17,0,17,12,0,12,189,95,286
UCL521019,..,65,65,77,7,80,36,3,39,39,0,39,23,0,23,8,0,8,172,78,252
UCL521020,..,112,112,107,9,120,21,0,21,27,0,27,11,0,11,7,0,7,179,124,305
UCL521021,..,48,48,114,4,116,26,0,26,30,0,30,10,0,10,9,0,9,198,52,253
UCL521022,..,66,66,104,10,112,37,0,37,49,0,49,24,0,24,9,0,9,223,75,298
UCL521023,..,34,34,54,4,62,45,6,50,43,0,43,18,0,23,3,0,3,166,49,213
UCL521024,..,57,57,69,6,75,25,3,33,24,0,24,19,0,19,12,0,12,141,62,209
UCL521025,..,88,88,68,3,74,24,0,24,15,0,15,7,0,7,3,0,3,117,91,206
UCL521026,..,110,110,74,10,84,55,0,59,36,0,42,25,0,25,54,0,57,255,121,377
UCL521027,..,17,17,63,0,67,41,0,41,43,0,43,17,0,17,12,0,12,174,17,194
UCL521028,..,100,100,78,3,87,18,0,18,15,0,15,17,0,17,0,0,0,131,103,234
UCL521029,..,40,40,95,7,96,38,0,38,48,0,48,21,0,21,15,0,15,209,47,253
UCL521030,..,72,72,66,4,73,42,0,42,29,0,29,15,0,15,5,0,5,158,77,236
UCL521031,..,105,105,111,8,119,41,0,41,34,0,34,16,0,16,15,0,15,212,115,327
UCL521032,..,147,147,142,5,152,54,0,54,58,0,58,13,0,13,12,0,12,280,160,439
UCL521033,..,80,80,59,3,58,24,0,24,13,0,13,10,0,10,4,0,4,111,79,192
UCL521034,..,98,98,108,6,116,25,0,26,25,3,25,9,3,11,0,6,6,162,119,279
UCL521035,..,66,66,48,5,47,20,0,19,11,0,11,6,0,6,14,0,14,98,70,167
UCL521036,..,7,7,6,0,6,13,0,13,12,0,12,14,0,14,38,0,38,91,7,97
UCL521037,..,10,10,60,0,58,28,0,28,29,0,29,22,0,22,14,0,14,152,11,164
UCL521038,..,61,61,43,8,52,22,5,25,21,0,21,8,0,8,4,0,4,100,68,168
UCL521039,..,68,68,54,3,54,28,0,28,17,0,17,4,0,4,11,0,11,111,73,183
UCL521040,..,44,44,87,8,93,34,0,32,42,0,42,21,0,21,16,0,16,201,52,248
UCL521041,..,70,70,171,15,183,81,0,81,79,0,79,45,0,45,22,0,22,400,79,479
UCL521042,..,60,60,75,7,81,33,0,34,23,0,24,10,0,10,0,0,0,145,74,213
UCL521043,..,124,124,81,7,83,27,0,27,11,0,16,5,0,5,7,0,7,133,131,264
UCL521044,..,103,103,132,9,141,48,0,48,46,0,46,17,0,17,10,0,10,256,113,364
UCL521045,..,104,104,134,9,144,32,0,32,18,0,21,13,0,13,8,0,8,208,115,323
UCL521046,..,57,57,110,0,109,54,0,57,33,0,33,19,0,19,3,0,3,221,62,282
UCL521047,..,97,97,97,7,112,37,3,36,34,0,33,19,0,19,6,0,6,189,111,303
UCL521048,..,51,51,61,0,62,27,0,28,45,0,45,21,0,21,9,0,9,160,50,214
UCL521049,..,91,91,99,7,102,24,0,24,36,0,36,15,0,15,9,0,9,176,93,274
UCL521050,..,117,117,116,4,125,35,0,39,18,0,18,18,0,15,10,0,10,200,130,327
UCL521051,..,112,112,90,3,93,29,0,29,12,0,12,9,0,9,5,0,5,144,114,260
UCL521052,..,46,46,31,3,39,28,0,28,25,0,25,14,0,18,20,0,20,122,54,176
UCL521053,..,40,40,147,6,153,61,0,61,92,0,92,30,0,30,19,0,19,350,51,397
UCL521054,..,87,87,94,3,99,26,0,26,27,0,27,14,0,14,3,0,3,158,95,250
UCL521055,..,141,141,166,3,172,45,0,47,27,0,27,15,0,15,10,0,10,261,147,407
UCL521056,..,27,27,21,0,22,24,0,24,9,0,9,19,0,19,38,0,38,103,28,131
UCL521057,..,107,107,91,9,102,32,0,34,39,0,39,11,0,11,6,0,6,179,121,297
UCL521058,..,38,38,85,4,92,26,3,34,26,0,28,21,0,21,9,0,9,169,46,216
UCL521059,..,103,103,103,7,113,41,3,41,46,0,46,29,0,29,11,0,11,230,121,353
UCL521060,..,60,60,45,7,53,28,0,31,13,0,13,10,0,10,17,0,17,120,72,196
UCL522001,..,14,14,18,0,18,4,0,4,7,0,7,6,0,6,13,0,13,45,14,58
UCL522002,..,43,43,49,3,53,8,0,8,9,0,9,3,0,3,0,0,0,74,52,125
UCL522003,..,29,29,8,0,11,11,0,11,20,0,20,9,0,9,18,0,18,67,29,100
UCL522004,..,3,3,13,0,13,8,0,8,23,0,23,14,0,14,14,0,14,67,3,72
UCL522005,..,13,13,12,0,13,8,0,8,8,0,8,19,0,19,9,0,9,64,12,80
UCL522006,..,24,24,49,0,54,18,0,18,21,0,21,16,0,16,9,0,9,113,25,135
UCL522007,..,43,43,35,5,46,3,0,3,7,0,7,0,0,0,0,0,0,53,47,97
UCL522008,..,24,24,31,0,33,8,0,8,3,0,3,8,0,8,0,0,0,56,29,86
UCL522009,..,25,25,29,3,36,36,0,36,20,0,20,9,0,9,3,0,3,92,32,126
UCL522010,..,14,14,23,0,24,16,0,16,28,0,28,8,0,8,8,0,8,80,14,98
UCL522011,..,51,51,42,8,48,11,0,11,12,0,12,6,0,6,3,0,3,70,61,131
UCL522012,..,29,29,38,4,46,19,0,20,22,0,22,11,0,11,3,0,3,93,31,124
UCL522013,..,18,18,19,3,20,12,0,12,11,0,11,9,0,9,3,0,3,55,20,74
UCL522014,..,22,22,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,8,31,40
UCL522015,..,37,37,44,0,44,10,0,10,12,0,11,3,0,3,3,0,3,71,33,108
UCL522016,..,35,35,64,0,65,16,0,16,14,0,14,3,0,3,4,0,4,99,36,135
UCL522017,..,29,29,21,3,24,6,0,6,0,0,0,6,0,6,0,0,0,34,37,64
UCL522018,..,36,36,54,3,64,23,0,23,29,0,29,9,0,9,4,0,4,125,43,167
UCL522019,..,39,39,35,4,37,8,0,8,3,0,3,10,0,10,3,0,3,56,41,96
UCL522020,..,48,48,23,0,24,17,0,17,13,0,13,7,0,7,17,0,17,75,53,121
UCL522021,..,50,50,56,3,61,22,0,22,9,0,9,9,0,9,3,0,3,102,56,154
UCL522022,..,40,40,40,0,42,12,0,12,3,0,3,3,0,3,0,0,0,62,40,100
UCL522023,..,45,45,50,3,53,14,0,14,16,0,16,4,0,4,3,0,3,90,52,138
UCL522024,..,41,41,69,0,68,3,0,3,5,0,5,6,0,6,3,0,3,84,45,125
UCL522025,..,60,60,52,0,52,12,0,12,14,0,14,8,0,8,5,0,5,96,64,156
UCL522026,..,24,24,30,4,34,6,0,6,3,0,3,0,0,0,0,0,0,41,29,69
UCL522027,..,20,20,51,3,55,24,0,24,18,0,18,10,0,10,9,0,9,105,27,133
UCL522028,..,19,19,41,0,43,19,0,19,11,0,11,7,0,7,0,0,0,76,15,91
UCL522029,..,9,9,8,0,8,4,0,4,8,0,8,11,0,11,22,0,22,54,9,64
UCL522030,..,12,12,7,0,10,13,0,13,15,0,15,7,0,7,24,0,24,68,13,81
UCL522031,..,69,69,78,0,79,16,0,16,11,0,14,3,0,3,3,0,3,111,72,185
UCL522032,..,3,3,4,0,4,3,0,3,3,0,3,3,0,3,15,0,15,32,3,30
UCL522033,..,40,40,30,0,30,9,0,9,9,0,9,3,0,3,3,0,3,51,40,92
UCL522034,..,37,37,39,3,40,14,0,14,14,0,14,3,0,3,3,0,3,73,37,115
UCL522035,..,46,46,44,3,42,10,0,10,10,0,10,10,0,10,0,0,0,70,49,126
UCL522036,..,48,48,35,3,39,8,0,8,7,0,7,9,0,9,6,0,6,64,53,116
UCL522037,..,44,44,57,4,55,11,0,11,13,0,13,5,0,5,3,0,3,87,48,136
UCL522038,..,19,19,35,0,35,11,0,11,7,0,7,7,0,7,0,0,0,60,19,85
UCL522039,..,27,27,11,0,11,9,0,9,10,0,10,3,0,3,9,0,9,33,27,62
UCL522040,..,0,0,0,0,0,3,0,3,3,0,3,7,0,7,3,0,3,11,0,17
UCL522041,..,36,36,45,3,50,14,0,13,10,0,10,3,0,3,3,0,3,80,42,113
UCL522042,..,50,50,48,9,53,4,0,4,16,0,16,4,0,4,11,0,11,80,59,139
UCL522043,..,37,37,48,0,53,8,0,8,9,0,9,5,0,5,3,0,3,79,36,114
UCL522044,..,49,49,38,3,41,15,0,15,10,0,10,6,0,6,11,0,11,84,52,139
UCL522045,..,56,56,74,3,78,22,0,21,15,0,15,7,0,7,3,0,3,120,63,179
UCL522046,..,21,21,49,6,55,20,0,20,14,0,14,3,0,3,3,0,3,92,29,119
UCL522047,..,13,13,13,0,13,0,0,0,4,0,4,0,0,0,7,0,7,23,13,37
UCL522048,..,5,5,3,0,3,3,0,3,3,0,3,10,0,10,5,0,5,32,5,33
UCL522049,..,36,36,78,7,82,26,0,26,18,0,18,8,0,8,0,0,0,130,43,172
UCL522050,..,31,31,27,3,28,6,0,6,7,0,7,7,0,7,0,0,0,46,33,79
UCL522051,..,30,30,28,0,27,13,3,16,15,0,15,6,0,6,0,0,0,52,31,88
UCL522052,..,37,37,49,0,47,12,0,12,13,0,13,0,0,0,0,0,0,74,41,111
UCL522053,..,16,16,10,3,12,0,3,3,3,0,3,0,0,0,0,0,0,19,22,37
UCL522054,..,31,31,35,0,37,10,0,10,17,0,17,11,0,11,15,0,15,82,32,110
UCL522055,..,32,32,15,5,23,5,0,6,6,0,6,0,0,0,4,0,4,37,36,74
UCL522056,..,55,55,53,0,57,11,0,11,15,0,15,8,0,8,5,0,5,93,57,149
UCL522057,..,8,8,3,0,9,3,0,3,0,0,0,0,0,0,14,0,14,23,5,30
UCL522058,..,64,64,60,3,60,9,0,9,7,0,7,5,0,5,3,0,3,84,61,149
UCL522059,..,9,9,10,0,13,7,0,6,8,0,8,7,0,7,7,0,7,51,10,60
UCL522060,..,3,3,8,3,11,7,0,7,13,0,13,3,0,3,18,0,18,48,4,47
UCL522061,..,20,20,11,0,11,8,0,8,17,0,17,10,0,10,20,0,20,66,20,81
UCL522062,..,39,39,46,7,54,16,0,16,3,0,3,4,0,4,7,0,7,74,40,119
UCL522063,..,49,49,45,5,49,22,0,22,9,0,9,16,0,16,4,0,4,89,56,144
UCL522064,..,22,22,20,0,16,3,0,3,4,0,10,6,0,6,11,0,11,41,22,63
