UCL_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL115118,784,361,360,458,492,524,300,124,43,3444,0,0,0,3,0,0,0,0,0,3,18,17,25,9,7,17,11,3,0,113,10,4,0,6,0,13,12,3,0,42,11,0,3,0,4,0,0,3,0,21,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,29,20,14,33,26,9,0,199,34,20,29,20,14,33,26,9,0,198,818,387,383,476,513,554,324,129,46,3645
UCL115119,962,501,643,567,580,556,418,321,178,4725,0,0,0,0,0,0,3,0,0,9,14,33,35,18,27,46,19,7,3,200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,47,22,28,53,27,8,3,229,14,35,47,22,28,54,32,7,3,240,972,536,685,592,605,614,449,325,176,4964
UCL115120,402,199,214,309,275,471,532,360,123,2877,0,0,0,0,0,0,0,0,0,3,7,20,14,10,21,20,9,3,6,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,16,10,17,21,9,3,6,120,10,16,16,10,17,21,13,3,7,122,408,217,235,316,299,494,542,365,123,3001
UCL115121,1013,646,504,616,656,533,282,120,30,4406,0,3,0,0,0,0,0,0,0,3,11,12,15,11,5,10,3,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,15,11,5,10,3,6,0,75,11,14,15,8,8,10,4,6,0,83,1022,659,518,632,659,547,288,129,33,4490
UCL115122,177,126,69,107,179,145,163,65,21,1056,0,0,0,0,0,0,0,0,0,0,7,7,3,0,4,6,7,3,0,39,3,6,3,0,0,11,17,3,0,49,0,3,0,0,0,3,3,0,0,8,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,15,3,0,10,29,31,15,0,102,12,15,3,0,10,26,31,15,0,107,185,140,74,110,188,173,188,77,23,1162
UCL115123,252,94,76,140,145,169,179,59,19,1138,3,0,0,0,0,0,0,0,0,6,8,8,3,5,5,11,11,7,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,5,11,9,7,0,57,10,5,6,9,5,11,9,7,0,58,264,105,76,151,150,181,192,69,19,1198
UCL115124,404,170,187,303,318,266,167,55,12,1885,0,0,0,0,0,0,0,0,0,0,11,10,4,6,8,7,6,3,0,63,0,3,0,3,3,3,3,0,0,16,0,4,5,0,0,3,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,18,12,9,10,22,15,0,0,108,8,18,12,9,10,22,15,0,0,108,413,188,201,309,327,289,189,61,18,1988
UCL115125,248,179,119,156,220,211,96,28,43,1303,0,0,0,0,0,0,0,0,0,0,4,8,7,7,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,7,3,4,3,0,0,40,3,10,11,7,3,4,3,0,0,44,252,187,134,156,230,223,99,28,43,1340
UCL115126,337,176,180,227,325,524,738,428,185,3112,0,0,0,0,0,0,0,0,3,4,11,16,12,15,22,26,32,10,5,143,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,16,15,17,19,28,37,11,5,165,13,17,15,17,19,28,33,10,7,171,352,193,198,244,343,548,777,438,195,3286
UCL115127,1007,570,578,573,546,494,352,212,65,4408,0,3,0,0,0,0,0,0,0,4,14,30,17,14,14,15,4,5,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,20,18,14,15,4,5,0,120,14,37,20,18,14,15,4,7,0,123,1024,603,597,591,561,505,358,217,65,4528
UCL115128,759,356,388,364,481,586,536,281,102,3842,0,0,0,0,0,0,0,0,0,6,16,18,16,12,11,13,9,3,3,104,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,18,14,13,17,10,3,5,137,25,21,22,14,13,17,10,3,5,137,783,375,407,376,494,600,547,291,102,3985
UCL115129,207,104,113,147,212,255,198,121,44,1408,0,0,0,0,0,0,0,0,0,3,4,4,7,9,10,18,13,3,0,75,0,0,3,4,0,15,16,4,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,0,8,5,0,0,22,0,0,0,0,0,0,0,0,0,0,12,7,17,15,9,38,38,12,0,153,12,7,17,15,9,38,40,12,0,155,221,108,127,168,221,296,241,131,51,1558
UCL115130,192,116,95,133,183,358,611,388,121,2200,0,0,0,0,0,0,3,0,0,4,9,4,12,16,8,6,25,13,7,102,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,16,12,14,32,13,7,120,8,8,10,16,12,14,38,19,7,122,208,124,112,141,195,373,650,407,124,2320
UCL115131,695,395,370,337,497,490,506,372,183,3845,0,3,0,0,3,3,0,0,3,11,11,17,16,17,20,21,15,4,3,121,0,3,0,3,3,0,3,0,0,16,3,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,19,21,19,23,25,25,24,4,3,159,19,28,19,23,24,25,23,8,8,169,711,426,395,362,526,509,529,380,187,4014
UCL115132,433,231,183,260,248,449,492,287,106,2705,0,0,0,0,0,0,3,0,0,12,12,6,11,11,15,19,35,23,5,146,0,0,0,3,0,11,17,0,0,32,6,3,8,8,14,16,12,3,0,64,0,0,0,0,3,5,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,19,11,17,20,36,51,71,36,5,263,19,17,17,24,34,51,70,37,5,278,455,248,206,287,288,495,564,319,116,2977
UCL115133,391,218,172,235,224,192,107,59,21,1624,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,9,0,29,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,3,3,9,0,33,0,5,0,4,7,3,3,9,0,33,390,221,176,235,232,196,110,66,23,1652
UCL115134,625,340,361,379,380,338,258,137,85,2900,0,0,0,0,4,0,0,0,0,3,9,19,8,3,4,10,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,8,3,5,14,4,9,0,70,9,17,8,3,8,14,4,9,0,70,632,355,366,383,391,351,264,138,88,2971
UCL115135,351,147,159,194,202,329,438,221,88,2127,0,0,0,0,0,0,3,0,0,3,8,7,9,6,11,8,9,3,0,58,0,8,6,10,13,11,21,8,0,94,0,0,0,3,0,0,6,0,0,10,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,15,23,28,29,37,16,0,177,13,14,15,23,28,33,40,16,0,179,361,167,174,220,234,364,474,235,89,2305
UCL115136,122,54,63,99,103,208,177,87,31,932,0,0,0,0,0,4,3,0,0,6,4,4,3,3,0,11,19,7,0,60,6,0,0,0,0,16,18,22,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,8,6,0,30,0,0,0,0,0,0,0,0,0,0,12,4,5,5,4,29,46,34,3,146,12,6,5,5,4,32,53,37,3,151,133,63,70,103,109,243,226,118,31,1088
UCL115137,275,144,150,150,160,190,145,96,59,1370,0,0,0,0,0,0,0,0,0,0,9,14,3,7,10,4,7,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,19,11,4,12,7,11,0,0,75,9,19,11,4,12,7,11,0,0,75,286,157,163,157,174,203,151,91,60,1446
UCL115138,212,139,122,125,240,411,491,231,68,2050,0,0,0,0,0,0,3,0,0,3,0,16,3,5,9,16,23,4,4,83,0,0,0,0,0,3,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,12,3,0,28,0,0,0,0,0,0,0,0,0,0,3,15,4,12,14,25,39,3,3,134,3,15,4,12,14,25,39,3,7,138,221,155,128,139,256,439,537,242,73,2183
UCL115139,442,231,211,259,285,327,296,148,62,2261,0,0,0,0,3,0,0,0,0,7,12,6,7,10,10,16,12,4,0,70,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,7,11,9,29,18,5,0,95,12,6,10,9,9,25,21,5,0,100,453,242,222,270,295,359,312,155,66,2366
UCL115140,328,179,160,225,325,424,436,288,83,2442,0,0,0,0,0,0,0,0,0,0,4,18,4,8,7,32,41,18,3,136,0,0,0,0,0,3,45,18,0,68,3,3,0,0,3,7,3,4,0,22,0,0,0,0,0,3,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,4,8,11,47,99,41,4,242,7,25,4,8,13,47,99,38,4,245,337,199,166,227,339,468,536,327,87,2691
UCL115141,201,88,120,93,158,213,221,122,21,1238,0,0,0,0,0,0,0,0,0,3,12,5,10,3,4,16,13,3,0,60,0,0,0,0,0,3,4,0,0,13,0,0,0,0,0,9,3,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,12,5,8,3,4,27,34,3,0,95,12,10,9,3,4,27,34,3,0,95,212,92,124,97,168,236,254,125,21,1335
UCL115142,331,215,208,244,303,439,433,199,111,2477,0,0,0,0,0,0,0,0,0,4,12,14,12,15,9,23,20,4,0,113,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,13,14,16,24,17,29,26,8,0,140,14,14,16,24,16,29,26,8,3,139,340,228,224,268,314,466,458,211,113,2621
UCL115143,217,129,113,121,156,195,215,140,81,1362,0,0,0,0,0,0,0,0,0,7,4,13,9,3,9,7,0,4,0,46,0,0,0,0,0,0,3,0,0,7,0,4,0,4,4,3,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11,5,12,8,3,4,0,74,4,18,12,5,14,9,7,4,0,78,217,143,124,129,172,209,222,149,82,1439
UCL115144,378,154,232,159,175,166,93,42,14,1416,3,0,6,0,0,0,0,0,0,12,9,16,16,14,14,20,4,8,0,97,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,23,15,23,22,15,8,0,117,8,15,27,15,24,22,17,8,0,127,392,165,256,177,202,182,110,43,14,1547
UCL115145,201,129,134,119,146,153,122,46,12,1062,0,0,0,0,0,0,0,0,0,0,3,9,11,4,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,4,0,0,3,0,0,27,3,9,11,4,0,0,5,0,0,25,200,135,148,119,146,153,121,48,12,1088
UCL115146,444,204,226,258,248,258,198,74,27,1942,0,0,3,0,0,0,0,0,0,3,4,14,15,15,15,3,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,15,15,15,5,3,0,0,67,4,14,18,15,13,5,3,0,0,74,450,217,245,271,261,263,201,74,27,2016
UCL115147,194,115,97,88,132,158,165,109,50,1104,0,0,0,0,0,0,0,0,4,6,12,9,9,4,9,10,8,3,9,61,0,0,0,0,0,0,9,0,0,10,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,7,8,4,10,12,13,4,7,85,12,14,8,4,10,12,13,4,6,86,204,127,104,91,147,173,180,112,58,1186
UCL115148,273,134,148,139,160,182,209,118,48,1412,0,0,4,0,0,0,0,0,0,5,8,13,10,4,13,7,8,5,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10,4,13,6,16,5,6,74,10,17,9,4,13,6,16,5,6,81,285,156,164,144,167,190,220,123,53,1495
UCL115149,364,167,189,184,199,189,153,72,31,1550,0,0,0,0,0,0,0,0,0,0,9,10,12,6,7,18,8,3,0,76,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,7,8,17,10,3,0,90,9,11,12,7,15,17,10,3,0,99,373,180,210,187,214,207,160,74,29,1642
UCL115150,864,540,380,353,515,551,545,347,151,4247,0,0,0,0,3,0,0,0,0,12,39,25,30,31,23,32,21,21,10,216,0,6,3,0,0,0,3,0,0,13,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,30,31,22,35,32,24,10,251,36,34,30,29,24,33,31,23,15,260,902,565,411,384,543,582,575,366,161,4502
UCL115151,155,98,64,73,134,207,214,121,76,1141,0,0,0,0,0,0,3,0,0,3,0,3,6,0,7,13,13,4,3,46,0,3,6,0,3,14,26,6,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,13,3,8,28,36,18,4,124,0,7,13,3,8,32,38,19,4,125,151,102,71,74,141,236,259,136,77,1264
UCL115152,234,115,138,129,156,215,207,117,40,1342,0,0,0,0,0,0,0,0,0,8,12,10,8,0,6,5,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,5,7,0,7,5,5,3,0,44,13,8,9,0,7,5,3,4,0,55,246,119,145,132,168,221,211,120,42,1398
UCL115153,532,241,307,268,260,320,272,231,131,2570,0,0,0,0,0,0,0,0,0,4,8,24,33,21,31,25,15,12,8,179,0,0,11,0,3,0,16,5,0,32,3,3,8,7,5,11,0,0,0,42,3,0,0,3,3,3,8,3,0,23,0,0,6,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,32,56,39,48,45,39,27,8,299,13,35,56,41,48,49,44,27,8,306,547,273,362,312,309,366,312,257,142,2879
UCL115154,394,258,223,244,327,260,152,47,27,1931,0,0,0,0,0,0,0,0,0,3,9,11,10,4,4,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,4,10,10,3,0,0,53,8,11,7,4,10,10,3,0,0,55,405,271,228,250,334,273,157,52,25,1984
UCL115155,370,135,183,209,183,107,80,21,3,1285,0,0,0,0,0,0,0,0,0,0,6,5,3,4,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,3,0,4,0,0,30,6,5,3,4,3,0,4,0,0,30,372,141,190,210,183,103,83,25,3,1319
UCL115156,766,453,419,379,559,626,533,357,176,4268,4,3,3,0,0,3,3,0,0,15,28,26,27,13,24,30,17,14,8,192,0,0,3,0,3,0,0,0,0,3,0,3,3,0,4,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,37,17,31,33,20,17,8,217,35,28,40,17,32,38,18,19,8,234,803,488,454,394,587,665,555,379,183,4505
