UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL421030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,5,0,8,0,9,23,3,6,0,37,4,0,7,0,13,17,3,5,0,26,14,9,3,0,30,6,9,0,0,19,18,12,0,0,25,17,9,0,0,29,9,10,0,0,15,0,5,0,0,5,0,3,0,0,3,5,3,0,0,7,3,8,0,0,19,3,0,0,0,5,128,92,28,3,257
UCL421031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,3,0,3,9,0,0,0,14,3,3,3,0,7,6,3,0,0,6,5,9,3,0,14,7,5,5,0,13,4,6,0,0,8,10,11,0,0,15,7,0,0,0,9,0,4,0,0,4,3,0,0,0,3,3,4,0,0,3,3,10,0,0,14,0,0,0,0,0,69,50,17,3,132
UCL421032,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,5,0,0,0,4,17,0,3,0,26,4,9,0,0,10,11,7,3,0,15,8,0,3,0,11,4,0,0,0,8,10,17,0,0,18,11,5,0,0,16,3,3,0,0,8,3,4,0,0,6,0,0,0,0,0,4,3,0,0,9,4,3,0,0,5,4,0,0,0,4,91,46,23,0,161
UCL421033,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,0,6,0,4,3,0,8,9,0,6,0,16,6,3,4,3,14,4,3,0,0,15,3,3,3,0,8,12,7,0,0,13,3,0,3,0,7,9,0,0,0,6,5,4,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,4,3,4,0,9,62,48,32,0,140
UCL421034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,16,3,0,7,0,16,29,0,3,0,36,15,3,6,0,31,12,10,6,0,27,11,11,3,0,24,4,0,0,0,6,4,3,0,0,10,12,10,3,0,30,7,7,0,0,15,0,4,0,0,8,3,3,0,0,4,4,9,0,0,9,19,25,8,0,50,10,0,0,0,12,153,97,49,0,301
UCL421035,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,0,3,0,10,3,0,9,0,8,26,0,6,0,38,9,0,3,0,15,11,3,10,0,27,7,6,0,0,13,6,5,3,0,16,11,0,0,0,11,8,6,0,0,17,5,3,0,0,10,5,0,0,0,4,0,3,0,0,3,0,0,0,0,6,3,12,7,0,22,0,0,0,0,4,109,49,51,0,206
UCL421036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,9,0,3,0,15,5,8,0,0,15,3,4,6,0,11,6,8,3,0,18,9,10,4,0,26,6,7,0,0,12,8,39,0,0,43,10,20,0,0,32,3,15,0,0,21,0,7,0,0,8,0,13,0,0,10,4,18,4,0,25,0,0,0,0,0,68,157,21,3,247
UCL421037,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,9,0,3,0,11,14,0,0,0,23,15,0,3,0,16,8,3,5,0,16,6,0,0,0,10,9,5,0,0,9,5,3,0,0,4,7,3,0,0,6,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,7,0,21,0,0,0,0,3,95,32,19,0,146
UCL421038,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,5,0,0,0,7,3,3,10,0,17,23,3,4,0,35,9,3,0,0,18,11,12,0,0,22,12,10,5,0,24,11,8,3,0,15,5,7,3,0,14,15,10,0,0,28,8,11,0,0,19,3,0,0,0,7,0,0,0,0,0,3,0,0,0,6,8,14,3,4,29,0,0,0,0,3,129,84,36,3,246
UCL421039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,6,0,0,0,6,18,0,0,0,18,9,3,3,0,12,5,6,3,0,21,10,9,0,0,19,3,5,3,0,10,6,9,5,0,18,9,17,4,0,28,3,19,0,0,30,9,13,0,0,22,0,12,0,0,9,5,22,0,0,26,4,14,0,0,15,0,0,0,0,0,99,126,19,0,245
UCL421040,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,3,0,20,4,3,3,0,12,0,7,3,0,16,3,8,0,0,13,6,7,0,0,16,4,11,3,0,16,12,19,3,0,34,7,12,0,0,20,6,9,0,0,12,0,7,0,0,10,0,8,0,0,11,5,11,0,0,22,3,3,0,0,3,69,117,22,0,221
UCL421041,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,8,4,3,0,14,10,3,0,0,17,8,5,0,0,13,0,7,3,0,11,3,7,0,0,8,7,10,0,0,22,3,11,0,0,19,0,7,0,0,6,3,8,0,0,5,0,7,0,0,4,5,14,6,0,26,0,0,0,0,0,58,79,20,3,162
UCL421042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,3,15,0,5,0,22,6,0,3,0,7,6,10,0,0,17,13,9,0,0,23,3,3,0,0,5,4,7,0,0,17,6,12,0,0,18,7,0,0,0,12,5,0,0,0,5,0,0,0,0,4,3,0,0,0,3,0,7,0,0,7,3,0,0,0,3,72,54,16,5,143
UCL421043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,3,3,0,0,11,31,3,0,0,33,17,3,3,0,26,8,3,8,0,15,14,3,0,0,22,3,7,0,0,11,11,6,0,0,13,7,4,0,0,10,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,3,0,15,3,0,0,0,3,107,50,28,0,186
UCL421044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,0,6,6,0,3,0,7,28,0,0,0,30,9,4,4,0,20,7,7,0,0,15,10,7,0,0,20,7,5,0,0,13,6,0,0,0,8,6,8,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,9,0,0,9,11,8,11,0,23,0,0,0,0,0,93,51,22,0,174
UCL422001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,3,0,4,0,8,0,0,8,0,3,0,0,3,0,3,0,0,6,0,0,0,0,3,3,11,0,0,9,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,8,0,0,0,0,0,15,38,8,0,65
UCL422002,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,4,4,8,3,0,19,3,4,0,0,8,4,7,0,0,7,3,12,0,0,18,0,3,3,0,5,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,16,0,0,4,0,5,30,49,29,3,104
UCL422003,0,0,3,0,3,4,0,0,0,3,0,0,0,0,3,0,0,0,0,3,6,0,0,0,4,0,0,0,0,6,10,0,0,0,11,3,0,0,0,8,5,0,0,0,8,4,0,0,0,6,3,0,0,0,4,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,11,0,0,0,0,0,42,14,14,0,69
UCL422004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,0,3,0,3,3,0,0,0,7,3,3,3,0,5,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,3,4,0,0,4,3,4,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,3,30,27,15,0,67
UCL422005,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,5,7,0,0,0,9,0,0,3,0,5,4,3,0,0,8,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,27,15,15,0,61
UCL422006,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,7,0,3,0,13,5,0,0,0,5,8,0,0,0,13,7,4,0,0,8,0,4,0,0,7,3,0,0,0,3,10,5,0,0,13,4,4,0,0,7,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,0,0,10,0,0,0,0,0,64,31,11,0,102
UCL422007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,13,0,0,0,14,7,0,4,0,12,5,3,0,0,8,7,4,0,0,14,3,4,0,0,9,4,3,0,0,7,3,4,0,0,8,4,3,0,0,8,3,0,0,0,8,0,0,0,0,0,0,3,0,0,3,9,7,0,0,15,3,0,0,0,3,77,36,8,0,116
UCL422008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,4,10,0,0,0,13,0,0,5,0,9,4,3,0,0,7,9,0,0,0,11,0,3,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,42,11,9,0,65
UCL422009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,7,0,3,0,15,5,0,3,0,6,13,8,0,0,21,3,3,0,0,10,0,9,0,0,10,0,3,0,0,3,3,11,0,0,13,0,3,0,0,3,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,4,14,0,0,19,0,0,0,0,0,44,55,12,0,116
UCL422010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,5,3,0,0,0,7,5,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,7,5,0,0,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,29,18,3,0,53
UCL422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,0,0,5,3,0,0,0,8,7,4,0,0,13,14,3,3,0,16,0,0,0,0,0,5,0,0,0,11,7,8,0,0,9,0,4,0,0,8,0,9,0,0,10,0,0,0,0,3,0,5,0,0,6,6,5,0,0,9,0,0,0,0,0,65,41,8,0,110
UCL422012,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,6,0,0,0,9,0,0,5,0,3,15,0,0,0,19,3,4,0,0,9,3,4,0,0,6,0,0,3,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,34,17,19,0,70
UCL422013,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,0,5,0,12,3,0,4,0,8,6,7,3,0,15,9,5,0,0,26,7,7,3,0,20,3,3,0,0,4,6,9,0,0,12,0,6,0,0,9,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,9,4,0,10,0,0,0,0,4,48,47,23,3,123
UCL422014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,3,0,3,0,0,4,5,0,0,0,8,3,0,0,0,3,0,4,0,0,7,0,5,0,0,5,7,13,0,0,13,5,5,0,0,10,0,6,0,0,9,0,3,0,0,3,0,3,0,0,3,0,5,0,0,5,0,0,0,0,0,23,58,5,0,89
UCL422015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,4,0,0,0,0,3,5,0,0,0,5,5,0,0,0,3,3,0,0,0,5,5,5,0,0,5,8,4,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,9,0,0,0,0,0,31,23,9,0,59
UCL422016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,7,0,0,0,0,3,12,0,3,0,14,9,0,0,0,9,8,0,3,0,14,4,0,0,0,10,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,9,0,0,0,0,0,46,11,14,0,80
UCL422017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,3,9,0,0,0,7,4,0,0,0,5,7,0,0,0,6,3,3,0,3,9,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,30,20,10,3,62
UCL422018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,14,0,3,0,0,5,10,0,0,0,7,3,4,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,3,0,0,3,33,22,3,0,57
UCL422019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,4,3,6,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,21,17,10,0,51
UCL422020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,0,0,8,0,0,0,0,4,3,0,3,0,4,0,0,0,0,0,3,4,0,0,7,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,23,22,7,0,53
UCL422021,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,0,0,0,0,4,21,5,0,0,23,3,3,0,0,14,14,4,0,0,17,17,3,0,0,16,5,3,0,0,7,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,9,4,0,0,10,0,0,0,0,0,84,23,11,0,117
UCL422022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,4,8,0,0,0,15,3,0,3,0,7,3,3,3,0,12,0,3,0,0,8,0,4,0,0,6,3,0,0,0,3,6,4,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,41,28,8,0,83
UCL422023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,3,0,0,0,3,4,4,0,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,4,10,3,0,16,0,0,0,0,0,30,18,3,0,46
UCL422024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,7,0,0,0,7,10,0,3,0,10,10,4,0,0,13,4,6,0,0,14,7,4,0,0,9,5,16,0,0,20,4,9,0,0,14,3,8,0,0,12,0,3,0,0,3,0,7,0,0,6,4,15,0,0,22,0,0,0,0,4,60,76,7,0,142
UCL422025,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,9,0,0,11,0,3,0,0,4,3,0,4,0,4,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,3,12,25,16,0,51
UCL422026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,8,0,0,3,0,9,6,0,4,0,13,5,0,3,0,5,3,6,0,0,11,4,3,0,0,8,0,0,0,0,3,3,4,0,0,3,7,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,3,38,21,24,0,86
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,7,0,4,0,0,5,0,3,0,0,4,3,0,0,3,10,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,15,10,12,54
UCL422028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,4,0,0,0,4,16,0,0,0,18,3,3,0,0,6,7,4,0,0,15,7,3,0,0,10,3,0,0,0,3,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,3,0,7,3,0,0,0,0,51,24,10,4,85
UCL422029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,13,3,0,3,0,6,8,0,0,0,9,3,3,0,0,13,3,3,0,0,11,3,8,0,0,12,5,17,0,0,21,0,9,0,0,10,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,7,0,0,9,0,0,0,0,0,47,62,11,0,115
UCL422030,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,4,12,0,0,0,13,13,0,0,3,16,0,4,0,0,7,8,4,4,0,21,3,3,0,0,10,4,5,0,0,12,0,3,0,0,5,5,4,0,0,10,0,4,0,0,3,0,0,0,0,0,3,0,0,0,3,0,9,0,0,12,0,0,0,0,0,67,49,10,3,131
UCL422031,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,0,0,7,6,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,12,0,0,19,0,0,0,0,0,17,24,11,0,50
UCL422032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,11,0,0,0,11,5,0,3,0,8,3,0,0,0,5,9,5,0,0,11,0,0,0,0,0,3,4,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,0,0,3,34,18,11,0,64
UCL422033,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,9,0,0,10,0,7,0,0,7,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,3,0,0,7,14,30,9,4,60
UCL422034,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,3,0,15,0,0,3,0,3,15,0,3,0,17,3,0,3,0,5,6,5,0,0,6,3,0,0,0,5,4,4,0,0,5,3,4,0,0,5,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,52,21,18,0,88
UCL422035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,9,0,0,9,0,10,15,0,0,0,15,7,0,0,0,8,9,6,0,0,9,0,0,3,0,3,3,4,0,0,5,0,3,0,0,4,3,3,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,0,0,3,42,22,21,0,91
UCL422036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,3,3,3,0,0,6,6,9,3,0,18,4,4,0,0,9,0,0,0,0,0,4,8,0,0,9,4,8,0,0,13,3,7,0,0,11,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12,3,0,0,0,3,35,43,14,0,91
UCL422037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,3,4,5,0,0,8,0,0,0,0,3,0,0,0,0,3,4,3,3,0,6,3,7,0,0,9,3,7,0,0,8,0,3,0,0,3,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,26,34,3,0,67
UCL422038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,11,3,0,0,0,9,3,4,0,0,10,7,8,0,0,13,4,0,0,0,6,3,3,0,0,12,7,0,0,0,13,3,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,45,34,4,0,90
UCL422039,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,4,3,3,0,7,3,0,0,0,3,4,0,0,0,7,4,3,0,0,11,4,6,0,0,16,0,5,0,0,8,3,0,0,0,8,8,6,0,0,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,12,0,0,0,0,0,38,48,8,0,99
UCL422040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,6,0,6,8,3,9,0,18,0,0,3,0,7,3,8,0,0,9,7,15,3,0,25,6,0,0,0,3,8,4,0,0,9,3,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,11,0,3,0,0,3,49,43,27,6,126
UCL422041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,3,0,4,10,3,0,0,13,5,4,3,0,12,0,3,0,0,3,0,5,0,0,10,0,4,0,0,4,3,3,0,0,3,3,7,0,0,8,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,34,36,15,0,85
UCL422042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,5,4,0,0,0,4,6,3,3,0,9,3,0,0,0,5,10,3,0,0,14,3,3,0,0,5,3,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,37,25,14,0,68
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,10,0,0,0,11,4,3,0,0,11,0,0,0,0,0,5,3,3,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,0,3,41,17,14,0,66
UCL422044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8,0,3,0,11,4,4,0,0,11,4,0,0,0,9,3,0,0,0,3,0,0,0,0,3,0,5,0,0,3,0,0,0,0,3,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,3,0,3,41,22,15,0,74
