UCL_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL512001,10410,11298,21712,628,714,1342,13,19,36,9,12,27,17,21,40,8,7,15,1343,1452,2790,5,9,14,10,11,15,0,0,3,0,0,0,1410,1535,2940,96,99,193,44,35,76,2177,2376,4557,1585,1221,2806,14173,14904,29075
UCL512002,8870,9688,18562,1070,1165,2237,10,18,34,20,21,40,26,23,48,3,11,8,820,869,1689,8,3,10,9,6,10,0,0,0,0,0,0,891,947,1843,47,70,118,29,35,64,2042,2219,4259,1115,1158,2275,12022,13069,25089
UCL512003,11577,11978,23552,733,804,1538,19,22,40,18,16,36,31,25,57,7,7,14,1305,1462,2770,4,4,11,15,16,27,0,0,0,3,0,3,1411,1553,2961,98,111,204,42,48,93,2282,2515,4793,1645,1581,3224,15500,16065,31567
UCL512004,10737,10056,20793,742,645,1385,56,51,100,47,47,96,80,86,169,54,43,94,1395,1306,2703,23,22,43,24,21,49,0,0,0,0,0,0,1678,1579,3258,136,192,327,50,49,99,2609,2468,5074,1907,1569,3479,15253,14096,29351
UCL513001,4401,4299,8701,698,768,1466,32,40,72,56,66,116,67,62,133,19,12,36,485,535,1016,8,11,20,29,25,54,0,0,3,6,3,11,703,757,1456,74,115,188,6,17,21,1485,1652,3130,1000,930,1925,6884,6880,13761
UCL513002,3762,3876,7632,440,463,905,10,11,24,13,14,19,18,12,34,8,8,9,225,229,460,4,3,9,4,0,11,0,0,0,0,0,3,281,283,561,12,20,37,11,15,25,742,779,1523,598,547,1147,5103,5203,10302
UCL513003,4949,4319,9264,1186,1066,2250,51,41,91,37,19,58,70,70,140,27,14,41,701,700,1404,10,12,25,26,26,57,0,0,0,0,0,0,925,885,1811,91,121,213,34,16,57,2228,2093,4323,1104,841,1948,8283,7252,15532
UCL513004,4119,3514,7635,803,821,1626,62,51,111,38,39,72,127,116,243,21,20,40,750,675,1428,13,11,22,20,15,32,3,3,10,0,0,0,1033,927,1965,82,84,173,19,15,36,1946,1851,3803,1146,989,2141,7217,6357,13575
UCL514001,2771,2722,5496,215,253,476,3,0,3,7,7,12,4,4,10,0,0,0,164,177,343,0,0,0,0,0,0,0,0,0,0,0,0,178,190,368,11,14,24,10,8,19,414,469,884,374,355,734,3560,3547,7109
UCL514002,2127,2143,4274,220,266,488,16,13,26,4,11,15,9,9,17,0,0,5,202,224,423,0,4,3,9,6,12,0,0,0,5,0,4,236,263,501,38,38,79,10,4,17,506,573,1079,295,274,573,2931,2991,5921
UCL514003,2250,2300,4553,274,295,571,5,9,17,7,9,20,12,9,19,7,4,12,212,242,455,0,3,3,0,0,3,0,0,0,0,0,0,247,280,525,68,78,147,6,3,10,591,658,1245,259,238,496,3093,3195,6291
UCL514004,2358,2485,4845,220,230,447,0,3,3,5,10,17,0,4,10,5,7,12,172,180,352,3,3,9,0,0,3,0,3,3,0,0,0,193,210,402,22,22,40,14,10,21,442,470,908,360,341,699,3165,3299,6461
UCL514005,2982,3088,6076,224,201,426,13,13,29,5,8,20,6,12,13,3,0,3,543,573,1114,0,5,5,3,3,6,0,0,0,0,0,0,577,617,1194,46,60,107,7,8,12,848,886,1734,453,455,909,4287,4432,8716
UCL515001,423,447,876,26,40,67,0,0,0,0,0,0,0,0,0,0,0,4,29,41,67,0,0,0,0,0,0,0,0,0,0,0,0,34,42,75,3,3,3,0,0,3,59,87,143,40,45,87,525,580,1102
UCL515002,465,453,918,42,40,80,0,4,7,3,0,3,0,0,0,0,0,0,45,54,94,0,0,0,0,0,0,0,0,0,0,0,0,53,60,108,3,0,10,0,0,0,100,97,200,47,37,84,615,591,1208
UCL515003,511,563,1075,40,58,93,0,0,0,0,0,0,0,0,0,0,0,0,48,60,111,0,0,0,0,0,0,0,0,0,0,0,0,51,67,113,3,4,7,0,0,0,90,120,215,67,79,146,672,763,1437
UCL515004,592,650,1240,55,60,109,25,9,34,3,0,10,0,0,3,0,0,0,126,101,227,3,0,0,0,0,0,3,0,3,0,0,0,162,123,284,16,7,21,3,0,3,227,189,414,91,98,190,912,939,1851
UCL515005,784,800,1577,43,41,85,0,0,0,0,0,0,0,0,0,0,3,4,80,81,154,0,0,0,0,3,6,0,0,0,0,0,0,83,84,164,0,3,3,0,0,0,123,128,257,78,80,159,988,1009,2001
UCL515006,1556,1457,3008,135,132,273,4,6,6,0,5,7,15,3,18,3,3,5,130,136,260,0,0,3,4,5,8,0,0,0,0,0,0,153,159,313,20,27,52,4,10,14,317,326,643,385,341,724,2255,2121,4373
UCL515007,496,515,1006,50,45,90,0,0,0,0,3,3,0,0,0,0,0,0,111,113,225,0,0,0,0,0,0,0,0,0,0,0,0,111,118,228,3,7,11,0,3,3,161,168,337,88,78,168,743,767,1509
UCL515008,414,352,768,40,27,72,4,4,9,0,0,3,3,6,10,3,0,3,57,54,109,0,4,7,0,0,3,0,0,0,0,0,0,71,73,141,3,4,6,0,3,3,120,109,222,53,42,96,587,503,1089
UCL515009,888,1001,1891,92,73,168,0,0,3,0,0,0,0,0,0,0,0,0,88,118,205,0,0,0,0,0,3,0,0,0,0,0,0,98,123,213,3,4,3,6,6,11,192,205,397,115,138,251,1194,1348,2542
UCL515010,1125,1115,2242,142,180,322,3,0,7,3,8,14,8,4,15,3,0,4,116,112,229,0,0,0,9,7,12,0,0,0,0,0,0,140,140,284,20,16,33,19,14,33,324,352,670,173,199,374,1623,1671,3288
UCL515011,881,975,1854,80,78,162,3,0,3,0,3,4,0,4,3,0,0,0,64,83,149,0,0,0,0,0,0,0,0,0,0,0,0,75,90,167,14,15,30,0,8,6,167,196,359,126,138,269,1179,1308,2481
UCL515012,672,668,1345,60,76,144,5,6,9,0,0,0,10,8,17,0,3,3,132,161,295,0,0,0,0,0,0,0,0,0,0,0,0,147,182,331,5,3,10,0,0,0,212,258,474,98,89,182,983,1021,2004
UCL515013,916,832,1753,108,109,221,3,0,3,0,7,8,13,10,18,5,5,7,74,73,147,0,0,3,4,4,6,3,7,5,3,0,7,95,102,199,16,14,30,4,0,4,224,229,452,129,114,245,1275,1172,2454
UCL515014,375,390,766,28,25,53,0,0,0,10,7,15,4,4,11,0,0,0,36,42,78,3,3,3,3,9,10,0,0,0,0,0,0,56,65,123,8,8,19,6,8,14,100,113,211,67,84,148,540,576,1124
UCL515015,1023,1057,2086,102,101,196,0,3,7,0,0,3,0,3,0,0,0,0,58,56,110,0,0,0,0,0,0,0,0,0,0,0,0,62,58,120,31,33,65,0,0,3,192,194,384,121,138,257,1330,1390,2722
UCL515016,502,495,1000,50,56,104,0,0,0,0,3,0,3,0,4,3,3,9,72,64,134,0,0,0,0,0,0,0,0,0,0,0,0,76,75,150,3,4,7,3,3,4,138,130,269,73,82,153,711,710,1416
UCL515017,499,490,983,49,45,96,3,3,3,3,0,4,3,5,9,0,0,0,29,29,57,0,3,5,0,0,3,0,0,0,0,0,0,35,39,74,0,3,6,4,4,8,92,89,181,96,81,172,687,654,1340
UCL515018,645,614,1262,49,51,100,0,3,5,8,4,7,10,10,20,0,0,0,60,74,132,5,5,10,0,0,0,0,0,0,0,0,0,89,95,181,3,0,5,3,4,8,143,154,298,106,96,201,886,871,1757
UCL515019,1312,1308,2621,141,100,239,3,3,10,4,0,4,4,6,6,3,0,3,113,93,206,0,0,0,0,0,0,0,0,0,0,0,0,129,105,227,11,15,24,3,3,7,277,223,503,271,271,542,1860,1798,3660
UCL515020,1366,1353,2718,208,262,465,20,23,39,17,15,38,34,30,58,4,8,9,102,130,231,3,5,4,18,17,35,0,3,6,0,0,0,190,224,420,43,30,70,12,15,26,455,533,986,280,279,558,2100,2155,4257
UCL515021,712,670,1381,26,30,59,0,0,0,3,5,9,0,0,0,0,0,3,62,57,127,0,3,3,0,0,0,0,0,0,0,0,0,73,69,134,3,3,6,0,0,0,99,101,200,64,42,100,869,814,1684
UCL515022,1584,1597,3180,148,157,310,3,3,4,4,3,7,0,0,3,4,0,3,108,128,234,0,0,0,0,0,0,0,0,0,0,0,0,122,137,259,16,3,24,5,3,8,290,305,593,172,221,397,2045,2125,4169
UCL515023,996,919,1917,102,89,192,0,0,3,0,3,4,6,3,6,0,0,0,94,86,176,0,0,0,0,0,0,0,0,0,0,0,0,102,95,191,45,23,69,4,8,13,247,213,467,121,102,224,1364,1236,2603
UCL515024,603,572,1180,55,53,107,0,0,0,0,0,0,0,0,0,0,4,4,40,37,75,0,0,0,0,3,4,0,0,0,0,0,0,40,39,83,5,8,10,0,0,0,105,104,203,80,101,176,785,778,1557
UCL515025,679,741,1425,73,62,135,0,0,0,5,0,3,0,0,0,0,0,0,57,61,122,0,3,3,0,0,0,0,0,0,0,0,0,62,64,129,7,9,16,0,0,0,143,135,279,88,95,186,917,972,1890
UCL515026,1493,1593,3086,122,138,264,3,5,6,3,4,5,8,7,14,0,3,3,128,150,273,0,0,0,6,6,9,0,0,0,0,0,0,139,168,311,17,19,39,9,5,17,290,338,627,247,273,516,2028,2203,4231
UCL515027,1450,1216,2664,223,216,444,23,25,46,19,10,32,18,22,41,5,3,9,245,208,450,6,3,9,3,3,4,0,0,0,0,0,0,315,277,595,21,29,49,3,7,12,569,527,1094,467,269,737,2485,2015,4496
UCL515028,507,394,899,76,68,139,3,4,3,3,3,9,4,11,13,0,3,4,44,45,89,0,0,0,0,3,5,0,0,0,0,0,0,63,69,128,0,3,8,0,0,0,138,140,276,110,50,162,755,583,1338
UCL515029,1309,1439,2750,104,130,237,3,5,7,0,7,6,11,7,11,0,0,0,171,183,356,0,0,4,0,0,3,3,0,3,0,0,0,192,199,391,5,12,18,5,0,6,300,350,651,233,223,457,1848,2016,3859
UCL515030,1046,1079,2128,93,111,209,0,0,3,3,3,4,0,0,3,0,0,0,84,81,161,0,0,0,0,0,0,0,0,0,0,0,0,91,86,173,0,3,7,0,0,0,191,198,390,130,121,253,1367,1399,2766
UCL515031,1075,866,1934,124,117,247,9,6,13,9,13,19,18,17,29,3,3,3,160,150,308,0,0,4,0,3,3,0,0,0,0,0,0,195,191,381,17,16,26,0,0,0,341,321,662,160,119,279,1574,1304,2880
UCL515032,829,789,1614,33,43,77,0,3,4,0,3,5,3,0,5,3,3,4,111,100,216,0,0,0,0,0,0,0,0,0,0,0,0,122,116,235,10,13,26,12,7,14,182,170,355,133,136,263,1146,1092,2232
UCL515033,488,506,991,38,44,86,0,0,0,3,0,5,0,0,0,0,3,5,38,49,87,0,0,4,0,0,0,0,0,0,0,0,0,42,61,106,0,0,3,3,3,9,92,105,194,76,82,157,650,691,1350
UCL515034,863,876,1743,48,48,104,0,0,6,3,0,4,0,0,0,0,0,0,83,92,173,0,0,0,0,4,4,0,0,0,0,0,0,90,96,183,3,5,7,0,0,3,141,159,298,151,173,325,1156,1207,2364
UCL515035,551,452,1002,68,52,119,3,0,8,0,0,0,11,3,14,3,0,3,68,57,124,0,0,0,0,0,0,0,0,0,0,0,0,90,67,153,3,6,10,0,0,3,158,131,289,207,54,262,916,630,1541
UCL515036,920,977,1896,72,71,147,0,0,0,3,0,3,0,7,7,4,3,12,80,82,163,0,0,0,0,0,3,0,0,0,0,0,0,95,97,186,0,0,0,3,4,4,170,172,336,147,144,289,1238,1287,2529
UCL521001,236,244,473,9,10,20,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,0,0,0,0,0,0,15,18,39,18,21,37,269,284,547
UCL521002,321,297,616,3,5,8,0,0,0,0,0,0,0,0,3,0,0,0,21,22,40,0,0,0,0,0,0,0,0,0,0,0,0,22,23,42,0,0,0,0,0,0,28,28,55,25,21,45,369,348,717
UCL521003,349,365,713,20,23,39,0,0,0,0,0,0,0,0,0,0,0,3,21,14,34,0,0,0,0,0,0,0,0,0,0,0,0,19,19,39,0,0,0,3,0,3,40,42,77,62,62,125,454,470,922
UCL521004,262,292,561,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,11,22,0,0,0,3,0,0,0,0,0,0,0,0,14,14,30,0,0,0,3,5,6,21,25,42,3,7,6,281,328,613
UCL521005,406,411,818,42,51,92,3,0,3,6,0,6,3,0,5,5,0,3,63,49,114,0,0,0,0,0,0,0,0,0,0,0,0,72,54,126,0,0,4,0,0,3,120,108,225,51,38,90,574,557,1129
UCL521006,324,332,653,8,13,17,0,0,3,0,0,0,0,0,0,0,0,0,39,32,71,0,0,0,0,0,0,0,0,0,0,0,0,42,37,74,0,0,3,0,0,0,48,46,97,29,23,53,391,409,800
UCL521007,165,206,374,10,25,38,0,0,0,0,0,0,0,0,0,0,0,0,20,26,47,0,0,0,0,0,0,0,0,0,0,0,0,20,30,49,0,0,0,0,0,0,36,52,85,29,36,60,221,295,517
UCL521008,200,201,406,11,16,29,0,0,0,0,0,3,0,0,0,0,0,0,17,27,46,0,0,0,0,5,5,0,0,0,0,0,0,21,31,57,0,3,3,0,0,0,33,51,85,39,47,89,283,299,577
UCL521009,203,196,392,24,24,45,0,0,0,0,0,0,0,0,0,0,0,0,12,14,32,0,0,0,0,0,0,0,0,0,0,0,0,12,14,32,0,3,0,0,0,0,38,40,76,27,25,54,268,257,522
UCL521010,309,282,591,17,18,38,0,0,0,0,0,0,0,4,4,0,0,0,31,33,60,0,0,0,0,0,0,0,0,0,0,0,0,31,35,62,0,0,0,0,0,0,47,52,105,37,36,77,393,372,767
UCL521011,240,234,476,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,26,32,57,0,0,0,0,0,0,0,0,0,0,0,0,23,32,60,0,0,0,0,0,0,33,39,72,19,25,45,289,303,587
UCL521012,177,178,360,9,17,26,0,0,0,0,0,0,0,0,0,0,0,0,23,26,52,0,0,0,0,0,0,0,0,0,0,0,0,23,26,52,0,0,0,0,0,0,34,40,77,32,27,60,244,245,494
UCL521013,264,268,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,51,0,0,0,0,0,0,0,0,0,0,0,0,28,21,51,0,0,0,3,0,3,33,21,56,22,22,45,318,312,623
UCL521014,210,180,396,8,6,18,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28,0,0,0,0,0,0,0,0,0,0,0,0,16,14,28,14,3,15,0,0,0,38,19,56,36,30,74,292,237,524
UCL521015,365,358,724,9,6,17,0,0,0,0,0,0,0,0,0,0,0,0,22,25,48,0,0,0,0,0,0,0,0,0,0,0,0,22,25,50,0,0,0,0,0,0,35,36,68,27,33,58,425,424,855
UCL521016,324,274,595,12,16,31,0,0,0,0,0,0,3,0,3,0,4,6,38,49,87,0,0,0,0,0,0,0,0,0,0,0,0,47,54,95,11,3,13,7,0,7,71,76,142,59,58,115,453,405,862
UCL521017,273,248,520,31,32,61,0,0,0,0,0,0,0,0,0,0,0,0,20,33,52,0,0,0,0,0,0,0,0,0,0,0,0,20,30,53,4,4,4,0,0,0,58,71,124,46,39,84,370,354,729
UCL521018,318,272,589,26,19,44,0,0,0,0,0,0,0,0,3,0,0,0,10,14,29,0,0,0,0,0,0,0,0,0,0,0,0,11,19,33,7,14,23,0,0,0,48,54,101,44,41,82,402,368,772
UCL521019,263,239,499,39,32,74,0,0,0,0,0,0,0,0,0,0,0,0,15,20,38,0,0,0,0,0,0,0,0,0,0,0,0,20,19,40,8,3,10,0,0,0,63,58,122,34,32,61,362,327,686
UCL521020,264,234,497,34,19,53,3,0,3,0,3,3,4,0,3,4,3,4,21,35,54,0,0,0,0,0,0,0,0,0,0,0,0,28,42,68,0,6,6,0,0,0,56,69,131,36,29,65,358,328,687
UCL521021,309,280,588,7,0,6,0,0,0,0,0,0,3,0,4,0,0,0,12,14,22,0,0,0,0,0,0,0,0,0,0,0,0,15,12,24,0,3,5,0,0,0,19,12,37,21,26,50,353,314,671
UCL521022,306,334,639,32,35,66,0,0,0,0,0,0,0,0,0,0,0,0,21,21,41,0,0,0,0,0,3,0,0,0,0,0,0,19,21,43,6,6,20,0,0,0,59,63,126,35,38,72,402,438,839
UCL521023,230,229,452,29,52,81,4,0,3,0,0,0,0,0,0,0,0,0,23,23,42,0,0,0,0,0,0,0,0,0,0,0,0,25,21,45,3,3,8,0,0,0,62,77,139,29,33,70,316,340,659
UCL521024,213,224,437,9,14,21,0,0,0,0,3,3,0,0,0,3,0,3,28,22,46,0,0,0,0,0,0,0,0,0,0,0,0,34,21,54,4,7,14,0,0,0,50,40,88,37,18,56,298,287,581
UCL521025,190,189,380,8,12,22,0,0,0,0,0,0,0,0,3,0,0,0,6,19,24,0,0,0,0,0,0,0,0,0,0,0,0,9,17,29,0,0,3,0,0,0,20,30,57,48,41,87,254,267,520
UCL521026,493,543,1034,44,38,77,0,3,3,4,0,3,4,4,6,0,0,0,40,41,82,4,3,6,3,3,11,0,0,0,0,0,0,56,57,112,8,5,12,38,33,74,139,132,276,102,103,211,736,775,1518
UCL521027,268,271,545,4,4,4,0,0,0,0,0,0,0,0,3,0,0,0,20,29,51,0,0,0,0,0,0,0,0,0,0,0,0,23,28,53,0,0,0,0,0,0,22,31,61,22,16,38,316,323,640
UCL521028,203,208,412,19,18,38,3,0,3,0,0,0,0,0,0,0,0,0,26,22,49,0,0,0,0,0,0,0,0,0,0,0,0,30,26,51,0,0,0,0,0,0,47,47,96,37,29,61,285,279,566
UCL521029,305,312,619,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,24,28,46,0,0,0,0,0,0,0,0,0,0,0,0,23,26,47,0,0,0,0,0,0,29,37,61,33,29,65,368,380,746
UCL521030,257,210,465,25,24,47,0,3,3,0,0,0,4,8,9,0,3,4,32,27,59,0,0,0,0,3,3,0,0,0,0,0,0,42,40,77,3,0,3,3,0,5,72,59,135,108,41,143,431,305,741
UCL521031,348,354,704,15,17,25,0,0,0,0,0,0,0,0,0,0,0,0,15,16,28,0,0,0,0,0,0,0,0,0,0,0,0,16,19,33,4,0,4,0,0,0,29,31,59,50,56,101,428,443,872
UCL521032,434,470,904,26,32,54,0,4,4,0,0,0,0,0,0,0,0,0,24,23,44,0,0,0,0,0,0,0,0,0,0,0,0,24,26,44,10,5,14,0,0,0,59,60,114,63,65,128,552,593,1150
UCL521033,185,170,353,11,11,24,0,0,0,0,0,0,5,4,10,0,0,3,18,18,44,0,0,0,0,0,0,0,0,0,0,0,0,28,27,51,0,0,3,0,0,0,33,44,79,22,36,59,250,249,493
UCL521034,254,213,473,20,24,43,0,0,0,0,0,0,0,0,0,0,0,0,32,37,68,0,0,0,0,0,0,0,0,0,0,0,0,32,37,70,4,42,42,0,0,4,56,97,154,45,37,82,355,351,710
UCL521035,169,144,314,31,17,46,0,0,0,0,0,0,0,0,0,0,0,0,18,22,41,0,0,0,0,0,0,0,0,0,0,0,0,18,22,45,3,8,5,0,0,0,52,44,100,80,58,139,307,247,554
UCL521036,230,246,469,9,5,20,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,3,3,3,19,17,38,0,4,3,252,265,514
UCL521037,224,248,474,0,4,7,0,0,4,0,0,0,0,0,0,0,0,0,24,17,38,0,0,0,0,0,0,0,0,4,0,0,0,20,20,44,3,0,4,0,0,0,32,24,55,31,27,63,287,304,590
UCL521038,159,160,316,14,17,32,0,0,0,3,0,3,0,3,5,3,0,0,32,34,69,0,0,0,0,0,0,0,0,0,0,0,0,37,39,78,0,3,3,0,0,0,58,60,118,63,64,128,285,278,564
UCL521039,180,160,341,21,21,36,0,0,0,0,0,0,0,0,0,0,0,0,38,31,67,0,0,0,0,0,0,0,0,0,0,0,0,41,31,71,0,0,0,0,0,0,58,51,106,23,26,45,258,241,500
UCL521040,331,316,645,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,17,15,35,0,0,0,0,0,0,0,0,0,0,0,0,23,15,38,0,0,0,0,0,0,23,16,43,42,21,68,398,355,756
UCL521041,620,573,1193,10,8,14,0,0,0,0,0,0,0,0,0,0,0,0,55,56,105,0,0,0,0,3,3,0,0,0,0,0,0,56,59,113,0,0,0,0,0,0,58,66,124,78,60,141,760,697,1458
UCL521042,212,215,423,19,20,35,0,0,0,0,0,0,0,0,0,0,0,0,26,27,52,0,0,0,0,0,0,0,0,3,0,0,0,27,30,53,3,0,0,0,0,0,53,46,96,35,28,64,294,285,584
UCL521043,207,178,387,21,20,41,0,0,0,3,3,3,3,0,3,4,0,5,29,20,47,0,0,0,0,0,0,0,0,0,0,0,0,37,29,69,3,3,6,0,0,0,55,50,110,32,33,64,295,270,566
UCL521044,367,373,737,17,19,42,0,0,0,0,0,0,0,0,0,0,0,0,29,31,58,0,0,0,0,0,0,0,0,0,0,0,0,29,34,61,5,3,4,0,0,0,55,56,111,50,42,90,466,473,942
UCL521045,305,306,608,20,29,46,3,3,5,0,0,0,0,0,0,0,0,0,24,19,46,0,0,0,0,0,0,0,0,0,0,0,0,29,22,48,0,0,0,0,0,0,49,50,93,51,46,93,399,393,798
UCL521046,295,290,580,26,34,57,0,0,3,0,0,0,0,0,0,0,0,0,33,24,61,0,0,0,0,0,0,0,0,0,0,0,0,39,25,62,3,0,3,3,0,4,71,56,130,30,26,58,393,373,770
UCL521047,280,231,512,31,36,66,3,3,4,3,3,3,9,9,13,0,0,0,56,48,111,3,0,3,0,0,0,0,0,0,0,0,0,71,60,134,3,5,8,0,0,0,110,103,212,60,53,112,449,384,837
UCL521048,282,244,528,13,14,24,0,0,0,0,0,0,4,0,3,0,0,0,34,21,56,0,3,3,0,0,0,0,0,0,0,0,0,37,30,68,0,0,4,3,0,4,52,42,98,30,23,49,362,317,675
UCL521049,306,280,590,8,10,15,0,0,0,0,0,0,0,0,3,0,0,0,11,9,26,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29,0,3,9,0,0,0,22,27,53,43,31,71,372,336,711
UCL521050,283,286,570,29,31,61,0,0,0,0,0,0,0,0,0,0,0,0,41,29,65,0,0,0,0,0,0,0,0,0,0,0,0,38,29,64,0,3,3,0,0,0,69,60,127,50,58,104,403,399,803
UCL521051,214,249,469,12,9,24,0,0,0,0,0,4,0,0,0,0,0,0,19,21,34,0,0,0,0,0,0,0,0,0,0,0,0,18,20,37,0,0,0,0,0,0,30,31,62,40,34,74,284,319,608
UCL521052,206,206,418,37,41,76,3,0,0,0,0,0,0,0,0,0,0,0,25,31,57,0,0,0,0,0,0,0,0,0,0,0,0,24,32,57,0,0,0,3,5,8,64,75,143,32,30,58,308,311,622
UCL521053,525,516,1041,0,8,12,0,0,3,0,0,0,0,0,0,0,0,0,52,46,96,0,0,0,0,0,0,0,0,0,0,0,0,55,45,99,3,0,3,8,0,8,61,53,116,52,47,98,642,613,1252
UCL521054,244,203,447,30,20,48,3,0,3,0,0,0,0,0,0,0,0,0,29,24,51,0,0,0,0,0,0,0,0,0,0,0,0,30,24,55,4,3,9,3,0,3,66,52,109,40,28,69,350,278,628
UCL521055,351,370,716,30,32,63,0,0,0,0,0,0,0,0,0,0,0,3,27,42,74,0,0,3,0,0,0,0,0,0,0,0,0,32,43,75,4,3,6,0,3,3,56,84,143,53,54,110,461,509,972
UCL521056,220,220,443,13,9,23,0,0,0,0,0,0,0,0,0,0,0,0,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,14,5,23,3,0,3,29,32,59,62,51,113,11,6,15,286,279,566
UCL521057,285,261,549,40,40,79,0,0,0,0,0,0,0,0,0,0,0,0,26,17,43,0,0,0,0,0,0,0,0,0,0,0,0,26,17,43,4,0,4,0,0,0,71,54,122,16,20,32,370,334,705
UCL521058,247,258,505,13,6,17,0,0,0,0,0,0,0,0,3,0,0,0,11,14,24,0,0,0,0,0,0,0,0,0,0,0,0,9,16,24,3,3,11,0,0,0,24,27,51,33,47,77,311,326,636
UCL521059,365,387,754,18,29,47,0,0,0,0,0,0,0,0,0,0,0,0,25,35,62,0,0,0,0,0,0,0,0,0,0,0,0,25,40,62,0,0,0,0,3,3,42,69,112,38,40,70,447,492,942
UCL521060,183,204,384,29,42,73,0,3,4,0,0,5,0,0,0,0,0,0,23,17,37,0,0,0,0,0,0,0,0,0,0,0,0,26,23,53,0,0,3,0,0,0,55,68,123,33,49,84,273,327,598
UCL522001,102,115,215,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,43,45,86,51,53,104,17,22,38,164,191,352
UCL522002,83,112,199,6,15,25,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,5,0,0,0,12,20,38,8,13,21,112,148,263
UCL522003,146,155,301,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,11,17,0,0,0,0,3,3,0,0,0,0,0,0,9,16,18,0,0,0,13,19,34,21,32,54,6,5,9,175,190,365
UCL522004,137,140,280,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,9,15,18,13,33,0,0,0,157,158,319
UCL522005,134,136,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,0,0,0,22,20,39,24,24,49,12,9,20,173,171,344
