UCL_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL113003,3,20,3,0,0,0,0,0,0,26,4,7,18,3,3,3,3,3,3,48,71,49,491,22,26,16,130,57,9,869,31,0,97,15,8,5,35,21,0,210,6,4,10,3,3,0,18,5,0,51,6,82,6,22,3,0,6,0,0,118,18,78,5,14,0,0,4,7,0,127,52,37,14,13,26,29,24,8,7,206,4,22,3,83,4,7,9,6,0,138,3,11,0,0,0,0,0,0,0,19,6,3,48,10,0,3,10,9,4,93,0,0,0,0,0,0,3,0,0,3,6,3,4,4,4,0,10,4,0,37,7,3,17,5,7,11,19,19,11,105,218,315,713,198,86,81,268,145,39,2065,0,6,0,3,0,0,0,0,0,15,0,8,4,0,7,0,0,0,0,20,3,0,8,4,6,0,0,8,0,30,0,3,0,0,0,0,0,0,0,12,0,4,0,0,3,0,0,3,0,18
UCL113004,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,48,26,86,8,12,7,25,18,0,228,26,0,75,0,0,6,14,23,4,145,15,10,9,0,0,10,0,15,0,68,8,21,3,5,0,0,0,0,0,31,9,20,0,4,0,0,0,0,0,32,46,20,5,0,3,10,4,6,0,98,9,12,0,20,0,0,0,4,0,40,3,3,0,0,0,0,0,3,0,11,12,3,31,0,0,0,3,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,13,8,3,4,3,0,3,4,9,0,31,178,114,223,43,20,48,55,81,5,764,3,3,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,13,0,0,3,0,3,0,0,0,0,7,3,5,0,0,0,0,0,0,0,11
UCL113005,3,9,0,3,3,0,0,0,0,19,4,8,10,0,3,3,0,4,0,27,58,40,195,18,10,27,49,63,11,469,74,13,175,3,0,14,9,48,3,342,7,10,34,0,7,7,6,18,3,92,9,89,3,23,0,5,3,3,3,135,16,66,3,6,0,3,3,3,0,106,73,46,11,12,21,27,9,12,3,216,14,49,9,40,9,8,5,5,3,142,3,10,5,0,0,3,0,4,0,23,13,3,89,16,0,12,15,19,0,173,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,13,7,0,15,4,0,15,11,20,14,91,289,341,551,128,61,128,117,217,46,1864,4,10,5,0,0,0,0,0,0,22,4,6,0,7,10,3,0,3,0,23,0,0,4,0,7,3,3,4,0,24,0,3,0,0,0,0,0,0,0,6,5,6,0,3,3,4,0,0,0,25
UCL113006,3,11,4,3,3,0,0,0,0,19,3,0,11,3,6,0,0,3,0,24,56,43,266,21,20,28,73,44,10,556,38,4,103,14,10,3,21,34,4,236,7,8,17,0,12,3,9,12,4,77,8,60,0,32,3,0,0,3,0,108,11,56,0,11,4,0,0,3,0,96,47,29,10,13,35,29,13,11,4,194,7,40,6,86,10,7,6,12,5,175,3,22,3,3,0,4,0,3,0,41,8,3,46,6,0,8,9,12,0,93,0,0,0,0,0,0,0,0,0,0,7,4,7,4,3,0,5,7,0,35,8,3,12,7,4,5,17,9,9,73,203,284,485,210,98,101,155,164,30,1729,6,4,0,0,3,3,0,3,0,15,0,3,3,0,3,3,0,0,0,13,3,6,0,0,0,0,0,3,0,20,3,0,0,0,3,0,0,0,0,10,3,3,4,0,3,0,0,4,0,19
UCL113007,15,19,14,3,0,3,4,19,3,89,12,14,15,0,0,9,3,12,0,63,115,52,472,17,28,32,94,89,17,911,90,9,158,6,7,11,25,57,0,363,38,38,26,0,4,8,16,22,3,150,6,68,3,15,3,3,4,3,0,111,13,76,3,5,3,0,3,12,0,107,85,66,8,11,24,46,22,36,0,303,13,40,4,56,4,5,8,16,3,159,12,11,12,3,0,0,0,3,0,39,23,0,46,0,3,11,10,27,0,119,0,0,0,3,0,0,0,4,0,9,9,0,0,3,0,3,0,11,6,43,11,4,17,0,5,8,20,33,18,113,445,391,786,123,92,131,205,359,52,2583,8,16,11,3,10,0,0,8,0,52,3,7,0,0,3,0,0,6,0,22,4,3,8,3,5,4,3,7,0,46,0,6,3,0,3,3,0,4,0,17,4,9,14,0,3,0,0,7,0,43
UCL113008,0,0,0,0,0,0,0,0,0,0,6,4,6,3,0,7,0,3,0,26,22,10,114,13,6,12,39,36,5,258,11,0,65,10,4,5,3,23,5,118,4,0,10,5,0,0,13,13,0,48,3,33,0,15,3,0,0,0,0,53,5,21,0,6,0,0,0,5,0,40,19,13,0,11,10,25,3,9,0,86,3,18,0,30,7,0,3,10,0,70,0,0,0,0,0,0,3,3,0,8,3,0,28,5,0,10,3,13,0,64,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,7,4,3,8,7,0,3,8,20,9,62,82,101,236,111,33,62,80,127,24,857,0,3,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13
UCL113009,9,34,7,4,0,4,0,3,0,67,6,12,11,0,0,3,0,3,0,43,112,103,291,25,33,23,83,47,7,706,62,18,214,14,6,7,23,27,5,367,10,10,33,4,0,0,0,10,0,78,14,103,4,27,3,0,3,0,0,155,36,99,5,12,6,4,10,0,4,169,102,82,19,15,31,25,15,8,0,310,28,49,10,56,3,6,6,6,7,163,7,21,3,3,5,3,4,0,0,48,11,0,32,6,4,0,9,5,0,79,0,0,0,0,0,0,0,0,0,0,10,4,7,4,0,0,3,3,0,33,6,5,6,3,0,3,3,4,4,39,412,538,651,172,93,78,158,119,34,2257,3,30,4,3,6,4,0,3,0,49,3,3,3,0,6,0,0,0,0,18,0,6,4,0,8,4,3,0,0,35,0,15,4,0,3,3,0,0,0,20,3,3,4,0,3,3,0,0,0,24
UCL113010,0,6,5,3,0,0,0,0,0,17,3,14,6,0,3,6,3,0,0,41,62,50,545,24,21,23,215,91,14,1037,17,3,140,5,0,3,30,26,3,231,5,0,23,3,0,3,18,13,0,66,4,29,4,12,0,0,10,3,0,68,3,30,0,7,4,0,7,0,0,57,27,22,15,3,19,21,26,20,8,165,4,11,3,28,0,9,3,7,3,64,0,4,0,0,0,0,3,0,0,14,10,0,49,10,0,6,22,13,0,111,0,0,0,0,0,0,4,0,0,4,0,0,3,0,4,0,10,0,3,22,3,0,24,8,3,0,22,20,7,82,151,170,822,103,62,70,371,200,37,1979,0,8,5,3,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,12,3,0,11,0,3,0,8,7,0,35,0,6,3,0,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,11
UCL113011,3,5,4,0,0,0,0,0,0,17,4,8,3,0,3,3,0,3,0,29,54,31,332,25,21,9,141,58,8,668,21,0,66,5,0,3,26,18,0,140,3,3,11,3,0,0,5,9,0,38,7,29,7,14,0,0,3,3,0,58,6,23,7,5,3,0,3,0,0,48,31,14,8,5,19,16,6,8,0,118,6,22,4,29,5,8,5,4,0,76,4,13,0,4,3,0,0,0,0,21,8,0,35,5,3,0,15,8,0,72,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,12,0,0,20,0,0,3,17,6,8,56,132,149,497,98,58,39,224,123,24,1345,0,3,7,0,7,0,0,0,0,17,0,3,0,0,3,0,0,0,0,5,3,6,0,0,4,0,0,3,0,22,0,0,3,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,15
UCL113012,5,15,4,3,0,3,0,10,0,42,10,26,12,7,0,3,0,5,0,67,70,82,457,13,32,35,97,72,19,881,44,8,218,9,5,8,26,58,3,380,6,0,35,0,3,0,14,21,4,91,22,86,3,28,0,3,8,3,0,153,18,86,4,3,0,0,0,9,0,129,83,73,20,10,26,35,23,12,9,297,17,59,13,63,15,8,8,13,6,200,9,22,13,4,3,3,0,6,0,60,13,0,33,7,6,7,11,13,3,88,0,0,0,0,0,0,0,0,0,3,3,3,7,3,0,0,9,3,4,29,3,10,20,4,0,3,11,13,16,74,309,481,846,148,94,118,208,232,63,2500,3,16,10,5,7,0,0,3,0,42,3,4,0,0,8,6,0,0,0,20,3,5,4,4,0,4,7,0,0,26,3,0,3,3,4,4,0,0,0,20,3,0,0,0,5,0,0,0,0,20
UCL113013,3,22,0,0,0,0,0,0,0,28,0,4,4,0,3,0,3,4,0,19,62,64,369,3,9,14,165,42,8,740,40,12,100,3,3,0,34,24,0,223,23,11,8,4,3,11,18,19,3,102,11,27,3,8,0,0,0,0,0,43,8,40,3,5,3,0,3,0,0,64,33,22,11,7,10,24,12,7,0,124,9,15,8,28,6,0,5,7,3,85,3,8,3,0,0,3,0,0,0,22,6,0,37,3,0,9,14,8,0,77,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,8,3,0,28,8,7,21,3,3,7,23,9,3,75,208,217,582,65,48,72,291,123,22,1631,0,6,0,8,3,4,0,0,0,22,0,0,0,0,0,0,0,5,0,7,3,6,9,0,4,0,3,0,0,23,0,0,11,0,4,0,0,3,0,19,4,14,4,4,9,4,0,3,0,44
UCL113014,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,6,0,0,11,52,62,522,8,10,6,164,31,11,871,10,0,29,3,3,3,44,26,0,114,0,10,9,0,3,0,11,3,0,38,3,22,0,10,0,0,10,3,0,45,6,24,4,0,0,0,9,0,0,49,27,18,22,7,5,12,24,12,3,122,3,8,8,8,3,0,4,3,0,46,0,6,3,0,0,4,3,0,0,17,4,0,21,3,0,6,17,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,15,0,3,20,3,0,0,12,10,6,49,112,151,651,52,29,31,303,92,22,1442,0,8,6,0,6,3,0,0,0,18,0,3,0,0,0,0,0,4,0,9,0,10,8,3,3,4,7,12,0,43,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,7,3,0,0,20
UCL113015,10,25,7,5,0,0,0,3,0,55,9,15,12,0,6,0,0,3,0,50,101,99,287,14,28,18,44,49,12,642,37,7,158,6,7,4,20,35,3,289,11,3,27,3,0,4,5,13,3,78,6,61,0,21,3,0,0,4,0,98,17,45,5,8,3,0,0,3,0,84,80,53,18,19,28,29,9,20,3,265,15,29,3,34,8,3,6,3,3,102,7,11,7,0,0,3,0,0,0,30,11,3,57,10,4,3,11,6,0,113,0,0,0,0,0,0,0,0,0,3,9,0,8,0,5,0,4,0,0,26,10,3,19,0,3,0,3,9,11,49,314,364,610,122,91,79,97,160,41,1875,13,13,3,6,7,3,0,3,0,51,3,7,0,3,8,3,0,0,0,21,8,6,7,6,7,4,0,4,0,37,0,3,0,0,8,3,0,0,0,12,3,3,0,5,7,0,0,0,0,14
UCL113016,0,9,3,0,0,0,0,0,0,16,4,18,15,5,3,0,3,0,0,42,55,48,408,17,15,11,92,48,10,698,10,6,114,3,0,3,19,30,3,183,3,0,8,6,0,0,11,11,0,40,0,20,0,12,0,0,3,3,3,51,9,17,7,3,3,0,3,0,0,38,35,31,8,6,37,12,21,19,0,170,12,19,7,28,9,0,4,9,0,83,3,6,3,0,0,3,3,5,0,20,5,0,36,6,3,4,20,14,0,92,0,0,0,0,0,0,0,0,0,4,9,3,4,0,4,0,5,4,4,27,4,0,9,3,0,3,9,14,0,52,150,176,623,89,83,41,190,148,22,1519,0,3,3,0,3,0,0,3,0,19,0,3,3,0,3,0,0,0,0,14,0,0,4,0,4,0,7,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,18
UCL113017,8,10,0,0,0,0,3,0,0,30,5,3,4,0,0,0,3,3,0,19,90,140,672,12,24,16,286,60,23,1331,25,3,46,0,3,5,55,14,3,154,11,3,8,0,3,3,14,5,0,52,5,26,0,12,4,0,3,5,0,54,9,31,3,8,0,3,16,3,0,69,48,31,34,10,22,21,32,3,0,201,14,17,0,22,0,0,13,4,0,64,0,0,5,0,0,0,3,6,0,14,6,0,20,3,0,4,22,12,0,72,0,0,0,0,0,0,0,0,0,3,3,5,8,3,0,0,19,3,0,42,9,3,13,3,0,3,10,6,13,59,240,279,827,67,62,51,479,129,42,2179,0,13,3,0,0,0,0,0,0,23,0,3,0,0,7,0,0,3,0,13,6,17,9,0,3,3,20,4,0,68,0,3,0,3,0,0,0,0,0,4,6,11,0,5,3,4,3,0,0,31
UCL113018,0,3,0,3,0,0,0,0,0,9,0,7,3,0,0,0,3,0,0,20,22,26,183,29,14,15,31,44,9,383,26,3,115,4,5,5,14,18,3,200,5,0,19,5,0,0,11,4,0,39,6,14,4,15,3,0,0,3,0,43,4,27,3,5,0,0,0,0,0,36,19,9,6,3,14,23,0,4,0,86,3,10,4,23,3,0,3,8,0,59,0,5,3,5,0,3,3,0,0,24,5,0,21,5,3,0,3,12,0,49,3,0,0,0,0,0,0,0,0,3,3,5,0,4,3,0,4,3,0,19,5,0,9,0,0,0,10,3,9,42,106,110,383,109,45,55,82,107,29,1018,4,8,0,3,4,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,3,0,3,3,3,0,0,7,0,17,0,0,6,0,0,0,0,0,0,6,0,4,8,0,0,3,0,3,0,18
UCL113019,4,8,3,0,3,0,0,0,0,16,3,4,3,3,0,13,3,11,0,47,48,28,228,19,21,35,78,74,7,540,34,3,115,6,3,8,14,27,3,213,14,7,14,3,3,4,0,19,0,68,4,100,6,38,0,3,3,5,0,160,6,52,3,4,0,4,7,5,0,73,53,35,16,3,27,44,16,15,0,207,10,48,6,38,3,12,3,10,0,122,3,8,9,0,0,0,3,0,0,24,13,7,57,11,6,7,11,23,0,134,0,0,3,0,0,0,0,0,0,7,3,3,3,0,0,0,4,5,0,16,10,3,15,6,3,7,19,14,12,82,205,298,485,132,73,133,153,212,26,1719,0,7,3,3,3,0,0,0,0,21,0,0,0,0,0,0,0,5,0,13,6,0,0,0,4,3,5,10,0,23,0,5,0,0,0,0,0,0,0,3,4,3,3,0,3,5,0,4,0,26
UCL113020,0,9,0,6,3,3,3,3,0,23,3,3,3,0,0,3,0,0,0,21,45,44,186,11,14,19,46,52,6,422,59,0,210,7,6,7,18,23,0,331,12,8,31,0,0,3,6,13,0,77,3,46,3,12,0,3,0,0,0,67,10,69,0,0,0,8,0,0,0,97,44,36,6,4,7,25,7,7,0,150,9,34,0,40,3,5,0,3,0,101,3,15,6,4,0,0,0,0,0,28,18,0,55,6,5,10,7,7,0,104,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,0,18,9,4,18,3,0,10,8,7,7,70,224,266,528,108,40,90,95,129,18,1495,4,5,4,3,0,3,0,0,0,24,4,3,3,0,0,0,0,0,0,11,0,0,0,6,0,3,0,0,0,16,0,3,0,0,0,3,0,0,0,7,6,4,0,3,3,0,0,4,0,21
UCL114001,3,8,3,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,15,16,17,75,6,9,3,19,11,0,159,9,0,51,0,7,0,9,6,0,87,11,6,11,0,0,0,3,8,0,44,3,33,3,3,0,0,0,3,0,49,3,28,0,3,3,3,0,3,0,43,25,23,7,3,15,5,6,3,0,86,0,18,0,16,3,4,0,0,0,43,3,11,4,0,3,0,0,6,0,28,0,3,18,3,3,3,4,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,3,14,82,160,178,43,34,28,39,48,10,625,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,4,0,15
UCL114002,10,7,3,0,0,0,0,0,0,21,0,5,3,0,0,0,0,0,0,11,34,36,133,10,6,10,28,20,4,279,23,3,77,0,4,0,7,22,0,135,5,0,7,0,0,0,9,6,0,32,0,18,0,8,0,0,0,3,0,30,5,17,3,4,0,0,0,0,0,34,20,22,10,3,8,6,3,6,0,85,3,11,0,14,4,3,0,3,0,41,0,0,0,0,0,0,0,0,0,10,0,0,9,3,0,0,8,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,6,0,0,0,0,3,0,21,116,119,264,47,30,25,61,68,10,742,3,3,4,0,4,0,0,0,0,13,0,3,0,0,3,0,0,0,0,8,0,4,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,10
UCL114003,13,15,6,0,0,3,0,4,3,52,6,11,3,0,3,0,0,0,0,27,39,33,87,10,8,11,18,29,5,245,39,15,109,0,0,10,11,17,4,212,10,8,20,0,0,7,6,17,0,63,5,88,0,17,5,0,0,11,0,133,11,53,0,5,3,3,3,3,0,82,74,46,14,17,13,14,7,16,7,201,24,64,9,30,4,3,3,0,3,142,22,60,18,10,0,6,3,4,0,120,10,0,71,11,3,8,0,8,3,113,0,0,3,0,0,0,0,0,0,5,8,7,7,0,0,0,3,3,0,25,8,3,7,8,0,8,3,4,0,48,272,411,355,111,48,83,59,118,28,1475,3,17,3,10,11,3,0,0,3,43,0,0,0,0,0,0,0,0,0,8,4,6,4,3,0,0,0,5,0,21,6,14,0,3,6,0,0,3,0,32,3,8,0,0,0,0,0,0,0,15
UCL114004,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,11,14,80,5,3,15,15,41,5,190,21,0,59,3,0,3,7,22,3,121,4,0,14,0,4,0,0,11,0,46,3,19,0,14,0,0,0,0,0,39,0,22,0,0,0,0,0,0,0,30,12,12,0,4,9,9,3,0,0,48,6,16,0,10,0,0,3,0,0,32,0,3,4,0,0,0,0,0,0,6,3,0,24,6,0,0,7,15,0,52,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,5,7,3,27,64,89,196,49,17,38,46,100,14,613,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,0,0,0,0,9,3,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3
UCL114005,0,3,0,4,0,0,0,0,0,12,3,3,3,0,0,0,0,7,0,15,21,3,126,4,11,10,33,77,3,287,12,0,44,0,0,6,6,20,4,104,4,3,12,0,3,0,8,13,0,45,0,19,3,3,3,0,0,4,0,33,3,18,3,6,3,0,3,4,0,36,8,11,3,4,7,17,10,15,0,80,3,8,0,18,3,0,3,8,0,42,0,0,0,0,0,0,0,0,0,6,6,3,30,3,0,8,0,28,0,77,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,3,0,12,3,0,10,4,0,0,16,19,8,61,75,71,245,41,32,45,83,200,19,807,0,4,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,9
UCL114006,3,4,0,0,4,0,0,3,0,17,10,9,5,0,4,0,0,4,0,32,44,44,118,12,7,7,37,36,4,314,25,4,63,3,4,7,11,10,0,132,4,3,21,0,0,3,8,10,0,47,3,21,0,9,0,0,0,0,0,37,7,22,0,3,3,0,0,0,0,28,19,22,3,3,16,20,5,4,3,94,9,15,3,26,7,3,0,0,0,62,0,9,0,3,3,3,0,3,0,17,7,0,18,0,3,3,0,10,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,7,0,11,5,0,9,5,11,5,46,136,151,249,67,43,52,67,90,12,872,0,3,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,8,3,4,0,3,0,0,0,4,0,8,3,0,0,0,3,0,0,0,0,6,0,0,3,4,0,0,0,0,0,8
UCL114007,0,0,0,0,0,0,0,0,0,6,0,5,5,0,0,0,4,0,0,10,31,9,89,0,8,11,41,33,0,228,13,0,39,0,0,0,11,10,0,69,9,8,16,0,3,0,4,4,0,43,4,10,3,3,0,0,0,0,0,23,3,26,0,0,0,0,0,0,0,38,5,14,3,7,5,8,4,13,0,52,0,7,0,20,3,0,4,4,0,35,0,0,0,0,0,0,0,4,0,6,3,0,11,3,0,0,3,7,0,32,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,5,0,10,3,0,3,0,0,4,3,6,3,28,75,81,170,37,20,31,70,87,8,582,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,0,14
UCL114008,0,3,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,9,26,6,122,6,7,6,38,39,5,256,21,3,39,0,3,4,3,10,0,79,19,8,8,0,5,7,4,26,0,79,0,4,0,6,0,0,0,3,0,18,3,20,0,0,0,0,3,0,0,26,22,18,3,4,3,9,0,10,0,77,3,9,5,12,3,0,0,3,0,32,0,0,0,0,0,0,0,0,0,3,12,0,12,0,3,3,0,10,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,12,6,0,5,0,0,0,15,10,0,39,106,75,205,36,23,30,70,127,13,685,0,7,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,8,0,18,0,0,0,0,0,0,0,0,0,0,6,0,11,0,3,0,0,4,0,21
