UCL_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
UCL322021,0,38,67,32,19,165,3,170
UCL322022,4,13,15,6,3,36,8,43
UCL322023,5,63,69,23,5,168,5,168
UCL322024,3,44,66,24,16,154,3,158
UCL322025,0,50,92,36,15,183,11,196
UCL322026,11,6,8,3,0,32,11,44
UCL322027,3,8,28,12,3,54,0,54
UCL322028,3,29,38,7,9,90,4,90
UCL322029,6,26,12,9,3,54,6,57
UCL322030,4,35,37,13,9,100,4,109
UCL322031,13,22,29,8,3,68,5,73
UCL322032,4,49,64,12,3,129,4,138
UCL322033,0,37,64,14,8,120,7,130
UCL322034,0,20,15,3,3,49,0,49
UCL322035,20,9,0,0,0,31,4,34
UCL322036,14,60,55,12,8,152,8,158
UCL322037,6,48,40,20,14,130,10,141
UCL322038,4,84,86,20,3,205,3,209
UCL322039,7,27,18,11,5,73,3,80
UCL322040,23,69,39,15,11,152,7,162
UCL322041,8,31,47,14,3,99,8,111
UCL322042,0,10,60,24,10,105,5,110
UCL322043,34,20,6,3,0,62,15,74
UCL322044,4,41,42,17,5,102,7,111
UCL322045,3,18,38,23,13,93,9,104
UCL322046,4,43,41,15,3,98,3,104
UCL322047,9,64,59,9,4,155,4,154
UCL322048,13,49,50,20,23,156,41,194
UCL322049,0,0,0,0,0,0,0,0
UCL322050,3,34,34,25,13,105,4,112
UCL322051,4,47,47,11,3,116,4,117
UCL322052,0,13,34,19,9,80,3,81
UCL322053,0,20,20,4,11,65,3,67
UCL322054,0,36,50,19,3,110,6,117
UCL322055,3,49,53,16,8,132,12,138
UCL322056,9,71,62,12,16,160,8,170
UCL322057,20,25,7,0,0,58,3,57
UCL322058,7,38,67,20,19,148,0,149
UCL322059,3,61,49,16,9,134,18,155
UCL322060,45,11,4,0,0,56,0,63
UCL322061,11,90,64,19,5,185,0,187
UCL322062,3,55,43,19,11,127,5,131
UCL322063,9,62,51,23,14,167,10,174
UCL322064,0,27,31,7,9,73,4,79
UCL322065,5,26,18,9,9,73,4,73
UCL322066,14,55,20,8,0,100,4,101
UCL322067,6,49,38,11,3,110,3,112
UCL322068,0,52,50,22,6,128,8,141
UCL322069,17,73,61,18,8,177,16,194
UCL322070,42,121,34,3,0,205,5,213
UCL322071,12,12,7,3,3,31,10,36
UCL322072,0,19,27,23,7,80,4,83
UCL322073,6,68,78,10,8,174,3,179
UCL322074,3,47,40,18,0,105,4,112
UCL322075,29,7,4,0,0,47,0,47
UCL322076,37,19,19,0,0,78,4,84
UCL322077,47,25,8,0,0,84,4,86
UCL322078,0,17,36,5,3,65,3,72
UCL322079,0,20,54,23,8,108,0,108
UCL322080,0,39,29,12,3,82,5,87
UCL322081,3,56,44,10,0,118,7,120
UCL322082,11,61,75,25,7,172,3,178
UCL322083,0,24,29,10,9,68,3,72
UCL322084,12,30,21,4,0,76,6,80
UCL322085,0,32,76,29,11,151,18,174
UCL322086,6,31,36,13,7,90,4,93
UCL322087,3,46,77,21,3,152,4,163
UCL322088,4,44,30,10,3,93,10,104
UCL322089,9,66,55,13,4,148,14,161
UCL322090,0,11,38,14,9,71,4,74
UCL322091,5,16,36,14,6,76,3,81
UCL322092,34,34,18,3,0,88,0,90
UCL322093,3,50,46,14,7,126,12,132
UCL322094,0,28,33,9,3,69,8,76
UCL322095,5,66,52,17,11,149,12,154
UCL322096,3,37,61,41,20,164,3,164
UCL322097,3,12,68,32,24,138,6,144
UCL322098,19,83,29,7,3,149,8,154
UCL322099,0,16,58,24,17,112,4,118
UCL322100,3,89,73,17,9,189,12,202
UCL322101,12,49,42,4,8,117,7,124
UCL322102,51,20,0,0,0,76,0,81
UCL322103,0,40,61,28,8,132,3,139
UCL322104,4,46,60,14,7,136,16,152
UCL322105,6,29,35,15,9,88,7,98
UCL322106,0,73,93,22,5,194,13,204
UCL322107,12,29,13,3,3,62,13,74
UCL322108,4,10,10,3,0,33,3,34
UCL322109,3,25,25,10,6,69,6,78
UCL322110,0,42,58,16,3,125,6,132
UCL322111,8,63,51,24,9,154,11,160
UCL322112,5,21,47,16,10,102,4,101
UCL322113,6,46,47,11,3,115,3,117
UCL322114,27,23,7,0,0,58,0,58
UCL322115,17,45,65,17,18,161,5,169
UCL322116,8,45,36,18,18,125,6,135
UCL322117,0,14,54,38,30,135,3,143
UCL322118,0,30,29,13,11,85,0,83
UCL322119,3,56,53,11,6,136,13,146
UCL322120,4,36,38,18,8,103,3,100
UCL322121,6,37,28,11,20,103,5,113
UCL322122,0,37,51,30,7,126,3,133
UCL322123,13,70,60,11,14,170,19,186
UCL322124,3,108,56,20,5,190,8,191
UCL322125,3,49,43,18,7,116,4,120
UCL322126,0,28,42,7,3,82,0,82
UCL322127,0,35,28,5,10,83,3,85
UCL322128,0,41,45,15,4,109,9,115
UCL322129,0,26,35,29,4,90,3,96
UCL322130,3,79,78,23,4,187,7,192
UCL322131,31,34,16,8,3,85,0,91
UCL322132,3,40,45,22,4,111,0,117
UCL322133,10,84,62,17,10,185,6,194
UCL322134,0,28,45,19,19,115,3,115
UCL322135,6,29,20,8,8,78,3,77
UCL322136,7,44,51,11,9,117,9,127
UCL322137,34,19,5,0,0,51,0,51
UCL322138,3,27,25,5,3,66,6,66
UCL322139,40,23,11,3,0,78,0,78
UCL322140,0,12,48,28,24,107,4,108
UCL322141,0,29,30,14,5,74,3,82
UCL322142,8,32,42,6,0,85,9,89
UCL322143,35,12,5,4,0,57,0,57
UCL331777,2307,31783,55873,27402,21245,138602,5642,144249
UCL379997,0,0,0,0,0,0,0,0
UCL399994,0,0,0,0,0,0,0,0
UCL401001,37868,167564,158954,47013,21184,432582,13253,445836
UCL412001,674,3514,3631,1255,701,9769,293,10059
UCL412002,753,3917,3642,1120,483,9915,364,10282
UCL412003,1108,3243,2647,903,363,8260,388,8654
UCL413001,128,1438,2515,810,452,5338,90,5433
UCL413002,321,2019,2398,768,358,5864,184,6053
UCL413003,521,2427,2106,764,397,6210,274,6484
UCL413004,475,1790,1506,506,205,4485,207,4694
UCL413005,390,1913,2032,600,225,5154,209,5364
UCL413006,600,2226,1681,532,271,5315,236,5546
UCL413007,403,3070,2186,515,200,6373,245,6616
UCL414001,161,1521,1140,288,126,3235,136,3371
UCL414002,122,685,744,211,100,1855,92,1946
UCL414003,125,883,857,270,136,2273,43,2315
UCL414004,89,737,834,281,143,2085,66,2149
UCL415001,32,263,326,117,60,803,15,817
UCL415002,9,139,340,191,149,830,12,845
UCL415003,50,302,267,113,46,771,24,791
UCL415004,6,168,255,87,53,569,19,585
UCL415005,90,360,234,61,33,780,52,836
UCL415006,167,685,544,136,57,1588,84,1679
UCL415007,52,362,383,122,57,979,35,1016
UCL415008,71,263,299,106,45,778,39,814
UCL415009,75,463,504,175,67,1289,58,1341
UCL415010,58,246,196,59,26,596,51,644
UCL415011,33,183,193,56,41,507,25,535
UCL415012,3,184,313,127,49,677,12,694
UCL415013,31,264,292,96,48,731,28,754
UCL415014,30,208,207,91,39,575,23,597
UCL415015,104,628,665,218,100,1713,71,1785
UCL415016,55,394,381,137,74,1047,32,1081
UCL415017,70,298,259,57,22,713,37,747
UCL415018,32,240,280,76,30,652,37,694
UCL415019,7,90,192,121,100,498,13,508
UCL415020,35,270,308,96,62,776,17,793
UCL415021,98,587,553,196,84,1516,62,1580
UCL415022,16,162,273,89,71,607,16,620
UCL415023,26,138,173,43,12,392,19,410
UCL415024,64,436,336,121,45,1000,32,1032
UCL415025,3,66,187,66,24,344,4,347
UCL415026,59,476,447,130,83,1202,38,1236
UCL415027,151,703,657,225,105,1844,73,1918
UCL415028,74,684,635,198,84,1675,58,1734
UCL415029,3,92,178,62,29,361,10,373
UCL415030,31,503,812,246,115,1702,40,1739
UCL415031,29,353,315,81,24,798,24,822
UCL415032,21,173,198,77,30,499,16,508
UCL415033,81,281,169,67,20,615,44,655
UCL415034,34,179,164,41,22,442,20,456
UCL415035,154,782,612,161,68,1785,97,1879
UCL415036,14,145,155,56,14,391,13,407
UCL415037,26,315,568,163,73,1146,32,1181
UCL415038,36,253,194,82,30,598,23,615
UCL415039,78,635,643,204,121,1678,43,1723
UCL415040,45,267,230,54,22,617,33,648
UCL415041,18,148,257,127,78,631,28,656
UCL415042,72,314,209,77,28,698,24,725
UCL415043,113,671,599,163,88,1646,69,1713
UCL415044,4,183,339,113,79,721,20,742
UCL415045,18,234,332,121,61,761,20,784
UCL415046,26,234,278,92,41,678,16,690
UCL421001,10,94,91,21,14,237,12,240
UCL421002,29,238,180,46,22,524,26,555
UCL421003,8,87,135,49,27,309,7,318
UCL421004,23,159,132,54,15,378,15,389
UCL421005,17,128,121,45,19,328,6,336
UCL421006,3,27,76,54,25,188,8,191
UCL421007,4,76,114,24,17,236,11,247
UCL421008,21,111,137,59,35,361,14,380
UCL421009,8,102,113,42,18,289,8,298
UCL421010,3,33,102,28,26,195,6,200
UCL421011,18,101,88,25,12,240,6,253
UCL421012,15,96,86,34,14,250,15,261
UCL421013,4,68,150,68,34,323,8,330
UCL421014,10,86,95,38,21,245,12,257
UCL421015,0,88,74,28,14,205,9,216
UCL421016,0,39,76,22,21,158,4,159
UCL421017,24,145,177,49,20,415,19,431
UCL421018,9,74,115,40,10,248,7,252
UCL421019,11,70,83,24,16,211,9,220
UCL421020,3,74,174,67,36,357,11,366
UCL421021,8,71,109,46,22,265,12,272
UCL421022,8,73,142,52,21,294,10,299
UCL421023,23,135,109,42,26,332,16,348
UCL421024,3,152,152,48,21,379,10,387
UCL421025,8,131,105,40,20,302,19,323
UCL421026,19,133,112,39,19,317,16,329
UCL421027,9,97,92,24,19,239,6,243
UCL421028,0,26,72,34,35,172,9,183
UCL421029,10,71,79,35,15,210,7,222
UCL421030,12,103,152,41,31,342,14,356
UCL421031,8,70,77,42,12,211,18,232
UCL421032,11,72,91,40,21,228,13,246
UCL421033,14,87,73,26,10,210,18,227
UCL421034,27,171,172,64,36,479,17,494
UCL421035,22,151,104,25,18,326,21,342
UCL421036,3,45,116,63,59,281,15,299
UCL421037,11,85,88,25,12,225,7,225
UCL421038,11,143,154,38,12,354,23,380
UCL421039,6,67,136,57,39,307,6,317
UCL421040,3,45,111,48,26,230,6,234
UCL421041,3,32,72,38,36,178,3,180
UCL421042,14,65,70,43,12,205,10,215
UCL421043,15,133,94,35,15,291,17,300
UCL421044,19,130,113,24,7,294,9,297
UCL422001,0,20,29,19,8,82,3,87
UCL422002,47,20,10,0,0,81,7,81
UCL422003,3,37,46,9,0,90,8,98
UCL422004,10,52,46,22,10,145,9,150
UCL422005,0,38,27,17,3,90,3,91
UCL422006,3,58,80,15,12,172,8,178
UCL422007,3,51,77,20,5,156,3,164
UCL422008,15,47,44,11,3,112,3,118
UCL422009,3,50,63,25,10,153,3,163
UCL422010,9,40,35,18,12,112,0,111
UCL422011,0,18,70,26,15,124,0,123
UCL422012,4,46,38,9,7,109,0,107
UCL422013,7,45,71,36,7,172,0,168
UCL422014,0,14,49,18,17,99,0,100
UCL422015,0,7,39,17,3,64,3,68
UCL422016,3,59,62,17,5,145,7,149
UCL422017,5,15,37,9,6,67,8,70
UCL422018,0,38,29,11,9,82,6,83
UCL422019,3,32,27,8,3,80,9,82
UCL422020,0,18,29,14,11,75,3,81
UCL422021,15,90,81,12,10,203,9,213
UCL422022,4,50,57,15,4,132,3,132
UCL422023,6,31,27,3,11,85,7,89
UCL422024,0,18,76,35,42,163,5,164
UCL422025,22,17,8,7,0,50,0,50
UCL422026,0,38,47,14,8,112,5,113
UCL422027,27,13,4,0,0,49,0,55
UCL422028,5,54,54,18,7,135,3,143
UCL422029,0,31,59,32,19,137,3,143
UCL422030,13,77,68,39,7,203,10,216
UCL422031,3,26,26,12,11,70,0,78
UCL422032,4,39,33,9,11,100,8,106
UCL422033,24,18,10,4,0,59,3,62
UCL422034,11,62,48,14,7,147,5,148
UCL422035,3,53,39,12,8,119,12,129
UCL422036,0,21,50,16,15,102,4,108
UCL422037,0,19,39,17,8,83,7,93
UCL422038,0,21,60,23,14,118,0,118
UCL422039,0,54,56,23,7,138,3,144
UCL422040,15,64,76,24,17,190,8,192
UCL422041,3,24,51,26,7,114,0,111
UCL422042,0,42,37,13,9,98,4,107
UCL422043,3,24,48,21,5,102,10,107
UCL422044,4,39,49,10,7,103,5,110
UCL422045,0,43,51,15,11,119,6,126
UCL422046,6,56,49,23,4,137,8,145
UCL422047,3,24,28,4,3,68,3,75
UCL422048,3,46,44,20,5,120,6,123
UCL422049,9,85,80,26,6,210,8,217
UCL422050,51,39,7,0,0,105,0,107
UCL422051,3,67,55,19,14,153,6,166
UCL422052,6,21,38,11,11,78,6,86
UCL422053,3,82,52,25,0,172,3,176
UCL422054,0,23,43,26,7,103,4,105
UCL422055,9,25,34,18,4,87,4,93
UCL422056,3,45,65,17,16,150,3,152
UCL422057,7,31,37,13,3,86,12,100
UCL422058,3,24,36,17,6,87,3,89
UCL422059,3,64,54,21,12,150,0,155
UCL422060,4,36,42,19,3,99,4,103
UCL422061,0,28,52,34,21,138,3,135
UCL422062,0,34,29,6,5,78,3,87
UCL422063,0,29,62,21,11,128,3,131
UCL422064,0,46,69,22,18,155,8,156
UCL422065,3,43,41,13,5,106,3,109
UCL422066,0,32,25,6,3,67,0,70
UCL422067,3,20,30,11,14,72,0,77
UCL422068,21,21,4,3,0,49,8,59
UCL431777,868,10204,19153,10202,8319,48746,1617,50362
UCL479997,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0
UCL501001,33334,218226,264117,88312,46624,650609,18170,668779
UCL511001,1130,8063,10298,3504,1645,24632,741,25377
UCL512001,570,3696,4029,1420,776,10494,420,10911
UCL512002,380,3213,3529,1197,530,8849,311,9155
UCL512003,693,3758,4248,1559,811,11072,432,11501
UCL512004,457,3024,3794,1499,778,9563,358,9921
UCL513001,347,1396,1642,603,280,4265,230,4497
UCL513002,223,1147,1422,491,238,3528,181,3711
UCL513003,166,1204,2015,852,418,4654,193,4845
UCL513004,196,1118,1642,681,290,3920,203,4124
UCL514001,166,840,962,391,248,2596,111,2703
UCL514002,31,623,994,244,83,1983,57,2038
UCL514003,67,795,934,285,94,2176,66,2240
UCL514004,178,818,765,311,181,2262,101,2363
UCL514005,64,970,1217,412,151,2817,86,2904
UCL515001,22,190,198,41,18,462,31,493
UCL515002,6,118,190,68,33,418,19,437
UCL515003,30,245,226,62,34,597,19,610
UCL515004,12,163,236,89,58,575,23,595
UCL515005,18,223,273,127,64,711,28,736
UCL515006,152,517,483,174,105,1425,93,1525
UCL515007,4,117,235,76,26,457,13,473
UCL515008,3,50,150,71,48,324,10,330
UCL515009,53,418,370,96,35,970,23,1000
UCL515010,152,363,337,99,45,994,66,1057
UCL515011,27,286,357,122,78,869,25,897
UCL515012,6,140,347,113,40,644,13,663
UCL515013,18,244,293,146,88,797,68,867
UCL515014,91,94,53,16,10,265,27,289
UCL515015,57,320,342,144,84,945,59,1005
UCL515016,24,196,226,77,22,545,27,572
UCL515017,34,232,181,57,24,532,20,548
UCL515018,19,184,233,97,55,594,16,608
UCL515019,81,389,437,188,84,1184,71,1249
UCL515020,147,491,469,140,78,1324,71,1394
UCL515021,14,162,261,92,85,615,14,629
UCL515022,117,499,592,222,104,1527,66,1601
UCL515023,83,298,361,125,61,932,43,977
UCL515024,39,187,177,79,61,547,31,570
UCL515025,45,243,235,83,50,664,39,709
UCL515026,105,575,503,173,112,1461,87,1545
UCL515027,61,392,505,156,82,1189,48,1234
UCL515028,10,150,155,44,31,384,12,398
UCL515029,60,467,469,193,111,1293,49,1345
UCL515030,50,377,426,165,64,1076,57,1134
UCL515031,11,318,359,111,57,863,15,879
UCL515032,26,250,334,117,49,779,29,809
UCL515033,33,195,190,67,52,540,25,565
UCL515034,30,262,316,146,78,836,35,870
UCL515035,19,122,202,73,32,452,22,470
UCL515036,36,361,338,137,74,947,36,983
UCL521001,0,33,75,45,25,181,12,191
UCL521002,4,56,114,59,50,280,12,292
UCL521003,15,154,117,56,24,359,16,377
UCL521004,68,57,19,10,0,150,0,156
UCL521005,28,113,166,67,35,404,19,422
UCL521006,6,60,124,56,43,288,15,298
UCL521007,16,81,71,27,9,203,11,221
UCL521008,20,83,72,20,14,210,10,220
UCL521009,21,85,74,26,6,222,4,229
UCL521010,10,101,105,47,26,283,17,293
UCL521011,0,36,85,41,20,184,4,188
UCL521012,7,72,79,29,15,203,12,214
UCL521013,0,21,55,37,60,171,6,171
UCL521014,5,54,79,37,15,193,12,206
UCL521015,6,70,119,41,47,287,11,299
UCL521016,27,95,95,40,30,291,25,317
UCL521017,24,110,95,33,18,281,10,294
UCL521018,15,84,112,35,33,270,13,286
UCL521019,6,69,117,32,15,239,11,252
UCL521020,16,124,96,32,19,289,10,305
UCL521021,0,45,91,64,43,241,9,253
UCL521022,8,73,132,50,30,286,7,298
UCL521023,0,52,101,39,11,210,4,213
UCL521024,11,71,78,22,16,197,7,209
UCL521025,9,78,74,25,12,198,9,206
UCL521026,126,118,67,18,14,348,28,377
UCL521027,0,22,98,34,32,188,3,194
UCL521028,13,93,77,28,5,221,16,234
UCL521029,0,47,106,57,29,243,9,253
UCL521030,10,62,91,45,19,222,9,236
UCL521031,27,108,91,39,38,307,25,327
UCL521032,28,138,153,50,51,415,21,439
UCL521033,16,62,62,18,12,182,9,192
UCL521034,18,87,99,45,15,269,15,279
UCL521035,25,71,46,13,8,156,11,167
UCL521036,55,24,5,3,0,92,7,97
UCL521037,0,17,57,39,51,162,3,164
UCL521038,25,66,47,23,3,162,11,168
UCL521039,7,80,52,12,10,170,10,183
UCL521040,0,39,66,74,64,243,5,248
UCL521041,4,77,169,96,124,469,6,479
UCL521042,10,72,83,26,16,204,10,213
UCL521043,17,102,74,18,16,238,24,264
UCL521044,6,137,134,38,29,354,11,364
UCL521045,16,99,111,51,32,307,13,323
UCL521046,3,86,120,46,21,278,5,282
UCL521047,25,102,102,30,18,283,20,303
UCL521048,10,83,81,17,6,206,4,214
UCL521049,21,111,97,24,18,267,13,274
UCL521050,28,122,98,40,24,317,16,327
UCL521051,15,103,84,31,7,246,10,260
UCL521052,46,34,39,25,10,147,20,176
UCL521053,0,46,151,93,98,386,6,397
UCL521054,16,84,83,37,22,237,12,250
UCL521055,26,152,123,53,25,389,24,407
UCL521056,57,54,11,3,3,129,3,131
UCL521057,13,118,107,41,13,286,9,297
UCL521058,3,41,78,47,39,205,8,216
UCL521059,22,97,125,47,51,336,15,353
UCL521060,45,80,32,14,8,179,14,196
UCL522001,30,8,4,0,0,47,9,58
UCL522002,7,56,41,12,7,115,4,125
UCL522003,37,27,9,0,0,81,21,100
UCL522004,52,12,3,0,0,65,0,72
UCL522005,36,22,3,0,0,72,5,80
UCL522006,0,24,63,28,23,135,0,135
UCL522007,3,29,40,19,0,96,0,97
UCL522008,5,14,34,12,8,78,7,86
UCL522009,3,20,39,30,28,122,3,126
UCL522010,0,13,50,20,14,93,3,98
UCL522011,3,43,52,20,9,127,3,131
UCL522012,0,30,40,22,27,116,7,124
UCL522013,3,11,25,15,13,74,0,74
UCL522014,9,17,11,0,0,33,0,40
UCL522015,8,39,31,18,8,101,5,108
UCL522016,0,36,62,24,17,130,3,135
UCL522017,3,23,19,6,0,61,3,64
UCL522018,4,42,73,33,20,163,3,167
UCL522019,3,36,33,8,5,87,11,96
UCL522020,46,40,17,4,0,101,19,121
UCL522021,3,62,59,27,3,155,0,154
UCL522022,4,40,22,15,10,98,3,100
UCL522023,0,41,47,26,15,135,4,138
UCL522024,0,44,48,22,7,119,6,125
UCL522025,11,60,56,24,5,151,5,156
UCL522026,0,26,26,4,0,63,0,69
UCL522027,0,39,44,24,20,127,3,133
UCL522028,9,21,28,18,5,84,11,91
UCL522029,23,26,11,0,0,61,3,64
UCL522030,39,25,8,9,0,80,0,81
UCL522031,0,76,66,20,10,177,9,185
UCL522032,18,5,0,0,0,30,0,30
UCL522033,15,39,23,19,3,93,3,92
UCL522034,6,40,47,8,6,109,4,115
UCL522035,5,42,44,19,6,118,3,126
UCL522036,11,47,37,13,3,109,9,116
UCL522037,5,37,58,24,9,132,3,136
UCL522038,7,46,25,6,0,83,0,85
UCL522039,8,20,18,7,8,57,5,62
UCL522040,13,5,0,0,0,17,0,17
UCL522041,5,34,42,15,16,113,3,113
UCL522042,19,46,46,12,11,131,9,139
UCL522043,3,43,43,10,13,106,8,114
UCL522044,19,52,33,20,13,136,5,139
UCL522045,9,66,56,29,11,170,9,179
UCL522046,0,30,47,26,21,117,6,119
UCL522047,9,15,9,0,0,29,4,37
UCL522048,19,9,0,0,0,26,8,33
UCL522049,0,53,76,27,8,165,10,172
UCL522050,11,18,27,4,4,71,6,79
UCL522051,3,27,25,21,10,83,4,88
UCL522052,7,37,41,19,8,111,0,111
UCL522053,20,3,0,0,0,23,15,37
UCL522054,5,36,22,17,20,106,5,110
UCL522055,9,32,22,3,3,69,0,74
UCL522056,4,61,57,14,4,138,4,149
UCL522057,21,4,3,0,0,27,3,30
UCL522058,9,58,62,11,3,141,10,149
UCL522059,31,24,6,0,0,59,0,60
UCL522060,21,12,8,0,0,45,6,47
UCL522061,30,29,14,4,4,81,3,81
UCL522062,7,34,36,18,14,115,4,119
UCL522063,9,52,49,17,6,137,10,144
UCL522064,10,35,15,6,5,65,0,63
UCL522065,6,34,55,37,15,146,7,158
UCL522066,14,50,44,7,13,129,7,139
UCL522067,0,27,36,14,8,79,0,79
UCL522068,50,19,5,7,0,82,3,80
UCL531777,1040,8520,17098,10103,10378,47139,1893,49039
UCL579997,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0
UCL603001,6304,26995,23225,7187,3352,67059,2297,69360
UCL611001,2684,11285,9818,3121,1508,28404,1060,29465
UCL612001,847,3625,2969,1021,451,8914,391,9308
UCL613001,662,3232,2583,781,308,7568,325,7893
UCL613002,355,1841,1631,603,284,4705,213,4919
UCL614001,251,857,704,253,130,2196,111,2310
UCL614002,234,848,714,206,80,2090,77,2168
UCL615001,21,169,125,54,28,401,15,419
UCL615002,17,211,185,54,31,499,24,526
UCL615003,12,193,208,64,31,504,20,523
UCL615004,76,380,307,101,66,930,36,966
UCL615005,43,551,699,262,137,1691,54,1748
UCL615006,10,140,159,76,28,412,19,438
UCL615007,168,661,499,172,90,1589,92,1679
UCL615008,26,237,342,130,78,818,14,830
UCL615009,74,307,219,82,42,726,37,761
UCL615010,85,519,493,166,68,1337,49,1390
UCL615011,37,342,483,167,105,1136,23,1158
UCL615012,74,494,441,199,82,1291,64,1353
UCL615013,24,245,380,105,49,801,21,825
UCL615014,28,403,449,143,68,1097,32,1124
UCL615015,55,464,473,165,65,1224,32,1258
UCL615016,36,314,395,158,86,986,41,1031
UCL615017,35,518,527,162,69,1305,40,1346
UCL615018,17,217,161,43,24,456,27,483
UCL615019,88,317,222,72,21,728,41,770
UCL615020,66,290,245,104,49,754,21,778
UCL615021,37,169,138,50,32,427,22,450
UCL615022,88,465,457,138,56,1214,62,1271
UCL615023,21,170,226,75,31,531,15,545
UCL615024,63,373,347,114,44,939,34,975
UCL615025,77,289,179,49,22,619,38,655
UCL615026,34,245,220,70,48,612,29,643
UCL621001,12,123,105,39,10,284,15,301
UCL621002,36,111,125,47,22,339,23,362
UCL621003,0,32,98,38,28,187,3,191
UCL621004,0,42,87,32,17,174,12,188
UCL621005,10,63,94,35,31,234,14,248
UCL621006,21,97,107,33,14,279,17,295
UCL621007,30,158,109,38,18,354,24,375
UCL621008,0,53,79,30,22,184,9,197
UCL621009,3,71,134,35,13,260,8,263
UCL621010,13,90,79,35,19,233,16,249
UCL621011,12,61,82,38,18,208,10,212
UCL621012,3,93,127,71,34,332,12,343
UCL621013,0,34,92,62,36,218,4,219
UCL621014,4,66,100,30,17,220,11,234
UCL621015,18,91,77,22,15,224,9,235
UCL621016,10,88,106,26,14,238,4,247
UCL621017,14,93,118,53,34,301,17,321
UCL621018,12,80,146,52,27,308,4,317
UCL621019,12,111,145,46,26,343,14,352
UCL621020,13,130,107,22,3,279,15,287
UCL621021,12,78,85,26,15,211,13,225
UCL621022,3,86,102,32,15,237,12,246
UCL621023,9,107,105,36,13,273,13,283
UCL621024,12,89,95,32,12,246,20,269
UCL621025,4,57,88,28,17,195,8,203
UCL621026,16,107,92,21,19,253,22,271
UCL621027,13,120,120,39,14,305,14,323
UCL621028,22,110,103,32,15,279,10,290
UCL622001,4,36,46,39,21,147,9,153
UCL622002,3,30,43,17,3,95,5,105
UCL622003,5,45,52,31,16,150,7,157
UCL622004,4,32,54,23,24,132,3,136
UCL622005,0,33,30,4,7,75,4,83
UCL622006,7,41,56,27,15,146,8,156
UCL622007,3,39,62,35,23,158,10,165
UCL622008,0,25,22,16,14,87,5,88
UCL622009,0,33,44,25,14,113,3,117
UCL622010,7,68,88,23,9,191,8,201
UCL622011,3,32,30,24,12,93,9,104
UCL622012,3,55,56,15,9,143,10,147
UCL622013,9,61,55,13,14,155,5,158
UCL622014,7,34,46,29,11,134,5,137
UCL622015,0,37,61,35,10,142,0,147
UCL622016,10,44,33,4,11,96,0,93
UCL622017,4,22,36,13,11,88,4,94
UCL622018,4,43,43,26,12,126,0,130
UCL622019,3,41,76,27,14,157,8,166
UCL622020,4,36,37,30,20,131,10,141
UCL622021,3,38,49,31,11,128,3,134
UCL622022,8,41,34,17,7,104,3,110
UCL622023,10,60,64,25,7,168,5,177
UCL622024,8,44,23,3,4,81,4,86
UCL622025,0,21,31,14,9,77,0,82
UCL622026,11,45,46,14,3,110,3,113
UCL622027,4,40,55,21,9,133,5,140
UCL622028,0,40,62,24,8,138,4,141
UCL622029,7,53,37,12,11,121,9,128
UCL622030,0,59,57,23,9,143,3,148
UCL622031,15,74,57,28,15,192,8,202
UCL622032,6,76,68,25,5,178,8,192
UCL622033,0,38,48,28,6,114,3,119
UCL622034,3,43,32,8,3,76,0,76
UCL622035,3,42,36,11,3,86,7,96
UCL622036,3,52,42,17,9,117,6,124
UCL631777,564,7881,14234,7052,4992,34720,1205,35932
UCL679997,0,0,0,0,0,0,0,0
UCL699994,0,0,0,0,0,0,0,0
UCL703001,2200,12119,14715,4619,2203,35857,1646,37506
UCL712001,608,2793,2625,930,390,7343,388,7725
UCL714001,164,635,597,193,66,1661,132,1785
UCL715001,165,80,15,4,0,269,8,277
UCL715002,116,39,18,3,0,178,11,186
UCL715003,146,106,47,11,3,306,13,320
UCL715004,96,41,8,0,0,148,7,155
UCL715005,77,33,9,3,0,127,18,149
UCL715006,38,364,331,85,31,849,96,949
UCL715007,166,332,192,76,40,804,64,865
UCL715008,178,88,17,14,3,304,15,317
UCL715009,230,84,12,7,5,343,18,360
UCL721001,18,104,90,26,6,236,10,248
UCL721002,99,46,10,3,0,158,3,161
UCL721003,48,50,27,13,15,154,27,184
UCL721004,55,34,9,3,0,101,4,104
UCL721005,52,14,5,3,0,74,54,126
UCL721006,55,39,11,3,3,111,4,119
UCL721007,0,27,62,47,45,180,7,183
UCL721008,9,62,68,35,23,198,10,210
UCL721009,19,151,117,22,7,315,18,335
UCL721010,42,37,17,0,0,99,4,109
UCL721011,35,24,4,0,0,68,0,72
UCL721012,90,23,11,0,0,123,19,137
UCL721013,57,43,17,3,0,123,0,124
UCL721014,41,51,12,6,0,115,3,119
UCL721015,49,20,12,3,0,87,0,84
UCL721016,50,27,6,0,0,82,3,84
UCL721017,33,52,24,10,0,115,0,121
UCL721018,81,42,13,6,4,143,0,138
UCL721019,182,189,59,6,3,440,41,480
UCL722001,10,41,23,4,3,75,6,85
UCL722002,41,22,9,0,3,75,5,81
