UCL_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
UCL722003,38,31,11,0,3,71,8,82
UCL722004,31,14,0,0,0,51,0,49
UCL722005,38,14,0,0,0,52,7,61
UCL722006,25,10,4,0,0,45,5,42
UCL722007,18,10,4,0,0,33,0,30
UCL722008,11,17,11,4,4,48,0,48
UCL722009,35,16,7,0,3,66,8,71
UCL722010,23,79,45,7,0,148,5,155
UCL722011,18,3,0,0,0,30,0,25
UCL722012,23,15,5,0,0,46,0,46
UCL722013,14,15,0,0,0,32,0,33
UCL722014,28,34,10,0,0,69,5,73
UCL722015,14,9,8,3,0,39,4,44
UCL722016,4,6,36,22,30,99,8,108
UCL722017,22,11,0,3,0,40,3,41
UCL722018,34,25,7,0,0,67,5,72
UCL722019,16,14,7,0,0,38,3,40
UCL722020,19,26,19,3,7,83,24,104
UCL722021,73,19,4,0,0,95,4,104
UCL722022,35,7,4,0,0,43,0,43
UCL722023,11,21,12,0,3,49,7,55
UCL722024,30,23,6,3,0,65,6,74
UCL722025,23,20,4,3,0,53,0,53
UCL722026,31,23,5,0,0,59,3,61
UCL722027,35,27,8,0,0,62,0,69
UCL722028,17,43,23,4,7,100,6,112
UCL722029,44,28,3,0,0,80,9,90
UCL722030,14,9,5,4,0,29,8,34
UCL722031,7,26,20,10,3,66,0,71
UCL722032,20,9,7,3,0,38,3,47
UCL722033,4,83,57,20,9,175,14,190
UCL722034,41,14,3,0,0,64,6,69
UCL722035,45,15,9,0,0,71,6,71
UCL722036,21,17,6,0,0,55,0,55
UCL722037,16,15,0,0,0,28,0,31
UCL722038,17,15,10,0,0,39,3,42
UCL722039,23,8,0,0,0,37,0,37
UCL731777,770,1959,2786,1464,1166,8147,576,8721
UCL779997,0,0,0,0,0,0,0,0
UCL799994,0,0,0,0,0,0,0,0
UCL802001,7833,52966,55586,15490,6977,138852,3501,142353
UCL822001,4,26,38,16,11,91,3,99
UCL831777,0,32,95,45,33,205,7,214
UCL879997,0,0,0,0,0,0,0,0
UCL899994,0,0,0,0,0,0,0,0
UCL915001,23,143,144,43,32,380,19,399
UCL921001,16,108,127,48,21,323,11,333
UCL922001,10,9,28,15,24,79,9,87
UCL922002,3,15,20,0,0,35,7,46
UCL922003,0,25,12,3,3,44,0,44
UCL931777,14,138,182,72,31,431,24,454
UCL979997,0,0,0,0,0,0,0,0
UCL999994,0,0,0,0,0,0,0,0
