UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL315054,3,5,0,0,0,0,0,9,5,10,5,0,4,0,0,21,5,4,0,4,0,0,0,16,32,25,3,13,10,0,0,89,0,0,0,0,3,0,0,4,44,42,17,16,22,3,0,142,0,3,3,0,5,0,0,13,4,3,3,3,0,0,0,15,3,6,3,0,0,0,0,8,27,22,20,11,26,0,0,108,4,0,0,3,0,0,0,8,36,33,33,23,29,0,0,165,87,82,53,37,51,7,0,302
UCL315055,0,0,0,0,3,0,0,7,3,5,0,0,4,0,0,17,3,5,0,5,3,0,0,13,45,51,32,21,30,0,0,175,0,0,0,0,0,0,0,3,49,62,41,27,35,0,0,216,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,3,15,23,10,6,10,4,0,66,3,0,0,0,0,0,0,7,16,21,19,13,15,4,0,84,65,85,59,42,54,4,0,301
UCL315056,12,12,4,12,0,0,0,51,5,9,10,0,3,0,0,31,3,8,3,9,3,0,0,26,40,71,39,24,24,3,3,203,0,0,0,0,0,0,0,0,70,104,61,41,36,6,3,311,0,0,3,4,0,0,0,5,3,3,4,3,5,0,0,15,4,6,0,3,5,0,0,15,9,18,24,17,14,4,0,93,0,0,0,0,0,0,0,0,14,27,31,26,25,4,0,129,84,128,90,66,59,11,3,442
UCL315057,0,3,0,4,4,0,0,13,4,9,3,3,5,0,0,23,7,9,0,3,3,0,0,16,203,169,70,40,45,5,3,537,0,0,0,0,0,0,0,4,215,188,77,51,52,11,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,21,24,22,12,8,0,0,95,0,0,0,3,4,0,0,8,28,28,25,15,11,0,0,112,237,216,104,60,66,13,4,702
UCL315058,9,18,10,9,11,0,0,57,15,15,0,0,3,0,0,36,9,13,11,3,0,0,0,32,58,89,44,13,38,8,0,250,0,0,0,0,0,0,0,0,87,131,66,27,57,8,4,376,0,3,0,0,10,0,0,16,0,5,6,0,0,0,0,19,0,3,0,3,4,4,0,14,7,15,16,6,8,0,0,48,0,0,0,0,0,0,0,0,15,28,21,17,17,4,0,91,97,153,89,42,71,12,4,474
UCL315059,3,5,8,0,0,0,0,28,9,12,8,10,3,0,0,32,15,13,3,3,8,0,0,47,168,172,93,46,61,5,3,540,3,0,0,0,0,0,0,3,197,203,117,59,67,8,7,648,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,15,0,0,0,0,0,0,0,0,10,26,14,12,13,3,0,74,0,0,0,0,0,0,0,0,14,24,19,15,15,3,0,89,212,232,134,70,85,11,7,738
UCL315060,17,28,5,4,4,0,0,58,12,3,0,0,3,0,0,17,10,15,0,3,0,0,0,26,144,124,46,21,31,0,0,368,0,3,0,0,0,0,0,4,186,166,55,29,35,3,0,477,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,11,5,4,11,0,0,40,0,0,0,0,0,0,0,0,9,17,6,5,12,0,0,54,198,185,64,31,47,3,0,529
UCL315061,3,4,0,3,0,0,0,7,0,3,3,0,0,0,0,9,0,3,0,0,4,0,0,5,33,46,28,15,17,3,0,143,0,0,0,0,0,0,0,0,38,51,35,19,25,5,0,172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,20,20,11,8,3,0,0,61,0,0,0,0,0,0,0,0,23,29,11,9,5,0,0,70,61,77,38,20,29,5,0,240
UCL315062,12,9,10,6,4,0,0,37,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,56,58,31,18,14,0,0,172,0,0,0,0,0,0,0,0,69,65,44,23,22,0,0,219,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,11,9,4,11,0,0,48,0,0,0,0,0,0,0,0,17,15,14,4,11,0,0,57,83,75,57,23,34,0,0,277
UCL315063,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,35,27,13,9,15,0,0,98,0,0,0,0,0,0,0,0,40,35,15,9,16,0,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,15,4,8,8,0,0,42,3,0,0,0,0,0,0,5,11,18,4,10,8,0,0,49,47,52,17,16,22,3,0,165
UCL315064,10,17,14,15,13,0,3,62,17,19,10,7,5,7,0,67,8,17,7,6,5,0,0,48,110,133,76,46,43,14,3,421,3,0,0,0,0,0,0,11,155,182,106,71,70,18,7,608,0,0,0,0,0,0,0,5,0,7,6,0,7,0,0,19,0,0,3,0,4,0,0,6,18,33,12,15,11,3,3,99,0,0,0,0,0,0,0,0,23,35,27,21,23,3,3,139,180,218,129,92,88,25,9,749
UCL315065,5,0,3,0,5,0,0,14,4,8,0,4,0,0,0,14,3,4,9,3,6,0,0,25,46,69,52,25,24,3,0,210,0,0,0,0,0,0,0,0,53,80,61,29,34,3,3,266,0,0,0,0,0,0,0,0,5,6,3,3,3,0,0,23,0,0,0,0,0,0,0,0,35,39,24,17,7,3,0,133,0,0,0,0,0,0,0,3,45,44,34,25,16,3,0,158,101,123,94,50,47,8,3,426
UCL315066,4,7,5,0,0,0,0,23,3,3,0,0,0,0,0,11,9,6,3,3,5,0,0,27,43,48,24,16,17,3,0,152,0,0,0,0,0,0,0,0,66,68,35,23,22,3,0,217,3,3,4,0,0,0,0,11,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,30,31,27,6,18,0,0,107,0,0,0,0,0,0,0,3,29,35,28,8,18,0,0,127,96,107,64,32,40,3,0,345
UCL315067,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,10,4,3,3,3,0,0,0,12,44,58,34,16,26,0,0,186,0,0,0,0,0,0,0,0,51,63,38,19,31,0,0,210,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,9,0,0,0,0,3,0,0,5,37,45,37,26,33,3,0,182,3,3,0,4,0,0,0,8,47,55,41,22,35,3,0,204,98,117,79,45,67,5,0,414
UCL315068,5,3,0,0,0,0,0,5,10,7,0,0,0,0,0,14,8,4,3,0,0,0,0,9,89,83,47,20,15,0,0,255,0,0,0,0,0,0,0,0,101,95,53,27,15,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,5,7,3,0,0,49,0,0,0,3,0,0,0,4,16,18,5,11,3,0,0,60,116,115,62,35,19,0,0,352
UCL315069,0,3,3,7,4,0,0,12,4,5,4,3,0,0,0,16,11,9,3,4,0,0,0,26,45,42,24,21,17,0,0,153,0,0,0,0,0,0,0,0,64,58,33,29,22,3,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,8,9,4,4,6,3,0,34,3,5,0,0,0,0,0,6,14,15,12,4,6,3,0,45,72,74,38,30,30,8,0,255
UCL315070,0,5,4,4,4,0,0,19,7,3,6,3,0,0,0,21,9,4,0,0,0,0,0,12,23,45,26,14,8,0,0,112,0,0,0,0,0,0,0,0,39,60,35,16,13,0,0,169,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,8,14,0,7,0,0,42,3,0,0,0,0,0,0,4,22,8,15,0,9,0,0,56,57,71,45,23,22,0,0,228
UCL315071,5,5,3,0,0,0,0,16,5,3,0,0,0,0,0,17,3,5,0,0,4,0,0,8,71,67,34,19,28,0,0,219,0,0,0,0,0,0,0,0,82,82,40,20,31,0,0,258,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,34,40,20,17,17,0,0,128,3,0,3,0,0,0,0,10,42,48,29,16,17,0,0,147,120,125,71,39,44,0,0,406
UCL315072,0,0,0,4,3,0,0,13,7,13,8,0,0,0,0,34,8,10,10,3,3,0,0,26,96,111,66,36,34,0,0,345,0,9,0,0,0,0,0,17,115,145,86,43,45,0,0,433,0,0,0,0,0,0,0,3,0,9,8,0,4,0,0,22,3,3,4,3,3,0,0,18,39,64,24,22,25,0,0,175,3,0,0,0,0,0,0,3,46,71,39,27,31,0,0,220,164,214,125,70,79,3,0,652
UCL315073,7,0,0,3,4,0,0,15,0,0,3,3,0,0,0,9,6,0,0,0,0,0,0,12,16,20,4,8,7,0,0,51,0,0,0,0,0,0,0,0,30,20,10,15,10,0,0,86,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,4,0,0,0,0,9,7,11,6,6,4,0,0,27,0,4,0,0,0,0,0,4,7,21,13,6,7,0,0,55,38,46,18,21,13,0,0,138
UCL315074,30,28,9,13,19,0,0,113,3,7,3,6,0,0,0,21,14,9,0,3,3,0,0,28,175,145,106,61,68,9,0,560,0,0,0,0,0,0,0,0,221,189,119,79,95,12,3,722,0,0,0,3,0,0,0,4,6,5,0,0,0,0,0,13,0,4,0,0,0,0,0,3,77,86,51,30,30,3,0,271,3,0,0,0,0,0,0,7,88,95,56,29,35,3,0,306,311,283,176,110,128,19,6,1031
UCL315075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,156,59,40,26,4,0,475,0,0,0,0,0,0,0,0,190,156,59,40,26,4,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,92,60,20,12,0,0,303,3,0,0,0,0,0,0,8,113,94,61,20,12,0,0,310,306,253,117,65,36,4,0,779
UCL315076,15,30,24,9,10,3,0,92,17,28,21,13,13,7,0,97,12,19,15,3,7,0,0,66,149,182,108,64,71,11,7,589,0,0,0,0,0,0,0,5,193,262,165,90,101,18,5,842,0,7,5,3,4,0,0,23,0,4,3,5,9,0,4,23,3,7,5,6,3,0,0,17,15,45,29,18,17,6,0,133,0,0,0,0,0,0,0,4,22,62,39,34,29,7,4,197,217,323,206,122,136,29,11,1043
UCL315077,9,10,3,3,8,0,0,31,0,8,4,3,0,0,0,20,13,6,4,3,0,0,0,30,127,135,68,47,49,7,0,427,0,0,0,0,0,0,0,3,147,161,84,50,61,7,0,508,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,9,19,44,31,16,16,6,0,128,7,4,0,0,0,0,0,8,26,50,30,22,16,6,0,152,178,208,115,73,79,9,0,659
UCL315078,0,9,3,0,4,0,0,11,3,5,4,0,0,0,0,14,4,6,0,3,12,0,0,24,57,57,36,23,25,0,0,195,0,0,0,0,0,0,0,0,71,76,50,26,34,3,0,251,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,4,0,8,7,0,3,0,0,16,14,26,15,12,7,0,0,78,0,0,0,0,0,0,0,3,12,34,22,10,12,3,0,100,83,111,72,32,48,4,0,357
UCL315079,17,18,6,3,0,0,0,49,14,13,8,3,0,0,0,37,17,19,3,0,0,0,0,39,71,72,41,23,18,0,0,226,0,0,0,0,0,0,0,0,119,120,61,28,28,3,0,357,3,8,3,7,5,0,0,20,3,11,0,0,3,0,0,17,3,3,3,0,0,0,0,13,18,31,15,4,3,0,0,76,0,0,0,3,0,0,0,3,28,55,24,15,15,0,0,132,145,176,79,41,43,3,3,493
UCL315080,9,14,12,5,5,0,0,45,0,0,3,0,0,0,0,8,11,9,4,5,5,0,0,29,100,125,77,52,62,3,0,425,0,0,0,0,0,0,0,0,121,148,99,63,74,3,0,511,0,0,0,0,3,0,0,9,3,4,3,0,3,0,0,12,3,4,0,0,3,0,0,11,27,60,27,29,31,0,0,174,0,3,0,0,0,0,0,3,28,76,36,29,42,0,0,207,156,222,133,96,108,3,0,716
UCL315081,3,0,3,3,0,0,0,5,0,3,0,3,0,0,0,5,3,0,4,3,3,0,0,8,29,38,18,15,20,0,0,117,0,0,0,0,0,0,0,0,30,44,26,22,21,0,0,145,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,6,5,11,5,3,5,0,0,28,0,0,0,0,0,0,0,0,15,9,9,3,11,0,0,42,43,56,36,24,30,0,0,189
UCL315082,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,9,6,0,4,0,0,23,23,32,25,36,39,10,4,166,0,0,0,0,0,0,0,0,24,37,37,39,43,13,8,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,12,23,41,35,41,48,18,8,211
UCL315083,0,0,4,0,0,0,0,10,0,3,3,0,4,0,0,12,3,8,10,7,3,0,0,23,44,37,22,10,12,0,0,128,0,0,0,0,0,0,0,0,47,51,35,21,21,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,22,15,5,6,0,0,58,0,0,0,0,0,0,0,0,10,22,15,5,8,0,0,61,62,70,45,26,29,3,4,236
UCL315084,0,8,3,3,3,0,0,22,0,9,4,3,0,0,0,17,3,7,6,7,0,0,0,14,84,69,49,30,37,0,0,265,0,0,0,0,0,0,0,0,88,88,55,36,43,4,0,325,0,0,0,3,0,0,0,3,3,9,3,7,0,0,0,20,3,5,0,0,3,0,0,9,34,46,32,13,36,3,0,163,0,4,0,0,3,0,0,8,38,59,35,22,41,3,0,204,127,144,91,63,82,7,0,528
UCL315085,8,5,3,4,3,0,0,27,3,5,4,4,6,0,0,14,15,11,4,0,3,0,0,32,21,51,20,13,23,0,0,129,0,0,0,0,0,0,0,3,39,74,39,20,34,3,0,207,6,5,0,0,0,0,0,10,7,4,0,4,4,0,0,14,3,4,6,0,5,0,0,23,33,27,17,13,13,4,3,109,0,3,0,0,0,0,0,5,43,41,32,21,17,4,3,162,87,120,70,45,52,7,3,371
UCL315086,3,29,20,10,14,8,3,82,9,21,8,11,9,14,0,73,9,10,3,3,3,9,3,46,54,109,78,44,65,30,17,401,0,0,0,0,0,0,0,0,76,171,108,65,99,60,25,599,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,3,5,5,0,0,4,0,0,19,0,0,0,0,0,0,0,0,5,5,5,6,7,4,3,36,79,180,110,75,104,63,29,636
UCL315087,3,4,3,0,3,0,0,20,9,3,0,0,0,0,0,14,17,3,3,0,0,0,0,29,121,121,66,51,49,4,0,415,3,0,4,0,0,0,0,8,154,131,77,56,59,4,0,488,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,3,7,3,0,3,0,0,14,46,85,34,17,27,0,0,214,0,0,0,0,0,0,0,3,51,92,40,20,31,0,0,240,202,220,113,77,94,5,0,725
UCL315088,3,5,4,7,3,0,0,24,10,0,0,0,0,0,0,10,5,9,0,0,0,0,0,22,91,114,68,27,39,3,0,339,0,0,0,0,0,0,0,3,114,136,73,31,41,3,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,34,52,22,8,11,0,0,129,0,3,0,0,0,0,0,3,38,54,20,8,12,0,0,132,154,184,97,43,54,4,0,533
UCL315089,10,4,3,0,4,3,0,23,6,8,6,7,13,0,0,37,7,18,9,6,3,0,0,43,149,189,91,65,70,3,0,561,0,0,0,0,0,0,0,0,176,215,111,80,86,3,0,671,3,5,0,0,0,0,0,3,4,4,0,0,0,0,0,16,0,4,0,0,0,0,0,7,47,84,31,31,31,0,0,215,0,10,0,0,3,0,0,14,58,100,30,29,35,0,0,253,228,317,144,114,122,6,0,931
UCL315090,4,4,6,0,0,0,0,12,6,6,3,0,0,0,0,9,10,7,0,3,3,0,0,28,134,152,78,51,35,3,0,452,0,3,0,0,0,0,0,9,153,174,84,55,37,3,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,64,66,33,20,30,3,0,206,0,0,0,0,0,0,0,7,69,62,31,24,26,4,0,223,220,238,114,78,65,5,4,722
UCL315091,0,6,0,0,0,0,0,17,8,0,3,0,0,0,0,17,6,8,4,0,0,0,0,15,92,108,46,26,22,0,0,290,0,0,0,0,0,0,0,0,107,124,51,28,22,0,0,340,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,105,130,52,35,23,0,0,349
UCL315092,3,3,0,0,0,0,0,4,3,0,3,0,0,0,0,8,3,0,0,0,3,0,0,7,35,42,21,11,22,0,0,130,0,0,0,0,0,0,0,0,42,41,27,12,20,0,0,150,0,0,0,7,0,0,0,7,3,0,0,0,0,0,0,9,0,3,0,0,3,0,0,8,17,25,15,12,9,0,0,70,0,0,0,0,0,0,0,4,18,29,20,16,12,0,0,93,60,75,40,32,37,0,0,242
UCL315093,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,6,31,30,15,9,8,0,0,94,0,3,0,0,0,0,0,4,31,36,15,9,15,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,11,11,12,3,9,0,0,43,0,0,0,0,0,0,0,3,10,19,10,11,7,0,0,60,49,50,31,21,22,0,0,167
UCL315094,6,0,5,4,3,0,0,16,3,10,6,3,3,0,0,21,7,5,3,3,3,0,0,18,66,81,39,18,24,3,0,221,0,0,0,0,0,0,0,0,80,92,47,21,29,3,0,280,0,3,3,0,0,0,0,7,0,3,0,3,3,0,0,10,0,3,0,3,0,0,0,10,29,62,27,7,13,0,0,132,0,0,0,0,0,0,0,0,35,70,32,17,15,0,0,162,115,165,77,41,45,3,0,442
UCL315095,14,19,11,0,3,0,0,48,15,11,0,3,3,0,0,27,3,3,7,3,5,0,0,24,62,48,48,30,23,0,0,205,0,0,0,0,0,0,0,0,91,81,67,36,35,0,0,305,3,4,5,7,0,0,0,17,7,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,8,18,17,13,16,0,0,68,3,3,3,0,0,0,0,12,21,26,26,13,19,0,0,103,113,109,91,46,55,0,0,410
UCL315096,5,8,3,3,4,0,0,30,11,16,4,0,0,0,0,26,10,3,3,3,6,0,0,20,176,163,84,69,55,5,0,554,0,3,0,0,0,0,0,4,196,188,93,80,66,8,0,638,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,35,33,14,15,17,3,0,111,0,3,0,0,0,0,0,8,39,33,19,15,13,3,0,124,239,222,115,93,84,9,0,759
UCL315097,0,3,0,0,4,0,0,13,0,4,7,0,0,0,3,13,3,0,6,4,0,0,0,15,41,42,33,21,24,15,6,169,0,0,0,0,0,0,0,0,42,49,39,21,27,15,5,209,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,16,10,0,3,4,0,0,29,0,0,0,0,0,0,0,0,18,6,0,3,11,0,0,41,62,57,42,25,36,16,6,245
UCL315098,7,16,11,11,10,0,0,54,19,14,0,0,3,0,0,35,15,18,6,4,3,0,0,56,253,239,132,72,61,3,0,757,3,3,0,0,0,0,0,9,294,287,153,93,76,6,0,904,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10,0,3,0,0,0,0,0,8,16,27,10,8,6,0,0,70,0,5,0,0,0,0,0,6,16,34,20,8,11,0,0,93,315,320,166,102,87,6,0,998
UCL315099,10,18,15,8,9,0,0,60,11,11,6,3,10,0,0,44,9,8,7,3,9,0,0,45,259,241,135,82,84,12,8,817,3,0,0,0,0,0,0,3,294,277,164,100,105,21,7,972,0,3,3,0,4,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,28,36,24,7,12,3,0,113,3,0,0,0,0,0,0,3,36,47,25,10,22,3,3,136,331,323,189,110,128,18,10,1106
UCL315100,0,0,0,0,3,0,0,3,3,4,3,3,3,0,0,12,8,0,0,0,4,0,0,12,51,59,31,18,27,7,3,196,0,0,0,0,0,0,0,0,55,62,32,22,34,10,3,226,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,7,0,3,0,6,0,0,0,12,13,14,9,3,5,0,0,37,0,0,0,0,0,0,0,0,12,19,12,13,8,3,0,56,69,82,48,32,43,12,3,283
UCL315101,3,5,8,7,3,0,0,21,5,5,3,6,4,0,0,21,7,10,4,0,3,0,0,28,74,73,53,30,40,4,6,281,3,0,0,0,0,0,0,4,92,88,65,45,48,7,6,351,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,14,9,14,16,3,0,61,0,0,0,0,0,0,0,0,13,17,9,14,12,3,0,68,109,109,77,54,62,13,6,414
UCL315102,0,0,0,0,3,0,0,6,3,3,7,0,0,0,0,8,0,3,4,0,3,0,0,13,65,53,33,26,27,0,0,213,0,0,0,0,0,0,0,3,73,59,41,28,28,0,0,237,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,24,32,16,6,7,0,0,79,3,0,0,0,0,0,0,5,26,34,12,13,9,0,0,102,97,98,56,42,40,3,0,341
UCL315103,9,9,8,3,3,0,0,32,8,5,3,0,3,0,0,18,3,0,3,5,0,0,0,10,33,26,13,12,15,0,0,98,0,0,0,0,0,0,0,0,47,41,25,21,27,0,0,157,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,4,8,3,4,0,0,0,23,0,0,0,0,0,0,0,0,9,21,7,9,0,0,0,42,56,56,30,27,29,0,0,202
UCL315104,3,0,7,0,4,0,0,12,4,7,3,3,0,0,0,12,3,4,0,3,3,0,0,19,49,62,47,27,26,5,0,218,0,0,0,0,0,0,0,3,60,72,54,37,33,5,0,265,0,0,0,0,0,0,0,4,8,3,0,3,0,0,0,12,0,0,0,0,0,0,0,3,15,25,14,9,23,0,0,89,0,3,0,0,3,0,0,8,22,30,15,16,28,0,0,117,82,105,75,55,63,5,0,380
UCL315105,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,3,0,0,0,0,0,7,19,21,11,7,3,0,0,56,0,0,0,0,0,0,0,0,25,23,14,7,7,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,0,0,7,0,4,0,0,3,0,0,16,0,0,0,0,0,0,0,0,4,4,3,6,9,0,0,21,23,32,17,12,14,0,0,92
UCL315106,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,3,5,5,0,0,0,0,12,117,94,37,19,21,3,0,299,0,0,0,0,0,0,0,0,126,99,44,19,24,3,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,32,13,14,8,0,0,67,3,0,0,0,0,0,0,3,11,34,15,14,11,0,0,79,134,131,57,34,33,5,3,397
UCL315107,4,5,0,0,7,4,0,16,4,11,6,4,3,0,0,29,6,3,3,0,3,0,0,18,79,60,33,19,25,3,3,226,0,3,0,0,0,0,0,0,93,88,48,25,33,5,7,296,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,30,24,7,21,12,0,0,94,3,0,0,0,0,0,0,3,32,26,9,23,19,0,0,108,122,114,59,46,48,5,3,403
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,162,110,67,41,5,0,508,0,0,0,0,0,0,0,0,120,164,110,67,41,5,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,117,77,47,38,5,0,390,0,0,0,0,0,0,0,0,105,117,77,50,38,5,0,389,222,279,189,111,81,10,0,895
UCL315109,66,51,22,6,15,5,0,171,27,34,12,5,3,3,0,84,43,11,6,3,3,0,0,70,268,169,50,34,22,8,3,547,0,3,0,0,0,0,0,3,395,269,91,54,47,13,8,874,10,6,3,7,3,0,0,27,19,14,6,4,4,0,0,45,9,7,6,4,3,0,0,31,95,83,36,31,19,3,0,262,6,3,3,0,5,0,0,14,129,113,50,42,32,8,0,380,531,379,140,98,82,22,7,1255
UCL315110,5,9,0,5,0,0,0,16,7,9,4,0,0,0,0,15,0,7,3,3,3,0,0,18,33,34,18,19,16,3,0,118,0,0,0,0,0,0,0,3,43,59,24,25,21,3,0,171,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,11,15,6,0,8,0,0,39,0,0,0,0,0,0,0,0,18,17,11,0,9,0,0,55,62,73,30,24,23,4,0,222
