UCL_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
UCL112003,40,13,6,7,35,19,9,8,190,0,0,0,0,0,0,0,0,0,0,0,91,41,65,18,15,15,39,26,9,15,337,261,67,43,7,4,0,0,3,3,14,400,77,45,51,9,3,6,6,9,0,8,212,5,0,0,0,0,3,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,77,48,48,9,6,9,7,7,3,13,231,0,0,0,0,0,0,0,0,0,0,0,343,114,92,16,14,11,11,8,5,21,635,646,58,31,3,3,0,3,0,3,18,763,140,29,14,4,0,0,3,0,0,0,190,12,0,7,0,0,0,3,3,0,4,21,0,0,0,0,0,0,0,0,0,0,0,152,30,18,4,0,0,5,3,0,6,215,0,0,0,0,0,0,0,0,0,4,4,803,83,44,6,5,0,8,0,3,29,982,918,17,9,0,0,6,0,0,0,22,969,174,7,9,0
UCL112004,112,12,14,11,10,16,3,4,209,0,0,0,0,0,0,0,0,0,0,0,34,17,131,15,20,10,20,18,11,7,282,123,54,31,0,8,0,3,0,0,11,227,29,19,56,3,3,3,8,4,3,3,125,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,37,19,56,3,3,3,8,3,4,3,135,0,0,0,0,0,0,0,0,0,0,0,158,74,82,6,11,5,7,3,5,8,363,332,33,25,0,0,0,9,0,0,14,409,76,23,14,3,0,4,3,0,0,0,118,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,77,23,14,3,0,4,3,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,408,51,43,3,3,4,6,0,0,11,537,455,16,8,0,0,0,0,0,0,10,489,80,6,3,0
UCL112005,30,0,6,4,9,3,3,5,64,0,0,0,0,0,0,0,0,0,33,33,35,14,45,3,5,6,13,9,3,39,168,44,17,12,0,3,0,0,0,0,3,88,8,7,16,3,0,0,0,0,0,0,38,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,6,21,3,0,0,3,0,0,0,48,0,0,0,0,0,0,0,0,0,32,32,51,30,34,5,3,3,3,0,0,42,169,119,9,3,4,3,0,4,0,0,8,145,29,9,3,3,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,14,6,3,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,18,18,145,22,7,5,6,0,4,0,0,31,213,151,13,0,0,0,0,0,3,0,8,184,35,0,0,0
UCL112006,159,23,35,33,58,59,28,9,463,0,0,0,0,0,0,0,0,0,0,0,100,60,220,42,66,51,66,78,29,19,735,221,69,74,10,12,12,7,11,8,13,426,68,55,112,16,24,20,28,15,12,9,355,6,7,30,4,8,14,6,6,14,0,103,0,0,0,0,0,0,0,0,0,0,3,77,61,139,20,36,32,32,25,22,15,461,0,0,0,0,0,0,0,0,0,0,0,294,137,216,28,43,41,39,38,31,24,895,456,53,56,4,8,5,3,3,0,25,624,108,45,52,6,12,3,3,10,0,6,245,9,12,23,13,8,7,9,6,7,0,94,0,3,0,0,3,0,0,0,0,0,9,119,60,71,15,26,12,11,12,7,6,343,0,0,0,0,0,0,0,0,0,0,0,571,112,131,20,30,17,16,22,7,35,964,663,38,29,3,9,0,0,0,0,14,765,120,13,10,3
UCL112007,287,50,57,46,46,53,41,9,637,0,0,0,0,0,0,0,0,0,0,0,52,40,321,59,68,48,55,69,44,13,766,73,24,19,5,4,7,4,3,4,0,140,29,46,178,21,23,23,7,21,18,8,376,4,0,7,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,34,44,187,21,27,23,7,21,18,13,396,0,0,0,0,0,0,0,0,0,0,0,100,75,202,29,31,29,12,26,17,11,538,128,13,13,4,0,7,0,0,0,0,164,39,33,43,12,3,3,10,3,0,4,146,6,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,44,33,44,9,3,3,10,4,0,10,164,0,0,0,0,0,0,0,0,0,0,0,173,45,57,10,8,10,10,3,0,9,326,166,5,6,0,3,3,0,0,0,0,187,60,8,10,0
UCL112008,82,13,14,22,29,41,22,9,276,0,0,0,0,0,0,0,0,0,33,33,48,30,101,23,20,24,37,53,24,41,394,67,14,31,0,0,6,3,3,0,3,127,23,24,54,7,5,4,3,7,5,4,133,0,4,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,27,25,58,7,5,4,3,10,5,4,147,0,0,0,0,0,0,0,0,0,33,31,97,37,88,10,7,5,5,10,5,41,308,143,14,16,0,0,3,3,0,0,3,182,34,7,19,3,0,0,0,0,0,0,69,10,5,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,39,11,16,3,0,3,0,0,0,7,89,0,0,0,0,0,0,0,0,0,26,24,182,23,30,9,0,3,3,3,0,32,289,197,4,0,0,0,0,3,0,0,9,220,35,5,3,0
UCL112009,51,12,11,14,11,16,17,0,158,0,0,0,0,0,0,0,0,0,0,0,72,23,59,19,12,19,20,26,21,8,271,98,32,38,3,3,3,3,0,0,4,189,24,37,47,6,9,12,7,4,3,3,147,0,3,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,24,37,53,6,9,11,7,4,6,3,155,0,0,0,0,0,0,0,0,0,0,0,125,70,87,11,9,17,6,11,6,4,344,228,14,14,3,0,0,0,0,3,7,276,50,22,19,4,3,3,0,0,0,5,108,3,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,53,25,23,7,3,3,3,5,0,5,118,0,0,0,0,0,0,0,0,0,0,0,282,38,35,12,3,7,3,5,3,12,395,321,8,8,0,0,0,0,0,0,15,355,67,0,3,0
UCL112010,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,17,10,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,14,3,3,0,0
UCL112011,75,11,26,18,20,16,11,11,233,0,0,0,0,0,0,0,0,0,46,46,79,40,100,15,29,23,20,25,15,52,407,109,21,26,8,10,5,4,3,0,7,181,32,29,52,4,7,18,7,12,3,8,170,0,4,7,0,0,0,0,3,5,0,34,0,0,0,0,0,0,0,0,0,0,0,32,39,60,10,10,16,7,14,9,8,205,0,0,0,0,0,0,0,0,0,40,39,143,54,83,16,19,22,16,21,5,53,428,309,29,31,3,0,3,3,0,0,12,397,59,13,15,3,3,0,0,0,0,4,94,4,0,3,0,0,0,3,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,63,15,13,3,3,0,3,0,0,5,116,0,0,0,0,0,0,0,0,0,30,32,373,50,48,6,4,3,4,0,3,41,536,417,14,7,0,0,0,0,3,3,23,468,96,5,8,0
UCL112012,165,52,73,35,38,35,18,10,477,0,0,0,0,0,0,0,0,0,0,0,89,64,201,56,81,44,40,46,23,10,650,132,34,27,3,7,9,3,0,0,9,231,42,59,124,29,38,25,5,8,8,4,340,4,9,12,0,3,0,0,3,0,0,35,0,0,3,0,0,0,0,0,0,0,3,51,66,141,29,44,25,8,11,7,7,374,0,0,0,0,0,0,0,0,0,0,0,177,104,168,27,51,36,9,11,11,15,608,225,24,16,3,0,9,3,0,3,13,295,75,35,35,8,4,3,0,0,0,8,175,7,3,3,0,0,0,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,83,34,39,9,4,3,3,4,8,5,195,0,0,0,0,0,0,0,0,0,0,0,307,60,62,8,6,14,3,3,6,21,492,249,12,9,5,6,0,0,0,3,7,292,83,13,13,0
UCL112013,73,16,20,12,16,12,4,3,209,0,0,0,0,0,0,0,0,0,0,0,99,51,141,30,36,29,38,32,20,17,479,206,98,67,9,15,20,10,6,0,13,433,59,53,64,12,12,14,11,11,0,3,243,0,3,12,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,56,57,75,12,11,20,11,9,0,3,261,0,0,0,0,0,0,0,0,0,0,0,268,150,142,24,25,33,22,14,0,10,698,474,73,52,6,8,15,8,0,4,17,651,77,28,25,6,3,0,0,9,0,10,152,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,88,27,25,6,3,0,5,5,0,10,168,0,0,0,0,0,0,0,0,0,0,0,557,96,86,10,12,17,9,11,3,27,826,618,46,17,5,0,4,0,0,3,20,717,94,13,5,0
UCL112014,139,20,43,49,64,101,53,47,548,0,0,0,0,0,0,0,0,0,3,4,48,34,164,25,51,56,69,107,58,56,662,70,23,13,7,8,3,3,3,0,5,133,18,13,88,11,36,24,18,21,3,8,242,3,0,9,0,3,0,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,22,14,95,11,38,28,22,25,3,8,263,0,0,0,0,0,0,0,0,0,0,0,91,36,113,18,40,35,26,28,8,13,395,129,24,15,11,3,3,3,0,0,8,196,39,24,29,11,4,7,8,10,0,3,138,0,4,9,0,3,0,0,3,0,5,24,0,0,0,0,0,0,0,0,0,0,0,37,29,40,13,10,7,6,12,0,7,162,0,0,0,0,0,0,0,0,0,0,5,168,52,57,20,15,12,10,13,0,16,365,188,9,3,0,3,0,0,0,0,9,214,36,3,3,0
UCL112015,184,51,103,79,74,98,42,24,751,0,0,0,0,0,0,0,0,0,0,0,108,80,231,72,124,83,94,105,49,32,967,120,41,35,3,3,5,4,6,0,3,224,46,80,150,32,92,77,39,33,10,12,568,3,3,25,14,15,16,11,10,8,4,103,0,0,0,0,0,0,0,0,0,0,0,49,81,171,49,109,89,54,38,16,15,671,0,0,0,0,0,0,0,0,0,0,0,169,120,209,53,112,94,57,46,19,19,900,255,36,30,8,6,8,5,0,0,6,351,79,52,48,7,20,10,9,10,3,9,255,6,9,12,0,3,8,6,0,0,4,53,0,0,0,0,0,0,0,0,0,0,4,87,65,61,9,30,19,11,9,7,13,307,0,0,0,0,0,0,0,0,0,0,0,341,95,90,14,30,29,18,9,7,22,659,289,16,10,6,3,0,0,0,0,15,344,71,15,7,0
UCL113001,42,3,10,7,3,5,0,5,86,0,0,0,0,0,0,0,0,0,0,0,34,16,62,11,17,16,4,8,0,13,170,61,32,27,5,3,0,0,0,0,8,131,12,18,29,4,9,4,0,0,0,3,87,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,20,29,4,9,4,0,3,0,3,93,0,0,0,0,0,0,0,0,0,0,0,75,52,56,5,13,4,0,3,0,5,226,153,18,13,0,0,0,0,0,0,8,196,26,12,8,0,3,4,0,0,0,3,50,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,12,7,0,3,4,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,181,30,19,3,8,4,0,3,0,15,254,190,9,8,3,3,0,0,0,0,9,227,21,0,3,0
UCL113002,13,0,0,8,3,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,16,11,19,0,5,5,3,3,6,4,71,28,6,5,0,6,0,4,0,0,3,53,10,13,17,0,0,3,3,3,0,0,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,13,25,0,0,3,3,4,3,0,55,0,0,0,0,0,0,0,0,0,0,0,36,18,27,0,6,3,7,4,3,3,106,101,7,8,0,5,0,3,0,0,9,138,24,5,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,134,15,13,3,5,0,5,0,0,8,179,211,3,5,0,3,0,6,0,0,9,237,44,0,0,0
UCL113003,18,9,4,8,3,3,3,0,58,0,0,0,0,0,0,0,0,0,9,9,22,12,23,5,11,11,10,3,3,6,104,27,9,5,0,3,3,0,0,0,0,44,5,11,29,3,10,0,0,9,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,29,3,9,0,0,9,0,3,68,0,0,0,0,0,0,0,0,0,3,3,29,12,30,3,14,8,0,9,0,5,110,67,6,8,0,0,3,0,0,0,0,80,13,8,11,3,4,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,8,13,3,4,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,81,12,21,3,4,7,0,0,0,0,126,86,10,3,3,0,0,0,0,0,4,104,12,0,0,0
UCL113004,16,0,0,4,3,6,3,0,43,0,0,0,0,0,0,0,0,0,0,0,11,7,22,4,9,6,4,6,3,5,69,3,0,3,0,0,0,0,0,0,0,17,3,0,8,0,5,0,0,3,0,0,23,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,5,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,5,0,0,4,0,0,38,19,5,0,3,0,0,0,4,0,0,29,5,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,26,6,3,3,0,0,0,4,0,3,45,34,0,0,0,0,0,0,0,0,3,45,5,0,0,0
UCL113005,19,3,3,14,5,7,3,0,61,0,0,0,0,0,0,0,0,0,0,0,21,9,31,6,3,14,3,5,8,3,106,34,13,17,5,3,0,0,0,0,4,79,12,6,23,3,3,5,0,0,0,0,65,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,9,24,3,3,5,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,46,30,44,9,5,5,0,0,0,5,147,114,11,3,3,0,0,0,0,0,9,142,25,0,3,3,0,0,0,0,0,3,42,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,3,3,6,3,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,142,20,10,8,7,0,0,0,0,11,188,245,12,0,0,0,0,3,0,0,16,273,35,4,3,3
UCL113006,25,3,5,6,5,4,3,0,68,0,0,0,0,0,0,0,0,0,12,12,27,6,30,6,8,4,5,5,3,8,118,44,4,9,0,0,0,0,0,0,3,64,7,11,20,0,3,4,4,0,3,3,55,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,11,17,0,3,4,4,0,3,3,58,0,0,0,0,0,0,0,0,0,10,10,50,16,30,3,3,4,4,3,3,12,133,80,5,6,0,7,0,3,0,0,4,100,24,3,9,0,0,0,0,0,0,0,45,3,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,3,16,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3,4,106,6,21,0,8,0,3,0,0,12,153,106,3,3,0,3,0,0,0,0,3,128,25,3,3,0
UCL113007,212,23,58,72,61,81,47,65,723,0,0,0,0,0,0,0,0,0,0,0,75,91,244,37,73,73,73,92,56,71,880,60,19,12,3,3,0,4,3,0,6,117,83,75,142,20,19,34,15,8,3,4,405,12,17,25,12,11,6,3,12,3,6,100,3,3,3,0,0,0,0,0,0,0,6,92,88,165,33,26,45,22,20,7,13,510,0,0,0,0,0,0,0,0,0,0,0,152,112,182,39,27,45,24,20,7,18,629,86,16,9,0,0,0,0,4,0,3,123,117,49,64,12,13,7,3,3,0,6,292,22,17,14,3,6,3,11,7,6,7,100,3,3,0,0,0,0,0,0,0,0,4,149,67,80,15,28,13,14,9,10,16,391,0,0,0,0,0,0,0,0,0,0,3,239,84,90,17,26,17,18,11,10,20,522,93,11,8,0,0,0,0,0,0,10,121,139,23,12,0
UCL113008,10,3,6,5,12,7,11,0,58,0,0,0,0,0,0,0,0,0,11,11,11,3,10,3,11,5,7,5,11,14,86,22,3,3,0,0,0,0,0,0,3,36,10,8,5,0,0,3,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,0,0,3,4,4,0,0,35,0,0,0,0,0,0,0,0,0,14,14,30,10,11,0,3,3,4,4,0,16,77,53,3,0,0,0,0,0,0,0,4,61,11,3,4,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,10,13,60,6,4,0,0,0,0,0,3,12,93,58,0,3,3,0,0,0,0,0,3,65,4,3,0,0
UCL113009,13,0,0,3,3,8,0,3,45,0,0,0,0,0,0,0,0,0,0,0,39,20,35,6,11,4,3,3,7,4,133,60,32,33,3,8,3,9,3,0,4,157,15,21,16,3,0,3,3,3,0,0,60,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,17,17,3,0,4,3,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,74,52,49,4,8,10,14,3,0,11,224,192,33,28,6,8,3,0,3,0,6,272,30,10,7,3,0,0,0,0,0,4,55,3,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,35,10,11,3,0,0,0,0,0,9,59,0,0,0,0,0,0,0,0,0,0,0,230,42,34,7,3,3,0,6,0,12,341,278,12,10,0,3,0,0,0,0,7,307,59,4,0,0
UCL113010,18,3,6,0,3,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,19,4,27,7,6,3,8,3,0,4,81,38,7,6,0,0,0,0,0,0,4,60,4,3,13,3,4,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,3,4,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,49,16,20,4,5,3,3,0,0,5,99,93,11,10,3,0,0,0,0,0,4,119,13,7,5,3,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,3,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,108,14,14,4,3,0,0,0,0,4,154,134,4,0,0,0,0,0,0,0,3,139,13,0,0,0
UCL113011,16,0,4,3,6,6,3,3,55,0,0,0,0,0,0,0,0,0,0,0,16,18,28,0,7,3,11,6,7,4,95,39,9,8,0,0,0,0,3,0,5,57,11,9,23,3,0,0,3,3,0,0,57,3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,16,27,0,3,0,3,4,0,0,71,0,0,0,0,0,0,0,0,0,0,0,53,19,30,0,3,0,3,5,0,4,128,98,3,3,0,0,0,0,4,0,0,109,36,8,3,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,37,14,3,3,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,135,18,4,3,0,0,0,3,0,0,167,128,0,3,0,0,0,0,0,0,3,138,32,0,3,0
UCL113012,29,12,7,6,16,6,0,3,118,0,0,0,0,0,0,0,0,0,0,0,75,17,56,12,16,12,12,6,0,4,227,112,23,14,3,6,3,3,0,0,3,168,36,19,21,5,10,3,0,0,0,3,102,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,21,25,5,10,4,0,0,0,3,110,0,0,0,0,0,0,0,0,0,0,0,147,42,44,7,13,9,6,0,0,5,272,235,14,12,5,0,3,0,0,0,10,279,58,10,16,4,6,0,5,0,3,3,112,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,59,15,16,8,6,0,5,0,3,3,117,0,0,0,0,0,0,0,0,0,0,0,292,28,31,13,7,3,5,0,3,19,398,300,8,4,3,0,0,0,0,0,8,334,46,3,3,0
UCL113013,23,3,9,0,3,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,14,18,43,5,12,6,3,3,0,3,103,30,14,12,0,0,0,0,0,0,3,59,11,4,20,7,4,3,0,3,0,5,56,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,4,27,7,8,3,0,3,0,5,60,0,0,0,0,0,0,0,0,0,0,0,38,17,33,7,7,4,3,4,3,4,121,62,7,3,3,3,0,0,0,0,3,90,24,3,4,0,5,0,0,0,0,0,35,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,10,6,0,5,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,83,14,9,4,12,0,0,0,0,5,133,73,3,9,0,0,0,0,0,0,10,96,14,0,0,0
