UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL222073,0,0,5,4,4,11,4,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,6,3,3,0,26,14,17,20,19,30,49,46,28,3,224
UCL222074,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,14,8,11,17,16,14,7,0,98,22,37,48,40,62,71,72,29,8,385
UCL222075,0,0,7,3,0,3,0,0,0,13,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,16,12,8,36,23,39,40,26,21,5,196
UCL222076,0,4,4,3,9,10,3,0,0,32,0,0,3,6,9,6,0,0,0,19,0,0,6,6,5,0,0,0,0,23,0,0,0,3,3,0,0,0,0,6,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,8,3,4,16,9,0,6,3,0,43,19,15,34,66,64,48,54,18,0,318
UCL222077,0,3,3,4,4,4,0,0,0,16,0,0,4,3,8,8,0,0,0,14,0,0,0,0,9,6,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,3,3,0,3,3,0,0,0,22,19,22,17,16,50,42,8,11,3,185
UCL222078,0,0,0,7,6,5,3,0,3,25,0,0,3,6,7,0,0,0,0,17,0,0,3,0,3,3,0,0,0,9,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,6,3,0,0,3,6,4,10,0,0,26,20,13,25,34,55,83,71,36,32,361
UCL222079,0,0,14,5,7,3,0,0,0,26,0,3,3,0,3,0,0,0,0,11,0,0,0,3,4,3,0,0,0,12,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,8,5,0,0,17,13,17,50,37,49,54,49,5,12,295
UCL222080,0,0,5,3,0,7,8,0,0,19,0,0,3,0,3,4,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,14,5,0,27,11,8,18,10,34,61,73,17,3,230
UCL222081,0,4,5,6,0,3,0,0,0,24,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,12,0,0,0,0,10,0,0,0,0,16,0,0,0,3,3,0,3,0,0,6,3,0,7,9,9,7,0,0,0,37,11,10,35,34,48,39,18,4,0,205
UCL222082,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,10,3,3,0,0,25,20,5,10,31,45,34,24,3,0,165
UCL222083,0,0,3,3,3,3,0,0,0,19,0,0,3,10,11,3,0,0,0,25,0,0,0,3,4,3,0,0,0,14,0,0,0,3,3,0,0,0,0,12,0,0,0,3,5,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,3,0,0,9,0,5,3,3,0,25,26,21,34,61,69,56,36,22,0,329
UCL222084,0,0,8,11,4,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,3,3,3,3,3,3,3,24,22,15,30,54,48,68,49,47,24,352
UCL222085,0,0,0,0,0,0,6,3,0,8,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,3,0,21,8,3,4,8,33,39,50,19,7,171
UCL222086,0,0,6,4,8,10,3,0,0,30,0,0,4,4,3,3,0,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,3,3,4,0,7,5,4,29,17,21,33,47,51,76,90,45,35,410
UCL222087,0,0,4,4,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,9,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,8,3,0,0,18,12,6,17,39,31,46,45,14,4,211
UCL222088,0,0,0,0,8,3,3,0,0,15,0,0,0,5,4,7,4,0,0,17,0,0,0,3,12,4,0,0,0,15,0,0,0,4,3,3,0,0,0,15,0,0,0,8,5,7,0,0,0,16,0,0,3,0,6,5,0,0,0,13,0,0,3,10,10,13,3,4,0,38,12,25,20,50,71,83,41,20,7,332
UCL222089,0,0,0,3,7,11,5,0,0,35,0,0,0,3,3,7,3,0,0,16,0,0,0,4,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,7,5,3,3,26,18,6,20,35,61,119,123,35,14,430
UCL222090,0,0,3,6,4,3,0,0,0,17,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,3,0,0,0,9,0,0,4,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,10,11,4,4,38,22,22,20,31,53,52,56,38,26,318
UCL222091,0,0,0,0,3,3,4,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,7,6,3,3,23,4,3,13,26,18,43,40,17,11,176
UCL222092,0,0,4,8,5,7,0,0,0,27,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,3,0,4,3,4,3,3,0,0,25,12,8,24,38,33,20,23,13,3,166
UCL222093,0,0,5,3,3,4,0,0,0,18,0,0,7,0,5,0,0,0,0,11,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,15,23,8,28,27,37,33,8,5,9,170
UCL222094,0,0,4,3,8,15,14,8,0,45,0,0,0,3,6,4,5,3,0,23,0,0,0,3,8,6,3,0,3,23,0,0,0,0,0,3,0,0,0,11,0,0,3,0,3,10,3,5,0,23,0,0,0,3,7,3,3,3,0,14,5,0,0,0,7,15,9,4,18,63,23,16,20,27,61,100,77,35,49,409
UCL222095,0,0,3,4,0,4,3,0,0,17,0,0,3,0,5,0,0,0,0,6,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,11,7,10,6,45,28,13,22,37,54,81,64,44,32,368
UCL222096,0,0,0,3,3,0,0,3,0,11,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,8,3,0,26,8,4,23,26,23,43,40,8,7,183
UCL222097,0,0,4,0,3,5,0,0,0,19,0,0,3,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,4,9,7,3,0,0,32,27,16,30,36,43,49,29,17,5,252
UCL222098,0,4,4,0,3,4,0,0,0,20,0,0,3,0,4,7,0,0,0,14,0,0,8,5,4,3,0,0,0,22,0,0,0,3,5,3,0,0,0,14,0,0,7,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,8,0,3,0,9,10,0,4,0,38,38,21,49,39,65,64,31,16,3,325
UCL222099,0,0,3,0,10,9,6,0,0,26,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,0,6,5,35,17,23,29,33,66,82,67,41,20,386
UCL222100,0,0,7,10,0,5,3,0,0,27,0,0,9,4,0,0,0,0,0,16,0,0,6,0,3,0,0,0,0,11,0,0,0,0,3,6,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,3,7,11,6,3,7,0,51,25,6,50,65,60,70,31,9,5,331
UCL222101,0,0,0,4,3,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,4,3,0,31,16,15,12,25,37,66,52,17,9,252
UCL222102,0,0,4,0,3,8,0,0,0,14,0,0,0,3,4,0,0,0,0,12,0,0,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,4,0,0,0,5,3,0,0,3,0,0,0,0,0,10,9,7,23,16,30,41,16,13,3,161
UCL222103,0,0,5,3,3,9,0,0,0,25,0,0,6,4,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,3,0,3,0,29,16,13,33,29,36,50,24,4,0,206
UCL222104,0,0,4,7,5,6,0,0,0,29,0,0,3,13,12,5,0,0,0,30,0,0,0,3,9,3,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,7,0,0,16,36,11,30,65,54,53,37,16,3,310
UCL222105,0,0,0,3,0,6,3,3,0,14,0,0,0,0,7,8,0,0,0,25,0,0,0,0,3,8,0,0,0,6,0,0,0,6,3,0,0,0,0,6,0,0,0,0,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,5,0,5,23,14,8,22,30,44,77,50,10,10,265
UCL222106,0,0,6,3,13,3,0,3,0,28,0,0,4,3,3,3,0,0,0,21,0,0,3,3,7,0,0,0,0,14,0,0,0,0,5,8,0,0,0,13,0,0,0,10,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,7,0,0,21,22,12,35,53,53,48,24,5,3,263
UCL222107,0,0,13,3,5,3,3,0,0,31,0,0,9,5,3,5,0,0,0,23,0,0,9,8,3,9,3,0,0,31,0,0,3,3,7,0,0,0,0,11,0,0,4,0,3,0,0,0,0,15,0,0,0,4,0,3,0,0,0,7,4,3,7,0,9,0,11,0,0,28,28,14,112,39,60,62,41,11,0,373
UCL222108,3,0,4,5,11,3,3,0,0,24,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,7,9,8,3,42,27,18,39,36,53,72,75,49,12,382
UCL222109,0,0,4,0,6,8,3,0,0,22,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,7,9,3,0,29,5,20,31,16,49,63,70,24,6,285
UCL222110,0,3,3,20,8,6,0,0,0,36,0,0,3,7,3,4,0,0,0,16,0,0,4,4,6,6,0,0,0,18,0,0,0,3,5,0,0,0,0,10,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,3,0,0,20,25,17,53,63,48,67,37,10,4,318
UCL222111,0,0,3,0,9,6,0,0,0,27,0,0,0,0,5,4,0,0,0,12,0,0,0,3,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,3,0,3,4,0,4,3,0,22,20,17,27,27,62,28,21,13,0,219
UCL222112,0,0,3,0,3,5,3,0,0,18,0,0,3,7,7,3,0,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,0,0,0,14,9,4,12,29,27,30,22,16,3,157
UCL222113,0,0,0,4,4,10,0,0,0,25,0,0,0,6,3,0,0,0,0,13,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,5,7,0,7,0,0,15,13,8,29,44,48,53,31,18,5,250
UCL222114,0,3,4,0,0,0,0,0,0,14,0,3,0,0,3,8,0,0,0,14,0,0,0,3,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,0,0,0,14,9,16,43,10,25,36,18,4,4,166
UCL222115,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,5,0,0,5,9,0,14,3,0,49,13,9,14,21,42,44,57,23,10,229
UCL222116,0,4,0,0,6,3,0,0,0,15,0,0,3,0,0,6,0,0,0,10,0,0,3,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,3,0,0,23,19,9,26,23,43,37,32,6,3,195
UCL222117,0,0,0,5,7,5,0,0,0,18,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,5,0,0,0,8,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,7,0,0,4,10,18,3,3,0,41,23,12,37,40,65,71,42,13,4,306
UCL222118,0,3,0,0,3,0,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,4,0,3,0,0,0,15,0,0,0,4,4,0,3,0,0,8,0,0,0,3,8,3,0,0,0,10,0,0,0,0,3,3,0,0,0,9,3,0,0,0,0,0,0,3,0,11,26,10,14,21,31,27,32,10,0,172
UCL222119,0,0,3,4,7,3,0,0,0,18,0,0,3,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,0,0,14,20,7,12,31,38,32,16,10,5,162
UCL222120,0,0,0,3,10,3,0,0,0,18,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,3,0,0,0,10,3,0,4,0,16,16,16,28,25,40,45,36,15,3,226
UCL222121,3,0,7,0,3,3,0,0,0,19,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,28,13,28,25,37,37,18,12,0,196
UCL222122,0,3,0,0,3,3,0,0,0,9,0,0,0,0,3,3,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,12,19,13,20,28,36,15,7,0,153
UCL231777,115,1404,4536,5131,6900,6079,2496,635,179,27467,32,532,2836,3654,4803,4066,1403,304,59,17682,11,231,1894,3068,4275,3288,952,250,65,14040,8,65,991,2063,2808,2186,632,145,48,8948,9,61,1070,2792,3890,2835,863,241,47,11798,45,81,469,1606,2579,2083,939,311,68,8176,3822,2003,4201,5171,6637,6884,5822,2734,895,38163,27043,19177,35251,47992,66424,69088,50347,18869,5266,339459
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,4,6,0,0,0,13,0,0,0,0,3,3,0,0,0,6,0,0,4,3,11,5,0,0,0,25
UCL299994,6,37,127,61,53,32,12,0,0,329,0,11,83,36,32,25,3,0,0,185,0,0,42,36,19,18,9,0,0,123,0,0,34,23,21,13,0,0,0,88,0,0,52,36,21,16,4,0,0,129,0,0,15,23,14,21,5,0,0,76,64,163,358,249,183,140,91,26,12,1283,357,898,1848,1295,975,816,482,121,38,6825
UCL301001,562,12332,42764,32819,29805,21285,7829,2131,844,150368,188,5376,31227,25637,22371,14456,4338,966,332,104896,105,2062,23898,25175,21875,13489,3095,665,263,90621,37,817,13688,17703,15399,8873,1929,451,165,59056,42,636,17051,28343,24754,12927,2722,666,271,87417,108,313,5271,16430,17425,9236,2680,844,345,52648,9866,12015,24528,19578,18048,14797,12526,9653,8471,129479,132888,159749,322012,291188,267570,214742,152218,76617,35022,1652019
UCL302001,133,2384,9706,8673,8379,6058,2638,746,304,39018,41,944,6378,6285,5587,3826,1347,296,123,24838,20,403,4458,5732,5288,3355,1052,266,84,20657,15,194,2582,3759,3379,2062,689,169,61,12907,13,158,2910,5238,4817,2759,923,240,90,17138,26,116,1065,2849,3108,2027,912,360,104,10570,3141,3443,6957,6102,6061,5531,5166,3873,3220,43494,33265,36525,75009,74505,72240,61812,51332,26359,11505,442549
UCL303001,44,561,2401,2516,2430,1758,522,134,44,10402,15,284,1561,1703,1651,1084,330,42,15,6684,3,131,1168,1503,1603,975,222,28,17,5642,4,54,639,948,1042,644,140,22,14,3508,7,33,754,1250,1366,813,156,33,9,4425,12,14,236,588,691,494,154,39,16,2242,1093,1061,2369,2185,2272,1857,1355,768,385,13336,9036,8531,20122,21109,21114,17327,11469,4743,1776,115226
UCL303002,48,816,3251,3414,3728,2863,1479,544,217,16351,4,328,2096,2505,2618,1876,844,238,78,10586,12,136,1589,2377,2539,1735,537,177,59,9163,3,71,824,1510,1680,977,337,116,42,5555,0,70,1120,2037,2329,1363,493,143,46,7603,14,27,407,1302,1527,987,503,155,67,4990,1109,1035,1964,2131,2348,2246,2377,2004,1855,17065,14450,12572,25827,30376,33539,31713,28941,16311,7054,200787
UCL303003,36,620,1802,1317,1403,1141,417,139,68,6938,9,258,1144,958,941,709,207,68,24,4317,3,121,880,892,930,655,170,37,15,3697,5,41,463,601,634,455,94,32,18,2342,0,43,522,688,825,560,128,33,11,2817,6,18,142,384,417,303,131,48,30,1473,647,605,1011,840,879,911,992,955,897,7746,6762,7190,13533,11679,11973,11456,9458,6001,2882,80935
UCL303004,119,1520,3458,2543,2413,1714,595,115,47,12515,44,872,2834,2138,1869,1253,302,53,23,9385,11,296,1992,2017,1887,1100,199,37,8,7565,3,75,1041,1322,1254,764,124,19,5,4601,0,72,1155,1765,1768,914,165,32,12,5882,14,29,289,695,752,477,125,31,13,2421,1186,1709,2641,2005,1983,1587,1229,766,392,13506,12231,15002,25985,22352,21607,17557,11686,5726,2195,134334
UCL311001,13,181,628,596,604,522,187,100,37,2860,0,60,356,374,372,279,63,27,9,1540,0,31,245,314,367,247,46,15,5,1277,0,18,105,163,189,120,29,12,3,645,0,8,152,186,217,127,31,8,3,741,4,3,56,97,93,67,37,14,10,375,285,287,514,407,514,532,612,569,398,4107,3129,3032,5930,5340,6045,6129,5727,3938,1688,40961
UCL311002,11,132,479,551,581,503,305,96,37,2705,4,51,266,345,353,278,115,35,13,1459,0,18,205,351,376,248,47,20,4,1274,0,5,113,187,223,137,28,14,3,706,0,6,129,218,244,175,37,14,3,832,3,10,64,116,123,89,42,23,10,483,291,212,368,443,533,664,864,571,329,4270,2872,2160,4491,5358,6341,7420,8467,4703,1511,43314
UCL311003,22,430,1236,983,1082,804,245,52,20,4876,12,234,948,760,788,526,120,33,9,3427,3,122,803,783,849,571,97,17,11,3253,3,84,567,579,605,415,52,11,4,2321,0,75,912,1067,1023,583,77,26,6,3762,3,13,268,490,557,335,64,25,14,1770,382,447,1088,992,1135,904,586,473,288,6288,4700,4810,11081,10113,10783,8882,5402,3035,1278,60077
UCL311004,14,357,1036,829,843,702,205,70,31,4088,7,179,689,643,693,420,108,13,5,2751,4,84,571,562,539,411,57,15,0,2241,3,27,324,360,372,280,55,14,0,1435,0,31,484,535,624,352,39,9,0,2082,3,16,105,216,296,191,50,30,10,912,427,362,690,595,738,670,549,473,384,4895,4425,4228,8339,7381,8029,7020,4987,3192,1403,48997
UCL312001,17,221,466,398,386,232,72,20,3,1822,4,160,438,310,272,198,42,3,0,1432,3,93,385,313,300,176,35,4,0,1310,0,53,292,277,254,180,17,0,7,1076,0,59,579,639,633,297,33,0,0,2237,0,14,243,399,353,202,23,8,0,1239,216,216,458,412,440,304,164,120,48,2371,2141,2433,5387,4774,4660,3410,1809,932,334,25878
UCL312002,13,68,215,189,254,220,80,30,13,1080,3,24,110,136,159,136,27,9,0,609,0,15,66,117,146,115,19,10,0,491,0,4,35,65,99,70,14,0,0,294,0,0,34,58,72,59,9,11,3,255,3,4,19,29,35,26,13,3,5,142,120,89,179,239,185,287,340,233,106,1779,1300,1124,2099,2363,2678,3134,3033,1797,730,18248
UCL313001,4,25,125,144,177,135,67,14,7,711,0,13,82,101,85,96,38,7,0,429,0,9,72,106,119,102,18,5,0,429,0,3,49,85,78,72,19,5,3,312,0,4,39,105,93,76,24,4,4,344,0,0,21,44,78,47,13,5,0,212,44,26,51,58,78,101,127,72,30,586,616,410,935,1272,1394,1638,1747,862,217,9090
UCL313002,4,20,89,130,207,233,158,76,25,949,4,16,60,104,142,118,52,28,6,519,0,10,34,91,130,120,63,14,3,460,0,3,26,61,92,74,43,12,0,312,0,0,22,83,96,94,38,14,3,347,0,3,13,49,56,55,34,20,0,233,66,33,76,94,133,226,331,270,246,1473,722,548,957,1394,2103,3114,4143,2327,876,16183
UCL313003,3,91,182,207,178,121,41,7,0,830,0,31,160,121,97,84,18,4,0,518,0,7,85,121,104,75,12,9,0,414,0,8,57,72,68,38,7,3,0,250,0,9,93,104,94,45,20,4,3,360,0,9,23,58,37,24,12,5,0,163,100,60,117,132,121,114,85,84,49,875,894,800,1522,1596,1469,1244,891,528,245,9187
UCL313004,7,111,218,155,159,119,39,4,0,811,4,57,212,133,164,85,30,0,0,688,0,38,143,137,134,81,10,0,0,545,0,21,134,133,89,46,11,3,0,431,0,18,232,261,216,88,10,0,0,837,0,3,103,142,118,67,11,3,0,449,169,131,305,280,279,178,65,48,24,1479,876,933,2333,2036,1845,1232,466,180,55,9951
UCL313005,0,90,233,148,108,99,22,3,0,705,0,42,172,100,85,53,5,0,0,460,0,15,129,93,89,56,5,0,0,379,0,11,77,69,71,49,3,0,0,279,0,6,118,106,95,58,6,0,0,389,0,0,19,32,29,18,0,4,0,107,63,76,158,113,99,94,43,39,9,699,666,818,1927,1321,1170,1036,520,292,89,7851
UCL313006,6,64,187,198,191,169,66,25,18,924,0,20,123,115,140,90,32,3,0,525,0,18,89,95,103,87,16,14,4,425,0,5,35,58,74,52,7,3,0,243,0,8,36,79,82,52,7,3,3,277,0,6,9,29,33,26,10,5,7,123,90,71,180,146,172,194,255,236,198,1540,1125,1016,2069,1959,2215,2236,2071,1336,642,14655
UCL313007,0,69,147,138,119,92,31,17,4,618,4,18,84,61,75,54,12,3,4,318,0,12,72,62,53,53,7,3,0,269,0,3,28,47,46,42,5,0,0,181,0,9,53,72,92,51,3,3,0,288,0,0,23,27,31,15,7,3,0,115,84,46,84,81,78,75,88,68,34,631,648,672,1276,1167,1131,1141,972,590,268,7868
UCL313008,20,161,292,190,215,130,35,8,0,1054,8,117,301,204,170,89,32,0,0,929,3,71,261,185,176,106,21,0,0,836,0,71,246,179,183,102,20,3,0,801,3,86,674,488,415,202,29,0,0,1903,5,3,105,154,143,70,14,0,0,488,171,178,486,305,378,262,139,44,17,1973,1085,1376,3479,2564,2471,1660,873,325,81,13923
UCL313009,6,53,251,289,291,198,70,22,10,1185,0,26,134,158,163,104,29,8,0,624,0,18,94,136,123,70,22,0,4,465,0,6,68,88,74,52,9,0,0,295,0,3,61,76,93,47,9,4,0,286,6,7,12,25,35,27,3,0,0,116,97,102,170,172,168,148,182,185,214,1440,1075,1009,2177,2277,2338,2111,1824,1166,619,14592
