SED_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED40018,0,4,0,290,63,13,0,48,8,32,4,13,13,45,192,431,0,0,3,3,0,3,0,0,3,10,31,59,649,127,30,872,112,611,44,165,56,376,228,3278
SED40019,0,0,0,135,59,13,9,73,6,35,3,15,6,35,206,469,0,0,0,3,3,3,0,0,3,8,10,32,490,149,24,899,89,485,43,200,52,348,226,2997
SED40020,0,6,0,82,47,13,0,73,3,21,3,20,3,33,156,379,6,0,0,6,3,0,0,0,0,3,16,39,533,131,23,836,83,457,42,211,41,335,182,2864
SED40021,0,11,0,451,60,13,0,83,6,45,3,7,3,32,237,487,0,0,0,7,0,0,0,0,0,4,12,23,721,172,28,1325,137,681,39,236,32,413,255,4044
SED40022,0,6,0,643,84,22,3,140,0,54,6,17,12,25,304,679,3,3,4,10,0,3,0,3,0,0,0,23,890,225,47,1661,147,710,55,214,39,208,314,4512
SED40023,0,0,0,142,62,20,0,85,10,43,4,19,4,39,233,519,0,0,0,14,0,3,0,6,3,5,16,56,701,220,42,1422,163,769,65,265,63,315,260,4279
SED40024,0,8,0,358,90,21,5,112,10,48,8,7,8,20,279,601,3,0,0,5,0,0,3,3,5,4,4,28,924,231,64,1595,202,793,61,224,55,223,299,4666
SED40025,6,9,0,363,48,13,3,68,3,28,8,18,9,38,198,424,4,0,4,3,3,4,0,0,3,11,7,33,696,143,33,1128,136,502,48,196,41,322,215,3452
SED40026,0,4,0,265,87,5,6,90,6,48,5,10,3,19,279,563,6,0,3,4,0,0,0,0,3,6,4,24,950,175,47,1526,178,823,55,187,44,316,300,4603
SED40027,4,8,0,177,51,9,5,55,9,47,3,19,4,55,140,404,0,0,0,9,0,0,0,0,0,13,21,43,637,130,28,981,98,733,38,283,55,708,165,3857
SED40028,0,6,0,136,87,10,4,94,9,43,8,7,0,11,171,440,10,0,0,10,3,0,0,0,0,4,11,33,632,141,54,1242,96,533,54,154,39,200,191,3339
SED40029,4,0,0,184,51,20,4,67,14,38,6,28,3,28,197,459,4,0,0,9,4,3,0,0,0,3,9,38,706,202,47,1351,152,630,48,237,46,358,212,3987
SED40030,4,3,0,206,58,13,3,71,6,38,4,18,6,28,197,443,0,0,3,6,0,0,0,0,0,0,4,16,777,230,41,1509,169,726,54,242,45,369,206,4367
SED40031,0,6,0,537,97,15,10,88,13,59,4,19,4,41,226,565,3,0,4,7,0,3,0,0,0,4,9,33,962,231,38,1688,162,790,61,257,28,380,249,4850
SED40032,3,7,0,574,55,7,0,72,7,24,0,10,5,22,184,381,6,0,0,3,3,3,0,0,0,3,4,19,681,137,26,1166,119,468,28,146,32,193,194,3185
SED40033,0,3,0,176,49,7,7,84,7,31,0,9,3,18,194,408,3,0,6,3,3,0,0,5,0,8,6,30,748,155,31,1309,127,549,37,175,34,231,214,3617
SED40034,0,6,0,98,58,5,0,52,3,50,3,17,12,59,205,472,0,0,3,3,0,0,0,3,3,13,20,44,652,143,26,965,111,878,58,296,81,692,232,4137
SED40035,0,3,0,258,67,10,3,94,7,30,4,9,9,21,183,447,4,0,5,8,0,3,0,0,0,3,5,32,868,173,28,1565,140,693,59,186,39,273,191,4220
SED40036,0,6,0,150,49,15,0,68,9,40,3,16,7,60,178,447,3,0,0,4,0,3,0,0,0,8,11,32,645,193,33,1160,116,777,56,302,66,580,195,4123
SED40037,0,3,0,294,58,16,3,66,5,56,10,22,11,40,260,546,3,0,4,3,0,3,0,0,0,4,6,34,925,180,49,1233,170,908,46,310,66,537,282,4710
SED40038,0,7,0,74,37,9,5,53,7,48,5,32,3,60,132,393,3,0,3,0,0,3,0,0,4,7,20,45,577,178,44,865,96,863,44,349,66,958,166,4195
SED40039,0,0,0,57,30,9,5,35,0,33,3,11,5,32,148,319,0,0,3,5,0,0,0,0,0,5,6,36,455,156,35,868,101,613,56,257,46,439,163,3185
SED40040,0,7,0,269,90,8,3,98,8,45,4,12,6,22,225,513,8,4,0,4,0,0,0,0,0,0,9,29,848,181,40,1411,124,662,50,152,53,213,246,3979
SED40041,0,0,0,137,76,6,4,65,3,29,0,16,10,28,244,493,6,0,4,4,0,5,0,3,0,5,16,48,548,116,39,887,103,452,34,172,45,279,268,2949
SED40042,0,3,0,96,47,9,4,61,9,57,4,18,7,52,233,505,5,0,4,3,0,6,0,0,7,5,15,40,926,204,47,1267,132,1087,56,349,101,570,270,5010
SED40043,0,9,0,277,58,5,3,59,4,35,0,13,3,36,207,428,0,0,0,3,0,4,0,0,0,3,11,21,836,219,35,1407,207,855,44,289,45,405,225,4568
SED40044,9,12,0,1198,54,14,6,80,8,42,3,16,3,20,264,516,0,0,0,3,0,3,0,0,0,3,7,23,800,204,30,1373,121,673,36,192,22,205,274,3934
SED40045,3,15,0,1030,90,9,6,83,9,35,10,21,0,22,279,553,0,0,3,3,0,3,0,0,0,4,0,15,955,181,45,1579,156,637,72,245,29,264,286,4454
SED40046,0,9,0,303,49,16,0,56,3,26,3,11,3,53,156,372,0,0,0,3,0,0,0,0,0,0,3,10,683,205,24,1145,136,629,40,275,45,407,168,3746
SED40047,0,0,0,362,81,9,0,94,11,39,5,11,4,29,202,491,3,0,0,8,0,3,0,0,0,5,4,28,981,149,26,1542,175,730,39,202,42,311,221,4410
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,0,4,0,258,51,17,4,62,4,39,6,9,4,24,271,500,5,0,0,3,0,4,0,0,7,7,6,39,608,208,38,1225,105,619,50,228,63,220,283,3666
SED50205,18,35,3,1576,73,18,4,81,3,55,0,12,5,29,394,677,3,0,0,11,0,4,0,0,0,0,8,27,776,196,27,1472,118,955,36,234,42,296,401,4561
SED50302,3,9,0,247,47,8,4,67,5,51,5,24,13,41,332,603,3,0,7,3,0,4,0,4,3,14,28,65,725,179,42,1174,118,1345,51,359,97,529,379,5002
SED50404,3,14,0,663,51,12,3,49,5,38,3,17,9,33,278,501,0,0,0,3,4,4,0,0,3,3,13,29,654,172,24,1245,160,927,39,245,45,368,301,4170
SED50502,3,9,0,381,47,11,4,66,7,54,3,26,3,36,272,527,0,5,3,4,3,3,0,0,5,6,16,36,735,202,43,1198,132,960,54,265,61,448,295,4400
SED50605,6,23,0,1081,75,15,0,73,10,44,3,20,6,36,385,668,3,0,3,3,0,0,0,0,0,0,6,22,817,180,21,1406,110,902,35,249,54,377,399,4553
SED50702,6,8,0,345,42,15,0,40,6,39,0,17,9,22,304,494,3,0,0,3,0,0,0,0,3,8,14,33,674,135,38,960,123,929,33,236,70,431,325,3953
SED50806,8,3,0,322,47,8,3,76,6,39,3,14,3,24,298,530,3,0,0,0,0,3,0,0,0,3,11,25,513,128,38,1034,95,703,61,189,61,261,313,3394
SED50904,13,11,0,724,125,25,3,158,13,106,15,27,7,66,1099,1649,6,0,10,11,0,3,0,3,3,9,17,70,1643,369,95,2835,334,2157,149,486,170,592,1144,9982
SED51005,3,3,0,268,41,13,3,42,5,58,4,31,11,53,332,587,0,3,5,7,0,0,0,0,3,7,17,41,780,244,33,1171,136,1330,55,437,102,629,356,5275
SED51104,3,22,3,1353,57,20,6,96,9,52,4,14,3,29,385,671,0,0,0,10,0,3,0,0,3,4,4,32,851,191,27,1925,167,951,58,243,52,240,393,5090
SED51201,3,6,0,222,107,18,0,106,5,47,4,19,9,31,257,596,12,0,3,3,4,5,0,0,4,3,23,54,573,111,26,991,98,603,36,155,44,258,289,3189
SED51304,4,33,0,2249,54,16,3,104,8,60,0,24,8,27,477,775,3,3,3,10,0,5,0,0,0,3,14,39,1005,282,32,1921,152,1196,32,257,49,256,489,5657
SED51405,10,22,0,823,98,18,11,128,11,71,3,26,14,45,542,967,4,3,3,9,3,3,3,0,3,6,10,48,1189,227,63,2155,243,1397,61,310,106,383,563,6682
SED51506,3,9,0,485,77,11,3,103,9,69,8,23,13,33,508,855,4,0,0,7,3,3,0,0,0,9,16,43,736,184,45,1608,144,1038,72,209,88,279,535,4944
SED51604,5,40,3,1921,62,19,0,107,6,75,9,24,13,22,348,682,3,3,0,11,4,0,0,3,0,4,11,46,739,184,26,1416,120,970,36,220,44,212,364,4328
SED51702,9,17,0,996,129,21,10,134,24,92,7,31,20,37,793,1288,15,4,5,11,3,4,0,0,4,8,26,73,1732,305,63,2698,320,2106,93,394,149,441,835,9124
SED51806,3,10,0,506,78,13,7,75,12,53,7,23,9,34,540,846,0,0,3,0,3,0,4,3,3,0,10,34,673,158,33,1154,112,854,64,231,89,290,560,4213
SED51903,3,12,0,773,112,13,12,87,15,70,12,8,6,31,507,872,8,0,8,7,3,4,0,0,7,9,21,69,1223,117,71,1701,209,1320,78,160,99,250,542,5767
SED52002,5,10,0,407,88,14,10,84,5,58,4,24,11,39,414,748,3,0,3,10,0,6,0,0,3,10,14,45,979,202,43,1457,155,1230,58,275,78,410,443,5318
SED52105,8,23,0,1068,65,19,3,81,15,38,3,18,0,32,343,614,4,0,0,5,0,0,0,0,0,4,8,22,694,210,36,1419,141,775,46,206,56,263,352,4197
SED52201,3,5,0,366,74,7,9,86,10,47,9,9,8,37,500,789,7,0,3,9,0,3,0,0,3,3,14,39,723,148,38,1155,144,718,67,156,66,288,522,4021
SED52304,5,3,0,627,75,16,14,89,5,77,9,36,8,66,430,832,4,0,3,8,3,3,0,3,0,8,14,57,1281,302,73,2024,220,1417,83,380,87,647,462,6976
SED52402,0,10,4,273,58,6,3,59,4,73,7,18,4,53,340,629,4,0,0,6,0,7,0,0,0,4,19,44,792,189,41,1182,128,1245,48,342,73,605,363,5004
SED52504,11,19,0,1277,77,25,8,122,7,59,3,19,7,36,370,730,4,0,3,6,0,7,0,0,0,0,4,35,833,186,32,1737,146,978,60,220,44,259,380,4883
SED52605,11,13,0,975,89,10,3,107,15,57,7,18,4,31,516,867,3,3,0,8,0,0,0,0,0,6,5,34,1204,201,37,2002,179,1203,78,253,62,305,527,6049
SED52704,3,3,0,569,90,9,6,94,8,34,3,22,6,23,377,671,10,0,7,3,0,3,0,3,0,3,14,38,816,150,46,1486,163,893,65,231,58,262,402,4566
SED52802,3,20,0,706,56,13,11,92,12,57,5,21,6,32,383,684,6,0,4,0,0,3,0,0,0,9,10,39,754,196,32,1374,131,1013,51,247,68,367,403,4635
SED52903,0,0,0,9,3,3,0,3,0,7,0,6,0,15,14,46,0,0,3,0,0,0,0,0,0,3,35,43,38,12,8,24,3,57,0,25,12,101,53,328
SED53003,0,0,0,260,53,14,10,41,15,28,3,14,3,77,227,483,3,0,3,3,0,3,0,0,0,21,27,66,677,101,46,652,112,427,43,118,37,561,273,3047
SED53104,11,9,0,787,95,15,3,104,13,39,8,15,10,28,370,703,0,0,4,5,0,0,0,0,0,5,8,22,875,188,38,1702,173,879,67,208,57,279,376,4839
SED53205,7,17,0,524,98,5,8,115,10,101,5,33,11,62,811,1272,11,0,4,3,4,5,3,3,4,7,28,73,1348,234,70,2020,276,2036,103,421,158,558,859,8077
SED53306,9,9,0,399,56,14,4,59,12,51,8,16,4,40,518,776,4,0,3,0,0,0,0,0,3,3,20,32,617,134,31,1084,106,919,60,245,96,386,541,4215
SED53402,3,14,0,803,55,10,4,53,9,41,7,15,7,24,271,486,7,0,0,3,0,0,0,0,0,4,7,26,790,181,22,1362,152,900,44,231,52,291,290,4306
SED53502,4,7,0,440,62,23,0,69,7,46,3,20,7,33,345,610,3,0,3,3,0,4,0,0,0,9,14,36,766,160,32,1213,138,949,52,228,79,347,368,4323
SED53602,6,9,0,282,67,22,7,84,3,46,5,32,15,81,297,652,7,0,4,8,3,0,0,0,6,14,37,76,813,250,54,1169,101,1115,57,446,93,842,347,5294
SED53701,4,3,0,276,109,20,4,91,9,39,8,16,8,37,422,765,5,0,0,9,0,4,0,0,0,3,20,42,686,150,33,955,96,651,65,152,88,258,450,3580
SED53802,7,9,0,468,48,18,4,57,5,43,3,13,3,41,235,470,4,0,0,7,0,0,4,5,0,4,18,38,747,202,28,1226,139,971,49,288,68,491,255,4469
SED53902,7,26,3,1066,55,6,6,73,8,51,4,8,0,36,253,503,4,0,0,10,0,4,4,0,0,3,9,38,723,180,35,1285,138,871,40,225,39,282,271,4093
SED54006,6,12,0,427,87,17,7,127,10,63,12,22,4,32,578,955,7,3,10,9,0,3,0,0,3,3,18,57,758,159,47,1372,140,1043,67,220,107,336,610,4860
SED54104,5,29,0,1919,55,24,3,84,9,50,0,13,3,26,334,599,3,0,3,5,3,3,0,0,0,4,7,27,770,178,25,1412,116,1069,29,242,30,242,346,4468
SED54203,0,0,0,272,36,9,5,31,7,13,3,8,5,27,127,256,5,0,0,5,0,0,0,0,3,5,9,37,390,59,31,417,73,370,32,66,45,143,143,1774
SED54304,17,25,3,1468,124,17,5,157,20,76,8,33,11,35,601,1091,12,0,4,11,0,3,0,0,3,8,17,66,1433,216,57,2321,167,1235,76,269,84,326,631,6807
SED54404,11,12,0,1076,36,8,4,44,5,35,3,10,3,20,298,464,0,0,0,6,0,0,3,0,4,0,9,23,617,154,30,1162,180,855,38,183,52,255,308,3843
SED54503,9,3,0,1278,83,8,5,68,5,57,0,16,14,29,304,592,13,0,5,10,0,10,0,3,8,9,28,76,1078,99,73,1287,180,1298,51,117,125,240,352,4899
SED54605,7,21,3,955,68,13,5,89,5,62,8,34,14,30,438,760,3,0,0,4,7,6,0,0,0,3,12,38,1016,239,22,1560,115,1302,53,362,78,460,454,5663
SED54705,5,10,0,354,55,7,9,61,7,50,3,17,10,42,410,679,3,0,3,4,3,4,0,0,0,10,5,35,541,99,22,868,102,824,50,221,79,366,417,3594
SED54804,4,17,0,1054,57,8,0,63,9,33,3,10,6,14,315,522,5,0,0,10,3,3,0,0,0,3,4,29,707,179,22,1398,188,823,48,177,44,206,331,4128
SED54905,12,22,0,1309,43,13,5,58,3,37,4,10,3,21,262,459,0,3,3,3,0,0,0,0,0,3,8,27,741,152,21,1156,109,894,35,206,46,276,272,3906
SED55005,10,21,0,994,117,11,14,122,12,93,6,26,15,55,630,1099,13,0,3,13,0,4,0,0,0,6,17,62,1734,274,69,2233,216,1874,82,402,98,526,659,8171
SED55102,17,9,0,840,106,18,8,140,8,58,5,30,12,48,647,1074,8,0,9,18,3,3,0,0,9,5,13,64,1216,237,66,1952,195,1297,76,261,104,313,669,6389
SED55206,3,4,3,314,80,26,4,84,10,41,5,17,11,19,557,846,3,0,0,4,0,3,0,3,0,3,14,35,686,269,46,1467,113,704,86,257,49,212,590,4490
SED55305,4,10,0,651,43,6,3,37,4,33,3,9,3,19,322,482,3,0,0,4,0,3,0,0,0,3,6,28,673,188,32,1106,132,887,41,257,53,312,342,4023
SED55401,0,0,0,252,122,18,3,110,11,44,4,20,0,21,216,570,5,0,0,10,0,3,0,0,0,5,21,47,623,123,42,1049,105,591,45,139,44,235,256,3263
SED55504,5,9,0,720,101,26,13,122,13,60,4,14,12,28,547,938,9,3,10,10,3,4,3,0,4,7,12,61,1326,260,67,2250,231,1314,90,250,91,322,571,6772
SED55605,17,16,0,958,128,7,9,125,19,88,7,25,5,42,1158,1621,7,3,3,8,6,9,0,0,0,7,15,54,1555,202,77,2413,260,2054,105,364,159,448,1189,8826
SED55706,5,6,0,240,87,23,4,114,8,34,3,19,8,27,386,720,5,0,3,3,0,0,0,0,4,5,10,41,621,264,63,1215,89,620,74,229,76,250,408,3911
SED55802,5,8,0,565,110,15,11,110,13,64,3,27,10,51,637,1052,13,0,6,13,0,3,0,0,4,5,26,77,1667,282,74,2268,251,1798,92,420,128,549,676,8200
SED55905,4,11,0,527,43,13,3,66,6,36,3,14,12,39,286,520,4,4,0,4,0,3,0,0,0,3,10,34,609,174,22,1295,125,776,59,185,56,382,302,3996
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,0,0,0,30,11,0,0,43,0,12,0,3,3,15,34,128,0,0,0,0,0,0,0,0,0,0,3,3,153,49,11,341,31,169,13,35,12,105,52,985
SED60106,3,3,0,249,63,8,3,79,3,28,3,11,4,11,154,363,6,0,3,4,0,3,0,0,3,8,8,32,674,136,26,1288,112,514,47,131,42,243,174,3378
SED60112,0,6,0,203,51,8,3,48,3,24,5,14,3,8,140,307,0,0,0,4,0,0,3,0,0,0,8,18,473,141,23,1001,111,436,37,134,31,158,156,2684
SED60115,0,6,0,108,52,6,0,52,3,27,0,15,4,41,168,378,0,0,4,4,0,3,0,0,4,6,4,30,452,157,22,788,72,523,38,259,52,489,191,3045
SED60207,0,3,0,121,51,9,3,73,10,35,7,18,9,37,169,416,0,0,0,3,0,3,0,0,0,6,3,18,555,143,23,1010,105,511,38,188,37,341,193,3142
SED60208,0,4,0,139,52,11,7,61,6,26,3,18,3,23,170,385,0,0,4,3,3,3,3,3,3,8,17,44,478,141,34,1001,116,508,49,216,51,297,201,3103
SED60209,3,3,0,142,60,13,3,79,6,50,4,16,12,27,185,466,8,0,0,3,0,0,0,0,0,8,8,36,562,136,26,1032,100,571,50,195,59,311,205,3238
SED60214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,3,0,0,0,0,3,25
SED60302,0,3,0,28,21,3,0,20,3,5,0,3,4,12,50,114,0,0,0,0,0,0,0,0,0,6,0,6,206,49,8,364,43,156,21,60,19,98,47,1070
SED60303,3,4,0,99,56,10,0,62,4,39,0,13,6,33,110,336,0,0,0,3,0,0,0,3,3,4,6,27,598,198,20,902,129,537,51,229,53,448,128,3288
SED60304,0,5,0,464,40,9,3,50,7,18,0,8,0,19,198,348,0,3,0,4,0,0,0,0,0,0,7,13,611,224,27,1095,113,414,39,146,21,181,209,3069
SED60305,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,3,4,0,5,0,0,3,54
SED60310,3,8,4,578,49,14,3,56,0,16,0,12,0,12,146,312,3,0,5,0,0,0,0,0,0,3,3,12,509,133,20,829,79,330,19,129,16,141,156,2363
SED60402,0,0,0,17,16,0,0,5,0,4,0,0,0,0,21,48,0,0,0,0,0,0,0,0,0,0,0,0,126,22,6,192,16,60,9,22,4,14,17,494
SED60405,0,4,3,227,55,24,3,103,6,33,0,22,8,26,230,511,0,0,0,0,0,3,0,0,0,4,4,23,689,305,35,1290,119,619,65,273,56,328,261,4030
SED60410,0,0,0,88,19,4,0,18,0,6,0,5,4,8,50,118,0,0,0,0,0,0,0,0,0,0,4,4,209,81,9,396,61,195,12,62,11,73,53,1157
SED60411,0,5,0,309,55,15,3,78,0,20,11,19,6,27,175,402,3,0,0,7,0,6,0,3,0,5,6,29,678,158,34,1335,144,422,45,176,33,284,182,3492
SED60413,0,0,0,215,50,3,0,60,4,23,3,17,4,24,107,299,0,0,0,3,0,0,0,0,0,5,3,21,523,107,10,900,108,316,44,150,22,171,120,2463
SED60501,0,3,0,53,38,16,3,60,5,25,0,15,3,29,99,291,0,0,0,3,0,0,0,0,0,8,4,22,301,113,23,512,54,244,23,122,31,228,113,1758
SED60502,0,3,0,60,46,9,6,48,7,38,3,15,7,36,88,297,0,0,0,0,0,4,0,3,0,9,12,34,449,97,26,719,81,432,37,193,50,369,111,2546
SED60512,0,0,0,46,13,3,0,18,0,17,3,5,3,9,54,129,0,0,0,0,0,0,0,0,0,0,4,9,159,46,10,263,39,153,24,51,19,96,67,921
SED60513,0,0,0,59,28,13,0,46,3,12,0,14,3,27,78,224,0,0,0,0,0,0,0,0,0,4,4,12,270,105,24,548,57,250,27,111,25,170,96,1664
SED60514,0,0,3,115,66,16,0,92,6,36,0,17,5,27,176,449,3,0,5,6,0,0,0,0,6,3,8,35,547,174,47,1080,87,526,47,218,57,293,208,3297
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,0,4,0,10,3,0,0,0,0,9,0,6,0,50,5,79,3,0,0,0,0,3,0,0,0,15,30,50,48,15,13,34,0,116,3,54,8,450,43,792
SED70002,0,0,0,156,33,0,0,21,0,10,0,0,3,5,93,171,0,0,0,0,0,4,0,0,0,3,13,22,465,29,9,255,57,201,9,18,15,51,109,1221
SED70003,0,0,0,50,13,3,5,3,0,3,0,13,8,43,28,129,9,6,6,7,0,7,0,18,8,105,64,221,98,30,26,70,14,112,7,77,27,345,101,901
SED70004,0,0,0,16,9,3,0,5,0,9,0,11,0,40,29,98,0,3,3,0,0,0,0,3,3,9,9,29,135,22,10,64,17,92,0,58,16,287,47,741
SED70005,0,0,0,245,27,0,4,13,0,11,0,3,0,9,76,149,0,0,4,0,0,0,0,0,0,0,5,14,435,23,20,241,58,303,8,34,16,39,91,1266
SED70006,0,0,0,127,41,4,0,9,3,7,0,0,0,7,94,171,0,0,0,0,0,0,0,0,0,0,4,8,381,34,9,258,45,154,9,18,7,44,108,1076
SED70007,0,0,0,185,25,0,0,3,3,8,0,0,0,4,77,120,0,0,3,3,0,0,0,0,0,0,0,10,428,19,19,243,51,245,18,19,16,31,81,1166
SED70008,0,0,0,251,28,4,0,6,3,8,0,4,0,3,78,138,0,0,0,0,0,0,0,0,0,0,3,9,343,26,14,277,59,214,17,44,14,51,84,1140
SED70009,0,0,0,52,19,0,0,5,0,3,0,10,6,24,49,113,0,0,0,0,0,3,0,0,0,4,5,17,163,20,12,93,19,139,7,58,20,270,58,864
SED70010,0,4,0,103,26,0,0,13,0,15,0,0,5,0,83,145,4,0,0,0,0,0,0,0,0,3,3,15,284,17,3,180,30,164,6,28,16,75,90,895
SED70011,0,0,0,219,15,3,0,8,0,11,3,0,8,3,52,99,0,0,0,0,0,0,0,0,0,0,3,8,253,15,7,170,32,210,11,25,17,32,49,822
SED70012,0,0,0,183,21,4,0,14,0,9,0,0,0,0,46,92,0,0,0,0,0,0,0,0,0,0,3,4,257,15,5,146,46,148,6,13,7,28,47,731
SED70013,3,0,3,200,32,3,0,14,8,18,3,9,0,0,69,165,5,0,4,0,0,0,0,0,0,0,5,20,402,36,15,229,57,180,13,39,16,56,84,1137
SED70014,0,3,0,130,20,4,0,3,5,19,0,0,0,9,57,112,3,0,0,0,0,0,0,0,0,0,4,8,240,29,13,215,40,172,10,39,10,64,56,879
SED70015,0,0,0,98,24,3,0,12,3,11,0,5,6,11,47,121,0,0,0,0,0,0,0,0,3,4,3,6,285,33,10,179,38,165,9,49,15,74,50,904
SED70016,0,0,0,76,40,0,0,8,0,10,3,0,0,15,87,155,3,0,0,0,0,0,0,0,0,0,13,18,311,11,12,191,40,156,6,15,7,79,98,937
SED70017,0,0,3,38,15,0,0,9,0,4,0,6,0,24,23,80,0,3,0,0,0,3,0,3,3,3,7,18,130,24,12,77,17,75,4,46,17,239,34,680
SED70018,3,3,0,238,32,3,0,10,3,13,0,4,0,11,74,151,4,0,0,3,0,0,0,0,0,0,0,15,384,35,20,254,56,137,12,32,8,56,78,1069
SED70019,0,0,0,70,21,3,0,5,0,11,0,10,0,22,30,109,0,0,0,3,0,0,0,0,0,5,18,29,176,39,12,145,9,164,6,93,13,309,52,1020
SED70020,3,0,0,179,21,0,0,3,0,5,3,3,3,0,62,101,0,0,0,0,0,0,0,0,0,0,3,8,235,27,5,207,29,169,12,37,14,39,65,834
SED70021,0,4,0,147,9,0,0,8,0,7,0,3,0,0,45,71,0,0,0,0,0,0,0,0,0,0,0,3,172,15,6,123,25,233,3,10,7,18,47,664
SED70022,0,0,0,174,27,0,3,9,3,8,0,5,0,9,61,132,0,0,3,0,0,0,0,0,0,0,7,13,373,21,17,210,42,152,13,38,20,54,67,1003
SED70023,0,0,0,214,19,3,0,15,0,9,0,3,0,3,70,119,4,0,3,0,0,0,0,0,0,0,4,9,447,17,13,248,57,236,15,18,16,30,78,1179
SED70024,0,0,0,4,11,9,0,6,0,10,0,9,6,44,9,97,0,0,0,3,3,3,0,4,0,14,9,33,46,27,3,38,3,89,3,68,9,352,20,671
SED70025,0,0,0,238,45,3,0,11,5,9,0,0,3,4,89,169,5,0,0,3,0,0,0,0,0,0,4,16,448,35,20,247,62,197,9,37,18,51,97,1225
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,12,25,0,1909,244,15,11,145,30,70,6,25,10,48,467,1082,12,0,8,6,0,3,0,0,0,3,21,41,3076,309,108,2648,488,1380,117,323,89,463,514,9519
SED80002,7,27,3,1597,155,15,8,82,10,62,9,20,9,47,397,815,14,0,0,10,0,9,0,0,0,3,10,45,2464,357,79,2495,460,1419,110,335,92,563,433,8814
SED80003,10,38,6,2595,140,11,0,91,11,57,0,20,3,35,483,861,7,3,3,3,3,5,0,0,0,0,6,35,2071,260,74,1815,359,1075,77,262,58,369,504,6919
SED80004,9,33,4,2803,184,20,6,128,28,72,8,23,9,60,524,1055,8,3,5,3,4,3,0,0,0,4,14,58,2882,383,102,2781,496,1322,97,345,86,546,566,9600
SED80005,8,28,3,2710,195,7,3,102,27,84,3,24,12,55,683,1193,12,0,0,9,3,3,0,0,0,3,20,63,4134,385,143,3634,696,2247,138,408,101,535,743,13160
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,0,0,0,33,15,0,3,5,0,3,0,0,0,6,22,68,0,0,0,0,0,0,3,0,0,0,3,7,119,20,10,102,13,74,5,16,9,27,34,430
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
