SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED20704,0,4,0,0,0,0,0,4,0,44,3,57,7,3,0,0,0,0,0,7,3,41,0,60,0,0,0,3,0,4,0,3,0,21,0,32,0,0,0,0,0,0,0,0,0,12,0,13,3,3,0,5,0,7,0,30,3,196,4,257,0,8,0,3,0,6,3,45,6,85,4,162,10,25,0,17,0,30,3,69,11,659,12,836,10,33,3,36,0,63,4,91,19,285,4,550,24,52,9,106,6,102,4,84,11,339,7,742,96,50,3,155,12,74,9,54,8,196,0,654,74,19,4,112,10,76,4,19,6,64,0,391,133,25,9,99,4,47,5,19,5,61,0,413,310,30,4,202,29,75,9,35,14,61,7,773,192,13,15,108,17,28,3,10,4,26,0,422,137,11,5,59,6,7,6,11,3,13,0,252,56,4,3,23,6,13,0,3,0,9,0,116,66,9,8,60,4,25,3,11
SED20804,3,0,3,0,0,0,0,3,0,43,0,54,5,0,0,0,0,0,0,3,0,43,0,51,4,3,0,0,0,0,0,11,3,19,0,46,0,0,0,0,0,0,0,4,0,14,0,23,7,9,0,4,0,3,0,30,6,221,3,288,3,6,0,3,0,11,0,41,4,83,0,155,12,25,4,21,3,41,6,81,7,826,14,1047,9,39,4,41,3,74,4,85,10,324,8,610,28,58,0,91,5,91,8,82,8,335,9,714,107,64,3,156,9,80,4,47,11,210,3,700,95,27,3,128,5,49,3,28,10,40,0,378,117,27,6,108,6,32,4,16,3,39,3,364,260,31,6,170,29,61,11,26,4,53,3,655,176,11,3,93,15,12,0,10,0,14,0,341,101,5,4,33,0,10,0,5,4,9,0,172,36,3,0,10,0,9,0,3,0,0,0,67,69,10,3,43,3,20,0,4
SED20906,0,0,0,0,0,0,0,6,3,95,3,104,0,3,0,0,0,0,0,0,0,63,0,68,0,7,0,0,0,0,0,3,0,20,0,34,0,0,0,0,0,0,0,3,0,15,0,17,3,7,0,0,0,4,0,18,0,165,0,191,0,10,0,5,0,4,0,35,0,55,0,100,6,12,0,7,0,12,5,46,3,453,8,548,7,26,3,15,0,59,0,64,3,175,0,349,13,39,0,45,3,64,4,53,4,209,3,430,37,27,3,64,0,54,0,32,5,168,0,394,35,15,0,58,4,40,0,18,3,39,0,215,64,17,0,63,6,46,0,21,0,31,0,255,226,19,3,122,7,83,0,23,7,56,0,555,205,13,7,83,9,34,3,15,3,24,0,385,170,0,0,38,3,17,0,7,4,13,0,257,125,4,3,20,6,26,0,0,0,12,0,188,236,9,9,56,7,31,0,4
SED21001,0,0,0,0,0,0,0,0,0,253,0,262,0,3,0,0,0,0,3,6,3,65,0,83,3,0,0,0,0,0,0,22,0,31,0,57,0,0,0,0,0,0,0,13,3,22,0,44,0,12,0,3,0,3,0,29,0,169,3,223,9,14,0,3,0,11,0,48,4,65,3,157,3,33,0,8,0,36,0,56,3,362,12,515,3,27,4,21,0,69,0,46,7,215,3,398,17,37,0,47,3,81,3,65,14,276,4,559,43,38,5,85,0,71,0,63,11,190,0,501,45,19,3,76,3,58,3,31,13,73,0,326,66,12,0,60,5,52,5,21,8,81,0,311,241,33,3,128,11,94,0,39,7,122,0,682,222,19,3,90,9,42,3,30,3,56,0,481,162,13,6,48,6,21,0,11,0,50,0,324,118,8,0,22,3,24,0,13,0,24,0,218,199,21,0,101,7,61,3,25
SED21106,3,0,0,0,0,4,0,3,3,44,0,57,0,0,0,0,0,3,0,4,0,32,0,35,0,0,0,3,0,0,0,3,0,13,0,19,0,0,0,0,0,0,0,3,0,6,0,11,0,3,0,3,0,4,0,5,0,90,0,112,0,4,0,6,0,9,0,19,5,35,0,75,9,16,0,4,0,13,0,35,4,193,3,272,3,26,0,9,3,27,0,44,0,122,5,227,16,36,0,35,0,36,0,43,3,188,4,353,25,26,3,54,0,29,3,50,0,132,0,330,38,15,0,45,4,50,0,37,3,87,0,284,54,28,4,53,5,46,3,41,3,81,0,310,291,33,8,136,12,103,8,53,13,157,0,807,247,29,8,127,16,41,7,33,0,88,3,589,215,16,8,72,8,22,3,16,4,54,3,413,194,9,5,33,6,82,0,22,3,36,0,400,511,77,6,187,25,152,11,93
SED21203,0,0,0,0,0,0,0,0,0,100,8,111,0,0,0,0,0,0,0,6,0,54,4,66,0,3,0,0,0,3,0,14,0,34,0,46,0,0,0,0,0,5,0,10,3,14,0,35,0,0,0,3,0,15,0,27,4,322,3,374,0,11,0,3,0,32,0,32,4,83,0,161,3,15,3,9,0,51,4,58,6,801,19,954,8,15,0,16,0,72,4,43,7,141,3,317,10,28,4,38,3,118,3,35,0,138,3,393,41,13,0,77,4,66,3,20,5,80,3,316,44,11,3,57,0,35,0,5,0,19,0,182,57,8,0,42,4,40,0,9,0,12,0,180,175,3,4,46,16,34,4,10,3,20,0,310,90,0,3,22,11,10,0,0,0,3,0,141,49,0,0,13,4,4,0,3,0,0,0,62,23,0,0,8,0,5,0,0,0,0,0,40,29,0,0,0,0,0,0,0
SED21303,7,0,0,4,0,3,0,0,0,87,7,98,0,0,0,0,0,0,0,3,0,45,0,49,0,0,0,0,0,0,0,15,0,23,0,36,0,0,0,0,0,0,0,13,0,10,0,25,3,7,0,3,0,8,0,33,0,234,4,290,0,14,0,4,0,13,0,38,4,59,0,130,10,39,3,11,0,28,4,50,3,424,5,584,9,35,0,34,3,57,4,46,7,115,0,312,24,82,0,63,5,100,3,35,7,118,0,440,70,61,3,159,12,89,5,33,4,84,4,523,80,26,0,130,8,71,0,23,7,24,0,369,147,23,8,133,3,77,0,19,3,35,0,450,559,41,9,230,22,113,3,24,3,33,0,1042,580,16,3,197,16,47,0,9,3,20,4,888,372,6,4,93,21,29,5,6,3,4,0,549,294,6,3,45,10,29,0,3,0,0,0,388,518,9,13,107,15,50,0,9
SED21401,0,0,0,0,0,4,0,0,0,218,0,228,4,0,0,0,0,0,0,7,3,100,4,112,0,3,0,0,0,0,0,18,0,34,3,63,0,0,0,0,0,0,0,12,0,16,0,36,0,8,0,3,0,8,0,24,4,304,7,357,0,6,0,4,0,13,0,43,3,101,3,184,0,22,0,4,0,27,0,60,9,658,9,794,4,29,0,15,0,50,0,79,5,308,9,497,17,40,3,41,0,68,8,66,8,345,3,588,32,37,6,49,8,74,4,48,5,275,3,546,44,13,0,61,3,70,3,27,0,92,0,320,71,20,6,45,0,53,3,23,3,138,5,370,197,26,3,100,12,88,7,30,0,145,3,622,168,20,3,94,5,37,3,18,3,64,0,426,138,12,3,46,4,10,0,14,0,47,0,277,81,6,0,21,3,38,0,7,6,31,0,186,174,22,4,72,13,76,3,30
SED21503,0,0,0,0,0,0,0,0,0,156,0,158,0,0,0,0,0,0,0,4,0,42,3,52,0,3,0,0,0,3,0,11,0,23,0,49,0,0,0,0,0,0,0,6,0,13,0,20,0,10,0,3,0,8,0,18,0,235,3,278,0,5,0,7,0,18,0,41,0,63,0,133,0,20,3,3,0,37,0,72,8,617,13,775,10,37,0,19,0,76,0,75,7,277,4,501,20,40,3,51,3,87,8,55,3,266,7,541,41,40,7,100,3,73,6,34,5,156,3,466,53,19,5,85,4,66,3,24,6,49,4,313,92,9,0,62,6,45,4,10,4,54,3,289,248,22,6,130,14,86,6,10,0,44,0,577,252,6,3,76,7,18,0,8,0,21,0,391,162,4,0,47,4,3,0,0,0,11,0,233,91,0,0,8,3,16,0,3,0,7,0,133,107,9,4,31,3,15,0,6
SED21608,0,4,0,3,0,0,0,5,0,65,3,79,3,3,0,0,0,3,0,7,0,42,3,54,3,0,0,0,0,0,0,14,0,26,0,46,0,0,0,0,0,0,0,5,0,14,0,26,7,14,0,3,0,5,0,34,0,215,0,284,0,4,0,9,0,17,3,50,3,99,6,195,7,23,3,21,0,38,0,74,11,734,8,918,10,34,3,39,0,85,5,99,6,244,3,533,33,68,4,73,10,105,5,76,11,237,6,618,74,46,12,141,7,71,6,48,6,152,3,573,72,22,0,111,12,57,4,21,3,39,0,340,108,20,5,84,9,62,3,16,9,22,3,335,316,35,13,158,17,90,10,26,4,37,0,712,178,12,6,96,20,23,4,4,5,9,0,359,116,3,8,39,5,5,3,0,0,14,0,192,56,0,0,14,0,16,0,0,0,9,0,99,68,7,0,45,3,24,3,8
SED21706,0,0,0,3,0,4,0,3,0,180,0,188,0,3,0,0,0,5,0,6,0,45,0,56,0,3,0,0,0,0,0,22,0,28,0,56,0,0,0,0,0,0,0,13,0,19,0,28,0,9,0,0,0,5,0,23,3,171,0,208,0,5,0,0,0,14,0,30,0,72,3,123,4,25,0,4,0,26,0,36,7,327,4,435,3,25,0,9,0,52,0,38,5,168,3,308,17,35,3,42,3,59,3,66,7,199,0,431,44,26,0,71,0,51,0,50,3,156,0,396,41,10,3,53,6,41,0,24,3,54,0,240,81,13,0,50,3,33,0,12,6,75,0,281,209,25,3,120,10,83,3,40,3,97,0,590,223,18,4,88,7,33,0,16,3,53,0,452,172,12,0,65,6,21,0,7,0,25,0,307,119,3,3,25,6,39,3,6,0,14,0,215,297,26,12,75,3,53,3,24
SED21805,3,0,0,0,0,0,0,0,0,66,0,74,0,0,0,0,0,0,0,0,0,29,0,36,0,5,0,0,0,0,0,9,3,23,0,38,0,0,0,0,0,3,0,11,0,4,0,20,0,3,0,0,0,5,0,17,4,183,3,217,0,3,0,5,0,17,3,35,3,84,0,149,7,18,0,11,0,30,0,56,11,525,18,677,5,13,0,20,0,70,0,58,12,194,3,389,15,47,4,71,6,119,6,55,6,222,4,559,79,42,14,141,11,85,8,39,4,120,8,537,93,21,3,101,3,72,3,18,10,30,0,348,139,15,4,96,11,60,5,14,3,33,0,377,551,25,4,175,29,65,4,23,4,45,0,934,398,13,12,120,14,36,12,4,4,14,0,625,197,10,3,47,12,14,3,6,0,7,0,291,123,0,0,16,3,35,0,3,0,8,0,195,150,6,0,52,3,23,0,4
SED21906,3,0,0,3,0,3,0,3,3,86,0,103,0,0,0,3,0,0,0,6,3,40,0,45,0,3,0,0,0,0,0,13,0,21,0,40,0,0,0,0,0,0,0,13,4,14,0,27,0,8,0,0,0,7,0,19,0,119,0,159,3,9,0,3,0,17,0,23,4,44,0,109,5,36,0,8,0,29,3,48,0,263,3,401,4,33,0,17,3,50,0,43,3,108,0,257,16,53,5,60,0,70,3,60,0,134,7,403,62,51,4,124,3,66,3,47,3,94,3,458,52,22,4,100,3,74,3,24,0,53,0,335,131,40,3,98,13,62,6,28,0,60,4,431,390,48,6,197,8,90,13,45,5,76,0,870,392,30,5,133,8,62,8,31,5,60,0,732,283,23,4,84,12,26,0,21,3,34,0,498,219,4,3,43,12,33,0,11,0,26,0,365,414,42,3,151,22,96,6,55
SED22005,3,3,0,0,0,0,0,0,0,273,0,287,0,3,0,0,0,3,0,9,3,85,0,102,0,3,0,0,0,3,0,22,3,48,0,79,0,0,0,0,0,0,0,22,0,23,0,45,0,9,0,0,0,7,0,40,3,336,6,401,0,13,0,4,0,27,0,48,3,107,0,208,6,26,0,18,0,66,5,68,4,766,12,959,11,56,0,30,3,112,9,58,11,200,3,497,27,52,3,73,5,121,0,67,9,194,3,560,62,34,0,101,0,55,6,33,3,107,0,415,71,14,0,90,12,80,3,20,10,31,0,331,117,19,7,75,7,49,4,13,0,26,0,318,334,20,6,120,7,67,6,13,0,41,3,624,245,7,4,82,12,27,0,6,0,10,0,387,146,6,3,17,10,12,0,0,0,10,0,200,83,0,3,15,4,17,0,0,0,4,0,129,117,0,0,29,3,12,0,3
SED22105,9,0,0,0,0,5,0,0,0,199,0,214,0,0,0,0,0,0,0,9,0,45,3,59,0,0,0,0,0,0,0,10,0,32,0,46,0,0,0,0,0,0,0,5,3,11,0,22,0,8,0,3,0,9,3,30,3,167,4,231,0,6,0,0,0,17,0,44,3,68,0,150,7,12,0,9,0,69,0,50,10,590,9,750,9,17,0,27,0,125,0,69,12,173,3,437,33,36,3,88,8,152,3,59,4,173,5,571,132,36,4,184,11,137,7,44,8,116,4,683,159,19,4,142,6,86,0,10,3,27,0,463,258,12,4,138,9,72,4,15,0,26,0,540,758,28,8,242,24,100,7,17,6,20,4,1209,400,6,6,100,16,20,4,0,0,10,0,573,193,3,0,44,6,6,0,0,0,5,0,267,82,0,3,17,0,10,0,0,0,3,0,115,95,8,0,25,3,6,3,0
SED22201,4,0,3,0,0,3,0,0,0,70,0,83,0,0,0,0,0,0,0,9,0,29,0,38,0,0,0,0,0,3,0,7,0,28,0,44,0,0,0,0,0,0,0,4,0,10,0,15,0,3,0,0,0,5,0,23,4,155,0,186,0,3,0,0,0,11,0,34,3,58,0,116,0,15,0,11,0,27,7,58,3,523,3,652,4,18,0,22,0,37,0,61,4,273,6,431,11,28,0,64,6,81,0,70,5,272,5,542,53,38,3,83,6,59,7,38,8,180,0,470,64,21,0,93,0,59,3,26,5,44,0,325,126,15,5,88,15,50,5,19,0,45,3,374,377,21,9,158,15,80,10,19,3,49,0,745,305,14,7,104,12,23,0,8,0,18,0,499,211,0,4,45,3,13,3,0,3,12,0,297,105,5,0,15,3,28,0,3,4,3,0,176,128,7,0,33,4,14,0,6
SED22305,0,0,0,0,0,5,0,0,0,144,3,151,0,4,0,0,0,3,0,4,0,66,0,78,0,0,0,0,0,0,0,17,0,54,0,69,0,0,0,0,0,0,0,22,0,18,0,39,0,5,0,3,0,6,3,29,0,342,3,392,0,13,3,3,0,31,0,38,3,102,3,200,0,18,0,8,0,88,3,72,9,740,19,967,4,29,3,24,0,149,0,61,13,201,3,488,29,42,3,83,7,148,3,56,8,202,3,587,84,35,7,109,9,97,12,33,11,98,5,499,80,25,0,79,4,86,0,17,4,24,0,314,106,15,0,75,12,43,6,7,0,21,3,296,283,22,4,91,20,57,3,14,6,34,3,534,135,3,4,45,3,18,0,3,0,7,0,215,64,3,0,15,0,4,3,0,0,3,3,91,22,0,0,0,3,6,0,3,0,0,0,43,32,3,0,9,0,9,0,0
SED22404,9,0,0,3,0,0,0,7,0,72,0,95,0,10,0,5,0,0,0,9,0,36,0,59,0,3,0,4,0,3,0,19,0,25,3,52,0,0,0,0,0,3,0,3,0,22,0,28,8,17,0,6,3,8,0,28,3,218,7,305,6,18,0,13,0,17,3,46,9,78,3,189,17,29,3,26,3,21,3,102,18,711,11,949,20,56,5,35,0,73,10,84,8,264,6,560,42,66,12,94,5,79,14,90,15,286,4,716,87,58,3,134,14,77,10,56,13,178,3,636,84,34,4,111,16,39,3,23,5,38,0,365,124,26,8,80,3,50,3,17,7,63,0,383,275,30,9,178,24,80,14,21,6,51,3,685,174,21,8,103,13,23,8,9,0,29,0,390,105,5,4,38,15,10,0,3,0,13,0,191,53,3,3,15,0,25,0,6,4,11,0,114,87,15,3,44,8,25,4,8
SED22501,0,0,0,3,0,3,0,0,0,61,0,68,0,0,0,0,0,0,0,3,0,33,0,38,0,0,0,0,0,0,0,3,0,16,0,20,0,0,0,0,0,0,0,10,0,6,0,24,0,4,0,5,0,5,0,14,3,115,0,140,0,3,0,3,0,10,0,20,0,54,0,96,0,11,0,3,3,12,0,33,3,383,4,449,3,19,0,7,0,29,0,61,4,210,0,346,12,36,0,31,0,45,5,84,9,333,4,552,21,41,5,66,7,51,4,51,9,224,5,484,30,16,0,69,7,60,7,43,4,64,0,299,65,20,3,68,10,66,10,33,5,88,0,358,237,52,6,175,15,116,5,43,10,112,0,776,225,23,8,141,12,45,0,14,3,35,0,514,187,14,3,72,3,15,3,9,0,18,0,319,115,3,0,34,5,42,0,9,0,9,0,225,182,18,0,73,11,42,3,24
SED22607,3,0,0,0,0,0,0,0,0,88,0,92,0,0,0,0,0,0,0,4,0,41,0,47,0,0,0,0,0,3,0,7,0,22,4,37,0,0,0,0,0,0,0,4,0,13,0,22,0,6,0,0,0,0,0,21,4,161,4,195,0,3,0,3,0,6,0,39,4,48,0,110,3,27,3,5,3,25,4,50,5,304,3,428,8,24,0,15,0,59,4,42,7,147,0,304,14,42,5,48,3,64,6,50,5,155,0,392,34,32,0,104,3,66,3,37,4,106,0,397,65,24,0,86,0,70,8,32,3,59,3,342,91,25,0,64,3,58,4,25,4,52,0,329,410,26,4,167,16,90,15,30,9,71,3,839,366,14,10,114,13,37,3,14,0,28,0,605,270,7,5,75,9,22,3,5,0,14,0,414,209,8,4,27,3,39,4,5,0,9,0,309,442,11,4,110,13,53,9,17
SED22704,14,3,7,4,0,6,0,0,0,79,3,112,7,3,0,3,0,7,0,6,0,58,3,90,0,0,0,11,3,3,0,21,3,36,0,81,0,0,0,0,0,4,0,8,0,23,0,41,20,14,0,6,3,9,3,38,5,318,8,423,8,15,0,15,0,12,3,64,9,93,0,219,30,33,3,24,0,46,9,87,13,995,16,1251,33,35,5,48,7,84,9,129,22,322,9,697,48,71,9,111,8,110,13,71,19,346,3,806,91,41,9,166,13,97,11,62,14,190,7,715,84,29,5,115,4,77,11,30,6,51,0,404,136,24,0,115,12,52,7,17,6,62,0,438,294,32,13,201,20,83,5,19,6,62,3,738,207,13,0,99,20,25,0,6,0,15,3,388,107,11,9,44,11,11,0,4,0,11,0,197,47,4,3,13,4,11,0,3,0,4,0,92,86,23,8,47,3,19,3,11
SED22802,0,0,0,0,0,3,0,0,0,49,0,58,0,3,0,0,0,0,0,0,0,32,0,39,0,4,0,0,0,0,0,5,0,16,0,34,3,0,0,0,0,0,0,4,0,10,0,21,0,10,0,9,0,6,0,10,3,148,9,193,0,11,0,8,3,15,0,32,3,78,0,158,0,13,3,12,3,25,3,69,3,509,17,663,8,26,0,28,3,66,4,63,5,250,0,454,17,46,3,56,6,82,0,56,8,239,4,520,56,38,4,98,10,79,3,30,10,148,3,477,66,16,0,108,5,48,5,26,3,40,0,331,120,16,5,102,8,61,4,29,3,39,0,379,431,23,4,201,26,71,8,32,5,49,0,844,260,20,4,102,10,19,6,7,3,17,0,445,152,6,0,39,10,4,3,0,0,11,0,234,64,0,0,10,4,22,0,3,0,3,0,101,59,3,3,33,3,19,0,0
SED22901,5,0,0,0,0,3,0,3,0,131,0,139,0,0,0,0,0,0,0,7,0,46,0,57,0,3,0,0,0,3,0,15,0,29,0,51,0,0,0,0,0,0,0,14,0,14,0,31,0,8,0,0,0,0,0,20,0,194,0,235,0,6,0,5,0,7,3,42,8,76,0,151,8,15,3,11,0,25,3,51,3,540,6,659,10,20,0,20,0,56,0,73,4,273,0,455,28,37,0,67,0,84,0,64,8,254,7,540,53,26,5,101,4,70,6,36,3,165,4,468,71,26,0,87,0,66,3,29,4,50,3,340,112,12,0,81,7,47,3,12,3,46,0,339,326,31,3,154,12,96,0,15,3,48,5,695,228,12,4,113,10,36,0,8,0,12,0,415,147,3,0,51,11,4,0,4,0,12,0,236,102,3,0,11,4,31,0,6,3,3,0,151,103,4,3,49,5,29,3,6
SED23007,5,0,0,0,0,0,0,3,3,170,3,181,0,3,0,0,0,0,0,9,3,48,0,69,0,7,0,0,0,0,0,21,7,46,0,82,0,0,0,0,0,8,0,21,0,16,0,46,3,12,0,3,0,5,0,32,3,318,13,385,3,16,0,3,0,20,0,55,3,67,0,174,4,34,0,5,0,82,3,67,3,548,13,767,13,40,6,28,4,106,3,52,4,122,3,379,25,77,4,107,9,141,3,53,12,139,5,579,71,77,6,164,8,106,3,27,10,73,5,542,112,24,3,133,6,84,0,12,0,21,3,406,156,23,3,126,5,78,3,16,0,31,3,449,521,27,14,164,19,86,3,11,0,28,3,881,386,13,5,110,4,40,4,4,0,14,0,587,261,6,6,42,11,14,3,3,0,0,0,344,177,5,3,16,7,19,3,0,0,7,0,240,254,10,4,40,6,23,0,4
SED23101,0,0,0,0,0,0,0,6,0,198,6,208,0,5,0,0,0,3,0,9,0,78,0,88,0,0,0,0,0,5,0,12,0,39,0,58,0,0,0,0,0,0,0,6,0,14,0,30,0,9,0,0,0,3,0,20,3,261,3,300,0,9,0,3,0,10,0,38,0,77,0,137,3,20,0,3,0,19,0,55,0,597,4,709,3,18,3,16,0,45,0,59,4,318,3,469,12,28,3,41,4,55,0,77,6,362,4,601,29,42,0,65,0,70,3,59,3,218,3,491,21,15,4,45,0,65,6,24,8,98,0,277,67,13,5,52,3,45,0,21,0,79,0,282,182,22,3,82,7,87,4,30,4,111,3,540,163,11,3,76,8,27,3,12,0,37,0,332,114,8,0,41,0,18,0,10,0,27,0,215,61,4,0,12,4,34,0,4,0,14,0,128,128,7,0,36,3,33,3,12
SED23205,0,0,0,0,0,0,0,0,0,75,0,86,0,0,0,0,0,0,0,3,0,37,3,45,0,0,0,0,0,0,0,10,0,18,0,34,0,0,0,0,0,5,0,9,0,13,0,24,0,8,0,0,0,5,0,22,3,194,0,230,0,4,0,0,0,12,3,33,3,70,6,132,8,13,4,10,0,31,0,60,8,615,4,754,4,25,0,27,0,69,3,83,12,244,4,476,13,45,0,56,3,87,3,54,15,251,3,535,77,43,0,87,5,65,11,50,7,171,6,517,76,18,3,93,9,65,3,19,3,57,0,352,115,15,3,96,10,42,5,17,3,48,0,352,336,27,4,167,19,82,9,19,7,45,6,716,247,6,7,95,18,21,3,11,0,20,0,424,134,5,3,42,11,7,3,0,4,14,0,222,53,0,0,6,4,19,0,0,3,12,0,98,82,9,0,46,3,11,3,6
SED23308,3,0,0,0,0,0,0,0,0,65,0,67,0,0,0,0,0,3,0,0,0,41,0,42,0,0,0,0,0,0,0,12,0,21,0,37,0,0,0,0,0,0,0,11,0,8,0,16,3,6,0,0,0,0,0,22,3,216,0,255,3,9,0,10,0,15,0,40,0,76,0,148,0,21,3,18,0,35,0,76,6,597,9,770,6,30,3,28,0,73,5,89,3,234,0,484,8,50,0,71,3,97,6,68,13,258,4,588,76,57,3,131,6,78,3,49,0,159,0,563,57,25,3,116,3,60,0,22,0,48,0,326,107,18,6,110,6,59,3,18,3,56,0,382,382,31,9,197,14,69,9,26,4,70,0,805,266,10,5,124,17,25,4,21,4,22,3,502,163,4,4,45,9,16,0,5,0,11,0,261,104,0,3,22,4,17,0,3,7,15,0,169,126,14,3,74,3,37,4,14
