SED_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED27003,12065,13035,25097,1783,1881,3662,865,985,1847,9521,9617,19139,667,764,1433,280,306,583,460,467,929,144,170,315,55,37,92,231,209,435,0,0,0,12221,12556,24776,3790,4275,8068,285,261,548,18085,18966,37051,3486,3532,7016,33633,35536,69166
SED27101,15933,17098,33031,951,1049,1998,190,185,373,6998,7086,14084,167,154,323,75,87,163,69,69,135,44,42,88,27,23,46,26,26,54,0,0,0,7594,7670,15260,2154,2417,4576,162,125,284,10862,11259,22120,1244,1416,2658,28038,29769,57809
SED27208,17790,17589,35383,2778,3027,5804,225,216,441,4703,4894,9600,228,230,460,140,133,272,122,121,248,45,50,94,43,43,87,15,20,38,0,0,0,5521,5709,11233,302,361,660,108,97,206,8709,9188,17894,3551,2530,6084,30051,29314,59366
SED27305,17961,18292,36248,655,685,1343,97,102,196,4868,5138,10006,98,107,199,56,66,118,56,44,98,18,15,41,8,4,13,16,17,25,0,0,0,5210,5494,10703,899,997,1898,77,58,133,6838,7231,14072,963,937,1898,25767,26460,52226
SED27406,14697,16319,31015,1387,1516,2904,311,328,642,6408,7016,13425,195,217,415,68,72,141,115,105,222,39,55,95,14,6,24,49,39,90,0,0,0,7206,7842,15047,1519,1678,3200,96,83,174,10206,11114,21318,1486,1671,3163,26387,29106,55497
SED27504,18167,18381,36551,3692,3854,7553,353,411,764,4877,5225,10101,292,330,624,81,100,179,113,96,210,64,75,135,41,36,71,19,13,34,0,0,0,5841,6278,12118,1134,1156,2292,156,149,303,10822,11447,22267,2884,2938,5819,31879,32758,64640
SED27608,15638,16620,32263,2980,3159,6134,304,370,673,8625,9275,17900,282,280,559,106,112,216,142,135,275,72,97,171,58,70,127,40,40,82,0,0,0,9622,10386,20012,1264,1081,2347,143,129,266,14001,14752,28757,1709,1883,3593,31359,33255,64614
SED27708,16714,17223,33941,3368,3628,7000,204,200,408,4667,5283,9951,202,197,400,233,278,515,126,149,280,64,71,139,65,73,141,14,18,35,0,0,0,5584,6282,11863,548,521,1072,133,131,262,9634,10566,20201,2460,2558,5015,28804,30343,59148
SED27807,19938,20715,40653,1539,1508,3053,194,190,387,5924,5556,11485,146,133,281,82,57,138,59,52,107,34,32,68,26,18,47,17,18,38,0,0,0,6491,6066,12553,4382,3675,8056,232,189,417,12641,11434,24077,2932,2660,5590,35508,34819,70328
SED27907,17121,17845,34966,2154,2354,4505,147,151,296,5168,5538,10705,170,179,355,59,64,119,77,97,171,22,29,51,29,31,56,10,10,25,0,0,0,5691,6098,11783,794,816,1613,140,112,247,8774,9381,18152,1746,1795,3545,27640,29018,56658
SED28007,22168,22629,44800,1276,1273,2550,228,230,456,7055,7460,14515,113,125,239,84,80,158,51,49,105,14,26,38,27,28,52,24,21,41,0,0,0,7593,8007,15605,1688,1873,3563,126,99,224,10681,11265,21941,1751,1838,3585,34600,35725,70326
SED28107,19774,19922,39698,1907,1931,3837,623,606,1225,12169,11493,23662,314,331,650,196,178,370,169,150,322,97,87,187,60,53,111,70,56,123,3,0,3,13694,12952,26646,4636,5311,9952,207,188,399,20440,20386,40830,3514,2415,5934,43728,42725,86459
SED28203,17104,17598,34701,1222,1154,2377,236,217,447,7620,7405,15027,122,147,265,86,73,161,57,52,108,23,18,39,18,8,32,17,20,39,0,0,0,8176,7940,16116,2814,2954,5772,103,86,192,12323,12136,24455,2031,2058,4086,31453,31786,63243
SED28301,18162,19001,37164,831,839,1667,139,129,269,5411,5826,11234,105,143,253,54,61,113,58,53,108,21,19,44,5,18,25,23,29,51,0,0,0,5817,6285,12099,1895,2003,3897,80,81,168,8616,9207,17823,1133,1250,2381,27910,29468,57373
SED28408,13171,14562,27736,1897,2152,4055,274,270,545,7108,7922,15032,227,253,483,122,137,262,126,131,255,57,72,131,36,42,81,21,22,43,0,0,0,7976,8863,16835,543,612,1155,181,142,317,10599,11769,22362,1741,1979,3725,25509,28312,53819
SED28507,17273,17692,34963,1820,1981,3799,326,332,654,7413,7622,15036,233,236,470,94,83,172,96,113,208,56,73,129,41,39,85,31,26,58,0,0,0,8294,8522,16818,2187,2501,4681,173,139,310,12464,13144,25612,2126,2220,4343,31862,33053,64911
SED28607,17500,18586,36084,2018,2194,4213,440,483,921,7158,7327,14487,327,360,684,128,139,262,200,175,373,65,61,129,26,40,72,74,79,155,0,0,0,8415,8657,17079,1903,1934,3838,208,220,421,12543,13004,25548,2010,2110,4122,32049,33699,65749
SED28704,17872,17829,35703,2141,2342,4488,260,311,569,11599,12311,23907,315,350,666,86,97,183,101,109,209,35,52,90,54,47,105,33,42,75,3,0,5,12489,13325,25809,1073,1193,2259,141,105,252,15841,16967,32811,2011,2129,4140,35725,36930,72656
SED28803,20841,20920,41760,1737,1774,3509,463,478,945,11261,11291,22551,214,235,452,114,94,209,96,96,189,24,27,50,26,28,58,30,23,58,0,0,0,12234,12272,24506,3325,3598,6919,159,145,303,17449,17785,35242,2022,2106,4134,40314,40818,81133
SED29494,534,315,849,155,88,242,121,100,227,1182,1019,2207,121,122,237,30,29,65,49,49,99,20,21,40,21,18,40,7,12,17,0,0,0,1557,1366,2915,459,487,945,62,48,110,2233,1988,4223,1355,772,2128,4117,3073,7193
SED29797,12,0,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,16,0,13,3,0,3,28,4,29
SED30001,13765,14044,27806,2445,2535,4980,1091,1231,2322,439,454,890,9335,9899,19234,132,137,270,165,176,341,75,106,184,72,83,158,90,95,181,3,4,9,11405,12189,23592,1495,1575,3065,357,323,683,15697,16617,32316,1975,2055,4035,31447,32712,64157
SED30002,12874,13279,26157,1431,1563,2997,342,378,720,160,160,324,6554,6863,13416,71,78,153,81,67,139,16,16,35,49,38,89,30,29,64,3,0,3,7313,7638,14951,1496,1670,3164,241,251,491,10483,11122,21604,1225,1210,2437,24591,25607,50198
SED30003,11202,11991,23187,1203,1169,2375,744,606,1348,326,243,575,5430,5321,10755,104,91,193,114,104,218,37,24,62,88,68,158,128,94,230,3,0,3,6981,6557,13537,1089,1179,2266,137,123,266,9414,9031,18443,997,1004,1995,21608,22020,43628
SED30004,11572,12596,24170,601,631,1224,325,345,676,157,173,333,5343,5791,11137,41,48,86,83,80,161,20,27,43,53,49,99,38,44,77,0,0,0,6064,6555,12623,857,1010,1868,141,156,296,7663,8342,16009,889,890,1778,20124,21833,41959
SED30005,13003,13128,26133,2082,2237,4322,752,820,1576,676,745,1422,6472,7097,13567,229,287,521,361,374,737,77,94,165,384,429,813,70,71,142,0,0,3,9022,9916,18941,1217,1411,2627,280,240,524,12604,13810,26415,2422,2303,4725,28034,29244,57277
SED30006,14086,14158,28241,2425,2787,5215,625,650,1277,197,209,405,6261,6643,12908,53,60,119,89,90,175,35,39,79,65,66,129,26,30,55,0,3,3,7355,7792,15149,429,483,910,201,196,394,10411,11255,21667,2464,2181,4644,26961,27595,54564
SED30007,7437,7046,14484,1199,1098,2296,924,879,1805,464,439,910,9760,9114,18878,145,114,255,183,146,332,59,58,115,92,63,157,142,113,255,0,0,3,11772,10938,22703,6305,6622,12933,368,284,650,19644,18941,38583,3876,3420,7296,30957,29407,60367
SED30008,9437,10552,19990,1332,1499,2830,1085,1247,2325,354,400,751,6656,7471,14127,89,110,203,120,102,220,70,98,165,34,46,81,56,64,120,0,5,3,8462,9537,18006,1485,1685,3172,252,251,501,11535,12971,24505,2225,2433,4657,23192,25962,49158
SED30009,10324,11267,21591,1114,1219,2334,628,748,1377,373,418,788,6775,7780,14553,126,150,274,143,178,323,76,101,169,76,85,163,67,76,140,0,0,0,8261,9534,17800,1055,1209,2266,214,220,435,10640,12185,22831,1340,1416,2758,22307,24870,47176
SED30010,10078,10681,20758,966,973,1936,660,706,1369,334,335,662,7624,8195,15811,106,102,206,131,149,280,32,37,69,43,34,76,77,83,162,3,0,3,9002,9637,18636,1757,1876,3635,228,264,487,11950,12745,24694,1628,1663,3292,23656,25092,48745
SED30011,10221,10927,21148,943,1120,2062,283,326,604,113,127,240,5476,6144,11618,46,49,98,64,52,115,24,27,51,41,41,87,15,9,25,0,0,4,6053,6783,12838,549,605,1152,225,213,433,7767,8720,16488,1722,1831,3553,19708,21479,41188
SED30012,14486,14362,28848,2409,2567,4976,998,1027,2032,297,325,625,11055,11929,22982,174,188,360,159,166,326,63,94,159,112,107,220,91,103,192,0,0,0,12952,13939,26896,2424,2590,5012,380,361,746,18176,19454,37626,2576,2628,5204,35236,36442,71679
SED30013,12283,11562,23847,1962,1973,3940,566,342,904,308,202,507,4251,4309,8560,95,60,157,153,98,248,62,30,91,130,114,241,77,60,139,0,0,0,5636,5222,10855,552,572,1123,141,121,254,8286,7883,16174,3449,2143,5592,24020,21591,45604
SED30014,11072,11856,22927,1350,1475,2831,1201,1333,2534,313,383,700,5710,6358,12068,97,107,201,137,128,270,71,80,148,32,32,57,60,70,134,0,3,3,7626,8488,16113,1101,1307,2405,238,213,455,10318,11478,21801,1755,1949,3707,23148,25285,48435
SED30015,12602,12032,24636,1844,1980,3826,453,485,938,193,221,409,5329,5563,10892,63,62,121,134,130,259,45,45,92,101,74,179,29,22,47,0,0,0,6343,6606,12952,377,459,832,197,149,347,8761,9196,17958,1830,1723,3554,23198,22945,46145
SED30016,11671,11798,23469,1362,1460,2825,560,518,1071,398,403,800,7205,7639,14847,157,162,323,232,238,469,87,78,163,250,224,471,36,47,81,0,0,0,8914,9313,18232,1873,2183,4056,310,266,575,12459,13223,25684,3799,3674,7473,27926,28699,56623
SED30017,12905,12195,25101,2214,2330,4541,262,235,496,78,79,160,3540,3547,7081,41,42,83,78,57,134,25,22,41,66,62,125,4,4,10,0,0,0,4097,4043,8138,432,347,779,132,114,242,6876,6830,13702,2527,2120,4643,22310,21140,43449
SED30018,10714,11377,22094,1665,1827,3491,607,677,1289,325,354,673,7021,7807,14830,70,78,150,131,135,267,70,89,162,69,70,139,59,65,132,0,0,0,8363,9276,17638,750,845,1592,179,172,350,10947,12119,23065,1598,1687,3285,23258,25187,48444
SED30019,13023,13176,26200,1095,1105,2201,266,287,557,135,150,286,5493,5858,11346,37,39,76,59,46,100,14,20,30,23,35,54,17,12,32,0,0,0,6041,6440,12486,586,702,1289,146,151,299,7867,8398,16272,986,961,1945,21874,22533,44410
SED30020,12643,13543,26191,880,963,1841,356,404,757,127,180,308,6550,6937,13487,76,79,148,73,85,157,22,20,42,43,34,80,36,39,73,0,3,3,7280,7773,15052,1111,1229,2346,175,171,343,9448,10136,19582,1055,1011,2060,23144,24683,47832
SED30021,9917,10505,20427,946,983,1932,604,652,1249,340,328,662,7877,8302,16178,81,68,152,138,120,254,25,42,68,60,59,120,57,65,119,0,0,3,9172,9635,18805,1865,2197,4065,251,223,477,12241,13035,25276,1902,1835,3742,24063,25375,49438
SED30022,12050,12780,24831,1490,1627,3119,470,521,993,213,226,438,6266,6825,13091,55,44,100,81,93,172,48,57,105,22,24,47,51,50,99,0,0,0,7207,7845,15052,882,967,1847,164,137,301,9745,10576,20319,1275,1438,2709,23065,24789,47855
SED30023,14077,13922,27998,2710,2719,5431,448,462,909,91,104,197,5947,6336,12283,46,56,104,57,59,115,20,23,44,60,58,115,15,13,25,0,0,0,6684,7104,13792,882,728,1609,162,151,315,10443,10699,21143,2170,1988,4158,26687,26617,53299
SED30024,13630,13042,26667,2259,2422,4674,334,340,668,316,312,632,3447,3354,6796,128,111,240,191,186,379,49,49,95,178,164,346,22,23,48,0,3,3,4666,4537,9209,627,696,1323,290,254,545,7839,7915,15748,2752,2555,5304,24221,23504,47721
SED30025,12813,13047,25863,2455,2602,5059,1610,1828,3436,584,595,1180,10151,11184,21337,175,182,357,193,189,386,131,131,260,73,71,143,94,95,190,0,0,0,13016,14270,27286,1955,2128,4088,377,378,753,17803,19380,37180,2863,2918,5785,33479,35343,68826
SED30026,11251,11688,22941,1365,1418,2780,1622,1770,3396,310,320,627,4691,5167,9855,50,61,113,115,131,245,49,58,103,39,36,75,47,59,104,0,0,0,6917,7604,14517,734,901,1634,243,209,453,9257,10131,19385,1789,1839,3633,22303,23655,45955
SED30027,11346,11013,22363,2657,2754,5411,258,260,513,140,143,285,4519,4765,9280,56,61,115,134,123,255,32,36,64,140,168,309,10,14,18,0,0,0,5284,5554,10841,332,423,757,155,172,326,8434,8903,17335,3376,2295,5670,23153,22216,45364
SED30028,12118,12865,24986,694,810,1501,436,385,815,214,219,435,5396,5800,11195,68,60,134,49,67,115,55,41,91,58,49,105,72,73,145,0,0,0,6342,6694,13038,749,846,1598,156,143,302,7942,8497,16438,886,946,1828,20951,22303,43258
SED30029,12924,13207,26132,1027,1056,2078,374,393,762,207,212,416,4652,4976,9630,53,55,107,75,89,163,33,47,75,79,72,152,80,77,156,0,0,0,5556,5906,11461,550,617,1162,108,100,212,7233,7683,14913,847,843,1687,21005,21728,42734
SED30030,13345,13629,26975,1725,1819,3542,857,952,1810,292,316,608,6834,7567,14401,88,108,198,140,134,268,69,78,149,56,60,120,57,55,111,0,0,0,8400,9266,17666,1019,1140,2160,287,262,558,11431,12490,23924,1704,1780,3483,26479,27899,54384
SED30031,12117,11166,23278,2096,2022,4115,589,520,1110,338,304,637,6909,6909,13811,140,135,278,312,298,609,99,99,196,193,189,373,17,25,42,0,0,0,8597,8468,17067,1035,1157,2193,237,236,474,11961,11884,23849,2177,1968,4148,26254,25021,51276
SED30032,13188,13114,26302,1625,1791,3422,499,536,1034,186,233,413,6949,7446,14393,79,80,164,121,125,245,33,43,77,95,81,175,36,29,67,3,3,8,7995,8582,16577,504,572,1081,225,203,431,10349,11152,21500,2815,1767,4581,26354,26029,52384
SED30033,10402,11077,21477,780,885,1661,455,451,909,155,183,331,6626,7069,13697,45,43,95,61,66,131,23,31,53,36,29,66,33,44,78,0,0,0,7430,7923,15355,1284,1490,2773,225,224,445,9713,10517,20233,1224,1300,2525,21337,22891,44230
SED30034,9651,8615,18273,2669,2613,5281,378,373,748,74,71,142,3670,3775,7448,59,43,103,69,67,144,27,38,63,53,61,115,9,10,20,0,0,3,4342,4434,8780,393,493,886,120,101,215,7526,7635,15160,2568,2009,4580,19754,18259,38006
SED30035,12252,12225,24478,1991,2208,4199,377,380,752,175,188,358,5405,5778,11178,51,55,110,109,123,233,34,44,79,83,92,174,19,15,36,0,0,0,6249,6676,12931,247,329,578,177,164,344,8671,9379,18046,2125,2061,4189,23054,23666,46717
SED30036,11178,12015,23197,1520,1719,3235,824,915,1737,494,486,977,6764,7751,14513,125,122,245,146,171,311,85,101,184,128,122,246,45,47,89,0,0,0,8598,9718,18319,446,535,977,187,202,391,10749,12171,22923,2135,2236,4367,24064,26422,50488
SED30037,13148,12224,25367,2208,2245,4457,560,545,1103,354,393,743,5369,5461,10839,83,93,180,123,135,256,55,61,114,169,154,322,37,35,79,0,0,0,6753,6876,13628,430,491,917,198,175,376,9594,9785,19376,2312,1974,4280,25046,23980,49028
SED30038,13598,14072,27671,1534,1612,3140,316,315,637,147,137,275,5320,5451,10772,57,56,115,59,56,115,24,24,50,42,30,76,31,33,59,3,3,5,5991,6112,12106,1678,1897,3574,218,153,365,9419,9777,19189,4759,2580,7342,27775,26435,54209
SED30039,8732,9330,18064,981,960,1943,614,600,1214,267,266,529,6791,6972,13760,99,120,220,130,96,228,22,22,48,50,48,96,72,82,154,0,0,0,8046,8213,16256,4017,4591,8609,172,121,289,13219,13885,27102,1226,1226,2448,23177,24442,47615
SED30040,11808,12279,24089,1324,1453,2777,533,562,1096,182,167,353,6873,7364,14242,68,67,139,63,73,134,35,33,61,137,103,244,33,27,60,0,0,0,7921,8397,16322,508,588,1100,268,232,498,10025,10673,20700,1720,1757,3478,23552,24707,48262
SED30041,13010,12971,25984,1458,1632,3093,507,557,1064,160,172,334,6749,7466,14212,101,95,203,79,103,181,36,39,75,148,104,254,35,31,66,0,0,0,7811,8576,16382,351,413,768,277,255,531,9898,10875,20774,2304,2039,4348,25217,25891,51102
SED30042,12021,12324,24346,1481,1647,3124,378,432,807,177,178,356,7161,7755,14915,63,59,125,87,95,183,52,56,108,78,67,146,39,42,80,0,0,4,8031,8691,16726,690,788,1485,223,244,464,10425,11371,21794,1437,1498,2935,23883,25192,49077
SED30043,10802,11881,22686,1636,1718,3356,584,670,1256,320,365,690,7636,8399,16037,96,96,189,124,126,249,70,99,171,72,69,141,52,77,127,0,0,0,8955,9900,18853,952,1108,2059,222,231,456,11756,12964,24719,1490,1532,3020,24048,26375,50429
SED30044,12730,12615,25343,2302,2428,4731,360,356,718,172,186,355,6568,6830,13397,89,81,171,91,90,178,43,60,111,38,49,88,24,22,48,4,0,8,7399,7676,15075,605,618,1230,177,168,342,10480,10896,21375,2370,1963,4334,25582,25476,51053
SED30045,13762,13471,27236,1914,1882,3800,425,486,903,145,147,291,6060,6479,12541,50,43,91,79,86,168,29,39,64,64,72,135,25,24,47,0,0,0,6867,7372,14238,725,779,1498,183,183,362,9688,10219,19905,2465,2196,4668,25911,25888,51804
SED30046,13490,13253,26736,987,1078,2071,302,328,623,138,158,292,5858,6088,11940,53,50,101,45,47,98,32,37,68,38,38,80,12,16,30,0,0,0,6482,6752,13237,667,795,1461,221,197,422,8356,8833,17187,1445,1472,2915,23294,23550,46841
SED30047,11420,12251,23666,1243,1348,2596,489,499,987,220,218,439,6180,6604,12785,68,63,133,99,91,185,30,38,68,39,47,84,49,48,96,0,0,0,7168,7616,14783,1008,1151,2163,196,164,359,9626,10274,19900,1298,1355,2657,22346,23883,46225
SED30048,10340,10230,20566,1201,1241,2443,310,296,603,155,165,320,5261,5599,10860,50,53,102,88,91,177,52,54,109,38,48,83,11,10,24,0,6,5,5966,6324,12288,550,750,1302,185,136,322,7904,8451,16355,2124,1612,3741,20366,20295,40657
SED30049,11092,11846,22934,662,782,1445,348,316,661,143,134,272,5843,5983,11830,65,73,139,64,72,134,21,23,42,29,18,54,39,53,84,0,0,0,6544,6674,13217,1887,2255,4141,172,158,332,9259,9873,19139,1097,1127,2225,21453,22845,44299
SED30050,9956,10607,20562,2090,2291,4379,740,817,1551,491,577,1066,6787,7393,14175,108,99,209,193,181,378,93,100,194,75,90,170,59,64,118,0,0,3,8539,9320,17860,1232,1466,2698,251,215,469,12106,13291,25402,2050,2195,4248,24116,26101,50214
SED30051,13268,13038,26309,1879,2022,3901,465,457,926,212,211,432,5121,5444,10565,60,65,131,107,112,221,45,69,112,115,93,207,24,24,48,0,0,0,6159,6486,12639,149,212,358,210,166,375,8394,8880,17273,2839,2154,4991,24497,24071,48574
SED30052,10725,11573,22294,1465,1504,2970,1215,1411,2630,451,506,949,6150,6668,12818,111,133,246,119,144,268,95,128,223,46,40,82,82,99,184,0,0,0,8263,9138,17402,1962,2095,4057,253,234,488,11943,12976,24921,1777,1994,3767,24439,26543,50980
SED30053,14090,12334,26427,2097,2074,4176,260,279,538,139,150,291,5513,5599,11116,45,40,87,90,72,165,26,29,57,58,52,102,7,15,21,0,0,0,6137,6236,12378,224,308,533,113,118,228,8576,8736,17311,3999,2202,6204,26665,23275,49940
SED30054,13055,13535,26593,1077,1187,2266,381,382,762,202,223,423,4729,4935,9669,111,96,206,104,100,211,33,23,51,52,57,105,54,64,117,0,0,0,5667,5876,11547,1175,1331,2508,129,122,254,8058,8515,16578,811,830,1645,21924,22890,44813
SED30055,13048,13228,26275,1513,1791,3301,453,529,987,186,223,407,7232,7792,15025,74,82,150,72,107,176,48,42,88,60,63,128,51,65,116,4,0,3,8179,8895,17081,697,784,1480,264,253,514,10650,11724,22376,1468,1549,3019,25173,26503,51668
SED30056,7907,8309,16214,813,851,1659,642,683,1331,315,329,645,7186,7445,14634,88,98,185,117,120,238,33,46,75,55,59,114,70,74,146,0,0,0,8521,8837,17361,2349,2691,5039,225,187,407,11906,12566,24465,1597,1488,3091,21408,22369,43774
SED30057,7583,6798,14381,2239,2144,4381,320,287,603,115,117,233,2407,2250,4662,53,52,110,81,71,150,29,26,56,126,115,238,10,10,27,0,0,0,3143,2932,6076,456,551,1006,123,127,248,5967,5745,11720,2011,1693,3703,15566,14243,29805
SED30058,11877,12760,24639,859,881,1744,265,264,527,167,149,314,5503,5598,11096,71,70,141,74,70,140,35,26,61,33,37,68,40,38,80,0,3,3,6182,6256,12436,1101,1196,2294,169,145,317,8309,8483,16792,911,1065,1973,21094,22300,43395
SED30059,12210,12707,24915,1393,1540,2932,1134,1228,2359,316,356,670,6882,7608,14496,91,98,194,132,136,268,62,69,133,50,61,114,53,67,117,0,0,0,8731,9624,18351,1130,1296,2422,251,247,501,11507,12705,24207,1840,2092,3934,25558,27505,53063
SED30060,12910,12731,25645,1787,1945,3736,311,331,641,218,224,443,5566,5913,11476,101,103,205,155,131,283,47,44,87,202,207,406,17,24,40,0,0,3,6617,6979,13593,424,596,1014,179,163,343,9007,9683,18691,2145,2152,4299,24071,24564,48632
SED30061,9928,10314,20243,874,901,1776,426,437,866,294,321,610,5965,6594,12558,86,111,197,120,136,255,64,50,114,151,141,299,54,50,103,0,0,0,7163,7837,15005,976,1087,2063,196,164,360,9217,9989,19208,1389,1348,2738,20528,21656,42183
SED30062,13521,14131,27655,2762,3192,5958,921,995,1920,431,481,913,9718,10768,20483,159,170,327,175,182,352,69,77,140,105,122,233,102,98,204,0,0,0,11676,12901,24577,1916,2057,3974,399,414,808,16753,18561,35313,2137,2277,4419,32416,34974,67393
SED30063,13147,12643,25786,2306,2439,4738,346,346,700,123,127,253,5083,5407,10490,48,52,100,60,88,143,20,19,42,61,57,120,21,16,40,0,0,0,5770,6111,11884,267,275,543,163,148,309,8503,8969,17473,2240,1881,4123,23890,23488,47379
SED30064,11734,12172,23900,1960,2153,4112,516,587,1100,285,319,601,6133,6777,12913,58,69,126,153,150,303,60,56,112,81,87,166,39,41,84,0,0,0,7324,8086,15412,499,600,1103,226,182,405,10012,11022,21035,1771,1804,3570,23512,24994,48511
SED30065,11110,11726,22839,1931,1952,3886,1029,1147,2181,687,740,1426,5988,6531,12522,128,140,270,187,209,397,71,72,143,80,87,168,75,67,138,0,0,0,8249,8999,17250,1011,1121,2130,205,215,422,11394,12286,23682,1653,1645,3300,24160,25657,49819
SED30066,11784,12358,24148,1041,1096,2140,484,449,933,244,216,460,7665,7660,15325,75,72,146,99,79,181,39,49,82,64,44,112,58,59,115,3,0,0,8734,8632,17361,1780,1956,3736,258,195,452,11808,11883,23686,1454,1697,3153,25049,25937,50991
SED30067,13152,13313,26465,1198,1283,2477,424,425,843,179,190,368,7153,7559,14714,64,53,119,99,88,187,37,49,81,58,60,117,29,38,70,0,0,0,8044,8451,16501,696,826,1520,190,173,370,10134,10738,20868,1288,1209,2494,24573,25252,49828
SED30068,11720,12454,24174,2318,2640,4954,582,624,1202,264,271,536,6724,7115,13843,75,66,140,95,98,190,79,71,149,82,89,163,39,37,82,0,0,0,7938,8377,16315,693,800,1492,237,204,443,11185,12018,23200,2198,2479,4681,25107,26948,52056
SED30069,11221,12026,23246,1120,1288,2406,586,628,1216,241,288,527,6463,6991,13456,56,61,115,72,74,144,40,52,98,43,41,87,45,52,100,3,0,4,7550,8201,15745,728,882,1609,256,227,483,9651,10592,20244,1678,1910,3584,22551,24530,47076
SED30070,12076,12497,24570,1839,1946,3780,574,646,1225,182,198,377,6866,7163,14033,73,65,140,105,104,210,46,40,88,43,59,98,47,47,97,0,0,0,7937,8331,16274,552,629,1177,233,268,500,10560,11175,21732,1314,1305,2620,23951,24972,48927
SED30071,11050,11228,22281,1369,1516,2885,226,237,465,129,161,294,6625,7523,14147,45,44,90,69,64,125,25,23,49,43,42,89,12,8,23,0,0,3,7181,8107,15282,499,556,1054,269,361,623,9315,10534,19851,2097,1932,4026,22462,23695,46159
SED30072,11805,12793,24596,1196,1286,2483,395,369,761,209,217,429,6148,6653,12794,68,74,142,60,62,122,24,29,53,60,59,116,39,45,87,0,0,0,7004,7500,14503,1035,1251,2290,202,214,418,9442,10252,19695,1156,1221,2377,22404,24261,46663
SED30073,8112,8098,16206,898,827,1721,823,759,1584,352,332,688,9185,8605,17785,129,118,251,186,173,353,55,59,116,56,54,109,99,98,198,0,0,4,10890,10201,21089,4462,4679,9144,344,259,604,16589,15965,32559,2579,2291,4874,27284,26355,53636
SED30074,12921,12945,25870,2692,2953,5642,654,662,1315,101,93,193,3767,3930,7698,55,44,99,65,65,132,29,19,46,40,42,79,5,8,19,0,0,0,4715,4863,9579,370,415,788,126,138,267,7899,8373,16273,2070,1999,4064,22894,23316,46209
SED30075,11136,11771,22909,1194,1300,2502,1191,1287,2483,424,456,883,7378,7735,15117,126,121,246,128,140,270,102,117,220,58,63,120,73,80,156,3,3,4,9482,10010,19490,2680,3089,5775,311,306,615,13671,14707,28384,2811,2719,5531,27623,29198,56817
SED30076,12791,13142,25931,1053,1104,2158,279,321,598,130,134,267,6001,6205,12207,54,60,117,68,56,129,39,38,76,33,32,67,29,15,46,0,0,0,6627,6872,13496,897,985,1888,190,151,343,8771,9112,17882,1124,1171,2292,22681,23430,46110
