SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED10083,3,0,0,0,0,0,0,0,0,10,0,13,3,0,0,3,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,5,3,5,0,12,0,0,0,0,0,3,0,0,0,4,0,9,0,0,0,3,0,3,0,6,0,17,0,34,0,4,0,5,0,10,0,18,0,19,0,51,3,9,0,9,0,30,3,17,3,50,0,133,13,10,0,29,3,79,4,56,3,65,0,265,13,35,0,108,6,139,3,60,14,90,6,466,37,47,0,202,18,174,12,62,10,79,3,647,68,40,3,238,15,183,10,33,16,77,0,686,112,37,5,293,25,174,11,27,10,35,3,737,291,54,10,665,58,241,13,30,5,51,4,1433,286,30,15,477,65,113,15,8,8,22,0,1043,243,16,5,251,18,40,3,13,6,21,0,623,167,14,5,108,24,57,5,3,3,3,0,395,241,8,0,218,28,81,3,9
SED10084,3,0,0,0,0,3,0,0,0,10,0,22,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,7,0,18,0,0,0,0,0,3,0,4,0,0,0,10,0,5,0,3,0,6,0,7,0,23,0,51,0,6,0,9,0,6,0,18,0,28,0,67,3,14,0,9,0,29,0,49,3,54,3,164,5,24,0,35,3,80,5,63,10,72,4,300,21,48,3,135,5,154,3,64,15,111,3,558,59,56,7,208,11,157,3,59,5,81,10,658,68,59,5,277,17,144,5,39,7,61,0,687,89,27,3,233,21,133,7,31,3,48,0,599,231,63,9,484,46,183,27,30,11,64,4,1139,232,26,4,366,28,71,16,27,0,18,0,793,175,21,4,208,22,33,11,5,0,10,0,497,102,13,5,63,13,58,3,11,3,3,0,272,190,18,3,208,19,42,8,8
SED10085,3,0,0,3,0,0,0,3,0,10,0,18,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,7,0,3,0,8,0,8,0,27,0,0,0,0,0,3,0,0,0,5,0,9,0,0,0,7,0,6,0,4,0,34,0,54,4,4,0,11,0,12,0,17,5,29,0,82,12,11,0,12,0,37,3,24,8,69,0,169,20,12,0,36,5,82,0,47,9,83,0,292,40,23,3,98,10,176,13,40,9,108,3,515,47,30,5,187,14,182,11,33,12,68,3,584,68,20,4,202,18,185,9,31,12,46,3,596,75,20,3,214,35,169,7,35,17,22,3,589,266,53,7,452,42,391,14,39,24,44,0,1323,201,44,12,517,46,113,19,14,16,18,0,996,250,19,3,250,32,37,6,5,4,11,0,621,162,11,7,97,22,108,3,3,9,6,0,421,325,14,16,321,43,87,12,15
SED10086,5,0,0,4,0,3,0,0,0,20,0,31,0,3,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,5,0,15,0,0,0,0,0,0,0,3,0,8,0,13,0,0,0,0,0,3,0,3,0,9,0,13,0,5,0,3,0,3,0,3,3,7,0,29,5,5,0,4,0,4,0,16,0,12,0,52,3,15,0,15,0,31,0,16,0,13,0,92,14,21,0,26,0,54,4,21,7,21,0,162,19,21,0,64,0,42,3,16,3,27,0,183,23,17,3,64,3,64,3,16,4,17,0,216,27,14,3,69,7,58,3,14,3,15,0,218,95,38,5,206,18,170,3,37,5,38,3,626,132,30,5,262,28,77,3,17,4,20,3,579,156,21,4,229,28,47,3,29,3,20,0,541,151,13,7,117,26,432,3,33,17,23,4,821,1022,93,11,1253,186,643,13,107
SED10087,4,0,3,0,0,4,0,0,0,16,0,27,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,4,0,0,0,3,0,8,0,18,0,0,0,0,0,0,0,9,0,3,0,10,0,3,0,3,0,4,0,11,0,34,0,54,0,3,0,3,0,13,0,17,0,29,0,66,8,4,0,15,3,33,0,23,6,49,4,145,6,9,3,37,5,94,3,45,3,57,0,262,19,34,0,110,10,161,3,39,13,73,3,459,56,38,3,224,24,155,12,33,11,58,0,605,79,27,6,292,19,151,6,20,3,31,0,643,136,22,5,303,37,141,7,22,8,15,0,691,423,34,3,538,76,196,12,23,13,38,5,1359,413,27,15,406,56,60,10,11,3,9,0,1006,287,17,3,220,37,33,7,5,0,6,0,623,197,4,7,79,24,49,3,4,0,3,3,374,290,19,6,204,14,46,4,6
SED10088,3,0,0,0,0,0,0,0,0,26,0,42,4,0,3,3,0,0,0,0,0,4,0,18,3,0,0,0,0,0,0,3,0,7,0,23,0,0,0,0,0,0,0,3,0,13,0,15,0,0,0,0,0,3,0,16,3,18,0,39,0,4,0,3,0,14,5,11,0,12,0,50,4,4,0,11,0,21,3,23,3,22,0,92,9,12,0,33,3,42,0,33,7,31,0,162,18,39,0,91,0,121,7,28,3,57,0,366,50,28,0,134,6,111,4,35,10,53,0,433,47,37,0,172,11,134,6,26,8,41,0,481,86,41,5,211,10,146,10,17,12,50,0,589,306,59,7,569,35,276,11,68,12,66,3,1416,337,54,13,648,80,123,15,29,6,42,0,1344,354,35,6,463,56,73,20,19,9,27,0,1054,294,23,5,241,45,302,6,18,6,13,0,944,1066,46,21,1206,117,307,16,50
SED10089,0,0,0,0,0,3,0,0,0,24,0,36,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,3,0,18,0,23,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,4,0,3,0,14,4,57,0,85,0,3,0,3,0,6,0,27,3,36,0,85,4,11,0,11,0,22,0,42,8,70,0,175,4,21,0,22,8,82,3,62,11,88,0,303,6,28,0,87,5,146,4,61,12,115,7,466,39,42,4,189,21,170,7,66,18,91,0,652,52,29,9,237,28,203,12,29,10,51,0,654,72,31,7,273,20,187,7,25,9,59,8,699,325,57,9,611,60,263,25,53,15,61,0,1474,311,21,7,539,62,92,18,19,6,31,0,1115,258,18,6,333,52,57,15,12,0,21,0,773,200,11,5,151,21,80,0,3,8,16,0,509,311,29,3,341,27,93,3,13
SED10090,5,3,0,3,0,11,0,0,3,55,0,73,0,0,0,0,0,4,0,3,0,9,0,15,0,0,0,3,0,0,0,8,0,16,0,27,0,0,0,3,0,0,0,8,0,11,0,22,3,3,0,0,0,0,0,12,0,30,0,52,0,4,0,5,0,21,0,24,3,25,0,83,8,10,0,13,0,36,0,26,4,42,0,143,5,14,0,24,3,67,0,30,6,21,0,171,12,28,3,47,0,86,0,28,14,50,0,262,26,25,0,78,3,133,0,36,10,44,0,357,30,18,3,81,3,122,3,18,0,25,4,309,55,20,3,97,15,137,6,24,5,39,0,413,165,46,3,242,30,404,13,48,10,69,3,1025,200,46,10,312,41,124,10,28,4,44,0,812,229,27,7,245,41,59,9,22,3,31,0,672,233,12,0,140,45,561,0,37,18,35,0,1087,1542,75,34,1555,224,746,28,100
SED10091,3,0,0,0,0,4,0,3,0,9,0,22,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,7,0,3,0,3,0,10,0,21,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,4,0,3,0,20,0,39,3,14,0,6,0,20,0,17,0,9,4,64,4,6,0,12,0,24,0,12,3,47,0,114,3,15,0,31,7,61,0,36,3,51,5,208,27,28,3,107,3,172,3,40,7,77,3,471,54,32,3,178,18,134,3,37,12,50,4,513,69,25,6,228,20,194,3,29,9,47,3,637,117,34,3,280,30,182,11,23,14,30,0,728,383,64,19,610,77,307,23,47,9,68,5,1599,329,29,8,550,53,121,18,23,4,32,4,1169,331,21,13,315,41,63,11,9,0,17,4,823,247,11,3,153,27,102,4,10,5,6,0,561,512,24,13,399,49,127,19,19
SED10092,5,0,0,3,0,0,0,0,0,43,3,50,0,0,0,0,0,0,0,3,0,12,0,18,0,0,0,0,0,0,0,3,0,20,0,27,0,0,0,0,0,0,0,3,0,13,0,19,0,3,0,0,0,4,0,22,0,95,0,127,3,7,0,3,0,17,0,26,4,58,0,118,3,19,0,9,0,37,0,61,6,92,0,240,6,21,0,30,3,92,4,68,17,133,3,372,9,28,0,74,4,164,4,56,26,150,3,525,42,40,3,136,12,166,10,56,8,143,0,611,48,21,3,182,26,168,3,43,5,91,0,585,76,34,3,183,19,150,11,31,3,68,0,578,227,67,6,468,49,260,13,46,10,88,3,1229,251,24,17,383,52,106,11,31,3,46,0,931,202,17,11,236,30,62,12,9,0,22,0,600,155,3,3,101,19,82,6,6,0,5,0,388,309,22,4,297,33,84,10,6
SED10093,3,0,0,0,0,4,0,0,0,23,0,25,0,0,0,0,0,0,0,6,0,4,0,12,0,0,0,0,0,3,0,4,0,6,0,24,0,0,0,0,0,0,0,5,0,4,0,15,3,0,0,3,0,6,0,11,0,26,0,53,0,0,0,0,0,15,0,17,8,26,0,72,8,3,0,7,0,35,7,33,3,65,0,160,12,24,0,32,9,104,6,58,7,73,0,325,14,35,4,81,9,196,5,74,15,125,0,573,46,35,7,230,23,218,3,63,12,92,3,728,58,38,5,264,24,263,11,47,10,62,0,784,124,24,6,279,28,177,9,22,5,46,5,736,326,56,13,561,52,280,18,31,22,51,0,1412,343,33,11,404,61,96,11,14,8,28,0,1016,242,19,3,222,34,33,5,11,4,12,3,589,160,5,3,98,20,54,0,3,3,3,0,345,226,13,10,178,24,56,3,4
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,3,0,0,0,0,4,0,0,0,26,0,33,0,0,0,0,0,0,0,3,0,4,0,14,6,0,0,0,0,0,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,9,0,20,0,5,0,0,0,11,0,8,0,12,0,33,3,5,4,3,0,9,0,7,0,20,0,54,8,0,0,8,0,23,0,18,0,26,0,83,13,11,0,29,0,49,3,23,3,36,0,169,12,16,0,37,9,56,3,12,3,36,0,176,10,10,6,32,0,57,0,13,0,24,0,159,18,8,0,50,5,63,3,13,3,24,0,181,79,26,7,122,18,167,3,17,8,37,0,481,101,20,0,168,21,58,8,13,3,16,3,413,113,11,0,139,28,40,3,11,0,13,0,358,90,5,0,81,36,217,0,10,8,14,0,465,623,50,19,631,124,270,13,42
SED20207,0,0,0,3,0,4,0,4,3,54,0,73,3,3,0,3,0,0,0,4,0,19,0,33,3,3,0,3,0,0,0,10,3,36,0,65,0,3,0,0,0,6,0,11,3,19,0,38,0,7,3,10,0,12,0,26,3,74,0,133,6,16,4,10,0,34,0,58,3,60,0,187,8,22,3,32,7,82,3,55,7,69,0,277,20,36,3,54,5,227,6,84,17,96,3,536,27,53,3,124,9,343,6,82,7,105,4,767,71,72,8,236,15,358,10,65,15,107,6,955,96,44,10,310,19,415,14,58,10,64,3,1036,142,39,11,292,28,368,7,39,13,76,3,1023,511,60,17,690,85,689,17,56,17,94,6,2247,513,44,11,612,89,194,14,28,12,38,0,1560,517,20,8,393,60,96,8,6,3,19,0,1141,319,9,3,162,37,270,4,10,7,19,0,852,677,32,5,435,75,160,9,9
SED20302,4,0,0,6,0,4,0,0,5,22,0,38,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,3,0,0,0,9,3,15,0,28,0,0,0,0,0,3,0,6,0,11,0,15,3,9,0,8,0,7,0,11,0,29,0,68,4,9,0,5,0,24,0,24,3,25,0,103,4,16,0,14,3,44,4,37,8,47,0,182,20,25,0,61,9,124,7,62,12,72,7,394,33,43,7,167,13,240,7,81,25,82,5,704,59,57,7,296,24,252,11,66,11,67,5,863,78,43,6,323,31,236,15,33,11,32,3,807,133,33,12,350,28,181,9,23,8,22,3,794,332,48,14,530,76,233,15,20,12,34,0,1309,274,24,15,365,41,84,7,5,3,15,3,828,179,13,3,176,28,29,3,3,0,3,0,429,101,8,4,58,16,56,3,0,6,3,0,254,140,9,0,141,16,41,9,7
SED20401,0,0,0,3,0,4,0,7,0,21,0,32,0,0,0,0,0,4,0,0,3,7,0,13,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,3,0,5,0,10,0,6,0,0,0,10,0,13,0,17,0,52,3,9,0,5,0,12,0,23,3,14,0,72,7,12,0,6,0,42,3,39,0,44,0,159,3,18,0,32,3,96,0,47,7,48,0,258,16,35,0,98,10,186,5,56,4,76,0,489,37,38,0,182,21,212,10,35,10,68,0,619,49,27,4,250,25,196,9,45,8,47,0,665,79,25,3,265,22,171,6,29,8,39,3,663,260,47,14,597,68,280,16,45,6,54,7,1396,270,21,5,467,69,92,18,15,6,21,0,987,185,27,4,265,43,42,4,3,4,19,0,600,145,8,4,91,22,77,4,4,0,3,0,356,208,10,3,221,35,75,4,4
SED20508,0,0,0,3,0,4,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,3,0,0,3,3,0,3,0,15,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,3,0,8,0,15,0,26,0,3,0,11,0,6,3,21,0,8,0,51,3,11,5,10,0,25,3,21,0,28,0,106,6,13,0,38,3,55,3,30,5,39,0,197,14,42,3,87,11,109,7,37,5,52,5,369,28,50,3,180,14,138,9,32,9,56,0,522,41,36,3,245,24,170,11,35,13,31,0,604,57,42,4,289,17,128,3,18,0,24,0,584,194,46,11,511,49,189,9,31,3,47,0,1097,191,43,12,398,41,63,14,15,0,27,3,805,147,14,10,196,32,27,10,14,3,9,0,471,99,12,0,93,10,64,3,4,4,0,0,285,171,13,3,229,28,60,12,9
SED20604,0,0,3,0,0,0,0,3,0,4,0,13,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,9,0,9,0,0,0,0,0,0,0,6,0,4,0,14,9,0,0,3,0,0,0,3,0,27,0,44,3,3,0,10,0,6,0,24,0,22,0,71,8,9,0,14,0,24,7,19,6,35,0,127,12,19,5,33,4,76,6,32,8,59,0,257,35,30,4,107,7,180,11,34,9,47,4,465,64,43,10,221,19,185,10,29,15,49,3,652,59,41,5,250,28,141,4,23,9,24,0,597,104,26,6,287,24,111,8,8,7,16,4,608,326,41,4,439,57,142,26,15,15,22,7,1092,285,32,4,373,47,50,13,4,3,16,3,833,164,22,10,199,28,21,4,3,0,4,0,448,108,3,0,68,16,35,3,4,0,7,0,252,155,4,3,124,11,27,6,6
SED20704,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,6,0,3,0,8,0,41,0,63,0,7,0,4,0,12,3,19,0,18,0,63,6,9,0,10,0,29,0,37,3,48,0,141,8,20,0,30,3,79,5,44,3,65,3,266,27,39,0,116,5,145,10,51,14,58,0,464,39,47,3,246,14,177,16,41,3,52,3,629,67,32,0,252,15,148,16,29,11,34,0,606,80,32,9,262,28,111,5,26,3,29,4,592,250,47,16,487,65,150,17,28,4,33,3,1099,230,28,9,426,58,60,9,8,3,19,0,851,163,12,3,236,28,35,12,0,0,5,0,489,136,4,5,86,12,41,6,0,5,4,0,302,184,24,6,180,22,49,3,0
SED20804,7,0,0,0,0,0,0,0,0,5,0,16,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,0,0,4,0,0,0,3,3,4,0,3,0,0,0,3,0,34,0,52,3,3,0,7,0,9,0,20,0,22,0,65,5,7,0,15,0,34,0,31,3,60,4,158,10,30,0,51,0,97,0,54,9,60,3,310,10,32,3,97,10,173,11,58,12,79,7,492,46,62,3,202,11,155,9,50,3,50,0,600,56,41,8,242,6,139,8,31,9,35,3,574,70,33,3,235,25,129,3,18,5,22,0,541,192,55,6,411,54,163,18,19,8,22,0,954,190,25,3,246,32,52,8,11,0,3,0,580,111,3,4,153,20,19,3,6,3,9,0,329,66,3,0,46,10,42,7,4,0,0,0,185,109,16,0,88,7,30,6,6
SED20906,3,0,0,6,0,6,0,4,0,30,0,48,0,0,0,0,0,0,0,5,0,14,0,21,0,3,0,0,0,0,0,5,0,8,0,21,0,0,0,0,0,0,0,4,0,13,0,15,0,4,0,0,0,0,0,13,0,10,0,38,3,3,0,3,0,19,3,18,0,24,0,69,9,14,0,12,0,26,0,29,4,38,0,124,13,16,3,22,0,54,0,36,0,32,0,171,18,33,3,71,4,104,3,40,7,53,0,330,18,20,8,110,5,97,3,23,5,56,3,358,37,17,5,139,6,120,7,29,10,41,3,414,70,24,0,166,13,135,4,31,7,45,0,495,195,46,8,398,31,277,16,37,4,61,4,1082,248,34,10,473,38,90,13,29,3,32,0,973,260,23,8,395,53,62,12,14,3,11,0,844,224,15,3,177,20,234,3,12,5,16,0,703,729,31,14,793,85,248,13,25
SED21001,7,0,0,0,0,10,0,0,0,52,0,71,0,0,0,4,0,0,0,5,0,21,0,29,0,0,0,0,0,0,0,17,3,15,0,36,0,0,0,0,0,9,0,3,0,10,0,17,3,3,0,3,0,10,3,22,3,33,0,75,3,10,0,8,0,22,5,36,3,32,0,110,11,20,0,16,0,31,0,41,5,32,0,150,9,22,0,30,3,70,3,42,10,38,0,228,18,28,0,70,3,140,4,58,7,73,0,398,23,37,0,87,3,138,3,35,3,50,3,385,36,16,4,112,11,146,3,36,3,48,0,405,42,31,0,155,13,143,0,18,3,38,0,447,173,52,6,385,31,269,19,40,11,52,0,1036,193,35,5,430,33,105,11,23,0,34,0,874,226,28,3,331,34,54,9,16,6,31,3,744,184,10,0,167,25,216,3,19,10,11,0,645,717,57,9,929,76,292,16,29
SED21106,5,0,0,3,0,0,0,0,0,19,0,24,0,0,0,3,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,3,0,8,0,14,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,4,0,0,0,11,0,16,0,0,0,4,0,3,3,10,0,12,0,39,4,3,0,3,0,10,0,11,0,23,4,61,4,4,0,13,0,17,3,11,3,6,0,63,11,12,0,21,0,38,4,24,3,21,0,133,19,14,0,47,3,62,3,16,4,14,0,174,22,11,0,64,0,48,0,22,3,25,0,195,29,14,0,88,0,55,4,12,0,20,0,228,96,38,3,193,16,179,3,33,6,40,0,602,101,33,10,291,31,71,4,26,3,25,0,598,109,20,0,259,23,53,7,22,3,22,0,511,126,13,3,150,21,408,3,27,9,27,0,793,970,74,20,1346,114,502,28,72
SED21203,0,0,0,0,0,6,0,7,3,125,3,143,0,0,0,0,0,3,0,5,0,27,0,37,0,0,0,0,0,6,0,22,3,79,3,107,3,0,0,0,0,9,0,24,8,48,0,91,0,0,0,3,0,32,0,48,12,287,3,382,0,10,3,9,0,63,0,114,12,209,0,433,10,16,0,14,0,124,3,135,15,293,11,626,16,30,0,38,3,250,8,161,22,300,14,838,24,57,3,95,12,362,9,136,25,321,12,1059,54,42,7,134,15,300,6,99,16,217,13,889,73,22,0,128,3,234,7,56,15,141,5,685,89,19,3,117,17,165,4,34,13,124,0,586,187,31,10,232,29,253,5,36,7,161,5,969,148,11,3,136,20,92,6,20,13,60,0,508,94,10,3,77,13,35,0,4,3,27,0,260,52,3,0,33,4,39,0,3,0,16,3,158,90,9,0,54,10,45,0,7
SED21303,0,0,0,0,0,0,0,3,0,33,0,42,0,0,0,0,0,0,0,3,0,10,0,19,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,8,0,10,0,20,0,37,0,4,0,0,0,14,0,26,0,36,3,86,5,3,0,6,0,27,3,20,3,50,0,110,3,13,0,16,0,66,0,25,3,42,0,173,11,28,0,33,3,86,3,45,5,73,0,296,15,28,0,82,4,86,10,35,3,47,0,306,14,15,0,90,4,89,4,20,0,59,0,303,32,25,0,106,7,87,4,23,0,47,0,335,106,60,3,313,35,209,9,27,8,66,0,838,121,40,8,363,39,78,11,29,6,28,0,720,176,28,3,296,41,46,3,18,0,25,0,631,149,12,3,128,34,100,3,16,6,8,0,457,421,33,13,522,88,139,18,23
