SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED30041,0,0,0,0,0,3,0,0,0,9,0,12,3,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,3,0,14,3,0,0,0,0,0,0,3,0,11,0,15,0,0,0,0,0,5,0,11,0,27,0,42,0,0,0,3,0,9,0,18,0,30,0,63,3,3,0,8,0,28,0,18,3,66,3,138,11,7,0,18,0,86,0,50,8,90,0,266,13,13,0,83,7,170,4,50,11,91,0,440,42,32,3,134,13,202,4,48,13,70,0,553,59,19,4,194,14,172,3,34,3,33,0,534,104,23,4,183,16,136,8,26,12,38,4,553,292,24,7,330,45,174,5,29,8,46,0,963,254,14,8,272,32,68,13,19,3,12,0,696,209,11,0,131,28,24,5,3,5,6,0,419,137,6,3,62,14,25,0,0,3,5,0,254,166,5,4,113,10,47,3,5
SED30042,3,0,0,3,0,3,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,12,0,0,0,0,0,3,0,8,0,9,0,16,5,3,0,0,0,3,0,5,0,14,0,35,0,0,0,3,0,14,0,9,0,24,0,51,0,4,0,5,0,24,0,20,9,25,0,88,3,8,0,26,8,85,4,35,9,50,0,221,12,21,0,75,8,163,5,56,12,78,0,421,40,18,8,141,5,238,0,32,10,53,0,560,75,19,3,203,21,200,14,31,8,35,0,601,118,20,0,207,20,170,3,19,5,26,0,596,322,33,13,407,58,250,12,19,15,37,0,1167,290,24,3,326,38,62,13,15,4,21,0,785,235,7,5,166,34,38,5,3,0,8,0,505,130,4,0,78,14,37,0,0,0,6,0,272,188,10,3,150,15,63,0,10
SED30043,0,0,0,0,0,3,0,0,0,16,0,21,0,0,0,0,0,3,0,5,0,5,0,17,0,0,0,0,0,0,0,5,0,9,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,0,4,0,13,0,24,0,4,0,5,0,15,0,18,0,14,0,49,3,9,0,0,0,20,0,26,3,29,0,82,7,24,0,21,3,54,0,31,10,37,0,184,19,29,0,80,3,107,3,41,3,49,0,340,27,39,3,154,11,138,6,52,8,46,0,486,51,35,3,191,4,133,6,32,4,35,0,498,80,33,0,212,16,99,8,13,6,23,3,487,254,43,6,415,38,153,14,20,18,24,4,992,231,24,11,323,35,64,9,9,3,15,0,721,186,17,3,181,19,30,6,6,0,10,0,454,96,11,3,65,11,48,0,11,3,4,0,245,161,14,11,197,21,70,14,9
SED30044,0,0,0,3,0,3,0,0,0,3,0,17,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,10,0,18,0,0,0,0,0,0,0,3,0,9,0,12,0,0,0,3,0,5,0,6,3,20,0,35,0,3,0,3,0,7,0,15,3,25,0,60,3,6,3,4,0,11,0,22,3,40,0,108,6,6,0,17,3,56,3,32,0,55,0,182,18,13,3,65,5,100,0,42,5,53,0,304,39,24,0,112,10,124,4,19,10,36,0,387,62,18,0,145,13,109,3,26,3,27,0,418,86,14,3,164,11,99,6,16,9,28,0,447,230,19,8,357,39,199,18,27,19,22,4,952,257,15,10,315,30,59,15,16,7,12,3,720,209,14,3,166,39,28,8,6,3,6,0,482,152,7,3,66,13,57,0,3,4,3,0,311,228,20,3,174,17,54,4,7
SED30045,4,0,0,0,0,3,0,4,0,16,0,32,0,0,0,0,0,0,0,6,0,3,0,14,0,0,0,3,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,3,0,7,0,34,0,54,3,3,0,5,0,17,0,7,0,35,0,69,10,3,0,10,0,29,3,31,3,52,0,136,3,18,0,25,5,81,3,44,7,65,0,255,22,27,5,69,7,156,3,48,12,97,0,450,59,24,0,126,9,156,9,46,14,51,3,506,73,21,7,188,21,155,13,28,3,42,0,545,121,23,7,192,16,143,3,16,8,33,0,561,297,35,17,375,42,199,5,19,10,25,3,1027,288,14,7,306,39,72,11,5,6,12,0,757,240,12,3,156,26,25,4,4,9,3,0,480,143,10,0,51,13,32,4,4,3,3,0,258,180,6,4,108,17,44,7,8
SED30046,0,0,0,0,0,5,0,0,0,21,4,33,3,3,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,8,3,11,0,21,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,10,0,6,0,29,0,50,0,5,0,3,0,4,0,19,4,25,0,64,0,16,0,6,0,30,0,23,3,35,3,118,8,13,0,17,0,103,4,44,4,57,0,240,17,27,3,63,3,171,4,49,9,85,0,423,57,30,3,150,19,202,7,40,11,53,3,573,84,27,3,157,24,173,8,38,15,48,0,565,119,28,5,195,17,147,3,21,7,44,0,587,358,47,11,354,42,210,10,27,13,54,0,1136,330,17,7,300,38,84,15,16,10,19,0,832,219,7,4,136,29,43,3,11,0,17,0,463,144,0,4,62,16,49,0,6,4,0,0,286,184,7,0,85,13,49,3,0
SED30047,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,15,0,19,0,0,0,0,0,3,0,6,0,8,0,20,5,6,0,3,0,19,3,20,3,25,0,82,0,9,0,16,0,41,0,22,7,23,0,125,11,23,3,48,5,89,0,23,5,55,0,258,27,16,4,95,4,118,3,29,3,43,0,355,37,18,0,112,9,95,4,10,3,28,0,319,65,23,4,144,17,108,6,23,10,29,0,418,239,39,7,328,37,190,16,25,4,35,3,925,255,23,7,354,46,72,9,13,3,13,0,797,256,14,10,209,37,47,7,8,3,4,0,595,198,12,4,84,23,75,8,7,3,11,0,425,364,10,4,329,43,111,6,16
SED30048,0,0,0,0,0,3,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,5,0,6,0,11,0,3,0,0,0,0,0,14,0,15,0,33,0,0,0,0,0,7,0,8,0,26,0,42,0,0,0,3,0,18,0,13,0,28,0,70,0,9,0,9,0,52,0,31,3,39,0,150,10,14,3,46,0,93,0,28,4,49,3,249,22,21,3,92,12,103,0,27,0,21,0,302,31,13,0,132,12,88,5,17,3,32,3,329,41,19,3,123,9,107,8,15,4,17,0,351,140,13,4,262,33,152,11,13,13,21,0,665,156,14,9,194,23,53,5,7,4,11,0,480,131,9,0,88,17,31,3,3,3,8,0,292,75,3,0,38,8,47,3,6,3,0,0,182,153,9,4,103,15,33,9,4
SED30049,0,0,0,3,0,4,0,0,0,27,0,34,0,0,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,4,0,5,0,13,0,21,0,0,0,0,0,3,0,3,0,3,0,11,0,0,0,0,0,0,0,8,0,16,0,34,0,6,0,4,0,9,0,31,0,20,0,69,4,16,0,4,0,28,0,21,4,31,0,108,3,11,0,21,0,66,3,34,4,33,0,175,12,17,3,35,3,111,0,39,3,53,4,275,16,19,4,87,8,115,8,20,10,49,0,332,32,14,3,103,7,101,3,16,5,41,0,330,58,20,3,145,9,103,3,25,0,34,3,405,219,33,7,301,27,202,4,25,7,45,0,880,247,25,8,334,43,78,12,18,4,29,4,795,215,22,6,238,22,45,10,10,0,15,0,577,181,3,0,105,26,89,0,7,0,6,0,417,400,24,7,315,39,117,9,17
SED30050,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,3,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,12,0,24,3,0,0,4,0,14,0,16,0,17,0,51,3,10,0,9,3,21,0,22,0,23,0,83,12,16,0,25,0,59,0,44,0,31,0,191,14,40,0,72,6,100,4,41,6,50,0,341,33,24,5,150,11,114,4,41,4,34,0,408,38,20,0,137,12,96,5,20,6,26,0,360,53,31,3,157,8,62,0,11,3,15,0,337,131,35,8,315,31,111,11,22,6,19,0,694,123,26,5,248,21,41,5,7,3,14,0,490,132,6,3,122,17,18,0,6,3,8,0,313,81,0,0,47,3,52,0,5,0,6,0,207,144,19,3,112,12,38,0,12
SED30051,0,0,0,3,0,0,0,0,0,16,0,20,3,0,0,3,0,0,0,0,0,5,0,13,0,4,0,0,0,3,0,3,4,6,0,19,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,4,0,0,0,11,0,48,3,68,0,7,0,0,0,11,0,17,3,37,0,78,4,15,4,15,0,28,0,32,4,116,0,225,14,13,3,35,0,69,4,57,9,109,3,315,21,32,0,75,6,131,10,67,18,133,4,482,50,29,4,131,12,127,7,34,4,67,0,466,40,25,0,113,11,77,9,29,5,44,0,356,75,15,6,126,10,78,0,18,10,32,0,367,149,26,9,195,26,102,9,28,3,31,4,569,129,14,3,117,18,35,8,3,0,13,0,342,101,8,0,75,9,13,4,3,5,3,0,214,51,0,0,29,3,23,0,0,0,0,0,106,59,0,7,42,3,10,0,4
SED30052,3,0,0,3,0,0,0,0,0,26,0,31,0,0,0,0,0,0,0,3,0,8,0,12,3,0,0,0,0,4,0,0,0,9,0,21,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,0,0,3,0,9,0,14,0,36,0,0,0,10,0,15,0,23,0,17,0,67,13,11,0,10,3,20,0,25,3,26,0,117,13,14,0,23,0,64,0,41,6,25,0,183,17,25,4,85,6,102,3,39,3,55,0,344,37,36,0,110,3,106,3,33,12,58,0,391,23,25,0,125,15,98,3,29,3,39,0,362,60,13,0,144,10,143,3,27,3,35,0,448,194,41,3,278,31,146,6,37,11,29,0,785,209,23,0,258,39,62,3,15,7,15,5,634,157,20,0,178,23,36,6,7,6,8,0,440,114,10,3,79,18,75,0,10,0,7,0,315,277,40,0,284,17,85,3,19
SED30053,15,0,0,0,0,0,0,0,0,20,0,39,4,0,0,0,0,0,0,0,0,7,0,9,5,0,0,0,0,0,0,3,0,8,0,12,0,0,0,4,0,0,0,4,0,3,0,13,0,0,0,0,0,0,0,6,3,26,0,44,3,0,0,5,0,7,0,7,0,17,0,35,6,3,0,3,0,19,0,15,0,37,0,88,9,0,0,16,3,58,0,17,3,32,3,144,20,10,6,62,3,103,3,23,3,44,0,272,34,25,3,91,4,112,3,25,9,49,0,356,43,12,0,130,8,143,8,23,12,27,0,404,73,17,3,155,16,132,3,13,7,16,0,430,186,25,3,296,36,336,12,17,24,23,4,962,182,19,9,335,33,86,13,7,3,9,0,703,158,12,4,169,32,30,6,3,3,6,0,421,90,3,3,51,14,108,3,5,16,4,0,300,206,12,15,218,31,68,7,5
SED30054,0,0,0,0,0,4,0,0,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,3,0,6,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,7,0,4,0,21,0,5,0,0,0,7,0,10,4,3,0,23,0,4,0,3,0,9,0,13,0,13,0,44,6,16,0,9,0,19,0,17,8,26,0,100,6,20,3,33,0,56,0,18,0,30,0,179,20,16,0,63,10,67,0,19,0,31,0,219,27,23,3,85,8,86,0,17,5,27,0,288,32,13,0,114,9,111,5,17,3,25,0,321,157,35,4,320,23,244,14,33,10,39,0,879,211,35,6,384,39,92,8,24,3,28,0,826,274,30,3,291,29,40,15,20,4,11,0,710,217,13,0,134,34,208,5,14,4,12,0,641,694,27,8,699,55,260,17,46
SED30055,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,4,0,3,0,8,0,4,0,0,0,0,0,4,0,5,0,11,0,0,0,0,0,0,0,4,0,8,0,12,3,0,0,4,0,0,0,15,0,26,0,51,3,0,0,3,0,7,0,21,3,28,0,72,3,5,0,8,0,36,0,26,3,55,4,139,3,13,0,16,0,86,4,44,12,85,0,263,14,21,5,82,4,203,7,64,12,89,3,516,52,44,9,170,22,220,4,50,14,72,3,648,67,28,4,186,20,210,12,38,13,40,0,614,114,17,4,260,23,181,8,25,6,36,0,676,352,35,10,444,53,241,16,30,12,44,3,1238,272,24,6,329,35,95,15,20,4,12,0,815,218,8,8,150,22,49,7,10,4,13,0,475,129,5,5,74,7,49,0,3,3,3,0,282,192,13,3,127,12,59,3,6
SED30056,3,0,0,0,0,0,0,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,17,0,0,0,3,0,3,0,4,0,9,0,22,0,10,0,3,0,9,0,5,0,8,0,30,9,0,0,7,0,17,0,4,0,9,0,55,6,5,0,13,0,33,0,13,0,13,0,86,12,13,0,21,6,31,0,6,4,23,0,122,15,9,0,38,0,48,3,17,3,19,0,147,15,13,0,28,6,53,0,14,3,14,0,148,51,21,0,101,18,116,7,14,8,16,0,350,85,11,3,162,16,43,8,15,0,13,0,361,111,11,0,154,22,23,3,6,3,9,0,338,100,9,3,74,30,138,3,6,4,8,0,383,554,42,17,679,91,226,6,23
SED30057,7,0,0,0,0,5,0,5,0,3,0,19,3,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,0,17,3,20,0,0,0,0,0,0,0,3,0,4,0,8,3,0,0,3,0,4,0,7,0,31,0,52,0,0,0,0,0,13,0,16,0,12,0,40,11,3,0,4,0,15,3,7,0,43,3,81,7,3,0,12,0,30,0,3,9,23,0,92,23,10,0,34,0,48,0,17,3,19,0,154,30,10,3,35,0,57,0,7,5,21,0,169,24,0,0,36,6,55,3,3,4,18,3,157,42,3,3,54,0,63,3,3,5,7,0,184,108,11,3,110,19,157,3,14,15,6,0,452,122,9,9,183,13,36,3,0,0,3,0,378,146,4,3,96,20,16,3,3,0,4,0,307,88,0,5,28,12,43,0,0,0,0,0,186,224,5,9,97,19,41,3,3
SED30058,3,0,0,0,0,0,0,3,0,19,0,25,0,0,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,0,0,3,0,15,0,19,0,0,0,0,0,4,0,0,0,3,0,11,0,3,0,0,0,3,0,5,0,20,0,35,3,3,0,0,0,11,0,12,4,21,0,57,0,3,0,0,0,17,0,18,0,26,0,75,6,18,0,20,0,55,0,20,0,39,0,172,9,21,0,41,3,78,0,24,3,36,3,231,23,27,0,80,13,90,3,38,3,47,0,321,25,14,3,110,3,128,3,23,5,34,0,340,64,21,3,133,14,110,0,18,6,25,0,393,212,36,8,338,41,223,9,35,9,39,0,953,238,35,8,398,46,84,5,18,3,26,0,866,261,13,8,264,45,56,8,14,0,10,0,682,198,0,0,136,27,96,6,9,3,7,0,488,499,16,9,402,45,138,15,19
SED30059,5,0,0,3,0,3,0,0,0,20,0,31,0,0,0,0,0,0,0,0,0,6,0,11,0,3,0,3,0,0,0,3,0,3,0,14,0,0,0,0,0,4,0,6,0,9,0,15,0,0,0,4,0,0,0,10,0,11,0,32,3,3,0,4,0,15,0,13,0,18,0,59,5,18,0,11,0,26,3,31,3,32,0,125,11,15,0,25,0,66,0,32,3,47,3,209,24,46,0,98,8,129,9,62,10,61,0,443,31,47,3,177,7,132,7,48,12,45,0,517,65,46,6,194,15,137,3,29,10,27,3,535,107,27,9,253,23,128,8,18,4,24,0,602,291,55,9,491,42,205,10,38,10,31,0,1184,305,26,9,392,46,80,9,17,6,19,0,909,225,18,7,190,21,34,9,9,3,7,0,525,161,5,0,89,22,84,7,4,4,7,0,385,321,24,10,266,21,89,9,17
SED30060,0,0,0,5,0,0,0,3,4,7,0,24,3,0,0,0,0,3,0,4,0,10,0,23,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,3,0,0,0,8,0,16,0,0,0,0,0,3,0,9,3,37,0,58,3,3,0,4,0,6,0,19,7,39,0,84,4,3,3,3,0,30,0,20,4,78,0,154,12,14,3,21,0,85,7,51,8,78,0,272,25,29,4,65,7,154,4,49,10,73,0,429,49,39,9,180,6,147,4,38,10,56,4,544,75,20,3,173,21,120,6,34,8,39,0,499,119,17,3,176,14,88,11,13,8,19,0,472,313,26,12,313,44,116,10,32,11,30,3,906,244,14,6,213,34,41,8,8,5,10,0,578,149,10,14,107,10,20,4,3,4,8,0,320,79,4,6,45,8,24,0,0,3,0,0,172,108,7,0,65,10,19,0,0
SED30061,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,3,0,0,0,5,0,8,0,0,0,0,0,3,0,11,0,17,0,30,0,0,0,0,0,4,0,21,0,21,0,57,0,4,0,3,0,19,0,18,8,35,0,86,6,6,0,13,0,34,0,33,5,40,0,134,16,10,3,40,0,92,0,33,3,58,0,258,37,11,0,92,7,92,4,22,6,34,0,309,24,19,0,99,8,106,3,21,8,38,0,331,66,15,3,118,13,105,6,13,4,18,0,364,207,23,3,240,24,119,9,26,6,39,0,701,204,20,4,234,23,62,12,15,0,12,0,586,154,10,3,119,30,23,0,0,0,9,0,354,141,7,3,52,17,29,0,6,0,0,0,249,183,9,9,147,18,38,3,3
SED30062,4,0,0,3,0,0,0,0,0,18,0,27,0,0,0,0,0,3,0,0,0,11,0,19,0,0,0,3,0,0,0,4,0,8,0,14,0,0,0,0,0,0,0,4,0,3,0,12,0,0,0,3,0,0,0,3,3,25,0,38,0,8,0,3,0,16,0,16,3,19,0,60,3,5,0,3,3,28,0,42,8,71,3,167,3,17,3,27,6,103,3,43,13,85,3,302,19,23,0,85,13,255,10,60,20,72,3,554,51,29,8,192,17,294,13,52,14,57,0,734,98,39,5,248,22,278,13,51,14,37,0,796,165,25,4,288,23,222,11,18,12,59,0,825,463,39,15,578,63,335,16,41,28,43,0,1619,457,24,13,423,73,131,12,18,6,13,3,1162,337,14,4,243,35,37,3,8,0,7,0,699,192,4,0,97,23,79,3,10,4,4,0,426,313,21,6,208,22,82,4,7
SED30063,9,0,0,3,0,3,0,0,0,12,0,27,4,0,0,3,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,3,0,4,0,16,0,0,3,0,0,0,0,3,0,0,0,9,3,0,0,7,0,0,0,7,3,39,0,57,3,0,0,7,0,9,0,12,4,39,3,76,12,13,0,12,3,40,0,29,6,81,0,202,10,12,0,27,0,74,9,48,4,85,0,268,25,27,0,92,3,129,3,40,4,108,0,435,45,30,4,138,8,124,8,39,6,56,6,461,61,21,0,154,12,124,4,21,4,43,0,449,67,18,4,134,8,84,5,13,14,19,3,365,217,19,5,237,23,115,4,26,12,23,3,684,136,21,0,181,25,33,5,11,0,5,0,423,101,3,0,96,17,18,4,0,3,7,0,250,53,3,4,34,10,31,0,0,3,0,0,139,93,3,0,75,3,16,8,3
SED30064,0,0,0,3,0,3,0,3,0,10,0,23,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,3,0,11,0,13,0,0,0,0,0,0,0,5,0,4,0,10,0,0,0,0,0,3,0,7,0,20,0,38,0,8,0,6,0,5,0,17,0,26,0,72,8,10,0,21,0,29,4,25,4,41,0,137,15,19,0,26,4,73,0,49,8,69,4,268,18,36,3,110,10,129,7,62,10,70,7,457,37,39,5,189,12,136,19,49,5,60,0,551,64,33,3,222,9,123,4,24,5,40,0,525,74,22,0,233,18,105,9,24,7,32,0,529,216,45,3,353,46,137,16,27,4,35,0,889,180,30,6,225,26,59,4,12,3,16,0,568,133,18,0,137,10,19,3,4,0,7,0,335,57,12,0,47,10,34,0,3,3,3,0,161,102,7,3,89,18,28,0,6
SED30065,3,4,3,0,0,0,0,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,3,0,3,0,11,5,3,0,5,0,5,0,8,0,14,0,42,3,7,0,11,0,12,0,14,5,21,0,69,15,12,0,10,3,15,0,21,3,31,0,113,12,12,0,39,0,46,4,54,9,41,0,220,27,49,0,83,5,95,4,49,0,54,0,369,51,53,4,135,9,103,3,35,10,43,5,445,59,36,3,170,9,114,3,33,10,28,0,457,56,32,0,179,5,68,4,20,0,23,0,397,193,52,3,350,24,117,14,33,7,27,0,818,174,16,3,238,21,49,5,17,4,15,0,529,131,18,0,134,14,27,3,13,0,10,0,353,88,3,0,59,12,51,0,3,3,7,0,231,125,27,3,192,9,59,12,12
SED30066,0,0,0,0,0,0,0,3,0,19,0,21,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,9,0,4,0,14,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,3,0,13,0,23,0,34,3,0,0,0,3,10,0,17,0,24,3,59,0,7,0,3,0,43,0,26,5,27,0,108,3,10,0,14,0,72,6,37,10,49,3,198,14,23,0,44,4,142,3,33,7,52,4,338,34,24,6,100,13,147,3,35,8,47,0,410,41,24,0,114,14,107,0,30,8,41,0,378,78,12,3,156,21,134,6,24,7,32,0,467,235,36,11,318,42,203,6,35,12,31,0,935,253,28,8,318,54,67,11,9,3,24,0,772,217,8,6,200,48,43,7,8,3,8,0,548,155,10,3,78,28,66,4,3,3,8,0,352,281,10,7,226,53,80,9,15
SED30067,0,0,0,0,0,0,0,3,0,5,0,14,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,0,6,0,18,0,33,0,0,0,5,0,10,0,13,0,19,0,53,5,3,0,4,0,23,0,22,5,27,0,95,4,12,0,12,0,64,3,34,3,42,0,190,15,22,0,78,4,155,3,34,7,49,0,366,29,22,3,163,9,193,9,37,14,42,0,518,68,29,3,193,14,183,4,43,9,47,0,589,107,28,4,238,27,149,8,20,8,41,0,622,324,39,11,520,74,235,19,41,16,37,5,1326,327,24,11,355,60,97,15,29,6,21,0,949,279,7,8,206,34,39,8,9,3,6,3,593,177,9,4,96,12,68,3,9,3,4,0,384,282,10,5,195,21,66,4,6
