SED_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED40013,12717,13350,26066,785,870,1661,44,45,88,44,52,99,55,67,121,980,1055,2037,36,29,67,13,10,26,23,32,54,3,0,3,0,0,0,1199,1299,2501,52,68,119,45,36,75,2085,2273,4363,1399,1404,2797,16196,17026,33227
SED40014,14217,15129,29340,203,209,413,35,27,56,24,31,50,24,19,41,1144,1255,2393,23,19,41,4,3,8,12,7,20,7,6,7,0,0,0,1256,1360,2615,64,74,139,15,32,41,1538,1673,3211,874,883,1753,16626,17677,34301
SED40015,13077,12702,25777,948,1025,1971,33,23,61,24,20,44,34,44,83,674,682,1356,61,55,112,6,6,12,23,23,52,0,0,0,0,0,0,856,855,1714,40,60,100,38,46,84,1883,1984,3864,1793,1539,3335,16751,16223,32977
SED40016,12726,13301,26032,183,179,360,17,29,45,27,23,47,30,26,53,1301,1363,2658,13,14,28,0,0,0,9,5,19,3,10,11,0,0,0,1399,1465,2862,170,210,377,28,18,51,1780,1874,3654,891,989,1882,15402,16169,31567
SED40017,14112,14108,28221,836,958,1786,37,37,65,23,25,51,32,26,62,748,823,1563,26,35,60,3,10,9,30,17,49,0,3,0,0,0,0,900,967,1865,31,38,69,39,36,75,1806,1994,3795,1399,1401,2804,17313,17504,34817
SED40018,13267,12465,25731,1358,1422,2778,55,43,89,38,37,71,92,76,170,571,515,1089,56,41,88,12,5,15,31,38,66,0,0,0,0,0,0,852,754,1602,55,81,128,54,38,94,2316,2290,4600,1775,1591,3370,17351,16350,33702
SED40019,13797,13317,27114,615,635,1255,26,19,45,20,20,37,47,36,79,932,894,1823,22,19,41,0,9,14,33,22,49,0,0,0,0,0,0,1076,1012,2086,19,28,45,30,26,55,1746,1699,3449,1341,1286,2628,16884,16301,33187
SED40020,12642,13024,25669,937,1074,2008,50,49,99,47,45,92,52,52,102,899,894,1791,27,20,45,3,3,7,23,37,61,0,3,3,0,0,0,1100,1101,2198,208,181,389,51,43,95,2289,2406,4695,1654,1250,2899,16588,16679,33266
SED40021,13234,14787,28021,359,381,738,37,43,77,42,37,80,35,31,66,1583,1665,3253,13,10,23,3,3,8,9,4,12,15,8,21,0,0,0,1735,1805,3539,429,472,899,31,27,61,2555,2687,5242,1032,1110,2145,16831,18584,35410
SED40022,14007,14593,28598,460,504,959,43,45,86,32,31,62,38,47,85,1080,1257,2342,25,21,50,5,11,19,17,19,36,10,6,16,0,0,0,1252,1437,2684,78,91,169,22,13,31,1807,2042,3849,1199,1142,2346,17017,17775,34790
SED40023,14145,14864,29014,721,843,1563,31,52,83,36,47,89,48,47,93,1523,1690,3212,24,26,45,7,6,10,23,18,46,3,0,3,0,0,0,1697,1883,3579,108,114,223,30,44,80,2553,2885,5440,1523,1629,3146,18224,19379,37606
SED40024,14343,15048,29390,618,665,1284,40,48,88,44,39,82,66,69,138,1339,1423,2766,25,30,55,3,7,10,24,19,45,3,3,8,0,0,0,1543,1638,3188,73,96,162,44,32,82,2282,2433,4708,1103,1139,2245,17719,18625,36344
SED40025,13138,14069,27205,374,422,796,44,32,78,59,46,105,45,43,87,1303,1471,2778,24,29,49,6,8,16,5,21,26,8,5,17,0,0,0,1491,1662,3158,129,146,275,41,43,85,2035,2276,4306,1243,1337,2584,16420,17683,34097
SED40026,14461,15133,29595,532,671,1202,54,65,115,48,46,97,54,56,115,1750,1920,3669,29,25,58,3,3,12,17,23,44,4,6,12,0,0,0,1955,2158,4112,61,69,127,42,32,82,2597,2928,5531,1363,1422,2782,18420,19486,37907
SED40027,14950,15188,30144,380,434,815,38,29,71,44,52,90,33,38,69,1617,1760,3373,22,12,30,4,9,16,10,15,30,7,3,8,0,0,0,1775,1921,3694,199,198,395,62,51,120,2418,2608,5020,1735,1785,3523,19107,19580,38684
SED40028,13514,12756,26268,954,872,1819,50,34,86,135,93,229,40,46,80,606,588,1197,27,31,59,10,8,13,11,21,34,0,0,0,0,0,0,880,816,1693,85,98,184,27,27,58,1935,1817,3754,1276,1196,2470,16726,15766,32492
SED40029,13574,14138,27717,283,299,581,33,24,54,22,29,43,32,29,67,1394,1506,2894,12,16,32,5,3,9,15,21,33,4,3,4,0,0,0,1507,1630,3139,47,74,117,42,19,61,1879,2022,3899,1118,1162,2277,16571,17315,33893
SED40030,13685,14558,28249,205,238,438,35,35,62,45,48,92,29,34,58,1544,1604,3153,19,16,33,0,0,3,16,20,40,10,13,28,0,0,3,1705,1763,3472,267,304,568,24,23,54,2203,2333,4537,1124,1197,2320,17018,18088,35099
SED40031,14699,14967,29667,290,292,581,29,32,61,26,35,63,22,22,41,1134,1183,2319,13,9,18,0,3,3,11,7,17,4,0,3,0,0,0,1230,1298,2526,204,200,401,34,19,55,1764,1804,3565,885,864,1743,17346,17632,34974
SED40032,11708,12953,24663,386,390,777,69,71,142,69,70,143,52,50,104,1417,1530,2955,27,17,39,10,8,13,16,18,39,10,6,13,0,0,0,1674,1778,3446,253,290,541,41,35,79,2351,2489,4842,1233,1320,2549,15294,16760,32053
SED40033,13223,13443,26664,683,726,1410,39,32,75,129,148,282,41,38,78,1100,1199,2303,32,30,65,3,0,8,17,11,29,3,3,3,0,0,0,1377,1457,2832,71,72,141,30,36,62,2153,2297,4448,1699,1332,3032,17076,17069,34144
SED40034,14958,15033,29990,517,554,1070,63,61,127,70,62,138,49,78,124,1879,2097,3977,16,13,33,6,4,11,23,23,48,18,7,22,0,0,0,2128,2347,4474,97,114,206,55,45,98,2796,3060,5852,1688,1629,3318,19441,19725,39163
SED40035,13811,14187,27992,188,206,397,23,35,58,19,21,38,21,22,45,1173,1222,2391,6,8,17,0,3,3,17,17,26,3,3,6,0,0,0,1259,1325,2583,80,78,153,22,19,39,1546,1624,3169,1060,975,2034,16412,16782,33199
SED40036,14472,14504,28975,229,261,494,24,24,47,28,27,59,29,30,50,1374,1397,2766,17,12,31,3,3,3,18,10,33,7,0,7,0,0,0,1492,1508,2998,186,202,387,36,30,60,1946,1995,3947,1883,1410,3292,18302,17910,36219
SED40037,15580,15862,31445,571,587,1159,79,70,151,74,62,137,67,74,138,1846,1804,3649,44,21,60,10,4,13,16,13,32,21,21,43,0,0,0,2160,2073,4231,325,380,708,48,31,79,3099,3077,6179,1415,1337,2748,20101,20272,40370
SED40038,14757,15093,29849,391,379,772,52,53,108,56,49,104,31,35,60,1557,1566,3121,13,6,23,7,14,20,5,4,8,5,0,5,0,0,0,1724,1725,3452,329,346,677,64,44,104,2508,2495,5005,1377,1342,2715,18639,18932,37573
SED40039,13103,13518,26619,299,320,616,23,26,46,31,17,52,35,32,70,1587,1662,3246,22,12,32,7,8,14,8,9,20,0,0,5,0,0,0,1712,1770,3483,64,80,146,47,40,89,2120,2214,4333,1454,1548,3000,16676,17274,33952
SED40040,14373,14216,28590,528,577,1107,31,43,69,35,27,66,33,35,64,1092,1157,2246,27,30,57,0,0,0,14,15,34,0,4,7,0,0,0,1237,1312,2543,58,80,132,30,31,57,1848,1998,3840,1156,1137,2290,17374,17353,34727
SED40041,12953,12638,25591,739,832,1572,43,43,88,28,25,46,35,30,66,759,705,1464,34,31,61,8,7,16,24,22,49,3,10,8,0,0,0,937,872,1805,31,45,71,27,32,62,1731,1779,3514,2287,1463,3745,16976,15879,32847
SED40042,16232,16089,32318,367,378,741,71,58,127,83,47,135,42,33,83,1651,1736,3387,34,13,40,3,3,7,18,23,43,7,3,13,0,0,0,1913,1913,3830,104,160,261,52,49,101,2429,2492,4926,1520,1513,3034,20181,20092,40278
SED40043,14270,15293,29564,409,459,872,61,52,112,50,41,94,38,50,85,1942,2005,3952,14,16,35,5,0,5,13,21,36,12,8,20,0,0,0,2148,2189,4335,382,426,803,28,30,53,2963,3096,6059,1250,1316,2564,18479,19707,38185
SED40044,12426,14136,26560,359,434,786,85,97,182,72,84,151,40,48,84,1547,1760,3303,29,24,52,3,7,9,10,19,27,9,13,20,0,0,0,1785,2044,3829,401,467,871,26,19,51,2573,2960,5534,1136,1285,2423,16139,18382,34520
SED40045,13367,14527,27894,241,228,472,38,51,91,45,60,101,29,33,61,1317,1408,2727,16,17,37,3,3,7,11,8,20,6,6,14,0,0,0,1460,1599,3062,245,244,486,33,23,58,1980,2096,4078,1055,1080,2135,16408,17702,34108
SED40046,13267,13915,27180,417,402,820,58,74,129,46,57,110,36,38,71,1802,1815,3617,16,15,33,8,3,12,7,6,16,6,7,11,0,0,0,1977,2023,4000,527,628,1159,34,37,69,2960,3087,6046,1295,1305,2595,17519,18306,35826
SED40047,13853,14751,28600,218,216,428,37,52,96,22,32,52,41,36,76,1196,1324,2515,21,13,34,5,8,14,16,16,35,9,7,12,0,0,0,1350,1486,2839,113,121,228,18,19,37,1700,1840,3536,987,987,1971,16533,17579,34108
SED49494,366,183,552,144,83,221,35,26,64,25,30,58,54,52,102,461,380,839,21,15,44,8,6,12,13,13,30,0,0,0,0,0,0,618,528,1142,102,82,185,40,14,52,899,699,1592,466,238,700,1724,1122,2847
SED49797,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SED50106,13427,14115,27541,686,773,1462,22,25,43,19,17,39,21,25,52,14,6,20,1654,1752,3411,5,13,13,10,11,16,0,0,0,0,0,0,1740,1856,3592,111,122,233,52,38,91,2583,2790,5376,1842,1448,3289,17856,18350,36210
SED50205,12931,14123,27053,510,515,1023,45,38,85,37,37,70,26,20,50,7,14,24,1506,1708,3217,0,0,0,4,15,22,9,7,13,0,0,0,1629,1849,3476,241,296,537,30,16,50,2413,2675,5087,1176,1291,2463,16520,18090,34608
SED50302,16615,16797,33410,630,691,1320,40,46,83,30,23,57,35,35,78,13,9,22,2330,2496,4830,3,4,5,12,8,25,0,0,6,0,0,0,2478,2624,5100,195,268,460,72,62,132,3364,3647,7010,2159,2125,4284,22142,22564,44707
SED50404,14195,15200,29398,376,398,777,34,32,66,38,29,68,39,31,69,9,12,26,2026,2087,4109,0,4,4,10,3,9,0,0,3,0,0,0,2150,2205,4354,438,435,876,39,36,78,3011,3082,6089,1580,1674,3245,18784,19953,38741
SED50502,14753,15029,29784,369,402,769,23,37,57,13,15,26,31,21,55,10,4,15,1616,1528,3141,4,0,4,3,3,3,3,3,7,0,0,0,1702,1618,3318,174,247,418,45,39,80,2288,2301,4587,1530,1501,3033,18575,18836,37407
SED50605,13360,14293,27653,329,364,692,22,24,48,29,30,59,28,22,57,15,16,34,1453,1493,2944,0,3,4,5,12,14,0,3,3,0,0,0,1553,1604,3154,403,440,838,16,13,30,2297,2424,4719,1213,1138,2354,16867,17850,34721
SED50702,14337,14118,28452,814,721,1540,48,40,92,46,28,78,59,49,109,28,26,54,2547,2310,4857,3,3,8,23,12,33,0,0,0,0,0,0,2765,2474,5234,497,601,1099,66,43,107,4134,3843,7975,2670,2406,5077,21140,20367,41510
SED50806,12837,13664,26501,515,561,1072,18,19,30,26,27,53,56,44,102,11,17,24,1676,1913,3583,0,8,11,10,18,27,0,3,4,3,0,3,1800,2043,3838,199,194,397,33,39,69,2535,2839,5380,2055,1719,3770,17427,18224,35649
SED50904,26383,27163,53549,1394,1530,2921,92,109,203,64,70,129,89,96,187,30,24,52,4651,5033,9681,3,9,16,20,22,41,3,7,16,0,0,0,4958,5371,10328,514,573,1079,93,73,167,6949,7546,14500,3436,3408,6840,36770,38120,74894
SED51005,16946,16449,33393,943,872,1817,64,57,127,34,39,71,24,30,58,17,20,42,2743,2391,5135,4,4,7,20,15,35,3,3,6,0,3,4,2924,2563,5486,915,1035,1948,61,51,112,4845,4516,9358,1854,1663,3523,23644,22628,46274
SED51104,13798,14420,28220,350,325,677,26,15,42,23,20,40,24,26,51,6,5,13,1309,1349,2658,3,4,5,9,6,12,8,5,13,0,0,0,1401,1434,2834,213,221,431,19,18,45,1984,2000,3989,1073,983,2052,16851,17410,34260
SED51201,13275,12683,25963,822,862,1686,7,12,18,23,20,40,21,30,42,9,21,35,986,966,1953,10,12,19,5,11,15,0,0,0,0,0,0,1060,1063,2127,105,103,209,35,30,63,2029,2057,4078,2260,1628,3887,17566,16369,33929
SED51304,15528,16089,31618,535,553,1084,45,54,102,38,41,77,36,44,87,20,12,33,2054,2082,4138,3,4,4,0,3,8,8,3,10,0,0,0,2200,2248,4446,498,550,1047,20,24,45,3247,3377,6619,1494,1411,2901,20268,20871,41141
SED51405,17931,18434,36371,558,578,1141,39,35,71,10,25,37,60,54,115,23,23,46,2552,2750,5306,14,15,25,13,11,24,12,9,19,0,0,0,2723,2914,5637,321,378,703,48,37,82,3647,3911,7559,1798,1726,3522,23376,24077,47448
SED51506,15383,15596,30976,768,925,1698,16,13,32,23,22,42,22,27,50,7,12,16,1518,1640,3156,7,7,14,11,17,20,0,0,0,0,0,0,1598,1733,3337,107,115,214,40,46,91,2514,2823,5341,1660,1545,3209,19563,19970,39529
SED51604,13227,14343,27569,485,554,1038,82,89,166,75,81,155,48,45,91,16,9,28,1769,1932,3703,6,4,13,17,17,41,11,10,18,0,0,0,2023,2192,4216,443,485,929,31,36,66,2982,3265,6242,1699,1802,3500,17898,19406,37308
SED51702,23299,23178,46472,689,734,1421,42,40,80,34,29,62,39,36,68,21,14,33,3651,3879,7529,9,6,10,16,13,26,4,0,4,0,0,0,3802,4014,7814,332,369,699,62,62,123,4878,5177,10059,2445,1882,4333,30621,30240,60861
SED51806,14661,15341,29994,740,877,1620,45,54,104,45,39,81,65,70,133,20,18,40,1994,2239,4232,19,31,46,17,18,40,0,0,0,0,0,0,2205,2465,4672,187,195,377,45,58,104,3171,3597,6764,1824,1637,3463,19655,20571,40223
SED51903,18878,17654,36538,1445,1372,2820,83,72,155,71,68,148,134,128,265,77,62,143,2103,1921,4025,40,27,63,30,38,69,3,0,4,0,0,3,2545,2322,4865,203,251,452,75,77,150,4268,4019,8291,3494,2824,6320,26641,24503,51144
SED52002,16795,16829,33624,598,598,1196,24,29,55,22,16,39,33,31,62,18,10,32,1695,1677,3378,6,0,11,18,14,32,0,5,6,3,0,3,1825,1784,3608,257,321,584,63,32,99,2741,2744,5483,1673,1527,3205,21215,21094,42311
SED52105,14102,15346,29440,494,496,993,78,86,157,54,75,124,51,63,112,17,17,34,1978,2151,4133,9,14,22,20,17,33,10,14,28,0,0,0,2215,2434,4648,364,385,746,47,57,108,3121,3374,6496,2141,2206,4351,19363,20920,40287
SED52201,13777,14128,27897,857,947,1807,28,34,62,25,16,39,40,37,83,9,8,22,1574,1754,3329,4,8,13,15,15,28,0,0,0,3,0,3,1697,1872,3570,101,119,221,48,52,99,2705,2981,5689,2161,1874,4035,18641,18985,37623
SED52304,18942,19299,38242,557,615,1173,20,34,56,29,34,58,25,25,44,12,14,19,2186,2165,4355,3,12,11,5,3,11,0,5,8,4,0,9,2281,2287,4568,295,315,611,39,45,85,3176,3268,6439,1484,1443,2931,23599,24006,47611
SED52402,16173,16396,32574,558,593,1154,24,24,45,31,22,50,18,27,44,7,11,20,1655,1608,3262,0,0,3,7,4,10,4,0,4,0,0,0,1756,1690,3442,297,383,684,51,41,92,2658,2712,5373,1724,1652,3377,20554,20764,41317
SED52504,13589,13996,27590,293,315,613,31,28,59,26,28,55,25,21,44,6,9,17,1219,1269,2490,6,6,14,12,19,31,3,4,3,0,0,0,1320,1389,2705,201,231,431,30,11,45,1854,1944,3799,1089,999,2088,16529,16945,33474
SED52605,15957,16311,32270,467,447,913,25,29,54,38,31,66,26,25,53,17,16,28,1771,1777,3549,3,4,7,7,6,15,5,0,10,4,4,9,1896,1891,3791,262,285,544,21,25,46,2650,2639,5293,1243,1127,2369,19851,20078,39929
SED52704,14140,14281,28421,422,417,840,33,34,68,25,22,48,19,14,40,7,8,13,1731,1753,3481,0,0,0,7,6,14,0,0,4,0,3,3,1827,1843,3674,313,357,671,40,34,71,2602,2651,5247,1333,1202,2540,18079,18138,36213
SED52802,14660,14692,29354,382,379,760,22,22,47,25,31,52,19,29,45,8,4,15,1345,1416,2761,0,0,0,7,3,12,0,0,0,0,0,0,1427,1512,2935,192,235,424,28,44,70,2027,2164,4190,1396,1274,2669,18081,18133,36215
SED52903,1690,1214,2906,102,91,193,12,13,22,10,3,13,17,7,27,19,19,38,277,172,450,3,3,7,15,14,23,0,0,0,0,0,0,354,224,575,14,12,24,118,116,241,594,448,1035,464,207,675,2745,1865,4614
SED53003,11385,11421,22806,1353,1491,2839,79,97,178,119,125,243,149,143,290,39,30,67,1000,1077,2079,23,22,37,78,98,179,3,4,9,6,3,11,1498,1594,3090,176,198,376,282,283,567,3311,3566,6879,2154,1970,4128,16850,16962,33812
SED53104,13850,14371,28217,259,278,539,16,22,40,17,14,34,21,17,42,10,3,10,1180,1207,2383,4,0,4,3,0,3,10,3,10,0,0,0,1253,1272,2522,147,149,292,34,40,69,1693,1734,3430,966,922,1891,16509,17031,33539
SED53205,22660,23072,45740,983,1106,2090,73,79,150,60,60,123,87,94,177,50,37,88,3856,3953,7811,7,4,12,22,39,60,10,11,13,0,0,0,4162,4278,8439,387,439,825,76,64,135,5608,5881,11490,3918,2760,6680,32189,31717,63909
SED53306,14708,15914,30625,739,796,1534,44,39,89,39,35,72,52,56,105,11,17,30,2334,2510,4844,9,11,22,15,16,32,0,0,0,0,0,0,2504,2689,5190,169,195,369,55,40,98,3465,3728,7193,1842,1867,3710,20022,21505,41525
SED53402,14634,15029,29663,603,594,1192,45,48,96,73,74,150,41,44,83,11,9,22,2326,2300,4622,3,10,11,13,12,25,3,10,9,0,0,0,2515,2502,5022,445,498,937,80,61,144,3639,3659,7293,1766,1745,3511,20039,20427,40461
SED53502,15137,15222,30359,419,424,840,26,20,46,23,28,57,27,26,55,8,9,17,2022,2095,4120,3,3,7,13,12,30,3,6,8,0,0,0,2124,2214,4333,201,222,423,57,48,103,2798,2910,5707,1858,1816,3680,19795,19952,39742
SED53602,17059,16807,33870,600,551,1150,39,53,94,43,39,80,20,16,31,26,14,39,2213,2116,4326,0,3,3,10,18,26,3,3,3,0,0,0,2354,2254,4603,519,483,1001,53,42,100,3518,3336,6856,1945,1834,3776,22527,21979,44501
SED53701,14409,13183,27595,723,752,1482,23,25,51,17,17,32,30,28,53,16,10,19,1201,1171,2377,5,3,9,13,15,25,0,0,4,0,0,0,1304,1269,2577,147,147,290,35,31,69,2210,2199,4413,1902,1708,3614,18527,17089,35618
SED53802,14449,14869,29314,496,463,964,34,25,63,29,28,52,24,25,46,9,15,29,1888,1802,3695,0,3,3,4,5,8,5,5,11,4,0,4,1996,1912,3906,450,505,953,29,16,50,2975,2895,5873,1536,1508,3045,18959,19269,38228
SED53902,13660,14921,28579,541,577,1122,45,41,87,44,47,90,36,39,75,12,9,21,2082,2149,4231,0,3,4,10,4,9,10,5,10,0,5,5,2233,2297,4532,392,422,816,38,41,81,3199,3336,6543,1677,1864,3538,18532,20124,38654
SED54006,15603,15498,31098,993,1055,2052,13,32,46,23,30,48,42,35,72,6,12,16,1610,1632,3240,10,6,16,15,14,28,3,0,3,0,3,3,1719,1767,3484,103,133,241,44,37,83,2865,3000,5860,2047,1877,3925,20516,20371,40884
SED54104,13979,14716,28696,861,841,1702,95,94,187,76,107,186,62,60,115,19,28,52,1924,1963,3892,8,6,11,11,9,25,14,12,17,3,0,5,2208,2273,4482,803,859,1668,34,41,76,3912,4020,7931,1544,1579,3116,19431,20311,39746
SED54203,9681,6031,15707,660,586,1252,155,35,188,119,49,168,546,94,638,63,19,82,1695,889,2588,25,7,29,41,23,61,4,6,9,3,0,4,2652,1117,3776,146,107,247,44,34,78,3504,1843,5343,2965,1278,4240,16146,9151,25294
SED54304,16625,16849,33473,556,553,1111,43,50,98,33,30,63,38,36,76,8,12,19,1801,1854,3659,8,8,18,7,10,15,4,5,7,0,0,0,1961,2000,3957,320,370,692,17,19,42,2852,2942,5796,1266,1221,2492,20742,21017,41760
SED54404,16270,15740,32013,1339,1245,2583,151,129,282,137,127,266,126,127,254,53,40,91,3483,3430,6914,20,14,36,27,26,49,12,8,20,0,0,0,4017,3901,7916,1481,1543,3026,87,75,159,6924,6763,13685,3680,3226,6905,26874,25728,52603
SED54503,15454,11616,27069,2458,2278,4739,179,128,306,131,85,216,301,248,546,71,54,128,2671,2026,4700,29,31,60,64,44,107,9,3,10,0,0,0,3449,2626,6076,256,256,511,107,97,202,6277,5254,11527,4626,2568,7192,26359,19437,45797
SED54605,14770,15397,30172,591,571,1164,20,31,49,55,42,99,19,15,40,23,21,47,1521,1493,3016,0,0,0,8,6,9,6,7,13,0,0,0,1644,1622,3269,472,492,965,14,12,33,2720,2700,5420,882,954,1837,18372,19056,37427
SED54705,13833,14027,27863,545,577,1123,90,43,134,125,60,180,64,66,126,21,21,47,1677,1765,3439,7,10,23,27,21,40,3,13,19,3,0,3,2010,1996,4010,140,151,290,35,36,67,2730,2758,5497,2088,1779,3865,18649,18572,37218
SED54804,13797,15017,28810,616,658,1274,63,65,132,72,75,148,52,44,105,11,19,31,2238,2477,4718,9,6,13,13,10,30,6,4,11,0,0,0,2473,2710,5184,404,424,831,49,29,77,3540,3823,7363,1806,1911,3724,19148,20750,39896
SED54905,13604,14344,27945,572,623,1197,46,58,104,54,57,108,25,22,53,22,23,45,2196,2191,4392,3,6,12,20,13,35,3,8,10,0,0,0,2388,2378,4759,552,582,1132,48,43,88,3559,3630,7186,1688,1759,3445,18851,19724,38577
SED55005,20295,20520,40813,472,498,970,28,36,66,31,33,61,31,29,63,16,23,40,2306,2390,4697,0,3,5,4,4,10,4,4,3,4,0,4,2436,2518,4955,488,584,1074,32,31,64,3432,3640,7070,2356,1230,3583,26080,25384,51466
SED55102,17774,17907,35684,669,731,1402,48,39,86,50,41,87,26,36,59,18,16,33,2190,2252,4442,7,0,13,12,14,28,9,7,14,0,0,0,2362,2401,4762,187,194,387,45,39,85,3262,3369,6631,3708,1719,5426,24743,22994,47741
SED55206,14298,14964,29254,1441,1586,3032,32,36,66,31,43,73,43,41,81,5,16,21,1351,1399,2749,3,3,12,14,14,26,0,0,0,5,0,4,1489,1547,3032,111,136,240,45,44,93,3086,3315,6395,1825,1794,3623,19202,20072,39272
SED55305,15617,15637,31257,933,835,1773,65,61,126,77,57,126,63,52,114,25,15,40,3312,2987,6293,4,9,9,22,19,44,4,6,9,0,0,0,3565,3195,6763,1104,1075,2179,89,60,150,5689,5172,10860,2620,2486,5104,23924,23293,47221
SED55401,12893,12295,25186,778,764,1538,21,20,34,24,19,43,36,34,73,17,19,39,972,943,1915,3,4,10,12,14,22,0,0,0,0,0,0,1086,1052,2140,81,94,178,34,25,55,1974,1936,3910,1997,1760,3759,16864,15993,32857
SED55504,18101,18757,36858,587,591,1175,26,19,49,26,36,59,37,34,72,15,17,28,1793,1926,3716,3,3,7,4,8,14,0,3,7,0,0,0,1907,2041,3948,258,313,568,33,29,62,2780,2969,5750,1515,1404,2919,22398,23130,45528
SED55605,22169,22552,44714,1341,1463,2804,84,81,165,86,95,175,88,81,176,29,26,59,2947,3235,6184,23,28,49,43,25,65,13,10,20,3,0,3,3311,3590,6902,307,325,633,64,62,123,5018,5443,10460,2742,2517,5264,29930,30509,60442
SED55706,15143,15149,30288,1118,1226,2342,27,28,57,19,24,50,32,16,51,13,7,19,1170,1268,2437,3,4,12,3,5,13,3,0,4,0,0,0,1272,1375,2647,163,176,343,41,35,81,2596,2814,5410,1864,1843,3711,19602,19811,39407
SED55802,21540,22008,43551,837,858,1695,44,47,93,42,50,95,52,54,106,25,22,50,3190,3301,6491,4,5,13,19,16,41,8,7,16,0,0,0,3385,3512,6899,330,399,730,60,51,112,4619,4811,9433,2064,2337,4403,28222,29159,57382
SED55905,13590,14580,28167,375,367,738,28,27,52,28,35,63,27,35,67,10,14,22,1754,1862,3615,0,5,4,6,6,16,0,3,6,0,0,0,1863,1979,3841,198,236,438,35,47,77,2474,2633,5098,1515,1507,3021,17576,18709,36285
SED59494,814,434,1248,245,154,396,99,104,201,67,62,132,142,130,274,45,37,78,808,594,1395,15,15,22,32,17,52,4,7,13,0,0,0,1209,962,2166,189,195,387,44,36,84,1691,1346,3036,1020,617,1636,3518,2398,5915
SED59797,259,11,272,0,0,0,3,0,3,3,0,3,4,0,6,0,0,0,45,7,53,0,0,0,0,0,0,0,0,0,0,0,0,62,8,69,11,0,15,0,0,0,73,12,84,71,8,80,408,26,434
SED60101,4159,3983,8144,235,240,471,16,20,39,20,21,46,43,37,84,4,9,16,9,12,18,168,181,349,9,9,17,0,0,0,0,0,0,279,288,565,12,12,25,3,8,17,533,542,1078,448,406,847,5136,4933,10062
SED60106,11937,13118,25062,296,351,645,70,75,148,76,84,161,77,86,161,16,13,30,54,42,93,1405,1651,3053,18,15,28,4,7,14,0,0,0,1705,1970,3682,124,126,252,24,15,34,2140,2465,4612,1333,1501,2830,15412,17090,32499
SED60112,8848,9511,18361,218,240,461,76,65,139,73,67,141,53,69,122,9,8,19,48,42,89,1063,1122,2183,13,11,27,0,0,0,0,0,0,1335,1388,2730,68,69,137,23,29,50,1645,1727,3373,917,893,1808,11409,12136,23546
