SED_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
SED60112,40,84,85,51,78,27,9,377,11,3,7,4,3,3,0,26,0,0,0,5,3,0,0,10,74,132,151,101,167,59,13,695,0,16,8,4,3,0,0,37,6,14,3,0,5,0,0,29,13,32,12,4,8,0,0,69,85,166,160,111,173,60,14,763,97,95,46,25,28,11,0,303,3,0,0,0,0,0,0,10,179,263,212,129,198,68,17,1075
SED60115,84,145,85,70,91,25,10,512,11,6,8,0,9,4,0,35,9,7,3,0,3,0,0,23,127,244,149,130,176,48,15,884,8,34,13,11,15,11,0,86,19,37,17,11,19,0,0,104,26,70,28,24,35,8,0,190,154,310,173,152,205,58,22,1069,405,359,171,108,86,22,13,1164,8,8,10,3,0,0,0,36,572,677,355,258,295,77,30,2267
SED60207,76,147,99,53,88,23,0,490,10,14,3,3,0,3,0,37,0,4,0,0,4,3,0,18,108,242,164,105,194,46,5,862,12,23,18,3,14,5,0,70,15,34,20,6,11,0,0,83,30,57,30,12,22,3,0,149,137,297,198,121,211,50,5,1011,312,301,110,68,99,19,4,914,0,11,6,3,0,0,0,22,447,608,311,193,311,73,4,1951
SED60208,55,123,69,56,94,19,0,409,8,5,4,5,5,3,0,33,3,3,3,0,4,0,0,14,96,200,142,109,200,36,7,795,7,28,13,3,9,3,0,63,10,24,17,8,10,0,0,68,19,47,28,13,20,3,0,131,113,250,170,123,223,42,7,928,206,196,101,70,69,15,4,666,3,7,0,0,0,0,0,14,326,449,274,196,293,53,11,1601
SED60209,64,134,78,72,66,14,4,441,4,9,5,8,6,0,0,29,7,3,0,0,0,0,0,16,106,202,143,131,141,27,5,756,12,21,18,14,13,0,0,77,14,20,14,11,11,0,0,68,26,43,35,24,23,0,0,146,133,241,178,154,164,31,5,906,218,208,95,71,84,10,3,699,4,7,3,0,3,0,0,23,352,463,275,227,256,42,5,1623
SED60214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
SED60302,36,63,39,27,39,10,0,217,3,0,0,0,0,0,0,9,3,5,0,0,0,0,0,14,56,106,57,48,81,16,3,365,3,3,5,0,5,0,0,15,3,11,0,3,0,0,0,19,6,10,4,3,4,0,0,33,61,115,55,55,83,17,3,400,105,82,25,27,26,4,0,270,3,0,0,0,0,0,0,7,167,200,83,88,109,25,5,676
SED60303,105,224,121,80,101,32,11,673,11,17,0,5,3,0,0,34,6,12,9,7,7,3,0,31,146,339,222,157,219,72,35,1192,13,29,16,10,13,5,0,90,17,42,19,9,9,0,0,101,29,74,38,16,27,5,0,189,170,413,261,177,252,79,33,1383,313,312,175,108,138,41,19,1104,9,3,10,3,0,0,0,25,496,729,442,286,389,116,53,2510
SED60304,53,98,66,42,60,30,10,367,4,7,7,5,4,0,0,34,0,0,0,0,0,0,0,0,76,183,151,115,169,72,23,800,0,3,0,0,8,3,0,18,3,7,3,0,4,6,0,21,3,6,0,3,11,10,0,42,81,193,156,122,179,87,23,841,85,65,47,25,30,14,10,271,0,0,0,0,0,0,0,0,167,258,202,142,210,103,36,1115
SED60305,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,11
SED60310,18,32,51,36,47,10,6,204,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,26,74,89,78,105,49,19,440,3,3,0,0,0,0,0,8,3,5,4,4,0,0,0,16,3,11,4,4,0,0,0,19,34,80,92,78,103,49,21,459,26,26,14,11,20,13,10,111,0,0,0,0,0,0,0,0,59,110,108,91,120,57,26,575
SED60402,13,19,15,4,12,3,0,70,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,24,38,20,9,19,7,0,118,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,41,23,12,19,7,0,125,7,11,5,0,0,0,0,27,0,0,0,0,0,0,0,0,30,52,23,14,22,12,0,151
SED60405,48,146,99,76,103,26,13,508,12,9,11,7,0,0,0,39,0,3,3,0,0,0,0,11,79,230,177,147,191,54,22,906,6,6,4,7,3,0,0,27,7,32,9,4,4,3,0,62,15,40,17,13,8,4,0,92,97,272,194,161,202,57,27,995,123,124,77,59,50,10,6,448,0,4,0,0,0,0,0,7,221,395,279,217,251,64,26,1451
SED60410,23,53,37,19,42,6,4,185,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,4,42,83,57,44,91,31,5,347,3,3,0,4,0,0,0,11,6,10,5,0,3,0,0,27,11,15,7,8,3,0,0,40,52,102,62,49,89,31,5,381,65,52,25,26,26,7,3,208,3,3,0,0,0,0,0,7,120,158,91,71,115,33,12,597
SED60411,77,111,75,71,76,35,7,454,12,8,3,3,4,0,0,36,0,3,0,0,5,6,0,18,125,216,148,145,206,91,38,966,6,12,7,4,10,0,0,35,4,22,11,6,3,0,0,54,10,34,11,15,13,3,0,87,137,246,162,161,222,89,37,1054,149,164,88,50,55,16,17,537,5,4,3,0,0,0,0,22,292,413,247,212,278,113,49,1607
SED60413,54,105,57,28,58,13,7,321,9,0,4,3,3,0,0,10,0,0,0,0,0,4,3,10,79,147,121,68,114,33,16,585,0,0,7,3,3,0,0,16,7,14,9,6,0,0,0,37,9,16,13,3,7,0,0,53,91,164,133,72,121,34,16,634,160,145,67,44,42,10,3,469,0,0,0,0,0,0,0,3,256,303,202,121,161,44,22,1107
SED60501,32,60,44,30,26,0,0,205,4,5,5,3,3,0,0,18,3,6,3,0,0,0,0,13,54,113,79,52,56,3,4,365,4,4,5,9,3,0,0,27,4,8,3,11,3,0,0,22,6,9,11,17,7,0,0,50,63,125,87,73,62,8,4,416,106,109,56,37,52,11,0,373,0,3,0,3,0,0,0,10,170,236,145,113,113,14,4,793
SED60502,67,160,77,66,70,15,7,458,14,16,11,5,3,0,0,47,3,3,3,0,0,0,0,14,109,241,152,108,140,31,7,785,9,30,9,3,11,0,0,74,22,27,14,10,5,0,0,76,34,55,23,10,14,5,0,144,141,298,174,114,153,35,7,926,372,334,156,76,81,18,5,1045,7,3,5,5,0,0,0,24,516,635,336,197,238,57,15,1997
SED60512,3,41,20,12,21,7,0,107,8,3,3,0,5,0,0,13,0,0,0,0,0,0,0,3,10,56,34,23,44,12,4,189,0,0,0,0,0,4,0,8,0,3,0,3,0,0,0,10,0,4,3,6,0,4,0,17,16,62,33,32,45,12,4,208,54,57,22,18,18,4,0,169,0,0,0,0,0,0,0,0,66,121,50,49,66,12,3,379
SED60513,51,91,52,45,44,9,0,293,7,0,3,0,3,0,0,17,3,3,0,0,5,0,0,13,78,130,89,76,85,22,3,480,3,11,8,3,0,0,0,28,3,16,10,0,3,0,0,31,5,26,16,3,9,0,0,61,79,156,105,79,96,22,3,541,97,74,54,33,31,11,0,302,3,0,0,0,0,0,0,5,184,229,155,113,127,29,7,839
SED60514,44,85,63,34,63,6,5,303,3,8,3,4,4,3,0,25,0,0,5,4,0,0,0,11,65,145,126,78,116,25,9,566,0,11,6,3,6,0,0,32,3,15,11,13,7,0,0,58,11,28,18,15,14,0,0,87,77,167,149,95,128,29,7,657,159,151,81,57,49,3,3,516,0,3,0,0,0,0,0,6,234,326,227,157,183,36,10,1174
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,7,6,19,8,8,0,0,58,0,0,0,0,0,0,0,4,9,0,3,0,0,0,0,12,19,32,36,20,18,0,0,127,8,5,4,3,11,0,0,28,0,0,0,0,0,0,0,4,9,8,5,7,11,0,0,31,30,38,43,24,27,0,0,160,82,77,46,13,23,3,0,247,30,8,3,0,0,0,0,47,141,127,95,40,48,3,0,458
SED70002,20,31,22,6,12,0,0,91,3,3,3,0,3,0,0,12,3,0,3,0,3,0,0,14,63,91,75,33,48,5,0,321,6,4,0,0,3,0,0,12,3,0,0,3,0,0,0,12,7,8,0,3,7,0,0,22,71,100,75,38,58,5,0,341,43,44,19,14,13,0,0,126,0,0,0,7,0,0,0,5,114,141,95,53,64,7,0,476
SED70003,18,12,10,7,9,3,0,57,9,8,0,0,0,0,0,20,6,4,5,0,0,0,0,23,46,71,40,17,12,3,0,189,5,8,0,0,4,0,0,19,9,9,3,7,0,0,0,23,17,9,4,4,8,0,0,45,64,85,43,26,20,3,0,239,63,69,60,54,11,0,0,257,22,29,13,14,4,0,0,80,154,179,113,89,34,4,0,571
SED70004,14,20,19,10,3,0,0,54,9,7,0,3,0,0,0,20,4,3,3,3,3,0,0,16,42,58,37,20,11,0,0,178,5,16,11,6,0,0,0,38,3,5,6,3,3,0,0,18,10,18,17,6,3,0,0,54,55,79,58,28,13,0,0,234,93,145,71,43,12,0,0,369,3,3,0,0,0,0,0,11,153,226,129,78,32,3,0,618
SED70005,20,28,13,11,9,4,0,91,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,55,86,56,48,49,7,7,303,0,0,3,3,4,0,0,10,3,3,0,0,0,0,0,12,3,3,3,0,6,0,0,23,59,90,63,52,54,7,7,324,61,63,17,11,10,0,0,169,5,3,0,0,0,0,0,13,126,156,83,66,60,7,5,508
SED70006,12,40,22,14,10,0,0,98,5,5,4,0,4,0,0,17,0,3,4,3,0,0,0,8,45,118,75,61,62,4,0,364,6,3,3,3,3,0,0,15,3,3,0,3,0,0,0,9,5,5,7,3,4,0,0,25,49,125,80,65,69,4,0,396,56,66,30,11,15,0,0,177,0,5,0,6,0,0,0,14,102,205,107,76,82,11,0,584
SED70007,16,12,9,0,7,0,0,47,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,4,49,73,48,20,53,6,4,252,7,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,5,5,0,0,0,0,0,10,59,81,48,20,53,6,4,268,13,7,7,4,0,0,0,30,3,0,0,0,0,0,0,3,74,91,54,25,53,6,4,303
SED70008,4,10,12,8,7,4,0,42,3,3,0,0,0,0,0,12,0,4,0,3,3,0,0,11,13,44,26,30,40,16,0,171,5,7,0,0,0,0,0,10,3,4,0,0,0,0,0,10,7,5,0,0,0,0,0,18,19,50,25,30,46,16,0,189,24,28,8,8,7,0,0,74,0,0,0,0,0,0,0,7,47,83,34,38,52,18,3,270
SED70009,3,20,12,6,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,76,40,21,30,0,0,199,18,19,17,8,9,0,0,71,4,8,6,0,0,0,0,15,22,31,22,7,9,0,0,87,49,101,59,30,36,0,0,280,95,99,43,26,28,4,0,297,7,7,7,3,0,0,0,22,149,211,105,64,71,3,0,602
SED70010,22,41,15,20,18,0,0,113,0,3,0,3,7,0,0,17,4,4,0,0,0,0,0,15,50,96,48,39,50,9,0,292,7,11,6,9,4,0,0,38,6,9,7,3,3,0,0,29,13,22,12,12,7,0,0,66,60,114,64,54,64,9,0,362,128,97,45,36,38,5,0,352,7,3,3,0,4,0,0,23,199,211,112,92,102,12,0,733
SED70011,4,12,8,4,4,0,0,31,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,35,32,21,26,11,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,36,21,27,11,5,157,38,14,8,7,3,0,0,70,3,0,0,0,0,0,0,3,66,50,39,30,31,11,5,229
SED70012,5,5,3,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,26,20,22,3,0,125,3,4,0,0,0,0,0,5,4,3,3,0,0,0,0,11,5,10,3,0,0,0,0,14,29,41,24,21,22,3,0,144,16,18,6,7,3,0,0,50,0,0,0,0,0,0,0,3,42,60,34,29,26,3,0,199
SED70013,11,26,11,4,9,0,0,55,3,4,0,0,0,0,0,6,0,4,0,0,0,0,0,12,39,63,30,28,42,0,0,210,0,3,3,0,0,0,0,6,0,3,0,0,0,0,0,4,0,8,3,3,0,0,0,13,38,73,38,36,42,0,0,222,24,27,13,7,9,0,3,76,0,0,0,0,0,0,0,3,67,97,49,37,46,0,4,307
SED70014,13,15,15,10,13,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,58,40,28,36,4,3,198,0,3,3,0,0,0,0,7,3,8,3,0,0,0,0,11,0,13,8,3,0,0,0,25,26,69,47,27,38,7,3,221,30,34,21,13,12,0,0,107,0,0,3,0,0,0,0,9,57,101,76,39,49,10,3,330
SED70015,10,29,13,15,18,5,0,96,3,7,3,0,0,0,0,14,0,3,0,0,0,0,0,8,33,77,43,34,55,6,0,242,3,9,7,3,3,0,0,23,0,4,0,0,0,0,0,3,3,7,7,3,3,0,0,24,29,87,48,36,56,8,0,272,60,56,32,28,16,5,3,207,7,6,0,3,0,0,0,16,94,148,81,69,77,12,3,486
SED70016,12,9,9,4,0,0,0,34,0,3,3,0,0,0,0,5,0,0,3,3,0,0,0,9,42,48,32,33,29,0,0,184,0,3,3,0,3,0,0,12,0,3,4,0,0,0,0,9,0,9,7,3,0,0,0,18,42,51,39,31,33,0,0,204,69,61,35,23,14,3,0,208,0,3,0,3,0,0,0,8,107,119,80,55,49,3,0,422
SED70017,5,12,16,11,5,3,0,52,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,21,35,31,20,13,3,0,124,16,9,19,9,3,0,0,56,3,8,3,3,0,0,0,14,22,19,21,8,5,0,0,69,46,55,50,24,13,0,0,192,80,81,46,28,10,0,3,251,5,3,0,0,0,0,0,12,127,141,102,58,24,3,4,456
SED70018,7,14,17,14,5,0,0,54,0,3,3,0,3,0,0,11,0,0,3,0,0,0,0,3,17,58,47,35,46,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60,47,35,46,0,0,211,8,17,5,3,4,3,0,44,0,0,0,0,0,0,0,0,34,84,57,41,48,3,0,259
SED70019,26,38,27,23,10,0,3,130,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,7,45,77,60,49,31,0,3,270,5,9,3,0,0,0,0,17,8,11,0,3,0,0,0,14,10,12,3,3,3,0,0,39,56,91,66,53,36,3,4,308,126,139,66,68,35,3,3,440,10,14,4,4,0,0,0,32,188,244,139,125,72,4,10,775
SED70020,9,13,9,9,8,0,0,46,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,18,39,22,24,49,4,6,174,0,3,6,0,0,0,0,8,0,4,0,4,0,0,0,10,0,10,6,4,0,0,0,14,24,52,31,33,51,4,6,197,13,9,3,7,3,0,0,29,0,0,0,0,0,0,0,0,37,53,34,36,55,4,6,223
SED70021,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,20,14,12,19,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,14,12,19,8,0,87,14,5,0,4,3,3,0,21,3,0,0,0,0,0,0,3,23,23,16,18,26,10,0,114
SED70022,9,22,16,10,6,4,0,72,4,0,0,3,0,0,0,9,0,0,0,0,4,0,0,12,38,55,61,33,38,10,7,248,3,4,9,3,0,0,0,20,0,5,3,3,3,0,0,16,3,11,11,4,3,0,0,31,39,64,70,37,44,8,7,274,40,42,27,7,8,3,3,126,0,0,0,0,0,0,0,0,75,107,99,49,54,13,8,402
SED70023,17,9,11,4,3,0,0,48,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,3,42,48,26,28,27,6,3,175,3,3,4,0,0,0,0,9,0,3,0,0,0,0,0,0,3,7,4,3,0,0,0,11,48,47,29,27,25,6,3,195,30,23,14,3,0,0,0,75,3,0,0,0,0,0,0,3,75,73,48,35,29,6,3,264
SED70024,13,34,14,10,0,0,0,70,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,9,26,57,31,16,5,0,0,139,16,40,14,12,3,0,0,85,11,3,8,5,0,0,0,26,24,44,21,13,3,0,0,112,56,104,57,33,9,0,0,256,88,87,50,27,8,0,0,259,0,4,3,0,0,0,0,12,140,196,106,65,20,0,0,528
SED70025,6,7,5,3,13,3,0,47,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,27,63,38,26,47,6,6,215,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,28,67,39,26,50,6,6,225,23,9,9,5,5,4,4,58,10,0,3,0,4,0,0,15,57,80,53,27,62,11,8,299
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,142,206,156,97,145,32,19,784,26,8,10,9,18,12,3,80,4,9,4,3,4,3,0,33,285,483,383,266,472,171,84,2148,11,25,16,9,12,5,3,85,14,14,16,3,5,3,0,57,25,43,34,13,22,7,3,148,312,525,420,277,497,174,92,2295,297,246,152,72,102,35,22,920,9,3,3,0,3,0,0,22,619,773,568,355,601,210,106,3235
SED80002,121,225,152,87,111,35,10,730,33,22,5,12,7,3,3,81,5,6,10,3,3,3,0,31,286,470,389,257,343,124,55,1930,15,10,8,3,17,0,7,61,18,31,12,16,15,3,0,93,27,37,25,20,36,5,7,150,320,509,412,270,380,129,62,2077,257,282,127,78,100,37,26,907,6,4,4,4,0,0,0,21,584,797,539,350,482,168,89,3008
SED80003,76,128,86,52,56,29,14,438,10,6,0,0,8,8,5,39,0,3,0,0,0,0,0,7,159,316,253,174,271,127,64,1364,3,11,11,3,15,4,0,60,4,21,12,6,6,0,0,48,8,30,18,12,24,5,0,108,170,352,267,187,293,138,61,1466,129,126,79,47,79,35,18,520,4,3,0,0,0,0,0,14,303,480,349,236,377,173,88,2001
SED80004,106,184,125,98,104,29,12,669,25,4,10,5,12,10,3,59,0,5,3,0,4,4,0,14,216,441,347,249,389,147,67,1845,7,17,7,5,10,3,4,53,11,29,11,4,10,3,0,67,19,46,20,12,17,10,4,122,229,482,363,266,401,150,73,1972,194,198,101,53,60,43,18,674,6,4,3,0,0,0,0,8,430,684,468,316,464,195,87,2650
SED80005,128,200,122,73,96,47,17,676,25,9,12,4,14,6,3,71,3,8,4,4,12,3,0,30,294,563,381,288,435,189,76,2227,9,26,12,9,11,3,0,71,15,15,11,3,12,3,0,59,21,39,26,17,25,3,3,133,319,607,406,300,462,196,78,2360,213,172,130,69,67,34,13,693,0,0,0,0,0,0,0,4,535,777,530,373,527,227,87,3061
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,8,10,9,5,8,0,0,34,0,3,3,0,3,0,0,4,0,0,3,0,0,0,0,7,9,25,26,15,25,5,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,29,33,14,28,5,0,113,7,8,6,3,3,0,0,27,0,4,3,0,0,0,0,8,19,34,38,22,27,5,0,147
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
