SED_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED25501,0,51,0,346,4,0,0,3,0,8,0,3,0,48,281,349,4,0,0,3,0,0,0,0,4,47,39,100,806,189,22,451,43,437,27,438,52,2688,343,5503
SED25605,0,23,0,234,13,5,3,4,0,12,4,7,3,40,252,330,4,0,0,0,0,3,0,3,3,59,34,118,954,221,33,588,48,637,24,450,76,2525,328,5879
SED25704,3,11,3,153,17,0,3,8,0,16,5,11,7,75,289,429,31,6,9,12,0,3,0,4,3,95,77,239,1287,368,73,1029,88,585,64,496,112,2710,448,7255
SED25802,3,24,3,264,18,6,0,9,3,34,0,10,5,59,315,470,17,9,8,13,0,7,0,4,0,87,55,198,1220,352,69,1003,107,721,67,553,97,2786,443,7421
SED25905,0,15,0,125,14,0,0,20,0,18,0,7,6,36,204,308,10,0,11,7,0,7,0,0,0,52,31,116,1160,161,38,687,74,700,29,373,71,1702,276,5277
SED26005,0,11,0,120,8,3,0,3,3,11,0,6,0,31,210,290,12,0,4,11,4,3,0,0,5,33,32,97,1132,165,40,697,74,675,28,323,69,1382,272,4852
SED26102,7,104,0,376,11,4,0,11,0,12,0,10,3,97,332,488,7,8,7,9,4,5,0,3,5,136,75,263,818,443,76,802,58,531,59,702,97,3790,478,7853
SED26207,0,21,0,268,22,0,4,7,3,19,0,9,0,65,215,338,15,3,4,5,3,10,0,4,7,94,56,190,1138,172,41,528,78,476,27,384,49,2501,321,5718
SED26303,0,10,3,662,28,4,4,16,4,11,0,10,3,28,349,450,3,0,3,0,0,0,0,3,0,33,36,71,2096,341,41,956,96,529,37,303,44,1259,406,6107
SED26406,0,17,0,376,14,3,0,10,0,5,0,4,0,24,293,362,7,0,5,4,0,0,0,0,3,44,24,91,1717,292,47,817,88,754,50,449,57,1785,337,6393
SED26504,0,33,3,173,10,0,3,19,3,16,0,8,4,79,288,431,14,0,5,7,0,10,0,4,8,86,72,208,1113,360,95,1017,80,521,46,498,93,2720,424,6963
SED26603,0,11,0,333,21,3,0,12,3,12,4,4,7,40,309,409,9,3,5,5,6,4,0,3,4,63,58,159,1993,262,49,921,85,691,34,356,71,1965,400,6835
SED26708,0,38,0,227,19,8,0,7,0,9,5,12,5,67,301,447,14,10,12,17,0,3,0,7,0,69,53,179,1236,428,95,1025,104,547,58,527,83,2236,412,6747
SED26806,8,142,3,1789,38,3,4,12,11,13,0,13,3,22,679,800,12,3,4,6,0,4,0,7,3,15,24,78,4165,445,70,1396,141,1004,45,503,62,1249,712,9796
SED26903,0,11,0,188,13,0,3,3,0,7,3,9,3,46,271,363,8,0,4,8,0,3,0,0,3,67,47,140,1495,282,41,808,74,606,45,318,54,1918,359,5996
SED27003,7,49,0,1717,43,6,0,10,4,12,0,0,0,17,600,698,10,6,3,0,4,0,0,0,0,21,21,75,4129,347,73,1280,127,754,47,395,54,1029,637,8863
SED27101,0,26,0,332,17,3,3,8,5,15,0,3,3,33,279,369,11,3,5,0,0,6,4,0,0,46,32,102,1545,252,39,791,73,642,41,392,55,1846,340,6014
SED27208,0,12,0,119,16,3,0,10,0,24,7,23,7,99,329,510,15,7,6,6,0,8,0,0,6,115,70,237,1120,344,84,1015,90,607,83,576,103,3046,483,7557
SED27305,6,11,0,198,5,0,3,10,6,16,0,7,3,28,178,258,11,0,6,3,0,3,0,3,7,44,20,96,988,168,25,614,57,518,17,320,43,1528,225,4503
SED27406,8,78,0,745,11,4,4,11,3,3,0,12,0,28,301,372,3,5,6,3,0,3,0,3,3,54,31,119,1400,273,39,696,73,550,40,479,51,1911,352,5858
SED27504,5,20,0,183,12,6,4,17,0,18,3,13,3,71,305,458,9,3,10,14,0,3,0,3,7,92,59,195,1316,286,81,981,98,600,57,452,94,2477,428,6872
SED27608,0,38,0,338,25,0,0,9,4,10,3,5,3,58,310,423,5,0,3,11,0,9,0,7,3,63,35,130,1371,355,51,1043,89,514,51,555,68,2501,372,6973
SED27708,3,27,6,227,21,4,5,22,0,9,3,8,3,67,244,378,14,0,9,4,4,4,3,3,4,83,54,185,1244,341,79,1079,120,600,57,522,91,2335,368,6841
SED27807,0,7,0,74,6,3,4,11,4,12,0,10,5,56,206,327,5,3,4,5,3,3,0,7,3,84,81,199,859,232,42,564,56,690,31,400,77,2494,342,5791
SED27907,0,5,0,143,17,3,0,10,0,11,3,5,3,43,209,300,11,3,3,0,3,4,0,8,7,61,35,135,1301,172,42,714,82,593,36,366,67,1908,287,5572
SED28007,3,0,0,139,12,6,0,15,0,17,0,8,3,25,174,256,16,0,5,4,0,0,0,7,4,47,28,110,1329,130,39,617,80,633,23,282,65,1470,229,4889
SED28107,0,0,0,162,20,3,0,12,0,16,3,9,7,20,279,377,12,0,6,3,0,6,0,0,3,35,32,100,1850,233,58,915,124,1008,44,383,76,1564,357,6615
SED28203,0,7,0,83,13,4,0,7,0,19,3,9,3,68,203,339,6,3,3,6,0,8,0,4,6,101,54,191,944,165,43,594,69,578,35,321,59,2780,307,5890
SED28301,4,41,0,451,10,4,0,9,0,11,0,6,0,59,266,365,12,4,3,6,0,0,0,3,0,54,33,119,887,235,34,600,51,492,28,470,53,2245,338,5428
SED28408,3,21,3,233,16,0,4,9,0,9,3,4,4,37,234,308,3,0,7,7,0,0,3,3,0,81,33,137,1022,234,50,844,79,496,35,399,61,2039,296,5564
SED28507,3,11,3,138,30,0,0,11,0,23,0,5,6,40,248,358,16,0,7,7,3,4,0,0,4,62,38,138,1323,175,31,780,94,795,35,361,69,1655,316,5643
SED28607,3,20,0,864,21,3,4,4,4,11,0,7,3,49,351,459,11,0,10,7,0,6,0,3,0,47,46,127,2353,241,53,880,102,637,34,295,62,1610,439,6704
SED28704,3,10,0,252,23,3,4,10,3,22,3,7,3,25,257,359,16,0,5,9,0,10,0,0,7,45,25,117,1800,220,49,963,91,671,44,394,78,1588,319,6211
SED28803,0,3,0,145,22,3,0,12,3,11,3,13,0,36,200,297,13,3,0,11,3,6,0,3,0,40,33,111,1472,149,37,777,92,713,36,360,77,1454,261,5422
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,0,10,0,198,21,0,5,9,3,18,3,3,3,32,300,401,11,0,8,4,3,4,0,0,4,27,9,71,1641,199,59,993,85,673,49,353,59,1481,331,5916
SED30002,0,4,0,132,12,0,0,4,3,14,0,5,0,17,203,262,3,0,3,0,0,0,0,0,0,26,13,51,1149,144,37,611,81,579,17,249,44,1255,235,4409
SED30003,3,38,3,444,10,0,0,9,4,3,0,3,0,20,263,307,3,3,0,3,0,4,0,4,0,9,12,32,1130,159,20,582,61,385,29,241,37,1116,288,4056
SED30004,3,36,0,312,11,3,4,3,0,5,0,3,0,36,191,255,6,0,0,0,0,0,0,3,0,37,21,65,1035,154,25,562,60,460,27,313,44,1832,228,4743
SED30005,6,26,0,384,16,6,3,13,6,18,4,7,3,29,544,632,10,0,5,6,0,4,0,3,3,24,32,97,1662,319,47,1001,124,694,71,475,79,1602,589,6665
SED30006,0,19,0,176,19,3,0,15,3,22,0,9,4,68,330,466,12,3,10,5,3,6,0,3,0,66,20,136,1311,295,52,945,102,645,48,419,86,2191,383,6477
SED30007,11,62,5,1237,25,3,0,8,4,10,0,8,0,9,549,620,4,0,7,3,0,0,0,0,0,12,15,45,2852,499,66,1175,88,859,63,380,69,928,579,7563
SED30008,3,70,3,340,10,3,0,6,6,9,0,12,3,54,304,397,8,0,4,3,3,0,0,3,6,66,52,148,1159,318,30,853,71,599,43,518,65,2682,386,6724
SED30009,3,28,0,305,17,3,0,10,0,10,0,4,6,46,305,396,3,4,4,3,0,0,0,0,3,44,28,95,933,261,40,741,44,473,41,426,66,2345,360,5722
SED30010,3,23,0,697,27,3,3,3,3,3,0,8,0,13,336,404,6,0,0,8,0,0,0,0,0,20,13,45,1982,175,30,716,111,523,25,240,44,843,364,5048
SED30011,0,10,0,79,5,3,0,7,0,10,0,3,3,38,210,281,0,0,0,0,0,0,0,0,0,70,58,130,654,149,17,512,45,421,21,334,51,2282,314,4803
SED30012,0,3,0,149,29,7,3,7,5,16,3,3,3,18,291,387,6,3,5,7,0,5,0,0,0,31,23,82,1760,203,47,803,93,725,37,300,57,1214,353,5576
SED30013,3,10,0,188,12,0,0,6,3,19,0,13,3,38,307,409,7,4,3,13,4,6,4,3,0,42,43,129,1154,157,51,710,79,581,47,317,76,1712,399,5285
SED30014,0,36,0,264,13,9,0,8,0,12,0,8,0,44,267,364,7,0,3,5,3,4,0,3,0,37,34,102,1227,255,39,776,67,416,38,385,36,1799,330,5373
SED30015,0,20,0,188,14,3,0,13,0,12,0,6,3,65,401,514,10,6,6,7,0,3,0,3,0,84,55,173,929,247,55,729,68,616,42,483,82,3380,507,7140
SED30016,0,15,0,236,19,0,0,10,3,16,0,7,8,25,354,442,3,0,6,3,0,7,0,3,4,43,38,101,1332,258,39,851,96,573,56,398,43,1294,429,5365
SED30017,0,17,0,206,18,5,0,15,4,19,3,10,0,65,276,410,25,3,8,7,3,10,0,0,7,59,51,184,1195,217,62,731,87,512,37,351,62,1924,389,5576
SED30018,3,38,0,230,9,5,0,12,0,5,0,10,3,52,317,413,5,0,6,0,0,0,0,4,3,50,36,115,852,264,42,719,81,452,50,428,76,3028,386,6374
SED30019,8,7,0,135,9,0,3,12,3,15,0,5,5,26,197,272,8,0,0,4,0,3,0,0,4,27,7,64,1214,196,36,649,64,531,27,307,67,1482,233,4805
SED30020,0,34,0,438,14,0,0,6,0,7,0,3,4,27,231,291,5,0,9,3,0,3,0,5,0,22,19,68,1366,168,30,629,62,478,25,318,50,1436,275,4825
SED30021,4,58,0,696,10,0,3,12,0,14,0,3,5,18,369,437,3,0,5,5,0,0,0,8,0,17,12,50,1854,266,52,872,91,581,27,309,50,911,399,5415
SED30022,5,47,0,386,9,0,0,9,4,9,3,0,0,34,278,351,9,0,3,7,0,0,0,0,3,50,34,104,1014,210,36,692,71,524,41,372,55,2324,348,5679
SED30023,3,15,3,205,17,5,0,15,3,17,0,10,3,42,340,448,8,4,5,7,0,6,0,0,0,41,36,117,1473,261,57,924,90,626,57,366,87,1722,422,6086
SED30024,0,13,3,158,17,5,0,9,4,8,0,4,3,35,230,321,14,7,7,4,3,5,4,0,3,38,37,118,1069,220,49,589,82,361,33,252,64,1306,304,4329
SED30025,0,79,0,378,15,3,0,9,3,7,4,11,0,44,374,472,5,3,3,6,0,0,0,3,4,56,43,131,1621,294,27,967,74,741,53,458,76,2715,456,7487
SED30026,5,15,0,211,9,0,0,10,0,6,0,11,3,53,283,373,5,3,8,0,0,0,0,3,0,58,22,95,923,302,44,735,49,425,46,410,54,1896,342,5231
SED30027,3,18,0,251,8,0,4,12,3,19,3,13,0,47,359,465,11,0,3,9,3,6,0,4,3,53,49,141,1026,228,54,599,76,534,38,368,77,1804,447,5244
SED30028,0,9,0,269,11,0,0,10,3,5,0,4,0,27,246,308,3,0,3,0,0,0,0,0,0,18,14,43,1203,151,28,613,69,427,28,270,50,1319,267,4418
SED30029,3,22,0,315,9,3,0,0,3,10,0,4,0,28,247,301,10,0,0,0,0,3,0,0,3,20,10,44,1012,166,26,621,70,476,28,283,62,1560,276,4576
SED30030,0,7,0,160,16,3,0,7,5,15,4,4,3,37,245,329,7,0,6,4,0,0,0,0,0,35,29,84,1270,260,48,814,85,543,35,360,42,1583,298,5347
SED30031,3,12,0,418,15,0,0,15,3,14,0,4,3,27,397,486,7,0,0,7,0,9,0,0,4,36,31,96,1289,159,45,790,81,863,34,334,84,1362,448,5476
SED30032,3,22,0,193,12,0,0,10,0,16,0,14,3,33,331,419,6,3,10,3,0,0,0,8,0,50,31,120,1042,341,53,852,76,582,46,528,84,2690,399,6688
SED30033,0,26,0,512,18,3,0,9,0,3,4,0,0,21,249,315,11,0,0,4,0,3,0,3,0,13,8,42,1632,185,30,692,81,429,29,247,39,921,276,4563
SED30034,3,4,3,276,15,0,0,3,4,22,0,3,0,27,272,350,23,3,8,10,0,3,0,3,4,32,28,111,1249,144,58,662,75,472,37,138,50,641,329,3853
SED30035,0,19,0,111,13,3,5,7,0,9,0,7,6,52,301,399,11,0,5,6,0,0,0,9,0,66,54,151,736,285,54,650,62,495,48,449,84,2965,403,6236
SED30036,3,23,3,142,6,3,0,8,0,7,0,5,0,91,326,449,6,0,0,4,0,6,0,3,4,105,62,196,660,229,24,578,40,473,44,517,71,4360,444,7448
SED30037,4,18,0,158,19,9,0,18,3,7,3,17,4,38,445,557,16,0,7,9,3,17,0,7,3,64,44,169,1474,233,69,882,101,658,39,416,74,1995,536,6481
SED30038,0,0,0,69,9,3,0,6,0,13,0,0,4,24,176,239,3,0,0,3,0,3,0,0,0,27,37,77,888,131,30,488,62,484,23,242,30,1265,233,3880
SED30039,7,86,3,637,16,4,0,5,0,5,0,0,0,22,270,325,4,0,3,7,0,3,0,0,0,8,13,38,998,209,32,570,54,519,24,360,37,1139,290,4241
SED30040,3,4,0,95,18,3,0,5,0,7,0,3,0,40,232,316,3,0,0,0,0,0,0,3,0,47,25,79,1047,150,28,600,76,528,30,288,59,1539,276,4619
SED30041,0,6,0,126,12,0,3,13,3,7,3,16,3,37,248,342,6,4,3,3,0,0,0,0,0,28,25,68,1057,180,36,705,62,573,49,366,65,1721,302,5114
SED30042,0,8,0,120,13,3,0,9,0,16,0,6,3,31,244,325,3,0,0,4,0,4,0,0,0,27,15,60,1259,170,38,796,74,604,33,321,61,1534,284,5180
SED30043,0,36,3,207,6,3,0,13,0,11,0,3,0,51,300,388,4,3,0,5,0,3,0,0,0,62,26,107,919,232,26,768,57,446,33,368,57,2788,351,6050
SED30044,0,27,0,284,9,3,3,5,3,9,0,8,3,41,476,564,12,3,0,9,0,7,0,0,6,60,38,128,1189,208,46,720,96,585,41,371,82,2149,542,6026
SED30045,0,15,0,138,12,3,0,13,0,19,0,3,3,55,309,416,15,0,0,0,3,3,0,3,3,46,40,117,1206,207,53,819,106,632,39,387,78,1858,391,5769
SED30046,3,5,0,100,11,4,4,3,7,13,4,5,3,31,191,276,15,0,7,3,3,5,0,0,0,26,19,77,1091,158,37,658,77,556,31,256,62,1410,242,4570
SED30047,0,18,0,253,16,0,0,5,3,7,0,7,0,40,281,364,3,0,0,7,0,3,0,3,0,37,24,77,1178,148,36,633,78,467,19,282,49,1546,318,4758
SED30048,0,13,0,174,13,0,6,13,3,12,0,3,3,24,397,469,7,0,3,3,0,4,0,3,0,38,23,85,969,111,34,625,56,506,26,283,47,1239,450,4363
SED30049,0,22,3,249,10,0,0,3,0,3,0,9,0,16,198,238,3,0,0,0,0,4,0,3,0,33,18,64,946,152,19,552,58,442,29,313,37,1498,242,4287
SED30050,4,47,0,304,6,9,0,6,3,11,0,3,0,53,362,458,10,4,3,3,0,0,0,6,4,42,22,99,1159,386,45,940,81,496,47,490,58,2464,414,6589
SED30051,0,11,0,111,10,5,0,7,4,12,0,9,0,79,307,426,7,0,0,3,0,9,3,6,4,125,70,223,679,238,43,560,55,562,47,491,75,3656,425,6832
SED30052,0,42,0,343,10,3,3,10,4,12,0,5,0,25,256,337,13,3,3,3,6,4,0,4,3,39,29,107,1236,321,32,829,80,517,22,397,41,1961,307,5759
SED30053,3,7,0,296,17,4,0,11,4,20,0,5,0,43,510,621,13,3,14,18,0,16,3,11,4,57,49,182,1347,177,59,797,104,730,41,336,98,1499,601,5801
SED30054,4,72,0,575,11,0,0,6,3,10,0,0,0,28,266,316,6,0,3,3,0,3,0,0,0,15,14,49,944,180,26,562,41,476,30,382,40,1584,295,4556
SED30055,0,5,0,99,18,0,0,12,3,15,0,5,0,29,244,318,8,0,0,8,0,0,0,0,0,24,21,69,1069,161,36,722,74,571,34,321,66,1630,288,4966
SED30056,3,39,0,753,15,3,0,5,3,9,0,6,4,11,305,358,3,0,0,0,0,4,0,0,3,5,4,28,1602,250,25,706,69,521,28,341,38,718,319,4619
SED30057,0,3,0,242,13,0,0,4,0,18,3,0,3,16,196,254,11,0,7,0,3,6,0,0,3,9,28,71,1168,78,37,345,62,320,15,101,30,413,237,2813
SED30058,0,25,0,357,9,0,0,10,3,6,0,3,0,27,213,266,0,0,0,0,0,0,0,0,0,19,18,38,1113,182,26,618,58,491,21,315,41,1351,235,4445
SED30059,4,26,0,232,15,4,0,7,7,9,3,5,0,30,285,367,5,7,5,3,0,0,0,5,0,35,43,104,1107,306,39,812,87,510,45,427,42,1822,345,5537
SED30060,0,14,0,106,19,3,0,5,4,16,0,11,3,30,303,398,10,0,3,10,0,4,0,3,3,28,28,83,1136,178,35,720,80,465,49,311,62,1292,372,4697
SED30061,4,14,0,170,11,0,0,7,3,9,0,10,3,39,287,369,3,0,0,0,0,3,0,3,0,36,16,66,931,139,32,549,67,418,31,292,59,1343,333,4191
SED30062,0,17,3,158,15,0,0,8,0,15,0,10,3,43,321,417,3,3,4,3,4,3,0,0,3,56,39,119,1511,211,48,844,114,742,40,391,68,2321,386,6670
SED30063,0,15,0,130,15,0,3,11,0,15,3,7,5,64,296,417,13,0,5,6,0,8,0,0,4,60,52,146,1064,261,66,744,65,561,52,423,96,2693,397,6419
SED30064,3,25,0,139,13,3,0,14,4,16,0,7,7,39,278,377,7,0,3,3,0,5,0,3,0,52,34,111,942,297,46,810,70,518,50,463,68,2335,334,5934
SED30065,3,108,0,380,4,3,3,7,0,5,3,11,0,51,437,531,6,4,3,4,4,3,0,7,0,51,33,116,861,397,35,760,66,497,46,588,75,3250,492,7061
SED30066,3,13,0,328,24,0,0,10,3,7,0,4,3,39,276,363,6,0,0,0,0,0,0,0,0,34,29,82,1804,208,50,804,91,556,28,316,62,1289,338,5545
SED30067,0,14,0,182,17,0,0,4,3,7,0,6,0,25,234,299,7,0,3,0,0,3,0,3,4,21,18,62,1351,187,34,720,95,569,44,297,58,1517,271,5134
SED30068,0,30,0,125,9,3,0,6,3,10,0,6,3,72,274,384,4,0,3,0,3,0,0,8,0,95,56,172,696,250,47,590,59,605,43,466,80,4092,370,7297
SED30069,3,18,0,226,11,4,0,7,0,9,0,9,6,47,264,351,14,0,0,8,0,0,0,0,0,56,34,119,968,222,36,637,69,583,26,392,65,2291,336,5630
SED30070,4,35,0,237,10,7,0,6,3,14,0,11,3,39,293,386,6,3,6,4,0,0,0,3,3,49,37,118,1083,229,41,642,79,547,29,392,84,2553,354,6025
SED30071,0,6,0,165,12,3,3,4,0,8,0,9,0,35,319,396,11,0,5,4,0,3,0,3,3,36,29,96,982,137,39,631,67,468,33,270,40,1422,367,4450
SED30072,0,8,0,212,15,0,0,12,0,11,0,12,0,37,267,346,9,0,3,3,3,3,0,3,0,37,20,80,1239,162,31,669,74,509,27,303,56,1531,308,4913
SED30073,4,52,0,744,21,3,0,3,0,10,6,3,3,11,382,446,8,0,0,5,0,0,0,0,0,8,18,44,2102,391,55,1024,92,742,45,391,44,891,413,6190
SED30074,0,21,0,115,14,3,0,8,0,22,0,4,3,53,273,382,15,0,5,6,3,6,0,4,3,66,47,157,1077,239,57,829,68,508,56,407,76,2320,370,6000
SED30075,0,27,0,174,7,6,0,11,6,10,0,8,0,28,281,352,0,3,3,3,0,4,0,3,0,46,38,101,1131,308,30,874,83,612,44,422,47,1921,344,5810
SED30076,0,14,0,193,18,3,0,7,3,11,0,6,3,28,201,283,13,0,4,3,0,3,0,3,0,20,22,67,1311,216,33,785,75,549,23,290,49,1464,237,5041
SED30077,0,13,3,452,17,0,0,9,3,5,0,0,0,10,260,311,4,0,0,0,0,3,0,0,0,18,21,50,1616,192,27,745,83,405,22,209,37,1133,296,4767
SED30078,0,9,0,209,10,3,0,6,4,10,0,4,0,17,243,300,0,0,6,4,0,4,0,0,0,18,14,45,1023,222,34,658,61,606,28,381,43,1547,280,4889
SED30079,0,23,0,144,15,0,0,6,4,12,4,10,5,31,216,305,4,3,3,0,0,3,0,0,0,34,36,81,781,286,30,563,46,582,32,419,59,1775,273,4844
SED30080,5,95,0,513,18,9,3,7,3,13,4,12,0,43,387,500,7,8,5,3,0,6,0,0,0,45,23,105,1399,501,63,976,85,642,35,564,58,2132,449,6888
SED30081,0,6,0,94,10,0,0,9,3,9,0,5,0,34,439,507,10,0,3,4,3,4,0,0,7,36,23,90,1131,140,29,703,81,585,40,313,66,1420,479,4982
SED30082,0,25,0,238,16,0,0,14,0,12,0,7,0,46,277,362,10,0,3,0,0,0,0,4,3,43,29,94,1145,205,33,753,83,520,27,344,67,1873,341,5389
SED30083,0,26,0,210,11,0,0,0,4,14,0,3,3,46,263,342,4,5,0,3,0,3,0,0,3,50,28,102,1096,205,39,714,72,514,23,375,64,1958,314,5371
SED30084,3,26,0,298,17,0,0,3,0,13,0,4,0,22,413,474,5,0,0,3,0,0,0,0,4,24,26,65,1309,186,41,718,85,566,33,288,51,1161,458,4886
SED30085,0,10,0,194,11,8,0,5,4,14,0,3,0,43,251,338,11,3,3,11,3,10,0,3,0,45,42,124,1254,202,55,693,88,423,29,216,60,1042,324,4374
SED30086,0,5,0,78,18,7,6,7,0,9,0,3,0,40,232,319,16,0,0,4,0,3,0,0,3,47,31,109,1221,177,29,735,62,620,41,334,44,1698,289,5248
SED30087,3,20,0,325,27,3,0,15,0,13,3,4,3,35,583,690,20,3,12,8,3,6,0,3,4,65,38,162,1470,228,68,940,105,631,46,352,70,1615,664,6186
SED30088,0,6,3,49,6,0,4,9,0,9,0,9,0,27,174,248,0,0,3,3,5,0,0,3,0,42,27,88,825,136,37,502,63,560,29,279,48,1246,226,3943
SED30089,3,34,0,450,16,0,0,10,0,11,0,8,0,23,249,318,6,3,0,0,0,0,0,0,0,21,15,49,1530,244,29,743,93,475,31,320,26,1106,286,4883
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,0,89,0,574,13,4,3,5,0,10,0,3,0,18,239,294,3,0,3,0,0,3,0,0,0,17,6,39,1003,244,36,573,59,456,24,339,39,1119,264,4148
SED40002,0,18,0,151,8,0,0,3,0,6,3,6,0,25,195,245,3,0,3,3,0,0,3,3,0,22,11,40,755,219,30,507,58,345,28,285,27,1062,222,3534
SED40003,8,111,4,549,3,0,0,7,0,3,0,3,0,20,208,254,0,3,0,0,0,0,0,0,0,17,12,37,488,171,22,448,28,330,20,378,45,1423,236,3597
SED40004,4,18,0,194,3,0,3,10,3,4,0,4,0,28,214,271,0,0,0,8,0,3,0,0,0,21,17,48,666,154,29,519,48,367,29,276,39,1517,246,3893
SED40005,0,16,0,111,12,4,0,6,0,8,0,4,4,37,188,271,9,0,3,7,4,3,0,3,3,53,36,109,747,235,42,666,58,302,44,275,47,1729,276,4427
SED40006,0,4,0,59,11,0,0,0,0,7,0,0,0,19,172,217,3,3,3,3,0,0,0,0,0,29,31,74,834,139,25,481,59,340,23,240,25,1064,222,3455
SED40007,0,16,0,200,9,0,0,7,0,7,0,3,0,41,167,236,3,0,0,4,0,0,0,0,0,31,21,55,647,149,23,393,43,291,25,280,36,1665,208,3764
SED40008,0,4,0,105,7,0,0,9,0,5,0,3,0,21,156,210,5,0,0,3,0,0,0,0,0,29,14,57,762,126,23,428,38,297,26,203,37,1058,190,3177
SED40009,0,8,0,175,3,4,0,3,0,3,0,7,0,42,187,249,0,0,3,6,0,0,0,0,0,13,14,35,649,158,19,494,45,361,21,328,39,1521,214,3852
SED40010,0,28,0,362,8,3,0,3,0,3,0,3,3,14,218,260,4,0,3,3,0,0,0,0,0,13,11,39,779,190,29,516,48,350,28,311,30,1125,241,3633
SED40011,0,3,0,67,4,0,0,3,0,7,0,3,0,31,158,199,0,0,0,0,0,0,0,0,0,19,17,41,692,152,21,410,44,300,28,251,30,1238,193,3345
SED40012,0,7,0,78,10,0,0,5,0,4,0,6,0,22,147,191,3,0,0,0,0,0,0,0,0,19,17,45,663,161,15,421,40,328,22,212,24,983,178,3035
SED40013,5,20,0,93,5,7,0,8,0,13,0,9,0,57,223,322,4,3,0,3,0,0,0,4,0,56,24,103,452,330,36,531,43,301,36,397,58,2749,277,5207
SED40014,0,4,0,74,10,0,0,3,0,3,0,3,0,25,160,202,4,0,3,7,0,0,0,3,0,17,6,43,725,165,13,568,60,371,24,295,28,1525,186,3963
SED40015,0,16,3,137,12,0,0,7,3,3,0,10,4,28,252,321,10,3,4,10,3,0,0,4,3,38,41,111,718,198,45,660,63,298,38,287,48,1368,326,4044
SED40016,0,6,0,40,8,0,0,4,0,6,0,0,0,35,127,177,3,0,0,0,0,7,0,0,3,38,16,72,593,128,19,445,48,359,22,239,37,1575,154,3615
SED40017,0,7,0,107,10,0,3,11,3,11,0,6,3,53,200,299,12,0,0,3,0,0,0,4,3,33,23,83,611,195,49,628,53,346,37,305,63,1849,263,4402
SED40018,0,3,0,146,7,0,0,9,0,15,0,3,3,39,178,254,4,3,4,5,0,3,0,3,3,39,39,95,622,93,28,488,45,368,35,225,49,1188,238,3374
SED40019,3,18,0,89,5,0,0,4,0,7,0,3,0,55,217,311,0,0,3,4,0,3,0,3,7,54,22,99,587,230,38,546,41,327,36,352,79,2248,277,4767
SED40020,6,6,0,46,3,0,0,7,3,3,0,7,0,57,195,276,3,0,0,5,3,0,0,4,0,52,21,93,602,199,34,503,44,289,28,340,49,2164,257,4510
SED40021,0,26,0,168,4,3,0,0,0,6,0,6,0,35,173,230,3,0,0,0,0,0,0,0,0,32,30,70,599,178,27,435,39,323,14,283,35,1529,215,3677
SED40022,3,29,0,251,3,0,0,8,3,18,0,8,3,27,227,298,7,0,3,6,0,3,0,0,0,36,11,64,714,241,31,624,49,410,42,356,45,1443,269,4210
SED40023,3,7,3,49,13,0,0,3,3,7,0,3,0,24,186,239,0,0,0,0,3,5,0,3,0,24,17,53,690,145,25,522,61,341,32,282,40,1485,221,3859
SED40024,3,13,0,137,8,7,3,7,0,10,0,6,0,23,211,275,0,0,0,3,0,0,0,0,0,30,18,57,753,220,29,603,56,381,33,309,42,1235,253,3909
SED40025,0,19,0,195,10,3,0,5,0,0,0,8,3,46,198,278,3,0,0,3,0,4,0,0,0,36,15,63,818,133,32,497,44,375,29,297,46,1534,237,4040
