SED_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED40026,0,4,0,62,4,0,0,4,3,11,0,8,0,24,160,204,0,3,0,3,0,0,0,4,0,34,16,65,727,146,32,582,61,359,35,241,30,1356,199,3764
SED40027,0,0,0,39,8,3,0,5,3,3,0,4,3,42,139,205,3,0,4,0,0,0,0,0,0,42,28,86,522,122,23,377,52,331,22,236,41,1539,196,3459
SED40028,0,15,0,138,5,3,3,3,0,9,0,3,0,51,224,307,11,4,3,3,0,3,0,3,4,32,39,97,785,237,62,773,61,316,40,295,54,1278,307,4209
SED40029,0,6,0,62,10,3,0,3,0,3,0,5,5,28,160,224,3,7,3,7,0,0,0,0,0,16,17,54,599,196,18,495,55,335,29,310,42,1408,204,3700
SED40030,0,5,0,60,7,0,0,8,4,8,0,3,0,29,149,208,3,0,0,0,0,3,0,0,0,13,13,38,728,135,19,504,51,340,20,258,39,1378,183,3660
SED40031,4,14,0,125,5,3,0,0,0,3,0,4,0,35,167,212,4,0,0,3,0,0,3,0,0,31,9,51,605,166,26,486,45,341,36,308,51,1581,204,3838
SED40032,3,37,0,305,7,0,0,8,0,0,0,3,0,18,239,272,3,0,0,0,3,3,0,0,0,18,7,35,763,187,28,531,38,370,25,282,31,1331,271,3834
SED40033,0,14,0,113,10,0,0,5,0,4,0,4,0,39,186,256,9,3,7,5,4,3,0,3,3,28,19,83,694,166,30,642,50,325,18,261,39,1275,234,3734
SED40034,0,3,0,47,9,0,0,5,0,11,0,0,0,18,160,207,6,0,0,0,3,0,0,0,3,25,25,65,630,109,21,471,36,371,26,206,27,1148,206,3248
SED40035,0,5,0,72,10,3,0,8,0,6,3,3,0,35,161,228,3,4,0,7,0,0,0,0,0,32,11,59,732,127,25,534,63,387,23,285,38,1568,190,3970
SED40036,0,0,0,22,3,3,0,9,0,4,0,0,0,39,122,187,4,0,3,0,0,0,0,0,0,33,13,53,603,118,16,486,43,318,21,264,37,1576,157,3634
SED40037,0,10,0,118,13,0,0,9,0,5,0,3,5,32,239,301,6,0,3,3,0,0,0,0,0,24,32,70,874,126,21,558,57,447,25,286,39,1347,282,4062
SED40038,0,4,0,18,8,0,0,3,0,15,0,4,3,19,118,170,3,0,0,3,0,0,0,0,0,30,24,60,430,103,10,350,31,320,21,207,31,1236,167,2914
SED40039,0,0,0,24,9,3,0,11,0,3,0,0,0,33,150,217,0,0,3,3,0,0,0,0,0,38,22,75,484,150,22,440,47,323,25,269,49,1517,199,3532
SED40040,0,11,0,124,10,8,0,3,0,15,0,5,0,41,200,294,5,4,0,3,0,6,0,4,3,22,22,66,764,236,39,646,62,422,50,347,47,1627,266,4500
SED40041,0,7,0,80,3,3,0,5,0,4,3,8,3,28,251,311,10,0,0,4,0,3,0,0,3,39,47,107,692,171,32,527,57,339,38,307,46,1389,331,3926
SED40042,0,10,0,30,3,0,0,5,3,11,0,3,4,16,149,196,8,0,0,0,0,0,0,0,0,24,14,50,708,110,16,487,52,426,21,184,42,993,176,3227
SED40043,0,5,0,92,7,0,0,6,3,3,0,4,0,27,187,239,3,0,0,3,0,0,0,0,0,23,22,55,894,160,25,509,53,383,30,279,32,1267,220,3856
SED40044,3,72,0,498,4,0,0,5,0,4,0,0,0,19,231,267,0,0,5,0,0,0,0,3,0,11,6,31,746,168,22,446,46,323,22,305,29,1201,246,3553
SED40045,3,49,0,326,4,4,0,3,4,3,0,7,3,26,191,244,6,3,0,0,0,0,0,0,0,26,8,43,535,178,24,464,47,314,26,338,28,1408,216,3574
SED40046,0,6,0,117,3,0,0,4,0,0,0,0,0,20,203,241,0,0,0,3,0,0,5,3,0,24,22,54,771,175,25,477,40,296,31,230,23,1095,240,3406
SED40047,0,7,0,92,8,0,0,0,0,12,0,3,3,20,154,203,0,0,0,0,0,0,0,4,0,16,11,32,716,105,13,531,43,382,28,229,34,1293,177,3549
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,0,14,0,159,3,3,3,8,3,12,0,7,4,39,256,328,3,0,3,5,3,3,0,4,0,43,26,94,731,265,47,569,58,366,51,359,49,1511,316,4323
SED50205,5,84,3,669,5,3,0,5,0,6,0,0,5,30,240,310,3,0,0,3,0,3,0,0,0,26,9,45,686,174,17,443,32,373,30,332,43,1415,268,3810
SED50302,0,6,0,70,7,3,0,12,3,19,3,9,3,32,224,302,7,0,0,3,0,4,0,0,0,42,29,93,739,137,26,505,60,556,28,278,56,1253,272,3909
SED50404,3,14,0,338,4,7,3,6,0,3,0,4,3,31,273,325,0,0,3,3,3,0,0,0,3,32,31,80,1188,236,27,597,76,430,35,264,34,1229,329,4442
SED50502,0,0,0,129,11,0,3,5,0,18,0,3,0,24,212,276,0,0,0,3,0,0,0,6,0,32,19,60,746,139,23,528,41,451,30,267,40,1126,254,3641
SED50605,4,24,3,305,4,0,0,3,0,4,0,5,0,25,182,229,3,3,0,0,0,0,0,0,0,29,22,60,529,158,12,349,42,329,14,325,44,1426,214,3449
SED50702,0,10,0,252,6,0,0,4,3,13,0,6,0,26,350,413,8,0,0,4,0,0,0,0,0,25,19,51,1151,190,31,566,64,489,38,276,39,958,391,4190
SED50806,5,12,0,220,8,0,0,8,0,10,0,9,0,33,294,365,4,0,0,7,0,0,0,3,0,38,36,83,646,165,29,634,45,426,40,339,59,1402,352,4152
SED50904,4,15,0,248,14,4,0,8,0,11,3,9,3,35,488,583,10,5,3,0,3,0,0,3,3,40,39,110,1745,236,69,886,135,656,42,354,81,1591,561,6361
SED51005,3,6,0,129,8,3,3,9,3,9,4,5,3,12,246,308,3,0,0,0,3,0,0,3,3,33,26,72,879,233,20,609,59,569,36,351,44,1236,294,4340
SED51104,0,31,0,440,6,4,0,3,0,8,0,4,0,12,233,273,0,0,0,3,0,3,0,0,0,27,9,48,628,181,15,464,44,313,24,344,34,1370,258,3674
SED51201,0,8,0,205,3,5,0,9,4,13,0,11,3,38,266,351,13,3,5,3,3,3,0,0,0,41,21,101,846,201,55,631,65,391,36,292,57,1307,315,4203
SED51304,0,81,0,648,3,3,0,3,3,4,0,3,0,28,309,359,5,4,3,0,0,0,0,0,0,16,11,39,712,275,14,528,50,344,23,327,33,1316,338,3949
SED51405,0,8,0,273,13,0,3,11,7,17,0,3,0,33,353,436,3,4,0,4,0,3,0,4,0,24,28,70,1328,151,32,670,86,519,36,259,52,1052,405,4591
SED51506,3,7,0,178,5,0,3,9,3,13,0,7,0,35,299,379,6,4,3,0,0,0,0,3,0,31,33,80,759,160,33,589,66,426,49,306,52,1375,365,4189
SED51604,9,164,0,997,10,0,0,7,0,5,0,3,3,20,329,379,0,0,0,0,0,5,0,3,0,20,11,41,723,232,21,516,43,396,22,390,36,1168,349,3887
SED51702,4,25,0,384,21,7,0,11,3,11,4,10,0,26,469,559,10,0,0,3,0,3,0,0,4,26,28,84,1714,227,42,960,115,677,50,399,69,1461,523,6241
SED51806,3,47,0,281,10,3,0,0,0,4,0,9,0,50,412,487,0,5,3,0,0,4,0,0,0,59,29,104,582,203,36,522,53,492,40,389,85,2701,465,5578
SED51903,3,10,0,406,19,3,3,16,3,17,3,5,3,10,393,475,17,0,3,3,5,3,4,4,3,24,36,105,1400,151,59,787,90,575,44,236,61,869,456,4743
SED52002,3,17,0,147,11,0,0,10,4,10,3,3,3,22,306,371,7,0,3,6,0,3,0,0,0,26,23,74,978,131,35,568,61,522,32,275,52,1208,351,4203
SED52105,3,25,3,556,13,0,0,6,5,12,0,8,3,27,358,445,4,0,0,0,0,4,0,3,0,18,17,53,1027,198,26,634,67,461,29,336,54,1169,400,4394
SED52201,3,22,0,190,14,3,3,4,0,9,0,9,3,33,360,441,7,3,0,8,0,3,0,3,3,35,33,98,799,137,35,533,68,421,31,291,66,1187,421,3987
SED52304,3,3,0,190,9,3,0,11,3,5,0,10,0,20,222,287,3,0,3,4,0,0,0,0,0,30,16,55,927,154,31,482,65,403,19,248,43,1140,255,3782
SED52402,0,0,0,69,6,0,0,11,0,11,0,5,8,35,210,283,6,0,3,0,0,0,0,4,0,31,28,79,700,164,20,483,52,471,25,271,43,1340,270,3835
SED52504,3,44,0,417,3,0,0,6,0,9,0,3,0,26,261,315,6,0,0,0,0,0,0,3,3,16,15,47,642,201,19,506,48,378,31,323,50,1304,293,3779
SED52605,3,7,0,268,6,0,0,8,0,8,0,3,0,14,250,301,3,3,0,3,3,0,0,0,0,13,13,46,872,180,25,549,52,441,18,261,48,1031,274,3758
SED52704,0,7,0,192,14,0,0,8,3,3,0,3,0,17,317,363,7,0,3,3,0,3,0,0,0,35,17,62,965,180,31,611,69,404,29,268,49,974,340,3911
SED52802,0,20,0,269,5,0,0,6,0,15,0,5,6,26,244,308,0,0,0,5,0,3,0,4,0,32,13,58,572,169,31,475,46,419,23,338,44,1523,284,3921
SED52903,0,0,0,15,0,3,0,0,0,3,0,0,0,3,18,26,0,0,0,0,0,0,0,0,0,4,17,24,59,6,3,23,6,20,0,16,3,80,36,245
SED53003,0,6,0,217,7,0,0,4,3,9,0,3,0,8,228,271,5,0,7,0,0,3,0,0,3,18,15,58,930,107,41,330,58,251,26,87,34,422,275,2553
SED53104,0,10,0,237,7,3,0,4,4,3,0,9,0,26,214,267,0,0,0,4,3,3,0,3,0,29,17,56,645,145,22,519,50,370,32,314,44,1248,245,3640
SED53205,3,13,0,201,7,0,4,4,5,17,0,7,0,41,457,552,6,0,0,0,0,3,0,3,0,27,27,65,1456,170,45,778,112,711,52,327,57,1473,505,5686
SED53306,0,13,0,161,9,0,0,3,0,6,0,7,6,47,394,472,3,0,0,0,0,5,0,3,3,47,37,99,578,117,37,531,59,428,37,297,78,2193,462,4818
SED53402,0,6,0,469,16,0,0,4,0,3,0,4,0,22,350,404,7,0,3,3,0,0,0,0,0,15,25,49,1381,208,42,636,87,500,26,286,44,877,392,4482
SED53502,0,8,0,179,7,0,0,12,0,3,0,3,0,27,295,352,0,0,0,0,0,5,3,0,0,29,31,75,864,145,26,540,59,416,27,250,51,1195,343,3919
SED53602,0,12,0,72,4,5,0,11,3,11,0,0,0,19,203,260,0,0,6,3,0,0,0,4,0,33,21,62,754,160,30,515,52,474,30,251,39,1090,244,3640
SED53701,3,40,3,237,15,0,0,12,0,14,3,3,6,36,385,482,16,0,6,7,0,6,0,0,0,49,33,118,836,241,74,669,62,473,47,332,68,1652,467,4934
SED53802,0,11,0,207,12,3,3,11,0,8,0,0,0,26,271,331,5,0,0,3,0,0,0,0,3,27,26,71,925,203,24,554,55,423,16,294,50,1371,326,4244
SED53902,0,27,0,455,11,3,3,7,4,6,0,3,0,28,285,356,5,0,3,4,0,0,0,0,0,19,18,57,1023,243,24,595,69,410,25,287,39,1215,327,4258
SED54006,0,16,0,214,10,0,0,10,0,10,0,10,7,60,360,462,3,4,0,6,0,4,0,3,4,47,27,99,710,196,48,589,67,417,50,323,78,1839,414,4720
SED54104,3,128,0,854,7,0,0,8,3,3,0,0,3,18,300,339,3,0,0,0,0,3,0,0,0,13,18,38,820,220,29,499,43,444,15,395,39,1134,328,3960
SED54203,0,0,0,187,0,0,3,0,0,7,0,0,0,10,133,156,12,3,3,0,0,0,0,0,0,14,22,51,506,57,34,232,37,173,19,59,20,288,158,1589
SED54304,5,16,0,368,6,4,0,4,0,12,0,0,3,17,300,351,6,3,3,5,4,4,0,0,0,27,11,69,874,172,23,561,62,476,36,259,39,1092,326,3923
SED54404,4,42,0,1206,17,3,3,12,3,12,0,6,3,13,589,664,8,0,0,0,0,0,0,0,0,17,17,54,2399,358,65,982,97,846,38,346,51,882,610,6681
SED54503,8,3,0,767,16,0,0,4,3,18,3,8,3,11,251,305,14,0,7,0,0,3,0,0,3,3,28,64,1412,53,65,475,91,457,36,78,51,162,295,3170
SED54605,0,26,0,223,4,0,0,0,0,5,0,0,0,16,163,191,0,0,0,3,0,3,0,3,0,19,12,43,481,151,20,380,38,356,27,313,37,1302,185,3292
SED54705,3,20,0,170,3,4,3,10,3,6,0,3,0,54,334,429,7,0,0,3,0,3,0,0,3,60,27,108,600,154,28,505,61,458,31,314,58,1911,396,4505
SED54804,3,15,0,599,18,4,0,0,3,6,0,4,0,12,439,485,3,0,0,0,0,0,0,0,0,18,24,55,1534,220,39,643,82,385,29,255,32,927,472,4609
SED54905,10,45,0,658,23,0,0,3,3,4,3,8,4,11,343,398,7,0,0,0,0,4,0,0,0,16,16,45,1096,241,26,561,53,483,25,321,54,1089,374,4324
SED55005,0,7,0,216,7,3,0,5,0,11,3,3,0,16,265,314,3,0,0,5,0,3,0,0,0,22,15,57,932,153,31,628,63,529,37,275,52,1040,295,4030
SED55102,0,18,0,335,23,0,0,9,0,12,5,5,5,31,371,457,10,0,3,9,0,4,0,3,4,20,20,74,1127,242,36,734,87,553,46,391,58,1375,412,5057
SED55206,0,27,0,206,3,6,0,4,0,6,0,5,0,35,313,380,6,3,5,3,0,3,0,3,0,45,23,88,654,304,60,634,69,279,68,353,56,1746,358,4585
SED55305,0,10,0,475,16,0,0,3,0,3,0,5,8,11,370,420,4,0,3,0,0,0,0,0,0,15,19,50,1461,278,40,722,93,616,51,301,54,932,401,4949
SED55401,0,8,0,205,21,6,3,6,0,10,0,10,3,22,248,327,23,5,0,8,6,0,0,0,0,31,29,103,942,220,72,635,64,367,36,241,59,1073,308,4030
SED55504,0,10,0,210,18,0,0,7,0,3,0,4,0,28,297,362,8,4,8,7,0,4,0,0,0,28,25,81,1047,185,37,629,62,468,33,257,40,1218,326,4296
SED55605,4,12,0,253,22,0,0,4,3,13,0,3,0,21,499,562,3,0,6,4,0,3,0,0,5,34,22,78,1193,137,38,668,101,613,39,242,65,1295,537,4933
SED55706,3,17,0,161,10,9,0,9,3,12,0,8,5,49,378,475,4,3,4,3,3,3,0,5,0,31,26,82,772,418,77,718,81,392,62,416,87,1727,440,5197
SED55802,0,0,0,166,20,0,4,4,3,14,0,3,0,28,390,466,10,0,3,0,4,5,0,3,0,16,19,60,1418,150,50,719,89,570,36,237,41,1029,434,4766
SED55905,0,7,0,210,4,0,0,10,0,4,0,7,3,26,237,288,3,0,0,3,0,0,0,0,0,24,25,61,755,153,21,507,32,346,32,244,39,1183,277,3594
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,0,8,0,22,0,3,0,9,0,0,0,5,0,12,77,108,0,0,0,3,0,0,0,0,0,16,10,30,189,81,13,190,20,114,9,121,22,512,107,1370
SED60106,0,19,0,164,3,0,0,9,0,8,0,6,0,20,172,219,0,0,0,3,0,0,0,0,5,23,21,53,700,165,29,530,49,285,27,267,39,1222,221,3522
SED60112,3,7,0,81,0,3,0,3,0,3,0,5,0,16,144,171,7,0,0,0,0,0,0,0,0,27,8,39,471,137,28,400,28,217,24,184,22,914,162,2588
SED60115,5,5,0,74,0,0,0,7,3,4,0,4,0,33,134,196,3,0,0,0,0,4,0,4,4,42,21,81,485,138,24,461,43,304,28,284,61,1294,183,3303
SED60207,3,9,0,70,3,0,0,7,3,8,0,3,0,29,182,235,0,3,0,3,0,3,0,0,3,43,22,85,480,148,30,475,50,323,23,329,59,1576,226,3722
SED60208,0,5,0,62,3,3,0,0,0,10,0,7,0,43,175,247,0,0,3,4,0,0,0,0,0,41,31,88,496,159,29,545,46,354,35,301,46,1616,246,3872
SED60209,0,14,0,90,0,0,0,7,0,8,0,10,3,29,178,245,3,4,0,3,0,3,0,3,0,40,23,90,556,189,40,589,60,371,29,292,40,1504,234,3898
SED60214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,5,0,7,0,25
SED60302,0,0,0,12,3,0,0,0,0,0,0,3,0,9,40,62,0,0,0,3,0,0,0,0,0,7,3,15,194,27,0,152,14,80,6,61,3,326,56,935
SED60303,0,6,0,39,8,0,0,3,0,4,0,3,0,30,152,202,3,0,3,0,0,0,0,0,4,31,26,65,623,134,22,446,50,318,32,254,30,1226,209,3334
SED60304,3,23,3,273,7,0,0,0,0,3,0,3,3,20,226,256,3,0,0,0,0,0,0,0,0,8,17,24,814,216,29,507,69,325,25,292,37,886,255,3458
SED60305,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,5,0,4,0,9,0,17,4,57
SED60310,0,44,0,264,3,0,0,7,0,10,0,6,0,12,171,206,3,0,0,0,0,0,0,0,0,9,12,23,402,181,10,307,18,225,11,274,34,883,194,2542
SED60402,0,0,0,12,0,0,0,0,0,3,0,0,0,3,21,28,0,0,0,0,0,0,0,0,0,0,3,3,125,20,4,80,9,46,3,30,0,121,24,459
SED60405,0,12,0,111,9,4,0,14,4,8,0,7,0,34,214,284,0,0,0,6,0,3,0,0,4,25,31,76,640,262,22,552,53,383,35,388,62,1705,270,4373
SED60410,0,3,0,19,0,0,0,0,0,0,0,4,0,3,47,56,0,0,0,0,0,0,0,0,0,10,12,22,217,42,9,163,8,97,11,90,9,467,72,1179
SED60411,0,13,0,122,12,0,0,4,0,6,0,3,0,34,170,226,0,0,0,3,0,0,0,0,3,38,24,67,682,163,16,479,49,278,33,327,39,1695,206,3971
SED60413,0,9,0,87,4,0,0,5,0,0,0,3,0,10,113,134,0,0,0,4,0,0,0,0,0,16,7,33,431,110,12,345,28,194,28,181,28,746,128,2232
SED60501,0,11,3,64,5,5,3,7,0,8,0,3,0,29,136,199,0,0,0,0,0,0,0,0,0,46,30,85,327,165,41,288,38,194,29,256,55,1259,214,2872
SED60502,0,8,0,34,4,0,4,3,0,11,0,7,3,21,109,165,0,0,0,6,0,3,0,0,0,33,24,66,354,92,25,304,31,269,14,193,37,883,159,2357
SED60512,0,4,0,32,0,0,0,0,0,6,0,7,0,20,68,99,3,0,0,0,0,0,0,0,0,12,17,33,152,79,10,158,13,126,12,149,23,639,100,1457
SED60513,0,0,0,28,4,0,0,3,0,6,0,6,0,19,104,146,0,0,0,3,0,0,0,0,0,14,14,36,327,107,10,285,25,175,13,147,27,777,139,2039
SED60514,0,9,0,82,8,6,6,4,3,16,0,9,3,35,209,302,7,0,0,4,0,4,0,4,3,49,34,110,631,198,53,579,38,351,41,341,59,1701,299,4289
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,0,0,0,15,0,0,0,0,0,0,0,0,0,5,9,15,0,0,0,0,0,3,0,0,0,6,15,25,62,9,0,18,6,48,0,31,9,158,30,374
SED70002,3,0,0,103,4,0,0,0,0,0,0,0,0,4,95,108,3,0,3,0,0,0,0,0,0,3,9,16,417,38,6,145,23,99,3,25,8,95,104,976
SED70003,0,3,0,41,0,0,0,0,0,3,0,0,0,7,19,34,3,0,0,0,0,11,0,0,3,41,36,98,111,5,11,27,3,43,7,16,10,157,60,453
SED70004,0,0,0,21,3,0,0,0,0,0,0,0,0,9,22,36,0,0,0,0,0,0,0,0,0,15,5,14,157,20,11,43,6,51,6,22,10,169,42,527
SED70005,0,0,0,88,0,0,0,0,0,0,0,0,0,7,60,72,0,0,0,0,0,0,0,0,0,0,4,7,325,17,4,86,32,94,6,12,11,59,67,723
SED70006,0,0,0,64,5,0,0,3,0,0,0,0,0,3,104,119,0,0,0,0,0,0,0,0,0,4,5,8,356,14,15,105,22,85,9,38,7,95,108,856
SED70007,0,0,0,87,3,0,0,0,0,0,0,0,0,0,56,65,0,0,0,0,0,0,0,0,0,0,3,9,336,13,14,96,25,77,5,20,3,49,60,686
SED70008,0,3,0,80,6,0,0,0,0,0,0,0,0,0,57,65,0,0,0,0,0,0,0,0,0,4,5,9,268,29,12,90,11,83,10,26,9,138,65,732
SED70009,0,0,0,44,0,0,0,0,0,3,0,0,0,9,58,71,0,0,0,0,0,0,0,0,0,13,8,24,180,19,7,67,13,83,6,39,7,220,70,710
SED70010,0,3,0,48,6,0,0,0,0,0,0,0,0,3,61,69,3,0,0,0,0,0,0,0,0,7,11,18,268,11,6,89,22,78,0,15,6,88,68,661
SED70011,0,3,0,172,3,0,0,0,0,0,0,0,0,0,72,84,0,0,0,0,0,3,0,0,0,0,4,9,373,35,7,131,18,99,17,33,14,117,83,921
SED70012,0,3,3,161,3,0,0,0,0,0,0,0,0,3,81,96,0,0,0,0,0,0,0,0,0,3,9,11,434,32,11,128,29,82,10,16,10,84,91,921
SED70013,0,0,0,109,0,0,0,0,0,3,0,0,0,3,56,78,3,0,0,0,0,4,0,0,0,5,9,25,328,27,18,136,34,110,13,43,9,150,78,939
SED70014,0,3,0,55,0,0,0,0,0,3,0,0,0,3,48,61,0,0,0,0,0,0,0,0,0,3,0,8,211,34,7,77,9,66,0,32,14,139,51,636
SED70015,0,0,0,44,3,0,0,0,0,0,0,0,0,4,30,38,0,0,0,0,0,0,0,0,0,0,9,6,203,23,5,77,6,60,8,21,6,80,42,537
SED70016,0,0,0,48,7,0,0,4,0,4,0,0,0,4,75,92,4,3,0,0,0,0,0,0,0,5,9,21,278,24,12,76,17,64,4,32,5,107,84,713
SED70017,0,0,0,30,4,0,0,0,0,0,0,0,0,7,40,55,0,0,0,0,0,0,0,0,0,4,7,21,201,25,10,55,8,40,9,30,14,153,47,590
SED70018,0,0,0,120,0,0,0,0,0,3,0,3,0,6,64,73,0,0,0,0,0,0,0,0,0,0,9,15,298,32,20,118,28,119,7,31,6,140,76,876
SED70019,0,0,0,37,0,0,0,0,0,0,0,0,0,3,24,32,0,0,0,0,0,0,0,3,0,5,13,17,131,6,4,50,12,47,4,25,5,106,38,436
SED70020,0,3,0,125,0,0,0,3,0,0,0,0,0,0,79,88,0,0,0,0,0,0,0,0,0,0,0,6,326,31,7,120,15,102,9,32,11,83,81,812
SED70021,3,7,0,243,11,0,0,0,0,0,0,0,0,0,114,130,0,0,0,0,0,0,0,0,3,0,12,16,579,47,14,180,33,150,7,23,11,72,130,1251
SED70022,0,4,0,79,4,0,0,0,0,3,0,0,0,3,66,81,0,0,0,0,0,0,0,0,0,3,4,7,266,33,5,81,29,90,7,46,10,150,77,783
SED70023,0,0,0,100,4,0,0,0,0,3,0,0,0,0,68,83,4,0,0,0,0,0,0,0,0,3,3,9,379,23,9,103,28,92,9,27,5,66,77,822
SED70024,0,0,0,9,0,0,0,0,0,0,0,0,0,4,10,10,3,4,3,0,0,0,0,4,0,7,5,27,89,21,6,18,9,26,3,35,6,177,19,412
SED70025,0,0,0,88,10,0,0,0,0,0,0,0,0,6,44,63,0,0,0,0,0,0,0,0,0,6,3,14,323,19,12,119,16,82,5,26,20,124,44,788
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,7,26,0,582,24,3,0,7,3,7,3,6,3,26,308,392,7,0,3,3,0,0,0,0,3,30,13,66,1929,168,48,790,124,754,49,407,98,1841,352,6558
SED80002,6,58,0,689,22,3,0,17,5,6,0,4,0,34,417,503,4,0,0,3,0,3,0,0,0,29,18,61,2251,274,51,882,131,752,30,502,78,2295,469,7722
SED80003,11,142,3,1686,29,3,0,11,3,3,0,3,0,31,622,708,0,0,3,0,4,5,0,4,0,24,27,68,2841,318,64,1022,121,849,45,500,65,1832,680,8330
SED80004,3,103,3,1031,16,4,0,8,5,7,0,4,4,45,441,542,3,0,0,0,0,3,0,0,3,36,21,68,1939,267,57,817,130,741,61,555,87,2881,498,8033
SED80005,3,23,0,777,22,0,0,13,9,9,0,11,0,19,438,524,9,0,0,0,0,5,0,0,0,13,17,51,2754,253,59,1011,146,867,40,416,80,1694,479,7789
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,0,0,0,17,0,0,0,0,0,3,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,4,11,11,98,32,13,85,8,54,0,32,7,84,31,443
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
