SED_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SED25802,233,177,407,64,35,93,5,0,8,3,6,14,22,10,34,10662,8883,19542,597,606,1206,335,12,345,68,17,85,45,13,60,104,53,157,440,334,779,12580,10143,22720,24,12,39,0,0,0,9,4,14,62,52,115,18,14,29,16,4,19,121,85,211,0,0,0,0,0,0,3,5,9,6,8,9,0,0,7,10,11,24,113,40,149,247,136,379,49,41,91,3,0,3,3,0,5,59,41,100,951,990,1944,1186,2053,3241,183,204,385,15197,13572,28768
SED25905,614,531,1148,85,139,222,11,3,10,3,0,5,27,11,42,12771,9592,22363,675,809,1487,306,3,314,71,7,73,33,6,34,87,47,131,101,114,215,14786,11253,26042,104,102,205,0,0,0,13,26,36,236,135,369,20,49,71,9,4,11,380,306,686,0,0,0,0,0,0,16,11,25,8,12,25,0,5,3,27,26,46,126,57,185,534,390,920,118,83,200,3,0,3,3,0,3,127,83,213,375,652,1030,884,1514,2401,181,109,290,16881,14008,30891
SED26005,855,707,1555,132,175,309,3,3,10,4,3,5,38,15,51,15682,11304,26987,952,1155,2104,294,8,304,84,5,92,37,5,47,143,61,201,106,132,233,18326,13571,31895,160,131,290,0,0,0,14,16,33,292,195,491,34,70,101,14,8,20,522,413,928,0,0,0,0,0,0,10,7,18,16,30,53,3,0,3,34,40,73,120,72,191,671,519,1193,151,156,303,5,3,9,8,3,8,157,158,319,426,850,1276,1108,1861,2971,178,129,310,20877,17090,37964
SED26102,51,27,80,84,43,123,6,7,14,16,4,21,6,8,12,8886,7309,16194,440,526,966,221,3,221,31,9,34,55,13,66,76,55,127,240,251,489,10099,8253,18350,3,11,15,0,0,0,0,0,3,71,40,106,0,11,12,0,0,0,75,57,134,0,0,0,0,3,3,3,11,10,7,6,13,3,0,3,13,22,37,89,43,132,183,116,300,26,22,43,3,3,4,0,3,5,29,23,53,711,965,1679,1004,1773,2777,149,152,308,12182,11286,23464
SED26207,517,529,1050,86,131,214,0,0,3,106,172,283,24,31,53,10328,8344,18672,463,714,1169,156,5,154,101,5,109,158,27,183,92,52,146,149,170,322,12192,10172,22361,295,232,529,0,0,0,94,73,170,226,215,447,29,46,77,5,7,6,649,577,1232,0,0,0,20,20,39,18,20,37,5,9,23,0,0,3,44,59,104,103,105,208,797,739,1536,143,194,335,3,5,10,4,3,4,149,200,352,347,553,899,864,1613,2476,139,138,277,14489,13410,27902
SED26303,2196,2304,4503,224,250,479,10,0,11,872,1378,2253,32,28,53,7676,7442,15121,303,535,844,83,0,82,175,37,214,1690,972,2667,102,57,158,450,558,1010,13815,13570,27387,151,141,296,0,0,0,284,331,615,118,186,306,28,31,63,111,71,183,694,766,1462,0,0,0,66,116,183,8,9,20,7,13,16,3,10,13,86,140,229,175,196,368,949,1107,2057,131,154,281,4,17,25,14,13,21,146,176,329,712,865,1577,1064,2139,3204,143,136,282,16837,17989,34822
SED26406,2607,2281,4889,265,385,647,10,0,9,50,73,121,40,21,60,9966,7915,17885,406,662,1070,116,4,113,109,7,117,326,82,406,93,45,143,491,525,1013,14467,12006,26476,382,341,718,0,0,0,203,190,397,247,192,444,42,82,124,78,31,108,956,838,1791,0,0,0,10,11,23,6,5,14,11,24,36,9,8,16,32,53,87,98,63,164,1094,949,2042,203,220,421,0,4,6,4,0,10,210,224,433,545,661,1209,1072,1933,3013,126,100,228,17522,15874,33396
SED26504,8,3,12,47,47,96,3,3,6,0,7,7,12,9,26,8520,7371,15891,513,577,1084,194,3,205,81,17,103,185,75,257,127,56,181,663,637,1298,10355,8807,19161,3,0,5,0,0,0,0,4,4,3,0,3,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,0,7,3,0,0,5,3,0,3,11,5,17,95,49,136,112,56,164,0,3,9,0,0,0,4,0,4,10,3,12,852,854,1702,1097,1825,2921,190,183,371,12607,11730,24335
SED26603,2449,2310,4751,129,185,309,4,0,7,408,604,1019,63,21,82,11112,8135,19247,476,757,1237,170,3,172,156,21,172,531,219,749,112,55,164,263,310,573,15864,12615,28481,208,187,396,0,0,0,229,253,479,192,184,381,40,72,109,53,23,76,719,720,1442,0,0,0,44,66,107,7,12,21,4,7,12,0,6,3,55,90,145,164,147,307,945,950,1896,151,167,316,0,11,17,9,7,19,165,185,352,458,631,1089,1033,1880,2915,189,149,331,18657,16408,35060
SED26708,45,25,71,56,27,79,5,3,11,13,0,16,14,8,17,9463,7777,17240,523,493,1019,243,6,252,140,35,170,122,43,173,166,57,219,850,674,1526,11638,9145,20784,0,3,3,0,0,0,3,0,3,30,15,47,0,0,6,0,0,0,39,23,62,0,0,0,0,0,0,3,6,11,0,5,3,0,0,0,5,7,16,86,36,119,132,70,196,21,4,24,3,0,3,3,0,3,24,7,37,1576,1300,2877,1151,2004,3155,227,202,424,14745,12725,27478
SED26806,3148,3178,6331,174,235,411,12,8,13,2220,2720,4936,79,69,147,8503,7127,15624,337,638,979,28,7,32,216,36,255,1158,540,1696,150,118,265,2183,2594,4780,18208,17255,35465,152,132,292,0,0,0,654,728,1382,51,52,107,18,30,46,74,51,126,953,1002,1953,0,0,0,61,65,129,0,5,10,0,0,0,4,6,12,72,78,149,213,177,396,1239,1253,2496,183,161,343,6,9,12,17,16,33,206,185,389,1030,1059,2086,1221,1840,3057,151,128,277,22061,21717,43777
SED26903,1705,1687,3394,205,261,468,5,3,12,452,627,1077,62,26,86,9474,7069,16547,433,660,1094,154,3,150,150,23,173,463,177,638,85,49,128,240,275,518,13426,10862,24285,206,203,411,0,0,0,189,184,376,164,162,330,33,70,102,44,20,65,637,638,1279,0,0,0,63,97,160,7,13,14,11,22,34,7,5,13,82,137,225,130,144,270,856,923,1772,144,178,314,7,14,17,9,5,14,161,194,352,356,480,841,955,1613,2571,172,122,294,15925,14191,30117
SED27003,1900,1835,3741,220,266,487,12,4,12,2849,3258,6104,70,69,141,7630,6294,13924,283,559,846,45,0,49,228,37,260,2074,1272,3344,145,107,252,2607,3043,5651,18061,16749,34814,117,100,223,0,0,0,402,515,919,46,37,82,19,25,39,92,59,153,679,739,1415,0,0,0,52,83,137,5,6,9,0,7,8,8,7,17,67,105,175,245,238,485,992,1079,2078,131,136,270,8,6,15,28,22,53,164,172,332,956,1041,2000,1132,2012,3143,168,155,323,21485,21204,42686
SED27101,1849,1417,3266,205,209,418,0,0,0,4,7,13,30,11,36,10077,8448,18522,409,648,1056,127,3,131,100,5,109,133,25,154,65,33,94,253,262,515,13250,11075,24329,273,207,482,0,0,0,115,85,199,299,182,481,33,79,115,66,17,77,783,572,1349,0,0,0,0,5,6,12,15,22,9,9,16,0,3,9,19,32,57,108,48,153,911,646,1564,144,139,282,0,0,3,9,4,12,155,143,295,560,688,1249,928,1943,2867,105,79,189,15909,14574,30488
SED27208,37,26,65,31,30,64,0,0,4,8,4,10,11,6,18,8838,7392,16237,530,599,1132,257,10,271,42,6,53,105,31,130,125,42,168,660,517,1176,10646,8679,19322,0,3,3,0,0,0,0,3,3,27,11,38,3,0,5,4,0,4,30,17,51,0,0,0,0,0,0,3,0,3,0,7,9,0,0,0,3,4,8,64,29,89,94,55,151,20,11,27,5,0,4,6,0,6,24,13,40,1016,877,1894,1061,1846,2900,180,153,333,13026,11626,24644
SED27305,360,250,617,115,132,250,0,0,0,0,3,6,21,8,33,11727,9744,21472,551,739,1289,161,3,164,59,6,68,60,12,68,76,38,119,101,100,197,13230,11050,24275,79,56,139,0,0,0,5,3,8,340,183,519,23,47,73,8,0,6,450,292,747,0,0,0,0,0,0,12,9,19,14,27,41,0,0,3,29,37,64,91,49,142,573,378,952,92,74,164,3,3,3,6,0,7,103,78,176,447,651,1091,871,1650,2520,100,86,184,15311,13896,29211
SED27406,1596,1296,2893,101,138,240,4,0,4,4,7,10,31,16,46,9006,8047,17054,325,524,841,82,0,79,97,12,103,319,64,384,93,49,139,295,390,682,11943,10542,22485,223,133,353,0,0,0,70,94,165,268,215,487,41,64,97,65,25,92,667,519,1189,0,0,0,0,0,0,4,3,7,10,9,18,3,0,0,20,17,32,95,73,166,783,608,1390,97,111,213,0,3,3,7,7,11,106,120,230,853,1121,1971,934,1620,2561,94,79,173,14719,14091,28813
SED27504,12,5,15,53,51,100,3,0,3,0,3,3,19,21,44,11154,9454,20611,721,960,1684,188,4,199,120,15,129,196,58,254,109,47,155,623,541,1158,13201,11162,24361,0,0,0,0,0,0,3,0,3,4,0,3,0,0,4,0,0,0,9,7,13,0,0,0,0,0,0,4,0,5,3,6,10,7,0,7,13,5,23,100,40,143,121,56,178,0,4,4,0,0,0,3,3,7,5,7,12,720,723,1439,1076,1781,2858,213,182,398,15329,13911,29239
SED27608,416,201,614,174,166,337,3,0,8,3,8,14,22,14,36,12510,10752,23260,612,810,1417,149,4,148,66,3,73,173,38,211,83,51,135,264,231,495,14472,12279,26753,16,14,31,0,0,0,12,13,24,172,88,264,6,14,18,19,0,21,224,132,356,0,0,0,0,0,0,9,16,25,9,19,29,3,0,8,26,37,62,133,62,195,381,228,614,103,64,169,0,3,5,9,0,9,114,72,183,773,1026,1800,1300,2562,3861,125,117,237,17168,16284,33450
SED27708,7,3,13,74,40,110,3,0,3,4,4,7,31,24,51,10366,9083,19451,731,804,1532,208,8,215,117,8,125,170,49,220,140,46,184,665,543,1213,12518,10606,23127,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,3,3,11,7,9,9,3,0,3,10,7,21,97,49,139,112,65,179,4,0,0,0,0,3,8,0,9,9,4,16,800,805,1602,1290,2056,3342,175,170,346,14907,13702,28611
SED27807,1381,1441,2819,140,187,326,0,0,0,6,21,22,82,18,106,11359,6796,18156,728,949,1679,189,6,199,69,3,73,69,15,89,110,47,156,151,189,340,14285,9676,23956,193,219,415,0,0,0,97,99,195,182,149,337,27,78,112,22,5,27,527,560,1081,0,0,0,0,0,0,15,12,24,7,14,18,3,3,7,32,24,51,125,56,180,678,641,1316,129,181,318,4,0,3,0,0,0,133,184,323,207,348,559,814,1160,1971,306,215,520,16421,12221,28639
SED27907,666,689,1356,95,108,208,4,3,9,28,44,68,25,15,38,11111,9044,20157,597,670,1269,231,10,234,78,13,90,51,6,55,88,29,112,139,144,274,13097,10769,23864,80,81,157,0,0,0,21,36,54,243,217,456,27,47,78,13,4,18,393,378,766,0,0,0,6,5,12,17,21,45,5,17,27,0,3,3,31,48,83,120,70,187,542,501,1040,80,115,198,3,4,6,4,3,7,85,122,210,308,632,943,1001,1857,2862,135,126,263,15174,14007,29178
SED28007,1159,1317,2471,80,91,172,12,0,11,10,8,15,60,12,72,14562,10751,25312,716,1006,1722,268,7,277,67,4,68,30,17,41,111,60,173,91,120,208,17147,13394,30549,177,158,335,0,0,0,37,41,85,319,260,577,37,92,131,18,9,26,594,556,1151,0,0,0,0,0,0,13,9,24,9,19,29,0,3,5,19,29,55,132,65,196,743,658,1402,133,156,290,4,0,3,8,3,9,144,163,303,292,590,879,1090,1882,2972,180,152,328,19594,16839,36432
SED28107,1962,1701,3669,88,145,234,8,0,8,10,16,20,118,28,148,16968,10836,27808,917,1318,2237,272,0,272,118,3,123,89,15,107,186,66,252,161,180,343,20905,14319,35215,328,340,671,0,0,0,85,88,171,554,359,905,74,182,253,48,15,63,1085,980,2069,0,0,3,0,0,0,3,11,17,10,24,31,5,5,9,13,41,56,189,97,292,1294,1119,2413,366,427,797,6,5,10,11,5,13,384,433,819,420,1005,1423,1292,2081,3368,266,203,467,24548,19153,43703
SED28203,982,991,1967,113,151,269,7,0,7,16,37,49,111,16,122,10681,6988,17672,552,754,1306,231,0,232,74,4,72,59,9,64,85,31,119,101,128,233,13002,9117,22116,163,195,355,0,0,0,43,58,103,216,170,386,29,53,82,9,4,18,467,474,941,0,0,0,0,0,0,16,12,23,3,12,20,5,5,12,18,28,52,103,59,160,586,565,1153,118,137,263,0,0,0,3,0,3,125,139,265,201,393,595,773,1271,2039,256,176,431,14944,11656,26597
SED28301,294,228,517,796,793,1588,0,4,4,0,7,9,20,8,27,10325,8360,18686,402,740,1141,182,0,182,75,4,78,63,5,69,85,50,129,152,182,336,12400,10375,22775,147,97,243,0,0,0,12,11,21,227,105,334,27,24,52,8,0,4,416,238,658,0,0,0,52,32,90,66,64,127,24,32,57,0,3,5,144,132,279,103,72,172,660,446,1107,97,81,181,10,10,25,10,3,12,119,91,214,815,993,1805,959,1627,2586,118,70,192,15068,13606,28675
SED28408,230,134,365,96,114,205,5,0,5,0,3,4,36,25,65,9212,8197,17407,623,728,1347,100,3,100,45,7,52,171,41,215,59,33,86,463,456,915,11030,9744,20771,11,6,18,0,0,0,15,7,23,53,37,91,8,12,11,15,3,21,94,67,162,0,0,0,0,0,0,4,9,14,3,12,17,3,0,5,15,24,37,65,54,122,176,143,316,30,35,64,3,0,3,7,0,7,40,38,74,366,531,903,982,1874,2855,140,113,249,12738,12437,25176
SED28507,1253,1101,2353,89,149,239,3,0,5,8,9,14,34,13,53,11873,8422,20299,671,789,1465,202,0,201,87,11,94,64,12,74,94,46,142,180,201,378,14560,10760,25325,174,185,354,0,0,0,76,69,145,240,200,437,45,48,96,32,13,42,564,510,1072,0,0,0,3,0,3,8,3,14,4,17,29,0,0,4,18,26,41,113,59,175,698,600,1293,188,209,395,0,4,4,0,0,4,188,215,400,309,583,888,1033,1708,2738,180,140,313,16967,13995,30961
SED28607,2519,2615,5131,151,176,325,4,8,15,11,17,32,57,23,86,10633,8677,19314,430,719,1150,92,4,97,191,25,220,718,204,928,111,56,167,402,449,856,15330,12984,28314,254,261,516,0,0,0,185,209,397,238,253,491,33,76,114,101,55,154,813,853,1667,0,0,0,11,14,28,10,7,8,4,15,15,8,4,10,26,35,62,147,98,241,980,986,1966,147,195,341,3,8,11,15,3,24,164,204,371,643,967,1608,1104,2003,3105,144,113,252,18366,17257,35618
SED28704,695,693,1391,86,74,158,9,4,12,3,10,8,23,7,33,15666,12458,28119,648,748,1395,376,7,383,74,3,75,46,12,55,87,49,140,160,186,344,17867,14249,32117,97,76,172,0,0,0,20,21,43,416,320,736,43,72,119,16,7,22,597,490,1085,0,0,0,3,4,5,12,13,20,8,18,25,0,0,0,22,29,52,140,70,210,758,588,1348,139,120,261,0,0,3,3,3,6,148,123,268,592,1050,1642,1234,2636,3872,183,173,356,20787,18816,39601
SED28803,981,1090,2067,119,139,258,5,3,5,7,10,21,110,20,133,16117,10962,27077,856,1073,1931,368,5,373,60,4,62,38,5,47,140,67,210,91,133,224,18906,13508,32414,294,228,523,0,0,0,34,40,71,355,246,605,47,78,125,13,3,20,743,601,1337,0,0,0,0,0,0,25,24,42,8,27,32,0,0,0,30,51,82,176,94,269,946,742,1689,177,187,362,0,6,5,7,3,12,182,199,384,297,662,966,1135,1913,3046,268,189,464,21737,17215,38954
SED29494,60,36,101,22,18,42,0,0,0,39,49,85,10,3,10,582,275,859,70,59,126,17,0,17,14,0,14,17,8,19,36,16,50,140,83,227,1002,549,1552,9,18,24,0,0,0,5,9,20,4,7,8,0,0,0,4,0,7,29,35,64,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,13,7,14,39,41,83,14,9,21,0,0,0,0,0,0,12,9,24,25,38,69,138,134,274,19,18,33,1242,786,2033
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,23,0,23
SED30001,229,252,479,140,66,202,0,3,3,4,4,8,13,8,17,13294,11474,24766,847,837,1686,395,18,414,230,14,250,43,9,53,131,60,193,142,183,327,15467,12927,28396,30,43,74,0,0,0,0,0,0,108,95,203,12,17,32,17,0,17,168,156,321,0,0,0,0,0,0,13,36,43,3,19,22,3,0,3,20,52,76,153,69,228,340,280,624,42,42,88,3,10,12,9,3,5,52,52,107,550,1009,1552,1174,1841,3017,154,113,266,17738,16222,33958
SED30002,185,203,388,572,730,1308,0,0,0,3,0,4,18,9,28,9946,8055,18001,562,878,1439,233,9,241,203,15,215,58,5,69,94,37,134,120,118,235,11989,10068,22058,55,46,107,0,0,0,0,0,0,145,118,258,12,31,37,0,0,3,212,196,408,0,0,0,0,0,0,59,86,148,26,63,89,5,10,19,94,157,252,91,55,146,397,408,808,34,34,67,6,9,14,4,0,4,46,36,91,368,613,980,860,1405,2263,109,75,186,13776,12615,26390
SED30003,401,445,840,1079,1158,2241,7,0,9,0,0,0,21,17,41,7088,6433,13517,461,728,1188,82,4,81,289,35,322,530,85,613,77,53,127,671,311,974,10703,9265,19971,85,70,155,0,0,0,0,0,0,50,56,105,16,16,23,8,4,13,157,139,300,0,0,5,0,0,3,53,91,149,29,51,82,13,13,23,102,157,259,120,49,165,378,344,721,20,25,48,15,7,20,4,3,13,41,35,83,623,794,1413,839,1492,2325,51,59,113,12642,11992,24631
SED30004,458,492,956,483,530,1007,3,3,8,3,0,3,17,13,30,7354,6306,13659,397,701,1099,144,0,149,215,18,235,101,14,121,92,28,117,128,123,252,9402,8235,17637,68,62,125,0,0,0,0,0,0,167,157,326,23,31,56,12,3,18,273,259,526,0,4,3,0,0,0,29,43,73,16,39,61,7,5,7,58,92,148,70,36,107,395,390,785,22,30,55,3,4,9,9,0,4,27,40,67,453,617,1071,821,1374,2190,73,68,140,11169,10721,21888
SED30005,7,3,4,275,241,517,7,3,12,0,0,0,26,8,28,10358,10734,21090,660,939,1601,184,7,194,226,34,264,306,86,394,251,62,312,335,294,627,12635,12414,25046,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,8,9,18,22,26,50,13,8,21,41,49,92,152,87,236,193,137,330,5,0,5,15,3,12,12,8,17,33,5,37,604,842,1445,1231,1672,2902,142,119,261,14835,15194,30028
SED30006,21,28,53,81,52,128,3,0,3,0,0,0,4,5,11,9321,8093,17413,533,557,1094,520,12,535,176,21,196,38,8,44,120,60,177,342,298,640,11155,9129,20287,3,9,5,0,0,0,0,0,0,51,49,106,0,10,13,0,0,0,62,66,129,0,0,0,0,0,0,30,57,86,4,10,13,3,0,3,41,65,104,108,43,147,204,174,377,10,9,25,4,0,4,6,3,7,19,13,37,843,1162,2011,1062,1580,2642,159,120,278,13450,12181,25622
SED30007,931,762,1693,1897,2428,4329,98,100,197,10,4,13,107,95,201,6984,5227,12211,502,852,1360,57,0,64,324,79,402,809,291,1106,184,97,280,3954,3581,7537,15865,13529,29386,186,179,363,3,0,3,3,0,4,23,22,50,12,16,22,28,10,36,255,225,482,23,26,50,0,0,0,37,27,63,23,50,69,42,44,84,120,140,263,107,61,170,487,436,919,50,32,81,31,20,53,16,4,18,95,64,158,782,744,1529,1274,1698,2969,134,111,240,18625,16576,35206
SED30008,83,69,154,118,199,317,4,0,7,15,11,29,10,28,36,7891,7225,15116,424,630,1062,109,3,112,178,29,205,149,56,208,128,68,196,200,270,472,9322,8605,17924,29,28,63,0,0,0,0,0,0,50,39,87,6,7,16,0,0,5,92,74,167,0,0,0,19,36,53,5,10,13,3,17,21,0,3,4,33,57,95,98,69,170,220,202,428,22,32,49,8,12,23,7,8,12,33,49,81,562,766,1329,751,1214,1967,103,106,210,10988,10944,21937
SED30009,32,25,54,147,122,268,7,0,8,3,3,6,11,13,25,8092,7981,16069,465,632,1100,195,4,199,145,9,149,126,35,157,161,45,204,150,149,300,9533,9012,18547,3,3,11,0,0,0,0,0,0,45,20,65,0,4,4,0,0,0,48,27,77,0,0,0,0,0,0,14,3,19,9,17,27,9,0,13,24,29,58,97,49,145,169,108,275,6,9,14,13,10,16,3,4,10,19,21,43,689,1013,1707,922,1351,2277,86,74,160,11431,11572,23007
SED30010,692,800,1493,592,856,1448,376,453,829,0,0,3,42,38,73,8734,7520,16255,502,777,1279,122,3,126,272,36,316,449,105,552,121,59,187,311,318,631,12213,10972,23183,109,98,209,8,5,13,0,0,0,63,90,158,17,30,46,19,8,28,211,236,447,107,127,237,0,0,0,39,40,78,20,32,48,11,11,26,174,215,391,208,159,368,599,603,1203,47,26,72,27,44,72,13,7,14,86,77,164,680,961,1642,989,1661,2647,79,75,154,14646,14351,28995
SED30011,3,0,4,100,58,161,4,3,5,0,0,0,17,15,37,5653,5313,10962,586,721,1306,141,3,139,186,3,191,138,21,163,52,23,78,190,186,378,7076,6344,13414,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,0,8,0,3,3,3,3,4,11,11,17,58,45,99,69,59,126,0,0,0,0,0,0,5,0,7,5,0,7,137,289,429,536,881,1414,76,80,159,7902,7650,15549
SED30012,669,940,1607,96,77,181,0,0,4,0,3,3,23,14,41,13276,10287,23567,968,1162,2128,278,7,280,329,25,357,73,8,76,114,70,186,147,178,326,15975,12778,28755,92,116,207,0,0,3,0,0,0,273,257,528,57,58,117,36,15,48,455,450,901,0,0,0,0,0,0,13,17,22,9,19,25,3,5,5,24,38,60,166,79,249,647,564,1212,71,102,175,0,0,0,6,5,15,80,108,190,311,677,991,1232,1867,3096,193,150,345,18445,16146,34584
SED30013,3,3,4,162,76,234,6,0,6,0,0,0,11,10,25,7993,6840,14837,776,663,1442,339,16,350,165,17,182,170,44,214,165,55,220,718,370,1091,10503,8090,18600,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,14,7,20,5,3,6,0,0,3,19,12,34,93,39,127,113,48,162,0,0,0,4,0,4,3,0,3,6,0,6,436,594,1027,867,1113,1981,140,118,256,12067,9968,22036
SED30014,115,71,184,196,230,428,8,0,5,13,16,26,12,9,26,8929,8653,17580,442,568,1012,146,3,152,178,25,208,250,102,354,95,52,151,249,257,502,10628,9989,20623,24,21,42,0,0,0,0,0,0,38,33,72,9,4,11,11,0,11,80,59,136,0,0,0,27,52,81,7,6,16,11,20,26,3,3,10,45,85,126,86,69,156,213,210,420,23,14,35,9,11,20,3,3,11,33,23,57,603,853,1454,901,1338,2244,108,93,199,12490,12507,24998
SED30015,5,3,10,134,28,159,3,0,3,0,0,0,7,3,10,6525,6005,12529,439,588,1024,242,3,242,128,12,146,60,22,88,107,36,142,345,295,637,7989,6990,14982,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,6,6,9,4,0,4,0,0,0,7,3,14,0,0,3,0,0,0,17,4,21,76,19,98,97,29,124,0,0,0,9,0,9,0,3,4,10,4,11,561,677,1243,763,1030,1795,122,104,220,9542,8838,18376
SED30016,5,10,17,213,298,509,25,11,35,3,3,7,76,88,171,8631,8135,16765,682,1185,1864,121,5,125,223,59,279,551,277,833,281,96,377,746,713,1461,11561,10877,22433,0,0,0,0,0,0,0,0,0,8,8,12,0,3,3,0,0,0,8,6,12,0,0,0,0,0,0,8,0,13,15,29,43,17,18,33,42,47,86,136,82,217,187,134,315,0,0,0,11,16,27,7,9,20,22,24,44,360,523,885,1018,1376,2398,139,117,257,13282,13049,26332
SED30017,0,0,3,212,59,269,3,0,0,0,0,3,3,3,8,5753,4854,10604,540,487,1023,273,12,289,111,23,137,68,36,102,158,78,238,698,602,1303,7826,6160,13993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,32,0,7,8,3,0,3,27,14,42,90,25,114,121,35,157,0,0,0,4,0,4,12,3,14,15,3,20,1322,1153,2480,845,977,1824,215,158,365,10349,8491,18835
SED30018,64,46,113,146,103,245,4,0,4,0,0,0,13,7,15,7478,6790,14271,549,579,1129,247,9,250,116,10,120,114,50,164,128,60,183,245,326,573,9093,7974,17069,8,11,19,0,0,0,0,0,0,55,39,90,3,3,10,3,5,8,65,55,123,0,0,0,0,0,0,9,6,7,7,15,18,9,4,9,20,23,39,102,34,136,188,113,295,9,14,20,10,4,12,9,0,8,21,18,39,541,822,1359,923,1387,2305,135,119,255,10901,10429,21329
SED30019,222,239,455,239,332,573,3,6,7,3,3,3,19,20,33,9004,7712,16719,484,626,1110,273,4,274,223,17,232,73,14,88,86,28,118,131,156,284,10770,9147,19918,26,19,47,0,0,0,0,0,0,69,104,168,18,6,24,6,7,13,119,135,257,0,0,0,0,0,0,39,84,124,8,33,43,9,0,9,57,122,180,116,64,175,293,320,616,33,20,53,11,12,19,4,0,3,44,30,80,346,585,939,927,1469,2397,73,55,137,12453,11616,24073
